6.699450649999841971e+02,6.823645341142701000e+02,6.849770545890143012e+02,6.903332294663996436e+02,7.325185985687188577e+02,8.073339932085694954e+02,8.203694026899555638e+02,7.933137314092195993e+02,7.137634141524788447e+02,5.482719641796044243e+02,5.452756955814004414e+02
-3.879111356586788162e+01,-5.652263292002702855e+01,-7.741387411947771113e+01,-7.754868882717849488e+01,-1.819834878228682840e+01,7.832688273825178271e+01,1.391023552426808294e+02,1.564806698081942500e+02,1.716388211358329272e+02,1.818748498790362760e+02,1.203679104928004193e+02
1.721814639541296543e+01,2.161130175915847929e+01,2.906961766465644814e+01,3.276059479103555816e+01,5.062729698535430600e+01,1.871661610162082923e+01,-2.910541923154325161e+01,-3.914294026761788103e+01,-1.911079881689212456e+01,2.550162022789373850e+01,5.657794313753205984e+01
5.077303406899459048e+01,5.512117742519438224e+01,6.516920159887686737e+01,7.537273779524409179e+01,8.085348369816883007e+01,4.165845792551273519e+01,2.151211029292682397e+01,4.283052781797408670e+00,-2.734131007812496961e+00,-1.181398915656020421e+01,2.772466436556062064e+01
1.785782027452066600e+01,1.188178267283765166e+01,4.597540406518435319e+00,1.056223563620266503e+01,1.217423240183084232e+01,6.825738635627812023e+00,-4.689873799999783266e+00,-1.461232612836538713e+01,-9.604645021910151570e+00,1.550493027408505498e+01,3.446384881152465596e+01
7.732831629084102154e+00,5.922099645339515384e+00,4.172696600154627511e+00,9.007831348685225947e+00,2.333106034193006550e+00,1.174171620338220423e+00,-3.385036090002066622e+00,1.606563092091778611e+00,7.625965628848900835e+00,2.060404026289952562e-01,1.411990793826529966e+01
-3.223817216837564725e+00,-5.563398240660145433e+00,-8.627732621102545352e+00,1.524849683616503526e+00,-1.051736150458399521e+01,-2.650149712746836528e+01,-2.116421038012418876e+01,-1.661228257951004394e+01,-6.335280690909629975e+00,7.315590739326475855e+00,-1.589959157201110784e+01
-4.629108847048897246e+00,-1.207132666398624599e+00,5.119711465322367872e+00,1.481228370712899789e+01,-9.772684133286911878e-01,-1.846327521055341592e+01,-2.663963410627658135e+01,-2.091924899414055972e+01,-1.337110569896270817e+01,-1.478742731346660477e+01,1.141853215259183862e+01
1.197204629690449273e-01,-2.312176501705232867e-01,-5.556534972362191738e+00,-9.425211881929815405e+00,-2.561444569235272084e+01,-2.818725603635315125e+01,-3.444226415087307203e+01,-3.906115004263540413e+01,-3.536803368991937191e+01,-1.902804752154466428e+01,1.202398172092877537e+01
1.281958252809055665e+01,1.555398606035625697e+01,2.133135087708024713e+01,2.976830908587260893e+01,1.948703333871734600e+01,2.034625513845691103e+01,2.871800035051364830e+01,3.547490839477963220e+01,3.124550087726651526e+01,1.896753366581411626e+01,1.634485407214047470e+01
-1.728136603255368442e+01,-1.641502881111367529e+01,-1.713293821408670681e+01,-1.165293482401273195e+01,-2.308785246090302223e+01,-2.686243258385714228e+01,-2.174257175703069578e+01,-1.109765796267225468e+01,-9.239316894062827856e-01,1.372570062175595851e+01,9.111931179251553381e-01
4.803348213871156069e+00,2.223633520364701521e+00,3.121654830554130289e+00,9.446190910371473848e+00,1.271851506365905493e+00,-4.717136947201101549e+00,1.338910816803316806e+00,9.575124988563583628e+00,8.958245845625992132e+00,-6.775823142846905123e-01,2.061371315757005274e+00
-1.312009177388898351e+01,-1.004319114630450471e+01,-1.008910008933879610e+01,-7.745515116155273105e+00,-4.057013639830684859e+00,-1.415117990282401372e+00,-5.021490795060890022e+00,-8.708206410358922511e+00,-1.215462317040745788e+01,-7.879680404230002821e+00,1.954173005058151347e+01
