4.852743235545302696e+02,4.994769691328011163e+02,4.929170204994946403e+02,4.737760424722662833e+02,4.563833343928865816e+02,4.266684401669757563e+02,3.754451948994222334e+02,3.302643979787272883e+02,2.982746180101787559e+02,2.777683567681434624e+02,2.719971306850691803e+02,2.825589826845355788e+02,3.182313744092781462e+02,3.193498007730316885e+02
1.321392828865012703e+01,7.519098785140073460e+00,-6.738389789099349159e+00,-1.495377174155908406e+01,-1.045959779123598032e+01,9.372324801046978848e+00,4.011537762003100482e+01,7.106993029927474481e+01,7.974489449473975355e+01,8.040755305701830480e+01,7.392282000075547899e+01,7.152480416842314526e+01,5.679724051012340169e+01,3.690675025387248809e+01
8.683922414220521091e+01,7.952676340992080384e+01,7.426132028041794797e+01,6.457594309078710637e+01,5.810240480144516084e+01,5.237054018507336650e+01,3.671512945378634640e+01,3.028528966584665127e+01,3.541433156509646096e+01,3.521249901881652988e+01,4.083435836672919805e+01,4.587659772894677701e+01,2.052682391733469558e+01,6.813777565669272285e+00
6.152523766444619469e+01,5.492002753029028383e+01,5.256086288505203186e+01,5.331086923115351794e+01,5.565078079038389802e+01,5.856425709382639155e+01,5.382183091162541189e+01,4.534620407249499863e+01,3.053980105405910805e+01,2.231370843645538571e+01,2.631505073496977332e+01,2.812527449469190088e+01,3.220053290829445558e+01,3.770505089909757146e+01
3.004418287732198678e+01,2.626992928363158697e+01,2.194993133975497202e+01,2.350689415479443056e+01,1.501878207724577052e+01,1.214922406462395621e+01,1.208595102967827373e+01,1.667542114032186618e+01,2.195214300865804091e+01,1.764881423522637505e+01,1.814818315358498069e+01,1.402332329161643543e+01,2.685360872491947859e+01,3.484602019553381069e+01
3.114337232446897730e+01,2.995673112896714940e+01,2.407844041846940186e+01,3.013746404619213592e+01,2.762893129680100657e+01,2.086202618672431441e+01,2.070300302212002563e+01,2.022334517564483036e+01,2.396909635949150896e+01,1.795130278106056920e+01,1.160396317017686130e+01,1.251702055576137518e+01,1.840879023444805140e+00,-4.556702599055635794e+00
-3.652036744879099128e+00,1.521951082083854434e-01,6.409365279695476758e+00,1.168418176014753307e+01,1.496862928192878428e+01,8.446651426438616994e+00,5.350747174780583038e+00,1.591165672641147921e+01,2.080297669182672138e+01,1.542544456086242732e+01,1.028016191332736007e+01,1.506436606067266126e+01,1.243396512297786316e+01,2.334826941721155347e+00
6.131231762741226277e+00,4.469666098849261360e+00,1.420126309708858514e+01,1.856329464596790402e+01,1.612890333072532911e+01,1.119283406606832898e+01,1.184711456106193239e+01,1.160076017112974966e+01,1.398983626606892727e+01,5.956368579279287090e+00,1.592480497774427572e+00,8.227821469229084528e+00,2.324522397549844044e+01,2.027304614651860248e+01
6.134329469041730931e+00,4.162510358803521715e-01,2.220720258442863582e+00,9.577216887446670768e+00,1.691907954672181447e+01,1.923185701227701472e+01,1.860107705060251249e+01,1.080824548749562020e+01,1.294706078582209230e+01,7.030578553248965079e+00,7.418361641928862937e+00,5.616903840741795939e+00,-8.166213860828943183e+00,-1.508025450009890989e+01
2.582434621297361454e-01,-5.838031245462568464e+00,-9.574351737271808105e+00,2.413865694399490724e-01,4.488924379091613126e+00,2.817926628687265067e-01,8.844363198665501358e+00,-4.016191294373421705e+00,-3.642883526323051235e+00,8.310836965196308768e+00,1.052479458434258319e+01,6.587779305547989850e+00,9.458937004060597786e+00,1.107501432968417987e+01
-1.510429504434711490e+01,-1.005735341924501469e+01,-5.086453206353686696e+00,-2.722431418515239621e+00,-6.469345554661066089e+00,-7.432020041300356539e+00,1.622133636761340370e+00,1.549657026246906266e+00,3.611612413504277086e+00,1.459778529913473788e+00,8.424248196935160138e+00,1.437203443942798131e+01,8.353522611807054687e+00,1.165924995737980296e+01
-9.738327560987112719e+00,-3.312935547396026692e+00,2.127186369104955288e-01,-1.539992303952533614e+00,-4.621470913363859623e+00,-5.773288785751203633e+00,-1.437145462940482066e+00,6.587606951886695761e+00,5.006764114458302828e+00,2.228108138982138886e+00,8.523017644423038774e+00,9.903384202259752911e+00,4.713579356752430893e-01,-1.579198769212818876e+00
-4.883149279379578545e+00,-1.204754779511583607e+00,-1.095816464941696822e+00,1.997291172056701924e+00,3.858881188532031103e+00,5.899926295253343334e+00,2.665100026564859448e+00,1.800676937766090946e+00,1.327467530481338143e+00,-4.431963963773485560e+00,-9.386718079560591121e+00,-5.362569144653836162e+00,5.572715930197317036e+00,1.197622575418351687e+01
