5.726556699265754560e+02,5.798562951929910696e+02,5.892692250614067007e+02,6.005792699838056024e+02,5.935272958730199662e+02,5.877897239439655550e+02,5.597452208418952750e+02,5.092949112333783432e+02,4.751268075223791811e+02,4.753636276617500585e+02,4.968771440577446015e+02,5.139501414543775581e+02,5.387345413255470703e+02,6.047995764060977990e+02,6.801247123037040865e+02,7.167604065817223500e+02,7.298836663448498712e+02,7.316709962781045533e+02,7.191455928659642041e+02,7.031555285444354695e+02,7.046766285519088342e+02,7.152318806655468961e+02,6.973846687912047173e+02,6.546445135244101721e+02,6.398291116319995808e+02,6.499214468620738216e+02,6.632418548980047035e+02,6.712010659302150088e+02,6.781819599573169626e+02,6.745576784759218754e+02,6.676548901920074286e+02,6.514395846198598292e+02,6.360377204709186572e+02,6.313316606289827178e+02,6.254232531316256427e+02,6.283378042797920671e+02,6.356051869070579414e+02,6.352520297517964991e+02,6.162473964881774009e+02,5.864139150604229371e+02
3.276808381515222379e+01,1.472850995949286457e+01,-6.912504102395705452e+00,-9.001830102717338633e+00,-1.782793039438859495e+01,-3.430345072109301441e+01,-3.717664675554144793e+01,-1.932817006426430595e+01,-1.409992084681387681e+01,-1.742614521609841205e+01,-2.850686135839544022e+01,-3.610635209197247519e+01,-3.729082286660451473e+01,3.727707481634214304e+01,1.119517261093467937e+02,1.249111143966440522e+02,1.080726332472429334e+02,9.816303080537937831e+01,9.064341826679161329e+01,8.723665361707182342e+01,8.382858772813764858e+01,8.649838912741697072e+01,8.966943614081827718e+01,8.935936134940840248e+01,6.995582153589325003e+01,3.470608634054744357e+01,4.831561757301935933e-01,-3.826407364601436711e+01,-5.826699838668083942e+01,-7.942679240113170636e+01,-9.114521832079644525e+01,-1.018798418454318835e+02,-1.130566746025022269e+02,-1.170354072293893495e+02,-1.224266943238578591e+02,-1.219417556927727730e+02,-1.200802382732891971e+02,-1.077984016907094542e+02,-9.925328370619010343e+01,-6.642437132798917787e+01
3.485795888892433680e+01,3.607639948255792461e+01,2.836016923323479944e+01,3.134527825076690988e+01,1.410213953345203031e+01,-2.487917860954642624e+00,-1.240538446440588194e+00,9.641740724337712010e+00,1.371438902277769145e+01,1.394937255406881604e+01,-3.379288586470093669e+00,-3.254332840442338615e+00,3.243141956434808737e+00,1.330081347767223576e+01,-3.693331692293166668e+01,-6.443745738160023961e+01,-6.262272835867283050e+01,-5.196316167762107341e+01,-4.240927215421748997e+01,-3.604250370274765913e+01,-3.564528452798866454e+01,-3.642913596770229390e+01,-2.526240013660956762e+01,-2.003639387186606502e-01,7.923918708017106738e+00,1.855053442923508911e+01,3.756117504606159940e+01,3.811737696374702011e+01,3.698690769475342677e+01,2.996079337108834295e+01,2.851878028094798623e+01,3.009483203066963597e+01,3.270735833477939281e+01,3.090535957922570276e+01,2.515117884521971092e+01,2.576643351707618024e+01,1.401578683833903938e+01,1.803570191976375980e+01,1.942260410417420147e+01,3.292550152449435785e+01
4.292526051072035642e+01,4.184447950525412807e+01,3.616306529970787409e+01,3.422599328168514887e+01,3.087679927455248219e+01,2.709975535557972037e+01,2.994593171351522898e+01,2.448765228298670849e+01,1.794619572111005112e+01,2.312969413544024633e+01,2.106300955684952925e+01,2.134389948973313267e+01,2.243707621499109450e+01,4.071928453700471096e+01,6.236213953780104191e+01,6.937942998694578023e+01,7.305197729613800561e+01,8.318584573573785690e+01,8.892813035133949029e+01,9.822830423743133110e+01,9.859452170085306477e+01,9.474307455268706235e+01,8.655533036421107340e+01,7.417027144086981139e+01,6.774631124606403887e+01,7.156285379942542590e+01,7.567825682892367922e+01,8.785188185735177058e+01,7.985625999083458737e+01,6.982814227821106101e+01,7.175619004089678299e+01,7.593559160926824347e+01,7.290129077787831591e+01,4.929975234672057383e+01,5.029143071631889228e+01,6.114908540081727750e+01,5.781023275298322517e+01,5.731107429123685648e+01,5.612860300799596303e+01,7.812145734600383662e+01
3.253191224899264000e+01,3.075060749684451622e+01,2.014245256696911568e+01,1.244980283109089747e+01,1.880069175548183225e+01,3.150003066796318762e+01,2.941971004964766934e+01,2.308537149335228378e+01,2.038418934183624032e+01,2.043171984217175918e+01,1.412593175105993026e+01,1.411909620418595068e+01,1.253003924808358605e+01,2.273966985457052914e+01,1.843880307857723722e+01,-7.869200501591261387e-01,-7.696640802699739936e+00,-9.772915064243985483e+00,-1.037042596502267600e+01,-6.911157618612829623e+00,-1.055944466465747311e+01,-1.114791458134379099e+01,-9.822992830591060098e+00,3.535013742961033323e+00,8.558238248353402966e+00,-3.211023912884514608e+00,-8.969321304481614021e+00,-3.775148885178241542e+00,-1.099039629966690335e+01,-1.168072365590604988e+01,-1.027037719181536701e+01,-8.980540362728831383e+00,-1.701327001055770083e+01,-2.621047731256971147e+01,-1.831737509507453154e+01,-1.172637039670098247e+01,-1.694298641117623205e+01,-1.914404571341969330e+01,-8.606139815500142731e+00,1.611786366608913390e+00
1.056431270321624982e+00,-3.430872341089963862e-01,-3.083026397319524214e+00,-8.132374935543387195e+00,-1.506811672918028577e+01,-1.201071329866848103e+01,-1.831857242602360047e+00,7.454969640073382031e+00,6.835455793278741865e+00,5.687678745763155241e+00,2.550685219740537413e+00,9.829539529405760589e+00,1.030529301653752050e+01,-8.165683303886410727e+00,-2.970526353483457171e+01,-2.851626581171475294e+01,-2.361180778562392746e+01,-2.241339841373390840e+01,-2.246727211885711029e+01,-2.026365424160323059e+01,-1.799243711257939538e+01,-1.636491997629057948e+01,-2.434928489805041352e+01,-2.654117707540353166e+01,-1.035267618265118195e+01,-1.992066842833762674e+00,7.691641260687084980e+00,1.791274301845448136e+01,2.580323465131541738e+01,2.404577518019299731e+01,2.151419858772609217e+01,2.311362367986887634e+01,2.931061476059858961e+01,2.972741211004315431e+01,2.722334779655127335e+01,3.144348714452848270e+01,3.073677512781101484e+01,1.865682165204592735e+01,2.329904855085731441e+01,2.993707223209356272e+01
-2.452146702276333468e+00,-4.733515476793312082e+00,-5.440582407802283527e+00,-3.994845483793587171e+00,-4.859714008322193024e+00,-8.094135384917867881e+00,-4.388499485012404833e+00,8.065280695150743639e+00,1.144374066950785007e+01,1.966293977467278609e+01,9.607325842684355521e+00,2.890057002455538981e+00,4.044434770448537719e+00,-1.473459684120552282e+01,-2.380664009303258410e+01,-3.097777840449582243e+01,-2.714840095747557314e+01,-2.920747511959948994e+01,-2.490323581500659600e+01,-2.396352471200838608e+01,-2.605187959043074741e+01,-2.753752151870235565e+01,-2.656806627485350347e+01,-2.060677459161452418e+01,-9.572305449738781391e+00,-1.417102428337289055e+00,-7.870426086270229105e-01,-2.472931186813128956e+00,6.650745707674109219e+00,7.828939450216875429e+00,8.358169403772992112e+00,7.500401623222057168e+00,7.150583061001174912e+00,6.183740251991775239e+00,1.700507542548481466e+00,2.713218579884963511e+00,7.545900070854326458e+00,1.726988861568185651e+00,1.727569020022942325e+00,-9.258684370716528278e+00
-1.033477194316162695e+00,-1.770988967721010887e+00,-8.910468923986288203e+00,-4.230361840247314653e+00,5.003602060260136319e+00,1.753932566638334123e+01,1.756556863954305570e+01,1.168990942136604971e+01,9.297223341335110192e+00,1.584226751099644304e+01,6.609830182142745869e+00,4.125680733974573577e+00,6.904131566985993729e+00,-6.121934999289962320e+00,-1.710728193355043913e+01,-1.836120338044824152e+01,-8.695524088664654982e+00,-6.830160668737771168e+00,-8.329437540631317916e+00,-6.714984120806732015e+00,-7.991944333590195626e+00,-1.228503594190483028e+01,-8.797579105604111049e+00,-5.022483952840639532e-01,6.244621593872587972e-01,1.575068973221644519e+01,1.894566055901452373e+01,1.713522766245404938e+01,1.945039872460155550e+01,2.029677015673003382e+01,1.956373154319676644e+01,1.492446759230864650e+01,1.135473263389396337e+01,1.106863206818922407e+01,1.200992086675532988e+01,1.125885667399690249e+01,1.276416785870421577e+01,1.009496480392933293e+01,6.352257317274174753e+00,-1.354128548450245617e+01
6.337007548948584201e+00,8.465752681685316361e+00,2.358337284553420510e+00,1.317454076478786540e+00,4.701955156023052140e+00,1.489046790748477989e+01,1.622932204415867830e+01,1.072398201083936442e+01,3.855048385979291670e+00,9.402125385049139084e+00,1.587458192043257776e+00,3.732875789417265722e+00,1.190842473641071564e+01,1.440023800918845076e+00,-5.350190168809325186e+00,-1.105585825148053658e+01,-7.956358080023760770e+00,-1.274089317555245060e+01,-1.178890247126589230e+01,-1.332478947389322244e+01,-1.385391732131904163e+01,-1.635429319970434392e+01,-1.376609701299883071e+01,2.757360352319897512e+00,8.326292382726506958e+00,6.733686756663702866e+00,7.769846139124692463e+00,2.729050047429076642e+00,-1.655844752550336585e+00,7.793199807769492615e+00,6.513406034237324782e+00,-2.702170113195785817e+00,3.736722942580009033e+00,1.296240086210688602e+01,1.511876529979366879e+01,7.810276621213922965e+00,3.559516619956407446e+00,5.509840631514200560e+00,8.110011625898456700e+00,-6.090334740360361820e+00
4.969258843274531046e+00,1.495279489028987330e+00,-2.445041983385622064e+00,-5.092850057067050962e+00,-5.914907392623704574e+00,-7.281090420156347776e+00,-9.236445045299870316e+00,-5.634364692407919151e+00,1.632383517717641341e+00,8.542453278902781832e+00,3.537677840499233728e-01,1.753920082643003697e+00,5.930536828651360448e-01,-2.090143833482219549e+01,-1.500751057654775700e+01,-1.116997911376431674e+01,-4.675402397116437125e-01,-7.680198445867170154e-01,3.817864528582407324e+00,4.275274852776028034e+00,-3.351125325826198598e+00,-1.371077616251647413e+01,-2.110801444442128627e+01,-1.931406449008136050e+01,-1.067719646900968655e+01,-1.300022303231060405e+01,-1.023786205915237701e+01,-7.055390203374721558e+00,-1.284087062783030575e+01,-4.789086032531299608e+00,-5.015987998440984974e-01,3.322713648584731061e+00,8.473009325675638692e+00,4.355360824762468219e+00,5.282318150343391139e+00,-1.518289683016956770e+00,-2.917360086915675943e+00,6.235530958918962252e-01,5.571364169777846875e+00,-9.910834580521076020e+00
