4.025480402892013103e+02,4.203667594634165994e+02,4.569845532493782798e+02,5.040005299415070681e+02,6.255690318182687406e+02,7.057442600058717517e+02,7.303570100399764442e+02,7.232850905317666275e+02,7.261485880254825815e+02,7.263841803260747838e+02,7.317340856947166685e+02,7.320412286495254648e+02,7.309509179440516391e+02,7.371688577494142010e+02,7.411269199670985017e+02,7.357684857734992647e+02,7.193880976311710356e+02,6.639482877138401591e+02,5.306356794578446170e+02,4.562890557262435323e+02,4.289932570816245629e+02,5.708009433514440616e+02,6.473148554715993441e+02,6.510325195894605486e+02,6.343473354694849604e+02
3.787599265680219673e+01,2.410100547803265414e+01,6.617726965432794373e+00,1.426529126093402233e+01,1.220258990297057125e+02,1.751687734886229464e+02,1.688208715352276954e+02,1.477306026588711632e+02,1.354602311756717654e+02,1.262514679259829222e+02,1.247242453415497749e+02,1.214047560087606712e+02,1.092397240469735777e+02,9.959154151092167240e+01,9.177182514620952247e+01,9.478939007238267322e+01,1.213356261013850030e+02,1.453182056146355308e+02,1.663288714541692457e+02,1.560449884024204721e+02,1.415300990948171602e+02,9.571830917556832219e+01,8.481716115286550917e+01,9.358093220600872542e+01,1.030030621931335872e+02
2.175333847913099206e+01,1.815565030043078920e+01,9.429440147455899535e+00,5.855250211714421837e+00,1.652632873585170969e+01,-1.585314064298044556e+01,-4.545108662691202994e+01,-5.025734441143917763e+01,-4.852999700315289999e+01,-5.080862537180685479e+01,-6.197623706718455594e+01,-6.258129372970969229e+01,-5.384848027006958660e+01,-5.364532957582801487e+01,-5.161806739601821903e+01,-4.266898641890597332e+01,-1.923713315396364010e+01,-4.535043003686366703e+00,1.918733544010041570e+01,5.223025063525632561e+01,6.504882465177780659e+01,2.214959383136125126e+01,2.594948594849289591e+01,4.491438394264068279e+01,5.361727521574049149e+01
2.911946064898367226e+01,2.908901211820129973e+01,1.876997447184056966e+01,1.141214258918692259e+01,-2.424112243504348640e+01,-4.262031053215845589e+01,-4.200353076312653400e+01,-3.677136216274143976e+01,-3.246254116177534144e+01,-3.233403176455438910e+01,-3.338802874288045786e+01,-3.031242233994034052e+01,-1.955195257573337031e+01,-1.171782909465345845e+01,1.393562295086423708e+00,1.118600911202744541e+01,2.286899436178259037e+01,3.003395952355396759e+01,3.871007992095847072e+01,4.003130339625214873e+01,4.628680997162094002e+01,3.798464027548628508e+01,3.679045333665188622e+01,5.434637355860895269e+01,6.306646493145623822e+01
3.839056008038574674e+01,3.559905626579018190e+01,2.385310818371284824e+01,1.645590876898991795e+01,-1.290265487258884392e+01,-2.632351161176202226e+01,-2.642120570387380241e+01,-1.902866847566721020e+01,-1.916786954321402447e+01,-1.577303061025301290e+01,-1.498167018713284371e+01,-1.196749092777405110e+01,-1.335871436657187772e+01,-1.507692948248084619e+01,-1.722726755956270495e+01,-2.496643392411414197e+01,-2.047295520515324085e+01,-1.147529032685231520e+01,4.028725877562188806e+00,1.979516885940449811e+01,1.807915367538346274e+01,-6.964607825645820149e+00,-6.283259985447669393e+00,4.072442515882299219e+00,8.187731836967051535e+00
1.015506426841247034e+01,1.213481786693883890e+01,6.422412680314747213e+00,2.935790713753640091e+00,-3.937502144779749358e+00,-3.089447114925904181e+00,-1.380272852362449854e+01,-1.591538393838955479e+01,-1.852317545241662344e+01,-1.666704070056827902e+01,-1.743246247594674259e+01,-2.456859102520157023e+01,-3.309056303982058012e+01,-3.890855089184192650e+01,-4.814719936812367962e+01,-5.352769618622888004e+01,-5.176157169214632603e+01,-4.713507305467995678e+01,-3.661667132298903482e+01,-2.160193753290636920e+01,-1.551750692541269849e+01,7.170115978635996257e+00,-8.513292503677865053e-01,-7.088619912768271192e+00,-4.912428238795220281e+00
2.107828156434835165e+01,2.297347523453797535e+01,1.439245756556693934e+01,3.445886637784077333e+00,-2.959895851239111586e+00,-1.554443117674307473e+01,-1.847429938098344593e+01,-1.310504491691998297e+01,-1.538768753700958669e+01,-1.674018492092147525e+01,-1.934425716928769390e+01,-1.801011545833949512e+01,-1.546099338718421379e+01,-1.756805067669440845e+01,-2.197180622004685802e+01,-3.192928121273561715e+01,-4.372151395699027177e+01,-4.163484163572387331e+01,-3.495485763468026619e+01,-2.695925747290019103e+01,-1.904100950052886532e+01,-1.519166211627715768e+01,-1.798255559749591015e+01,-8.420742380669080873e+00,8.404852353420455557e+00
1.532617622357741682e+00,1.126414266415359933e+01,1.035661704688174289e+01,1.695216432387425032e+00,-1.544083617699221378e+01,-3.093826703819829049e+01,-3.642537704251523678e+01,-3.198491199876486490e+01,-2.825686251423253381e+01,-1.955789993514402170e+01,-1.523433192427144434e+01,-1.148609821855631452e+01,-5.903657544645334099e+00,7.938664376985178628e-02,8.806235921940599454e-01,-4.799551646458047216e+00,-1.676007315571995449e+01,-1.501159117813828914e+01,-7.695294450043689061e+00,-3.033478278335050016e-01,-2.575176958921481241e+00,-2.429381993315673505e+00,-1.393249317969750933e+01,-1.379038504223993655e+01,-1.472992806182992709e+01
3.106313219345006260e+00,5.283586459610695840e+00,1.440084651623712375e+01,7.881559640804338684e+00,-8.501127464498301478e+00,-4.060246820924032107e+00,6.470556724423897066e+00,1.966168512007941871e+01,3.109429386540870155e+01,3.637269550612504077e+01,3.836204128793353618e+01,4.171964664169865245e+01,3.441266535625850764e+01,2.741731436452406001e+01,1.805166438975111021e+01,7.922215082301820033e+00,5.316976357265978947e-01,8.003390757419110102e+00,1.046120966337229419e+01,7.720865237282375837e+00,4.744912616614964662e+00,-1.321218290900346837e+01,-2.208217716350011983e+01,-1.775262675216624331e+01,-1.894667543440591118e+01
-2.136056145945073315e+00,1.015424168660125304e+01,1.669169459501870989e+01,7.946792369187106075e+00,-5.418814569039461793e-01,1.663791839842757136e+00,1.324561040730846129e+00,8.529734928232471702e+00,4.125634576091250061e+00,1.506104838569875537e-01,-6.525654114183405241e+00,-7.490174171338109588e+00,-1.557352767828351503e+01,-1.759343188021509619e+01,-1.476269906956048850e+01,-1.778425630224308307e+01,-3.071709674010757141e+01,-3.892324816069046989e+01,-1.973544829779107701e+01,-1.969673197011997701e+01,-1.242806142268695169e+01,-4.235009493824843041e+00,-1.444539611292000281e+01,-8.486133399428316793e+00,-7.593102367135511344e+00
