6.302232689280106115e+02,6.267618144984339779e+02,5.996535068965774826e+02,5.757153666648833905e+02,6.840614340379403302e+02,7.297050795381536545e+02,7.243534309251924697e+02,7.162185866331604984e+02,6.768822273851030786e+02
2.430372557504173192e-01,5.828960524762163864e+00,4.427345456328942497e+00,3.701321475589257393e+00,5.672056431120934405e+01,7.446271166763077076e+01,7.219372984131499038e+01,7.477667636557330866e+01,6.437091700659038906e+01
1.831189590805842826e+01,2.107131832044264996e+01,3.302286350993024655e+01,5.275113517870084223e+01,4.403419847996389080e+01,1.609696411280116024e+01,-9.101848955224955517e+00,-2.544321119725159619e+01,4.775987805328396618e+00
4.212238958818684864e+01,4.104672758498453788e+01,3.400431334945069040e+01,3.278181757302158417e+01,5.724629908589274407e+01,7.232771089683463117e+01,7.403334282990718407e+01,6.538221618329512808e+01,5.222605114502436408e+01
3.190928226534452961e+01,3.006636165984308917e+01,2.911178332278304026e+01,3.107118726882266913e+01,3.159319313405448071e+01,2.302057584883604591e+01,1.276729991153665367e+01,1.237595769903472132e+01,2.806943277269784431e+01
2.690334435710606087e+01,2.536533841498854258e+01,2.225637034529269798e+01,2.434447663128678130e+01,-3.139543374094629691e+00,-1.101764335776593562e+01,-1.062571957316295901e+01,-4.981813768985648316e+00,2.016942790438271960e+00
-7.056802097305913790e+00,-6.917628558243515968e+00,-1.160788417072629741e+01,-1.355355965974550614e+01,-2.497825260495011079e+01,-2.303307912038290084e+01,-2.362957950688804232e+01,-2.688919544956913654e+01,-2.167121015032380882e+01
9.539029967809389277e+00,1.553540776615658103e+01,1.978471245949859281e+01,1.251418216859874732e+01,-1.729274333197459601e+00,-6.845265418186637696e+00,-1.349733639291486753e+01,-1.642980186697025857e+01,-9.835007686029666019e+00
2.056436628908024922e+00,1.053928880303377724e+01,1.399490397144334786e+01,7.285504042197559649e+00,-1.728808404126772658e+01,-2.102856510591706751e+01,-1.296473654533075148e+01,-1.238724698536362467e+01,-1.026922521620192086e+01
1.341040686575651542e+01,1.549746341301520047e+01,1.696828855418911886e+01,1.074243571139504994e+01,-8.176216680958244609e+00,-8.467906148932614840e+00,-1.097236543572624257e+01,-5.226397467050051482e+00,1.237585265159310000e+00
-1.046540106369801393e+01,-6.246040162860873934e+00,-2.543835194727688265e-01,-1.125373621982283368e+01,-2.277083327654934664e+01,-2.634511739060595659e+01,-2.719503809773705427e+01,-2.842484714775089572e+01,-2.267840695155954478e+01
-3.143989900002238880e+00,9.011262367728603007e-01,4.766104797720729813e+00,1.790899246540819556e+00,8.434410479860559029e-01,2.465545345771739338e+00,-6.170298437144149162e+00,-9.952064492272821639e+00,-1.044428086091069829e+01
-5.780465383013484448e+00,-2.688317157552325032e+00,1.822381934434854633e-01,-1.052576615968604967e+00,-1.123229128323169768e+01,-9.163520871496610098e+00,-1.128932102877572952e+00,-1.590846242561239077e+00,-4.810700959664005794e+00
