4.230656879485649711e+02,4.139849697537235329e+02,3.748639895601209560e+02,3.430500433475310160e+02,3.216194058788438497e+02,3.312414718567171121e+02,4.372293707273586847e+02,4.571350738948211756e+02,4.058714936066677978e+02,4.306479214076786661e+02,4.982484831961475038e+02,4.996028946553029186e+02,5.077604036220365629e+02,5.422400667557353700e+02,5.432922256858247465e+02,5.186360608824727478e+02,5.165637642561423490e+02,5.151268432270870790e+02,4.943342664974284730e+02,4.545993741610647021e+02,3.981078377699701036e+02,3.324264545923587661e+02,3.159339345143188780e+02,4.251011550731427064e+02,4.926683038785738518e+02,5.412303624459368621e+02,5.490329452461554638e+02
1.587344554783167361e+01,1.725787635395581532e+01,1.973979044325377430e+01,3.131694306604075706e+01,4.882712174989829634e+01,5.144021700844754008e+01,6.340893843183107492e+01,5.674288699416737103e+01,4.753966998545249822e+01,5.261401094981165372e+00,1.049499583128940872e+00,1.438039299776205482e+01,4.706408461693995093e+01,6.825697366990624460e+01,6.130666426438242667e+01,4.225649238014653974e+01,4.006483530438205776e+01,5.259322301038564262e+01,6.586488731117228212e+01,7.050239620970022258e+01,8.303669565032865307e+01,9.906698064448178798e+01,9.464987968067561042e+01,2.328384466225393368e+01,-4.321386213684563771e+00,1.015766074439220068e+00,3.344508755854601390e+00
3.085237398792667562e+01,3.576647097387787966e+01,5.327084284193472996e+01,5.273867317845545699e+01,6.262353820987427611e+01,5.376400484148015835e+01,1.291783082992381182e+01,1.077304021398916589e+01,4.251049603045611036e+01,2.347154672253925156e+01,1.256848073024307677e+00,6.747846136026355524e+00,3.516713216212684756e+01,2.868369965753267792e+01,3.110181960868617779e+01,3.465955041119559610e+01,3.525577943951741133e+01,4.007340626098958580e+01,5.254047078628552470e+01,4.898269321684713873e+01,4.452178410668305730e+01,6.327979501451375199e+01,5.823773428177989331e+01,5.295943271828411270e+01,4.227570420005405083e+01,2.331883025690451916e+01,1.983950034628881554e+01
1.572246550732620562e+01,1.038766537188444516e+01,8.735469815120888271e+00,1.684476069193030412e+01,1.683695432773276934e+01,1.302591462604961592e+01,1.035448935803997550e+01,3.919983527998708972e+00,-1.379864122430213946e+00,4.417239571034951950e+01,4.418889824882992912e+01,5.470726098644503566e+01,9.459062717810117249e+01,1.088992780954066575e+02,1.058991294374823156e+02,9.953320366451143286e+01,1.008177042264023413e+02,8.587001307932813177e+01,7.166506936849350495e+01,7.658314888496113326e+01,7.766647066219961459e+01,5.785585240240249760e+01,4.007644845922901311e+01,3.288561157512462785e+01,3.070229323179542646e+01,3.930137112471923899e+01,3.580210418631790503e+01
3.210149094630735078e+01,2.774543305312018759e+01,1.773734777649610095e+01,1.828537634504967713e+01,2.231463818071614114e+01,2.849200537458570182e+01,2.645700750379435817e+01,2.573740260888965281e+01,3.054960821170217145e+01,2.391039292711944952e+01,9.745794482796663161e+00,6.807620054200312687e+00,-3.513769200907287171e+00,-2.218556465292270019e+01,-2.691306529323956909e+01,-3.127429073710166563e+01,-2.764932217169241113e+01,-1.929742079092642726e+01,-1.209009084223489694e+01,2.094462230814472026e+00,6.929086884069548979e+00,2.524700520180810770e+01,2.787037208595174320e+01,3.515523822639832474e+01,2.730877536604548084e+01,9.672915437586013798e-01,-4.341459278910905439e+00
-3.666384371583648605e-01,-1.344801345912155943e+00,4.083352448410408009e+00,1.160730644784734267e+01,1.474901146348523717e+01,9.649157893619555892e+00,-1.868566669137577207e+01,-2.046564263045075194e+01,-9.665551541268975200e+00,-9.663692124602846434e+00,-1.736936886446959249e+01,-9.778282945500109236e+00,-1.473898596257040838e-01,-7.023375595658899684e+00,-5.498710469312821481e+00,-2.483585829653574883e+00,-3.302350280563686624e+00,-1.698475263154666681e+00,3.494576972512314583e+00,1.116143065643742283e+01,1.373222516458920417e+01,2.488614072343418115e+01,2.879442516868078528e+01,2.506879035850316484e+01,2.156936490499322900e+01,1.426431318052232555e+01,1.257361135104555139e+01
2.157905612574202081e+01,1.904898365771175861e+01,1.349933978823483827e+01,1.344794599768217935e+01,2.252309555960458098e+01,3.004152577620098441e+01,2.220838044691453916e+01,1.417834254345894607e+01,1.438979537092944838e+01,2.876552864861879044e+01,1.780675705543403353e+01,1.866067609334891486e+01,1.608232848528844627e+01,1.400235181879556023e+01,1.934940735199087669e+01,1.855421776314536686e+01,1.011950405439268863e+01,6.080668832750994568e+00,1.370869188207010936e+01,1.594445185222716432e+01,1.369296069402118832e+01,1.182875925386559857e+01,2.008102808765801583e+01,1.481144896744352124e+01,1.920566187388356716e-01,3.605665607663591565e+00,4.831532032199438165e-01
3.193481193116793460e+00,3.581378640383650058e-01,5.281192548889304117e-01,4.658255945811198728e+00,7.827257096752635590e+00,1.275371454295472518e+01,-3.424983216746276149e+00,-9.443148819919246151e+00,-6.098345109577509859e+00,4.637165491814003171e-01,-7.989968187914342934e+00,-1.177458985478842379e+01,-2.893603533996085986e+01,-3.523891138799862688e+01,-3.383244063757139486e+01,-2.975450820675814612e+01,-2.224032084433080314e+01,-1.999978016950021953e+01,-1.858441551831120719e+01,-1.715260636299998609e+01,-1.122367490350923092e+01,-4.392019349380095861e+00,6.581091036936257410e+00,-5.837078149564040253e+00,-2.031649289859543472e+01,-1.772899914059941651e+01,-2.059481057154657435e+01
1.242011646125086166e+01,1.192814095260834506e+01,1.474190293244120831e+01,1.783268948466365700e+01,1.708449103801535784e+01,2.106868419522093205e+01,9.375985792747922432e+00,3.970840911349416302e+00,1.375174312795778420e+01,1.454861566421936914e+01,3.065396870358739534e+00,-3.046371523893184552e+00,-1.536921182711336442e+01,-1.256594915122454559e+01,-5.492634674860559230e+00,4.268434213163234681e+00,5.333065208823214221e+00,1.421562342503191800e+00,-1.237748440052449794e+01,-1.338964262744480394e+01,-7.311952151898982066e+00,-2.245048793327243164e+00,6.923886202267435230e+00,1.640338675390152989e+00,-1.674877253263060339e+01,-1.538122839017762544e+01,-1.387985891400775884e+01
2.251915346696584308e+01,1.882471628348512382e+01,1.636737489987677563e+01,1.587278124256734912e+01,1.292504484975570911e+01,1.097405679039309945e+01,-2.946482530798402610e+00,-8.215717415497644893e+00,-4.957713752257692619e+00,6.095120892938508561e+00,-1.884065830268928821e+00,-6.794222045864325210e+00,-2.667740810585208067e+01,-4.520653751482088012e+01,-4.332761406574377361e+01,-3.607235977447195552e+01,-3.174638846460739572e+01,-2.033256220865673924e+01,-1.470405355227603295e+01,-1.324505348630316526e+01,-3.292958872417794502e+00,-4.742141363832011791e+00,3.233635884633234703e-02,8.206806763858747189e-01,-1.015012200791608343e+01,-1.050028389611320989e+01,-1.082093285337759170e+01
