5.525140269331676564e+02,5.429180113414215612e+02,5.451970588889765850e+02,6.879669719749288106e+02,7.729179531716504243e+02,8.007062613486759801e+02,7.802717908490915306e+02,7.609025924351026333e+02,7.128824927879048801e+02,6.253244535784768914e+02,5.836938643771075022e+02,5.747892101737265875e+02
1.524338153734676382e+02,1.472547661823412000e+02,1.014108506450781135e+02,1.153991000380960372e+02,1.332963508628541263e+02,1.361732303443241960e+02,1.166215065516932725e+02,1.344102578793617226e+02,1.502736998672349955e+02,1.142577119642829473e+02,3.461493108596557988e+01,1.497301567909248199e+01
3.166620657809684047e+01,3.468555277170496254e+01,4.124314968175475116e+01,2.727334399146599964e+01,8.454251312661099860e+00,-7.841218029418359770e+00,-1.651316873479085245e+01,-1.165230111175799976e+01,-4.514867948981090784e+00,2.801887993943572752e+01,4.887692809838810604e+01,3.571244591326131967e+01
2.795615562785071972e+01,1.994638142953123250e+01,1.286900007174038940e+01,9.971913914768926190e+00,2.536832978640413128e+00,-8.960753232618299258e-01,1.121375530235495965e+00,5.700261552287643418e+00,7.222863428213432968e+00,1.089373320631168696e+01,3.590525399335824375e+01,3.587042220012808968e+01
2.315485651668534217e+01,2.025238138907678476e+01,8.569963435427833787e+00,-1.554855572109354611e+01,-3.901636238094577180e+01,-5.154950258439531297e+01,-4.539794168940639452e+01,-3.727531981967787544e+01,-2.953938913503892394e+01,1.265978956634234542e+00,2.966083153663486982e+01,3.123441059956433818e+01
1.701107643309827466e+01,1.494085031039866251e+01,2.471340482288828611e+01,1.679199504924698516e+01,1.420531258370764860e+01,1.074722957992849537e+01,1.411821359342932070e+01,1.307152095409614212e+01,7.851532463730062972e+00,1.929774974204195814e+01,2.499053358810333947e+01,2.454198838644160574e+01
6.288811070631814992e+00,1.094826351883519422e+01,1.069942047104217764e+01,3.480587139577210554e+00,5.393512686633147091e+00,-2.845190630980497737e+00,-4.886047665846703580e+00,-7.894710648863066282e+00,-3.036337382770049054e+00,-3.974025579476314629e+00,-1.958968296168372092e+01,-1.250338642329031913e+01
-1.789672255019921820e+01,-1.443925963939843626e+01,2.319561749807425244e+00,-1.385583580656798119e+01,-1.900861665725193461e+01,-1.976884647943778717e+01,-1.903644535474228405e+01,-2.713625461985209952e+01,-3.505948213815462111e+01,-2.691849213022772958e+01,-5.550330556621324574e-01,1.229090554579589067e+01
-1.879400090675474644e+01,-2.061299693919946208e+01,-2.032894793563784219e+01,-4.106873010662518908e+01,-4.841244014991906397e+01,-5.150624880872469191e+01,-5.158532491804425035e+01,-5.172945501379071231e+01,-4.948784349673260863e+01,-4.159210193271127309e+01,-9.617169232349676022e+00,5.153761473420434669e+00
-1.973422622393872672e+01,-1.428011328807126468e+01,-7.269661334738680480e+00,4.374755978390331812e+00,1.809265035722702208e+01,2.385953422024412163e+01,2.245611722641848473e+01,2.219598802750041955e+01,1.777534300522919963e+01,9.326336021221251826e+00,6.417040412985453024e+00,1.434547163360683442e+01
-2.680544499521285484e+00,-7.076973751543122582e+00,-6.541352472029641874e+00,-1.161647654185851763e+01,-1.969164725369553182e+01,-2.673570349900936804e+01,-2.602782650964137900e+01,-2.376564560761205058e+01,-1.721937379838362858e+01,5.496870840323924146e-01,-1.095712984373385623e+01,-1.009429105911998903e+01
7.681217587000814362e+00,5.569500151134548105e+00,2.893476049366777048e+00,6.551568533320507370e+00,1.196363823230543488e+01,1.557076430280127965e+01,1.447287005815315197e+01,6.835247846580930542e+00,-2.253291411580693016e+00,-2.100496393821022767e-01,-3.908034366457590614e-01,-4.882718828529862165e+00
-8.506265676172967360e+00,-9.846960774443164865e+00,-1.192899381630866529e+01,-7.196706404237542820e-01,-2.441205207962118262e-01,-3.019613660008135803e+00,-5.370618857895581577e+00,-7.443101780282262325e+00,-7.412951939982812988e+00,-9.015356721718632116e+00,-5.343296951153160279e+00,-8.945673988384443831e+00
