5.931144711191453780e+02,6.935861198713894282e+02,7.726528774391859997e+02,7.909612965198768961e+02,7.827020082418640641e+02,7.711257021450552429e+02,7.343626639342701310e+02,6.580460145057940053e+02,6.127128595151111767e+02,6.235987402496180039e+02,5.909373681441754798e+02
4.651889075559422793e+01,9.355726513468435712e+01,1.184357093476971556e+02,1.260084053024358468e+02,1.192363580630744480e+02,1.102755617750572554e+02,6.193939858377385121e+01,-9.627711716873143644e+00,-4.749376955469956840e+01,-4.500251120905645053e+01,-2.666417094062433080e+01
5.034208207321081829e+01,3.750195280145800325e+01,6.579205716375225776e+00,-1.989156374341207822e+01,-4.342670391918528594e+01,-1.001988268153258255e-01,6.394162281854516294e+01,8.903640677316045071e+01,9.506941559685779453e+01,8.060152547649089172e+01,6.337780610062832665e+01
1.014203253479185207e+01,4.657091562989478462e+00,1.205243111163756353e+01,9.250587409264294791e+00,3.578578625792385282e+00,1.445682537120368760e+00,-7.384442863091226883e+00,9.013699575223771632e+00,4.137365441634029750e+00,7.796749591014224379e+00,1.578603822630008935e+01
2.302412497733956798e+01,-6.340971108591521244e+00,-2.853012344081460583e+01,-4.381523331805465205e+01,-4.651081420299493629e+01,-2.370989679095206881e+01,1.065341985412174708e+01,4.214506293518954294e+01,3.878783879200656770e+01,2.590924529576152580e+01,1.939195796989001153e+01
2.911617094075959500e+01,1.269702964249481347e+01,1.130657735769525196e+01,1.552900057075454043e+01,1.537818980662288837e+01,2.472182037276718702e+01,3.166930749486760988e+01,3.605003329480091168e+01,3.365542276430777235e+01,2.853806921685893627e+01,1.927387962837197577e+01
4.112897829387105908e+00,9.184373277966706439e-02,7.003478733525660083e+00,1.075119655035913802e+01,9.719079543130515475e+00,1.096793806484911116e+01,-8.078815749370933830e+00,-6.957765619275469327e+00,-8.643137645766586274e+00,-2.104000093241727498e+01,-3.071971589415640125e+01
6.833829994792228746e+00,-1.037563920963786757e+01,-2.101051927559870336e+01,-1.896047371419319916e+01,-1.447209224121325377e+01,-3.457625796375173088e+00,1.712377135230361347e+01,3.026642784695004096e+01,2.848696168030356191e+01,2.521665595804831383e+01,2.216102692106054306e+01
-1.627953405882546534e+01,-3.540585615522102358e+01,-4.196910142597522508e+01,-4.298999559697382011e+01,-4.003562589362564239e+01,-3.015423257860071971e+01,-1.556408689180336324e+01,-3.948142408507946399e+00,-5.886589617784290240e+00,-6.400012621697838355e+00,-1.078713555443918537e+01
-2.284370127881756862e-01,-1.301456758481378095e+00,1.295916151859463028e+01,2.555672216355161552e+01,2.628989610595744963e+01,2.543845196395431429e+01,2.939708627041214584e+01,2.877143975851324598e+01,2.396855505058469049e+01,1.224100302216478653e+01,-4.046077709238115716e+00
-1.260168775361972493e+01,-9.883030271283951507e+00,-9.922907986859019758e+00,-1.440327986301459617e+01,-1.396689468365882725e+01,-6.451613987492063274e+00,-4.012041697163621912e+00,-5.157046773847510757e+00,-4.608031803142217164e+00,-1.065164491812325309e+01,-1.607623806120878385e+01
-4.247098992817301522e+00,8.086648434179416256e+00,1.633939609051043362e+01,1.926156396294754813e+01,1.144936735779209513e+01,5.485441825852849007e+00,6.114800783019841646e+00,1.325360401929679099e+01,1.360174924973848931e+01,1.184640568976943165e+01,7.765991314563217784e+00
-1.197779841868691086e+01,-2.318754164857050437e+00,-1.183220418533212914e-01,-3.271097655976449303e+00,-7.830021242352097843e+00,-5.832394345755909093e+00,1.671435181511660595e+00,4.776752250314618031e+00,6.937714891390603711e+00,9.146068983990014445e+00,5.962782062076350975e+00
