5.332815034514484296e+02,5.515867038094403370e+02,5.790142058713287270e+02,6.414526131784789413e+02,6.856320686881047095e+02,7.110059398274838713e+02,7.189341636666781596e+02,7.259019643456967970e+02,7.203653622453767866e+02,7.215973563905719175e+02,7.307740710008675933e+02,7.356672757547082711e+02,7.320978831718681477e+02,7.005700844111257766e+02,5.857442192929661360e+02,4.726831733200742747e+02,4.388864790503608901e+02,5.424836133922719910e+02,6.681224837835795825e+02,6.832775488660817018e+02,6.366413974246402177e+02
1.522992376248199662e+02,1.192286626893229879e+02,8.903402985972668660e+01,1.186081324561524468e+02,1.213876532115633893e+02,1.147778007082482077e+02,1.056133332781168832e+02,9.858863709877951464e+01,8.411077547074452809e+01,7.554885598097871480e+01,7.137313165291212158e+01,7.357342531378702688e+01,9.500628580100985232e+01,1.198315711651591329e+02,1.352574642768171884e+02,1.432240835129495906e+02,1.362891476506863455e+02,1.147641234509910220e+02,7.417135025594254216e+01,6.549812949973969012e+01,7.608172400757882770e+01
5.193214507874271391e+01,5.880063786698460149e+01,2.963888146496037024e+01,7.465227448435308943e+00,-9.263540619248370689e+00,-2.406088191955295486e+01,-2.810998576164337237e+01,-2.869080842637279005e+01,-2.707945317528002960e+01,-3.094538673509947913e+01,-3.188926864601995348e+01,-2.992254086533624502e+01,-2.822698956809306736e+01,-1.918573363048727742e+01,-1.430353640746768296e+00,3.958278112947135696e+01,5.496069736025664554e+01,1.472562905872938366e-01,-3.552086185384984329e+00,8.754965203821726050e+00,3.304078865931370501e+01
3.559390941477111880e+01,1.966274337839939790e+01,3.115338755917735902e+00,-7.553011497277303476e+00,-9.223890126940121448e+00,-8.698063878500683188e+00,-1.792073256795682301e+00,3.856567332672232951e+00,1.711973348221824764e+01,2.438897879928273937e+01,3.694027585422511351e+01,5.300817029964196081e+01,5.919077901989248858e+01,6.510415339548868019e+01,6.963375960120818320e+01,5.065513251462871125e+01,4.504306360590575764e+01,4.781466099835601113e+01,2.515151646325244883e+01,2.428626788731518360e+01,4.325719802057308527e+01
2.605842913869504329e+01,2.557230567591664538e+01,6.491411461481538581e+00,-1.318739610582394306e+01,-1.798489269697902770e+01,-2.162582504804428396e+01,-1.821513528555806616e+01,-2.026660283254661010e+01,-1.804128708539401060e+01,-1.788490230378337742e+01,-1.978126522365624496e+01,-2.540846480120750073e+01,-3.236439966756394426e+01,-2.602950258763142699e+01,-1.262973177530463786e+01,8.610609311325056581e+00,7.041043143975915797e+00,-1.352324784043828743e+01,-2.327859727064873852e+01,-2.532911217942898929e+01,-2.905485605617873546e+01
2.947094412025588994e+01,2.347913810760459796e+01,1.239278012517870664e+01,9.454769323641951217e+00,7.892409872961389183e+00,-2.235495430726738508e+00,-5.484048272353930997e+00,-9.425258101108045850e+00,-9.117902436149167400e+00,-1.880992671683900141e+01,-2.732053623546159571e+01,-3.151246100010780538e+01,-3.340774167701565744e+01,-2.661298858724723004e+01,-1.504917361456382707e+01,-7.602211216499206614e+00,-2.673681905467268471e+00,1.880563004934369786e+01,1.537292991961318833e+01,1.586845118881528904e+01,5.756360958091716995e+00
2.184115560855118687e+01,1.943515738640871859e+01,-2.585797820455368434e+00,-1.603702683085197123e+01,-2.960401766480656605e+01,-3.825619842666056059e+01,-3.959898958398996172e+01,-4.399245674616242496e+01,-4.452174037811858653e+01,-4.801894111001703891e+01,-4.288970442695365648e+01,-3.559920287990741627e+01,-3.567979813274892109e+01,-2.789573982152894516e+01,-2.091650723383222754e+01,-9.365321306470336893e+00,1.478347213097468416e+00,-4.185850163974675908e+00,-1.167461300415135561e+01,-1.086446666343075762e+01,-4.303528563394352524e+00
-1.031283572937935489e+01,-8.934611763978594468e+00,-2.261656748274872086e+01,-3.447038342194765903e+01,-4.178725479783931007e+01,-5.066906615440652928e+01,-5.117690010514155574e+01,-4.595602126537885113e+01,-3.318544978816367319e+01,-2.350755471385206263e+01,-1.988572103872383323e+01,-2.039396234597639079e+01,-2.462459781245263102e+01,-2.649739371168828228e+01,-1.750317709731641003e+01,-4.498701857421401940e+00,1.215097802432002938e+00,-6.246747275068662120e+00,-2.006496845708672372e-01,1.113650940583959859e+00,2.310015788759226307e+00
-3.764157247707525578e+00,-1.193033099026350463e+01,-6.988802651145261891e+00,-4.974860842043637987e+00,3.912747896671725734e+00,1.674067423500658336e+01,1.864760388316415884e+01,2.299530475252607431e+01,2.885773806706018618e+01,2.409088020083937209e+01,2.244522082880748215e+01,1.202208454939489357e+01,1.925655317448921711e+00,3.439880723442167998e-02,-3.568514625926255679e-02,3.513654301935848157e+00,3.518877590301459968e+00,-1.058262063670979192e+00,-2.430061849332498802e+00,-7.637732962984685514e+00,-1.073255402495738053e+01
-1.545907877872172520e+01,-8.090043243016864949e+00,-4.469953807782919952e+00,-5.386719768431314392e+00,-1.276470904992187627e+01,-1.800474697333804031e+01,-2.038690987716393010e+01,-2.559668046862311286e+01,-2.553387445955408452e+01,-3.151468718554709625e+01,-3.623447193140114564e+01,-4.085457058711625677e+01,-4.786277481633023001e+01,-4.780502680793861714e+01,-4.494849884354709957e+01,-3.028499674553104626e+01,-2.499256934716034806e+01,-1.135579195806400676e+01,-3.427912823097161166e+00,-2.428995782978690343e+00,4.252665949065470019e-01
