6.465055656548852312e+02,6.374739881656629450e+02,6.577083893986800831e+02,7.416417631166830233e+02,7.669847870221971107e+02,7.579427745196776414e+02,7.346496324301429013e+02,7.228277577881154912e+02,7.099871790892686931e+02,7.145578617441864253e+02,7.213645905835263648e+02,7.112109248310378007e+02,6.817413279378013158e+02,6.651647114259023965e+02,6.360148699380196149e+02,5.455190054732361205e+02
2.939465014684267175e+01,1.538742648962084125e+01,3.193554144166728292e+01,8.136860652377478687e+01,1.191151567323611857e+02,1.245172211438940337e+02,1.159397075483891513e+02,1.191135141646063005e+02,1.160663435112681725e+02,8.438355197618562897e+01,3.095529098326921158e+01,-1.233016814655383087e+01,-4.189994286133677548e+01,-4.365894880686124679e+01,-2.776236575227984105e+01,-1.443367505447747723e+00
1.014893064615270362e+02,9.904909553021624902e+01,6.856729488360500113e+01,5.243441538136458746e+00,-5.064925514740232160e+01,-7.067242448969504665e+01,-7.839227335876580582e+01,-7.718194162314753726e+01,-5.742343482677858901e+01,-2.420660649965547151e+01,3.938338352250025043e+00,8.195423898687170805e+00,2.817743074916486457e+00,-8.733395639548410472e+00,-1.148420241517860951e+01,-8.680289044964524692e+00
3.524717137781322229e+00,-1.363162739431661663e+00,-1.336217857027903655e+01,1.556994848595214753e+00,1.242446485623751329e+01,4.426762324652718128e+00,2.942616391448980018e+00,4.206224627954274209e-01,5.710595720830049515e+00,2.040515574883797001e+01,5.104240119752691385e+01,6.739410091411491521e+01,6.882773485293509452e+01,6.232791360119431090e+01,6.335445025511589279e+01,6.410216639474843703e+01
3.716641296121935056e+01,4.192179686585528486e+01,3.963028089533611364e+01,1.886320244752728570e+01,-4.029826032644852951e+00,-6.317013058044935292e+00,2.053656259251453342e+00,1.736104353319539584e+01,2.296862782682669746e+01,2.508777600805948538e+01,2.202783858748069434e+01,2.654561837890120302e+01,2.456525251141532351e+01,2.001252707361999228e+01,2.338032266745363685e+01,3.298157864872225531e+01
1.986627412337497489e+01,2.671571794762605379e+01,2.019503144725416632e+01,-4.347013187529174871e+00,-1.067963824935589656e+01,-3.182886532560672777e+00,9.320959684970281600e+00,1.100594060393189011e+01,1.337266774641554434e+01,1.823760942042763844e+01,1.148460580860776936e+01,1.428649240807425613e+01,1.724372678620459354e+01,1.017588094013869160e+01,2.449504907857482650e+00,4.082160418532945201e+00
-3.123173547795038019e+01,-2.505578583575702822e+01,-3.292485179632551251e+01,-3.510424156688650044e+01,-2.522752244982067182e+01,-1.774157688602161898e+01,-6.907071838686960064e-01,7.243237603912009881e+00,8.456599228275649693e+00,1.001682050197088003e+01,3.984828221729457276e+00,3.019374513392641735e+00,-2.450608844071338055e+00,-9.165701672601075600e+00,-1.203444120382309279e+01,-8.098472319651616402e+00
4.809218413688940430e+00,-1.938841405806651874e+00,-1.876555091278262921e+01,-2.606294027118966738e+01,-2.089608759308524810e+01,-1.093105464245054215e+01,-4.108357082698438134e+00,1.618247248751490730e+00,7.666181605001400001e+00,2.817441593034187974e+01,3.582372370465067490e+01,3.290727661672336524e+01,2.467988546570924768e+01,1.603270625916458769e+01,1.199212601072187567e+01,8.665504775705391793e+00
-2.208645232093034494e+01,-2.469452120896237801e+01,-3.369194972691756362e+01,-2.535139832590530773e+01,-6.807344408714826045e+00,-1.996330669550345993e+00,-4.439591034266996417e+00,-4.859116191555836295e+00,3.101623368351291710e+00,8.812714798335266053e+00,4.061995150541844346e+00,-6.746127651939763936e+00,-8.548430448265621706e+00,-5.518436600669025083e+00,-4.431151915166582356e+00,2.748264242543871916e+00
1.436912397975375555e+01,1.325689775135862547e+01,1.762663724914572327e+01,1.739417312594154197e+01,1.357491252464838993e+01,1.699667181676263894e+01,1.509791079776019984e+01,4.979249031860901731e+00,-8.008636048545790587e+00,5.502559938746232504e+00,1.419877791901415520e+01,1.519690764881065448e+01,2.041371056380737059e+01,1.751652026278946295e+01,1.778181439797026542e+01,1.546463177249493626e+01
-1.958855193375121928e+01,-1.857150766624832627e+01,-2.011294613488582428e+01,-2.147853155461022112e+01,-1.487196912043305552e+01,-1.399594242148917722e+01,-2.318334889391924136e+01,-2.756055503821023933e+01,-2.041631509338007788e+01,-1.334734119437159450e+01,-8.455580909597419037e+00,-4.629719403252632759e+00,8.358086065808567611e-02,-9.813317689255228515e+00,-1.211054335863491360e+01,-5.152388313025074495e+00
2.846385773428658172e+00,-1.355313485051433453e+00,-7.328193038788004543e+00,-7.110201116258432208e-01,-4.036004294543554138e+00,-8.559837270110007168e+00,-9.758396888004785552e+00,-1.682031689968730603e+01,-1.980244844432971263e+01,4.050687770584233682e+00,1.300142309625450565e+01,1.589811138185503481e+01,1.522871975352887830e+01,8.997551636739693492e+00,8.297267709915541190e+00,6.310506597384032190e+00
-5.181940019864777369e+00,-1.164287661942825203e+01,-6.893549715058341576e+00,3.190993523034657997e+00,-2.167448435070301049e-01,-5.328457319342581933e+00,-1.224804311056340111e+01,-1.064161983256645172e+01,-3.951546406141483558e+00,-2.286117640494080838e+00,-8.813974527424592864e+00,-7.669755957051952677e+00,-4.467051868638720613e+00,-5.797714751566038771e+00,-7.198304751588189276e+00,-8.192176404303622705e-01
