5.235714631978291891e+02,5.383879903513368390e+02,5.572111930380248168e+02,5.708963357364144713e+02,6.510824636354769837e+02,7.612251124825147599e+02,7.996246434866907293e+02,7.765539428694379467e+02,7.138807444112605936e+02,6.971592870839359648e+02,7.073410118069168675e+02,7.009098766520410209e+02,7.045780542883015869e+02,6.983246611052722983e+02,6.693602866365603177e+02,6.370571748618455103e+02,5.927614247533997514e+02
1.120709593794119741e+01,1.816646432662754052e+01,2.294382778437979908e+01,2.286043749210993070e+01,7.075642927590763520e+01,1.153492219188637193e+02,1.256681880714582462e+02,1.122306036148123951e+02,1.245449178719180168e+02,1.284683871477867001e+02,1.126792376657361388e+02,7.194923692569062723e+01,2.081761839605937325e+01,-1.412522551237047708e+01,-3.097212125347556366e+01,-2.758718766816989643e+01,-1.161523640623840770e+01
2.692831042166722355e+01,3.886140548216647517e+01,5.019718060136298021e+01,4.721636379440705866e+01,2.862545151193906179e+01,-2.742636977287174460e+01,-6.695284785210458267e+01,-8.595833395379304420e+01,-7.588936841446898995e+01,-5.538635560720573636e+01,-5.054573472362935860e+01,-6.342143547339823328e+00,2.234740160833499800e+01,1.625982165243586053e+01,4.613519058551551311e+00,-4.034193039543048087e+00,-5.929292418516830310e+00
4.030232120345127100e+01,3.962636920156482745e+01,4.369086203959442827e+01,4.780615528694953298e+01,3.181795018179097667e+01,4.039594505425924353e+01,4.427857442409542443e+01,3.334068588385220266e+01,1.425373268080786460e+01,9.191311754088591357e+00,1.913385997357100266e+01,3.984994241613534882e+01,7.112528295308908355e+01,6.994900110629640722e+01,6.094908720651918088e+01,6.024187638264869804e+01,6.072593493984767576e+01
3.555474331246691122e+01,3.571508837948364601e+01,3.759867108718749051e+01,4.176983882074341636e+01,2.832117626630672191e+01,2.219374524682293881e+01,1.058848258788031771e+01,8.559075507626250356e+00,1.670098080644460836e+01,1.247073805001988589e+01,1.538478024012485790e+01,2.364955905909618039e+01,2.670502048008802731e+01,2.202681362314129387e+01,1.758437091962582954e+01,2.688958176769018138e+01,2.887858885768702777e+01
3.507732848527516012e+01,3.729286094846817434e+01,3.920684257624773039e+01,4.190269065389429670e+01,8.089730165709447363e+00,-8.855261657302769152e+00,-1.052475426396084934e+01,-5.664454043040665354e-01,1.844332286548747390e+01,2.546252397357791253e+01,2.636418202910253683e+01,1.468492670060246930e+01,1.108737741811060928e+01,8.073023395842827910e+00,3.066755149377931922e+00,1.030730882593375597e+01,7.856148638264070172e+00
-6.033440118141031761e+00,1.659862329232573597e+00,1.268670085822539662e+01,1.812548863937256982e+01,-1.582079355608392923e+01,-2.013553154809799040e+01,-1.278970023746537343e+01,-2.786884331727071284e+00,5.622387156258590757e+00,-4.519484186961890693e+00,-2.674737224322408791e-01,1.302299106256458927e+01,6.664953929299562319e+00,2.055201254116742149e+00,-3.626321704132810186e+00,2.066513726418063523e+00,4.880156047347094628e+00
1.275239556720222112e+01,1.331278450381289602e+01,1.541406913005046775e+01,1.802168862378963965e+01,-1.372278333445774878e+00,-1.592049576163832825e+01,-1.377310508959104673e+01,1.654082509130557765e+00,1.243137943398686929e+01,1.297979947861209915e+01,1.576940081321992082e+01,2.791866133885493184e+01,2.483294044448856397e+01,2.575674175609779581e+01,2.057642617562170528e+01,2.019273752170549230e+01,2.069016225588136493e+01
1.324494510241628120e+01,9.897923712409813390e+00,1.004015399652077001e+01,8.130021828562313146e+00,-6.103920742362392460e+00,-8.535676356596084702e+00,-3.091460961666490981e+00,3.714149865455203425e+00,5.458581288610488136e-02,-9.007595368536099656e+00,-3.628985815361971845e+00,4.649780574920711729e+00,2.321611311475063610e-02,-2.426852434663734570e+00,-9.836008778089768256e+00,-1.017851449982089207e+01,-5.354590727090231539e+00
1.574510250996956984e+01,1.448751996679225584e+01,1.593047449050843056e+01,1.291231955671070608e+01,9.511120214711768384e+00,6.344208301379918424e+00,9.615086373794127894e+00,1.821470674402972989e+01,1.749932984271643477e+01,4.459236157341381457e+00,1.961043408629726592e+00,1.232858393411165210e+01,2.398349049928988563e+01,2.575191892365944568e+01,2.316169116284023133e+01,2.406444908982873443e+01,1.643539039894397646e+01
-5.011542928645924988e+00,-4.735461178775350888e+00,-2.818831171607062203e+00,-2.153847750216157486e+00,-2.526439808236245810e+00,-1.411510868949112307e+01,-2.007015551300391820e+01,-1.823999914266841671e+01,-1.497640065288786282e+01,-1.508303136163485547e+01,-1.454767902182726402e+01,-9.037229091482844368e+00,2.191074754243311329e+00,3.154647205709038449e+00,5.292620663402636261e-01,1.822217864835443457e+00,-5.278131995717915359e+00
-1.099839958885854285e+00,1.409445740855977069e+00,7.904805692446257304e+00,8.523753888821818947e+00,1.010909008923583308e+01,8.674853437490535057e+00,5.476719149458907587e+00,4.709618989518153498e+00,1.071745355932806065e+00,-1.131202327388309214e+01,-8.691158758179135191e+00,8.681451223118550331e+00,1.185507136519910532e+01,1.192943812460201691e+01,1.319208895830283623e+01,1.443952779908836703e+01,9.136506065193426451e+00
7.742571498944052166e+00,4.984206463384293961e+00,1.880376966682575812e+00,3.425253614631988963e+00,1.179973693902679699e+01,3.415182548408376206e+00,-1.540246160709873191e+00,-1.446030312992457434e+00,5.002911420682593757e+00,4.804552128526243804e-01,-1.674068837133927845e+00,6.130177119291163601e-01,-6.452156242154698518e+00,-4.806445256972443403e+00,-6.355000774311285738e+00,-2.795266827137113275e+00,-4.103754470658564912e+00
