3.640934286514479368e+02,3.823572292312671834e+02,4.081737237595924626e+02,4.326753158176859984e+02,4.414562684553550298e+02,4.516588335837154204e+02,4.575230929846050003e+02,4.688768231067155625e+02,4.689980107283149096e+02,4.661452968478091066e+02,4.782634336650656905e+02,4.856982066378813556e+02,4.848161312655894903e+02,4.887010169755960192e+02,4.888323416179027276e+02,4.735208033701808290e+02,4.701422096707344735e+02,4.707386370978673540e+02,4.782194207992147881e+02,4.849565767587779419e+02,4.762553276139348100e+02,4.717803221233568252e+02,4.651074488182830464e+02,4.628014414786828752e+02,4.580826087641229947e+02,4.637880753296211651e+02,5.204868285624318105e+02,6.345770303821846028e+02,6.780449115857048810e+02,6.910766499035321431e+02,6.779467770123275159e+02,6.725190577639915546e+02,6.732583014415439493e+02,6.546329538913790884e+02,6.540859103269532397e+02,6.451963369357649754e+02,6.149098489160134022e+02,5.808135425518888724e+02,5.536472210608666273e+02,5.461462576668392330e+02,5.459982590160792597e+02,5.298280031850101750e+02,4.963741130615704833e+02,4.735892359986793849e+02,4.680041908075729111e+02,4.753921384818971774e+02,4.906507270167110732e+02,5.043485146463127080e+02,5.092652628219836402e+02,5.088578819696869573e+02,5.087823501628056420e+02,4.930273351222005545e+02
1.094877434709109139e+02,9.411798630067465865e+01,5.789702502151946817e+01,3.784734682766584513e+01,2.250953805696304499e+01,1.631606325141357416e+01,1.229601188185365146e+01,1.110378277638757361e+01,7.851595248681253025e+00,9.625952654697698563e+00,1.054839602780987917e+01,7.007752887793231800e+00,4.237731143976251502e+00,7.504625735755765525e+00,2.097601801726653115e+00,-2.792066047059840628e+00,-3.862942914678809125e-01,3.387015725997615689e+00,3.590881134319378276e+00,3.202726897299521980e+00,-4.776582411020148022e+00,-5.337173633269204132e+00,-7.876176641776286402e+00,-3.890908870550718657e+00,-4.851770980595254024e+00,-9.292105620747477701e+00,5.652226264501624087e+01,1.455969952687740943e+02,1.550682817890407250e+02,1.361818351728188645e+02,1.374941837999595009e+02,1.397996083532416947e+02,1.342648547543652171e+02,1.222394981751058651e+02,1.182906214205930695e+02,1.326518542210637293e+02,1.431932715282056847e+02,1.293823996787335773e+02,1.049608880818116745e+02,6.615464608731031149e+01,3.868400140600459736e+01,2.485380878134601801e+01,1.719120348460133840e+01,6.176273255683397245e+00,-2.169802177779380337e+00,-5.360482169900913973e+00,-6.698735558152515424e+00,-8.060614267981105030e+00,-2.392343288168943261e+00,1.076283726280525599e+01,2.943798840180514276e+01,3.172915259848976177e+01
1.350287543863413120e+01,1.845702192281803633e+01,1.571434256966349352e+01,6.511871021760669009e+00,-1.947226938188270307e+00,-4.634459137550432040e+00,-4.147324044179029556e+00,-1.225044675432796382e+01,-2.333151044568666954e+00,5.119312792956970171e+00,2.623775873283482607e-01,-2.150200345128218338e+00,2.361949424470226155e+00,7.221546317607183241e+00,6.526616513886173365e+00,1.288820410462924215e+01,2.109351036731446172e+01,2.338205451272708046e+01,2.238418075471588864e+01,2.160929358500902708e+01,2.204058953746456950e+01,1.979087845061604867e+01,2.173620668309137827e+01,2.609377567829334055e+01,1.775363774779282267e+01,1.533842640885407227e-01,8.426709574126272528e+00,-5.000370108803728186e+01,-7.451826894728267803e+01,-9.049477665238026702e+01,-9.118440207082130655e+01,-8.973007940943637095e+01,-1.016681647835075921e+02,-9.420509987621186099e+01,-9.176168815321182137e+01,-9.122322276115019690e+01,-6.181456870878353271e+01,-3.771938733901238550e+01,-2.510568126651437382e+01,-1.645088786132874858e+01,-1.054495168723707366e+01,-1.667974952115908405e+00,5.984416144170992879e+00,9.979567514070772916e+00,6.207980216393778061e-01,8.829739129190103952e+00,1.394661179000664930e+01,8.891796391188568904e-01,-9.183210393102474001e+00,-2.168491170846851901e+01,-2.144793022286535233e+01,-9.649387152978288640e+00
3.010316084031782680e+01,2.481188578940334466e+01,2.971732757228614474e+01,2.805862890411219723e+01,1.628056687405733882e+01,9.387721671240180754e+00,9.602804586276004528e+00,1.063763225492334641e+01,1.475708993422529858e+01,9.386925722403617556e+00,2.738006547300340099e+00,5.748280097378154707e+00,6.865052328205191401e+00,6.681088129904537709e+00,9.438383895601875295e+00,4.055640115946706814e+00,-5.635641718235475661e-01,2.035055247217157692e+00,7.509313669642343037e+00,3.932385476873234254e+00,-1.109290502237646248e+00,1.995396792751757964e+00,8.807592650610104101e+00,1.484754764054344633e+01,1.493823961986959681e+01,8.555805012028908862e+00,4.402523872823803863e+00,-7.210680969752271352e+00,7.663159698594485647e+00,3.158150069011834482e+00,2.637670302449026671e+00,8.087756481291199506e+00,-2.577624821987724246e+00,-3.500870037948215163e+00,-6.732154943420296522e-01,2.247627590541399378e+00,-9.037734908875195927e+00,-1.301469751146173870e+01,-2.904667974310953582e+00,6.431768019489874533e+00,1.452355144177611201e+01,2.102446702205483575e+01,2.541390539353954381e+01,2.138378503644202056e+01,9.872199789700296435e+00,8.009706456117015705e+00,1.492885843185348804e+01,1.921794193234731551e+01,2.645863427122010592e+01,2.982054442394545291e+01,3.408829344076069390e+01,4.069109349198804182e+01
3.919584742598003402e+01,3.740511322385394521e+01,3.681248339388075408e+01,4.177167468280620710e+01,4.291201785990050865e+01,4.804578597725277689e+01,3.902282102493947491e+01,4.629939664522814979e+01,4.743279336179236338e+01,4.116243988389653907e+01,4.413030501772178127e+01,4.842434437601211528e+01,4.613916288829727819e+01,4.756285311819777917e+01,5.251295518813950025e+01,4.961657416275334498e+01,4.254258730054296223e+01,4.753908258012864962e+01,5.178953638880727794e+01,4.279994316825113287e+01,3.689378008774079376e+01,3.752462360320845391e+01,4.258835331184612016e+01,4.793463517391991502e+01,4.514223431820494881e+01,3.491562105810782413e+01,1.770027396849396339e+01,-5.212751156484483950e+00,-1.476192536739674388e+01,-1.619789464915156429e+01,-1.752617343325118071e+01,-1.288420578429740537e+01,-1.475183198763860659e+01,-1.720657903629715690e+01,-1.501290305318226181e+01,-8.875952326842153184e+00,-2.037258828776080222e+00,5.202221294498924564e+00,1.906147384962391911e+01,2.053424198330139205e+01,2.021025312102677418e+01,2.123251789466932138e+01,2.854876715132869336e+01,4.193935509375063475e+01,4.873188109727375661e+01,4.112338325781180970e+01,4.249264314045026936e+01,4.176983487499485648e+01,3.891515425180679699e+01,3.106531248306303894e+01,2.889588267091735219e+01,2.513757177859832481e+01
1.382312579181951762e+01,1.218913248108929182e+01,1.299544970551300693e+01,1.237103062103229512e+01,1.312296682733733277e+01,1.324370342922811083e+01,9.376921715722886574e+00,8.739420305800832622e+00,6.004295853535997374e+00,1.196178136414342452e+00,4.280263097132829486e+00,3.192448795796318350e+00,-9.858047291014058189e-01,-8.331878630688338561e+00,-7.691731440698118760e+00,-5.591175288527844067e+00,-7.074746722581998881e+00,-3.481767561398796396e+00,-7.807958088098415850e+00,-9.399419250795805425e+00,-8.633237093619712255e+00,-3.243754040142424966e+00,-4.319690887562279702e-01,-2.212025174234292013e+00,8.076041692333733479e+00,1.380691465160110099e+01,-4.669695910430925467e-01,-1.440897652622210678e+01,-1.860050128097297062e+01,-1.796559587756446774e+01,-1.558219537254331755e+01,-1.794788892907854816e+01,-1.686526805907260496e+01,-1.450553867896175397e+01,-1.862122671610895353e+01,-1.678662903308039489e+01,-1.676367520478011963e+00,-4.046280455331227266e+00,-2.032824080593325533e+00,4.723479585436836103e+00,6.036703544880023031e+00,7.025636568369260537e+00,9.158200992148717745e+00,8.275845323251434849e+00,7.045522190922619998e+00,6.318781100834776510e+00,8.149991787014950972e+00,3.668919001922530843e+00,-5.723005519671624519e+00,-1.912534749372136389e+01,-2.787288128706614998e+01,-2.892094788037081798e+01
8.547961899211435011e+00,7.616320898422124230e+00,8.916745609151925933e+00,1.069723937835868455e+01,1.073957268410086385e+01,1.681099309249612617e+01,2.172247646430700740e+01,1.896066344735786657e+01,1.923362544072449509e+01,2.017772519497410855e+01,1.029337052165739053e+01,8.405223332722655982e+00,1.641824324203024332e+01,1.461017421616260492e+01,7.277740704654586779e+00,1.206000536652684652e+01,8.553982876787962653e+00,1.096708421315643278e+01,1.862814185719206250e+01,1.981179711867635973e+01,1.542204044895085602e+01,1.558896774429074483e+01,1.701421036656133978e+01,1.678557219580637394e+01,2.707948625144090471e+01,2.351440861960327311e+01,2.815913274556536283e+00,4.277312641731795928e+00,1.482475942045177675e+01,2.088629155497814338e+01,2.521731062218757558e+01,2.574267105879419759e+01,2.797446924256984602e+01,3.039746594205880825e+01,2.375755227708435413e+01,1.158233723595645337e+01,-1.398066534381463999e+00,-7.985413276662449711e+00,1.626316811927982053e+00,8.870376953892201044e+00,1.007057482579313401e+01,1.207141737116113589e+01,1.761176900920612098e+01,2.376522772500147340e+01,2.544830541094978571e+01,1.980914397430463225e+01,1.359338785558981400e+01,1.208005699470783156e+01,1.227853269925243129e+00,-6.536303592939657570e+00,-8.660706398384256488e+00,-3.104660073967638212e+00
1.493366726190851201e-01,-2.911314961409391167e+00,-4.231790234935301598e+00,5.159592414754376577e+00,1.537119885463772917e+01,1.783748155162849969e+01,5.631728797054894819e+00,7.090653164942814612e+00,1.424409198180510749e+01,1.187247083087652655e+01,7.215284731877855684e+00,3.430519034449772242e+00,1.847921208528000125e+00,3.619363540258063949e+00,-2.330093375270104961e+00,-6.239240343597020733e+00,-7.520050918198444734e+00,-4.506508233344606928e+00,9.291168521016075488e-01,7.991474493455503758e-01,4.585271300495983304e+00,5.237031547259880071e+00,5.644576933853453937e+00,5.806551680833061724e+00,9.151976421679723472e+00,1.283866825515344701e+01,1.202805725018090355e+00,-2.785697198837001309e+01,-3.879928902621904285e+01,-3.491384598022156638e+01,-3.736246982983846010e+01,-2.891087686829132508e+01,-2.516595695847691871e+01,-2.212955085623620732e+01,-1.921639158835197136e+01,-1.970783917730789980e+01,-4.257832286027960933e+00,8.181202928340329805e+00,1.460341260918530892e+01,9.978046215162937216e+00,1.229878224035942225e+01,1.588787345408217888e+01,1.725517476080722545e+01,2.245983410827244597e+01,2.721852218759423891e+01,2.089915880040118168e+01,2.024149068140920704e+01,2.352053049867187440e+01,1.981429128052262456e+01,2.480365349515302498e+01,2.941696210278004031e+01,1.950199694653888827e+01
-7.791392809767831551e+00,-3.028757097424912725e+00,3.588113183284132646e+00,1.095169933480357827e+01,1.503184215925994849e+01,1.155838579465276084e+01,6.680599966134701084e+00,7.227731968016585462e+00,4.289691707675807208e+00,6.113533630383431117e+00,1.903936804034777275e+00,6.969170935442075887e+00,6.661718642192060003e+00,-3.210983935488716856e+00,-9.875479525221581012e-01,5.790319948271671624e-01,5.604403978157582955e+00,6.706768344669743698e+00,8.433355944704623575e-01,6.770545063448951684e-01,4.931975422223425554e+00,8.626190118704382570e+00,2.631426719520051805e+00,-7.058208408163003655e-01,1.987639555728464291e+00,2.352209346861836359e+00,5.027117844563928628e-01,-2.785284213250328378e+01,-1.322210065332773432e+01,-1.571183062291486188e+00,-1.691225120267136450e+00,5.873523135810553519e+00,6.558681708052526815e+00,1.190729280321141914e+01,1.624948637325177714e+01,1.130062909532285431e+01,1.347334901805511853e+00,-5.279309635826834324e+00,-3.715029420487507394e+00,6.217578597501721482e+00,1.616488040226116851e+01,1.708090401450263585e+01,1.129697480244275809e+01,9.021194653178316258e+00,1.875086378034303891e+01,1.813079308556030256e+01,1.376645352040953796e+01,1.154482798170721480e+01,6.921498701371934459e+00,4.648182976070764028e+00,3.553930481898468052e+00,2.578739763248461436e+00
-2.154316801227440070e+00,2.589252256222065007e+00,7.553097602939351063e+00,1.423664339101041776e+01,1.301218827173877202e+01,1.574017741542233928e+01,1.692698180636850935e+01,1.532272479356189621e+01,1.035662597408782659e+01,1.190050568673253828e+01,1.236772144111554361e+01,1.243761399532150591e+01,9.843251312736494896e+00,3.425387810367456431e+00,5.115087216467059328e+00,5.058896209048910464e+00,7.181277763452520446e+00,1.066868899621423594e+01,5.869712483759810695e+00,3.538931388948240997e-01,9.516087688385715282e+00,1.391417818842943177e+01,6.083324190317700442e+00,1.186347444791440608e+01,9.764515413476313910e+00,9.442427167417417166e+00,1.144101124708059558e+01,2.173882881861771699e-02,-7.905818038015861582e+00,-7.368227863290631063e+00,-5.854169168740678941e+00,2.257934447141092260e+00,3.349094335889061913e+00,-1.302824408386126009e+00,-5.249395107488465051e+00,-6.067099491823825019e+00,-3.128950611933551507e+00,8.152369571314778796e+00,1.117206800280198564e+01,1.569616714015942716e+00,7.441485758611543488e+00,1.121763853486289264e+01,9.417142276361488484e+00,4.482373488990216259e+00,1.527530716908487918e+01,1.129051096721645209e+01,1.188892159466744536e+00,-4.555438028501688663e+00,-8.062451744964590494e-01,3.166981599137093095e+00,5.486556213096749346e+00,1.389255371200661004e+00
