4.196934548153984110e+02,4.239055654264740269e+02,4.185095610011022700e+02,4.296305257898936247e+02,4.525889608218886906e+02,4.925652684329864428e+02,5.356553427608382663e+02,5.729519413097073084e+02,5.946912294107980870e+02,6.135638725128412716e+02,6.160030082085970662e+02,6.029730131305951772e+02,5.927564015565330919e+02,5.842091681126926233e+02,5.815029138916166858e+02,5.813217862693472853e+02,5.830336149366474956e+02,5.804617479419486017e+02,5.378094513360194924e+02,4.545191596872850255e+02,3.956648669723808212e+02,3.617165856093255911e+02,3.716373532613499719e+02,5.059844188711044239e+02,5.398463009593881452e+02,4.912002183361323091e+02
9.364209386176415251e+01,7.789392166992071509e+01,4.877783416816562578e+01,4.543247391304559812e+01,3.880274628154528216e+01,6.042063792384016097e+01,9.333000232735950874e+01,1.104078657018139467e+02,1.096396131094978728e+02,1.067450392582621248e+02,1.058657724771445316e+02,1.025745375880765948e+02,1.034176663156172111e+02,1.030256280284923349e+02,9.778656528384667013e+01,8.730940169728407341e+01,8.899663475598225659e+01,1.062995911679964394e+02,1.304692011354209171e+02,1.542187165035927592e+02,1.613798112509140594e+02,1.509473163241981979e+02,1.303289230450840535e+02,6.728096775898178805e+01,6.891852844591323901e+01,1.026042016135364463e+02
7.333491479906983557e+01,7.800174385937080501e+01,7.833044765402414100e+01,7.563431172965469784e+01,6.111573895753330987e+01,3.936082631942194610e+01,6.279403873296723226e+00,-1.548788633374779522e+01,-2.243319802369747151e+01,-3.752909623601826894e+01,-3.988118597339396842e+01,-3.877731451387663242e+01,-3.668725955817130568e+01,-4.011030168219693337e+01,-3.464520383187062436e+01,-2.210977751190114660e+01,-1.481732423255445141e+01,-1.582351019194124220e+01,-8.040299963229463387e+00,2.646361038841861202e+01,5.871953706883890334e+01,6.977758064853102837e+01,7.244184475636160414e+01,5.943463686501696941e+01,5.560849692429504643e+01,5.855775034562224590e+01
1.493953745763498731e+01,1.204605339200395164e+01,1.442772995660505586e+01,2.463291193284453584e+01,3.581324036899319196e+01,3.082139665416615060e+01,2.267887976246553094e+01,3.904740461629447168e+01,5.390494211600741181e+01,5.305094568546751077e+01,6.064557839657530280e+01,6.435985565693637511e+01,6.348972894610574969e+01,5.960457234496394818e+01,6.090804599166200717e+01,6.999413876088527786e+01,8.378281862139388636e+01,8.158098190357648605e+01,7.631122371033323759e+01,6.173482940943442543e+01,5.031797336669578158e+01,4.505805706717537618e+01,4.752900679087491653e+01,4.781240052363169468e+01,5.399998286059926045e+01,6.511977797928844325e+01
3.910020236544837502e+01,3.395140436644955884e+01,2.946935296406384452e+01,3.599963400713101436e+01,4.690164546053992467e+01,4.769084329229814045e+01,3.751344977312318463e+01,2.079053351922278381e+01,1.556357002632271147e+01,1.297387881412935684e+01,6.362861309105360519e+00,6.012043044065618957e+00,4.671344372564546710e+00,6.251234983711662530e+00,8.124856488733893656e+00,5.182488971126332444e+00,8.207697042074570959e+00,5.294550378760435549e+00,4.014329267964171777e+00,9.052817720710869764e+00,2.029651803960285150e+01,2.796735970894061296e+01,3.100870083333802540e+01,7.035635320647783075e+00,5.458795877511427364e+00,2.962561814806097260e+00
1.721370615229411527e+01,1.694774044422157999e+01,1.492051860620491510e+01,1.528953139721051535e+01,1.720817639281293765e+01,2.008962485119639751e+01,3.364464085875625621e+00,-5.203854469516333126e+00,-1.162061919239636509e+01,-1.375830333684599083e+01,-2.028248492863875185e+01,-2.824902571707670518e+01,-3.488216727174527421e+01,-3.564360128864367283e+01,-3.366160040164466949e+01,-3.272702192868483451e+01,-3.064011888097796543e+01,-2.176938386695017158e+01,-1.446347628054042644e+01,-9.635022915635996554e+00,-9.921589740990299333e+00,-5.831840505512952078e+00,-4.091144173033094411e+00,1.476815250755534770e+00,-8.726136449295607278e-01,-3.291995024196073594e+00
1.393111654977813707e+01,1.103280285438620467e+01,1.532197612633033756e+01,1.490215144101612310e+01,9.111831014167115939e+00,1.032702507240707313e+01,-2.814513215419952807e+00,-3.592235495067355178e+00,-5.399801109299708024e+00,-8.919978032875665042e-01,-5.152029219160419338e+00,-4.796952749589145526e+00,-7.694550057822403311e+00,-2.051633834516398025e+00,2.128935595236662426e+00,-5.323520928634421168e+00,-9.650090429751010390e+00,-9.962546758528054269e+00,-1.825909172339521547e+01,-2.202073033567254257e+01,-2.156103128557104043e+01,-2.220405954979690932e+01,-1.773842010524679935e+01,4.407334807001876520e+00,2.459294378176735130e+00,3.622554011503088311e+00
-2.049756524866216267e+01,-2.110207831348116869e+01,-1.811904119275475011e+01,-1.658298418199061786e+01,-1.890870002760882329e+01,-2.822016732760694779e+01,-3.748805063856184461e+01,-4.853905539134119351e+01,-5.715396579205430783e+01,-5.591343701225629559e+01,-5.540244183828389168e+01,-5.189920208815381386e+01,-4.972043275501154369e+01,-4.499306030069090667e+01,-3.927689183078296509e+01,-3.987212773636173324e+01,-4.617157870496495775e+01,-4.762818537882361625e+01,-4.504169688842255681e+01,-2.587305369884036566e+01,-1.241185896599954042e+01,-1.786858889710310816e+00,-6.339790784707378890e+00,-1.023141838609529408e+01,-1.377453653182971394e+01,-1.551676100992252572e+01
-5.251854290775968437e+00,-4.991592387831358835e+00,-6.358166059970876915e+00,1.748165411964416105e+00,8.779912871265764807e+00,-1.405191502369932399e+00,-2.680875277017813474e+00,5.205129892987679696e+00,1.712152960042289607e+01,2.613921864400374773e+01,3.364540202610679387e+01,4.054228285571514334e+01,3.734166164380597763e+01,3.235133702755858565e+01,3.472185401918894598e+01,3.365562078133420698e+01,2.862875868403888546e+01,1.695849473839906096e+01,2.643319536959085170e+00,5.611038256160091997e+00,1.345907037709010723e+01,1.150125508115235640e+01,8.195994076452041810e+00,-1.071167819884299766e+00,-5.193077101405044971e+00,-5.686302501824260780e+00
2.947961792908939671e+00,9.766513263771905429e+00,1.157876729326636145e+01,1.138113909878127217e+01,6.588354249690714148e+00,1.807361442036502508e-01,-1.962172147366308295e+00,-1.172824365380557943e+01,-5.542698795174322512e+00,-5.243509552839148213e+00,-1.029105477994841955e+01,-1.459665896103709315e+01,-1.339747231839363195e+01,-1.454020689407461653e+01,-1.793497516978601070e+01,-2.517410745440275122e+01,-2.469470965413943730e+01,-2.909106522657794613e+01,-3.035740232361427005e+01,-8.473556436367809752e+00,3.773700215105149081e-01,1.595483368264121404e+00,4.298145298857931174e+00,-5.253704335582884966e-01,-6.797584457874487285e+00,-1.354608846429444213e+01
