5.115079990087356805e+02,4.985013404346976245e+02,4.572696006626203484e+02,4.171953318920508877e+02,4.145969833135442855e+02,4.722121563359987135e+02,5.870190820877012357e+02,6.640128576240903158e+02,7.013243347955252602e+02,7.115434499359192841e+02,7.161978774330647184e+02,7.127801530524343434e+02,7.162278989580994448e+02,7.114852223222138718e+02,6.920974456591180797e+02,6.674507486389341011e+02,6.233793506172053185e+02,5.479552182694510520e+02,4.480440011784494345e+02,3.811822538348079092e+02,3.383941711364484490e+02,3.279294522411070147e+02,3.157973594473367598e+02,3.023390779594299715e+02,2.991196108467950694e+02,4.608599095479612515e+02,5.729311359264617067e+02,5.698062895953626139e+02,4.743596805424683680e+02,3.678368088241578562e+02,3.166238665779773100e+02,2.962270358427286965e+02,2.932008298701594526e+02
1.552904848689045707e+02,1.457509739776689344e+02,1.253290096101683844e+02,1.025414523191336116e+02,8.553623531048214090e+01,7.104612810587696003e+01,1.046480367974657355e+02,1.143607467478640842e+02,9.174293068991886457e+01,7.529795966795754225e+01,8.484994851974860808e+01,8.544113959484676002e+01,9.011625671400392434e+01,8.232172711551503141e+01,7.102218976921551530e+01,8.610399144254296289e+01,1.195289091638755963e+02,1.424309358150818525e+02,1.546942570720256640e+02,1.498874421641783101e+02,1.327193443201724392e+02,1.253605429873389312e+02,1.130523368311209254e+02,9.911174499836025120e+01,7.883592859075471893e+01,2.994703188081000178e+01,3.790077258748232225e+01,5.135410381729501239e+01,7.406426646345346398e+01,9.725691698924937612e+01,1.020088641649758188e+02,9.319942088891883714e+01,9.026024354723882936e+01
2.767042649802666432e+01,2.745308724350057261e+01,4.170264112544566615e+01,5.401904187383358646e+01,5.435340730484733740e+01,3.436893217011822799e+01,7.331587859171690980e-01,-2.436172224832689182e+01,-3.010663491253819046e+01,-3.383349272351312464e+01,-4.189188385189933683e+01,-4.709127107974411786e+01,-4.705343426930991768e+01,-4.058233035157644508e+01,-2.575952775045099941e+01,-1.611286399042041495e+01,-9.693104660700324615e+00,8.961101391487906298e+00,3.438174461016085104e+01,6.143390055660142224e+01,6.826087879880381593e+01,7.170804336526421707e+01,6.534061213168139659e+01,5.409243885411102326e+01,4.770829935129407318e+01,2.167826556060287757e+01,1.724425631954439808e+01,2.426206962082122232e+01,3.298853176323181202e+01,3.845408265314019758e+01,4.343728287789058129e+01,4.502078390127035590e+01,3.937284672592808477e+01
3.993493690321892586e+01,3.270772119029257397e+01,3.479769116178420063e+01,4.034600892922674831e+01,3.856964374301355747e+01,4.679541314862376566e+01,3.609933027895710467e+01,5.272616105185957025e+01,6.364352606925346123e+01,7.312676296095219186e+01,8.475040176639663514e+01,9.161170734445607877e+01,9.226920182047246044e+01,8.733133494388144413e+01,8.134447776859070700e+01,8.139275760697432816e+01,8.762650850992787355e+01,8.648936864756137766e+01,7.348225554203581567e+01,6.510162689626422150e+01,5.904298198776529460e+01,5.702320083195904488e+01,5.160783377201299515e+01,4.422657854587795612e+01,4.433867827907035775e+01,9.035057161248396085e+00,6.148582956257316212e+00,1.399375790463764346e+01,2.379845404586225754e+01,3.086462237611688408e+01,2.560970022066129559e+01,3.101028175868066583e+01,3.379870826635502112e+01
2.333221128410681544e+01,2.860258340236582342e+01,3.515514169986685999e+01,4.267707921327229315e+01,5.070709639949750880e+01,4.238252025524133160e+01,1.936419763791032622e+01,1.781648259937796297e+01,1.995701950696507865e+01,1.310966843782224167e+01,3.148192154695586442e+00,-2.932421404128187525e+00,-2.409336824286363754e+00,-2.630336419152887295e+00,2.336572333346072838e+00,6.927886588281179314e+00,5.792207292415506359e+00,1.656016230999648187e+01,2.752159798114220735e+01,3.328314011350811086e+01,3.888435959949532617e+01,4.021758207637692806e+01,4.009038751684809654e+01,3.609721873990957874e+01,3.564283541234129160e+01,3.159726835145334078e+01,1.953141583974366569e+01,1.728435540586128383e+01,2.114927938778743055e+01,2.209281340372282898e+01,2.121629252595145942e+01,2.206972725856815742e+01,3.035757838158035682e+01
1.301360603169377583e+01,5.694024621879831827e+00,2.221417305356034433e+00,1.051400829060775166e+01,1.771799678873686901e+01,1.005446590509650839e+01,-1.018038567827999508e+01,-2.673608101384285618e+01,-3.389974492136275330e+01,-2.936174709164918895e+01,-2.987494016812761188e+01,-2.956454006744784024e+01,-2.309455888588876604e+01,-1.955024171517150933e+01,-2.000420593524696500e+01,-1.704548187914116042e+01,-6.936458747054896179e+00,-8.155169241650044754e+00,-3.466902128836243158e+00,2.112019162002500838e+00,1.354037490125525700e+01,2.245908778898395042e+01,2.504862155996797668e+01,2.099958623610645247e+01,3.037445933017947652e+01,4.491246940042757929e-01,-1.243215945132014966e+01,-1.693703784734901774e+01,-9.586608217513870045e+00,1.048867489320873148e+00,1.060863790529253237e+01,1.003457332696947546e+01,1.280165378734386827e+01
-1.709622149527522561e+00,-2.130021843385613955e+00,1.635589226150951703e+00,1.464402839997836026e+01,8.949731399824877087e+00,5.389578872309941815e+00,-1.063383192447664882e+01,-2.114330063045332864e+01,-2.430592749398009289e+01,-2.305708975914082259e+01,-2.872107078448857465e+01,-3.283445395653437515e+01,-3.485163461756325631e+01,-3.649427528416933342e+01,-3.225344876139707395e+01,-3.512181639850986414e+01,-3.940464716871534279e+01,-3.123658248399276971e+01,-2.268089751860365055e+01,-1.489723023723811934e+01,4.252226449451117496e-01,2.121541921639297890e+00,5.893499640897804426e+00,1.257125383776738659e+01,2.091813646056255038e+01,1.335223638202296925e+01,-3.474967977892863935e+00,-1.073968412891277069e+01,-1.472934286433549467e+01,-1.093995220768089283e+01,-1.224377333963595937e+00,8.526560364990609653e-01,1.937225853022636279e+00
-2.587058358493175092e+01,-2.600121376211166790e+01,-2.060208064632312386e+01,-1.039060087401929167e+01,-9.906736765138182577e+00,-5.787734371076363793e+00,-9.798972299800922769e+00,-1.697092167953604047e+01,-1.752417589326831759e+01,-1.388018408040040264e+01,-9.975043671543302182e+00,-4.620783168749689196e+00,-7.856214778192065040e+00,-1.642627885460630210e+01,-1.941882027238155217e+01,-1.938993847512173829e+01,-1.247452250662729867e+01,-4.345524765480192286e+00,-3.163407783710488808e+00,-3.305186667487795660e+00,-4.272606881073502949e-01,-1.871125294863951405e+00,-1.914070347629250879e+00,7.930095738560703822e+00,9.301020359106242807e+00,9.865450593627176801e+00,-1.095334016163007362e+01,-2.059171771357621239e+01,-1.697565455903747278e+01,-7.221170088926891495e+00,-5.958375886991171821e-01,1.859824920475463994e+00,4.573462516827982327e+00
-4.961451246064905618e+00,-1.295703891731520452e+00,4.347891433612876000e+00,5.584198010155436265e+00,1.988453995273690822e+00,3.401099873466054468e+00,5.923292151133861871e+00,-2.664268342529036548e+00,-5.736462085877835904e+00,-3.845889645849874583e+00,-3.972527111568026292e+00,-4.400442346284562767e+00,-1.278445267827318688e+01,-1.781705802890617463e+01,-1.492466735655922605e+01,-1.650160520285939114e+01,-2.255438330976126693e+01,-1.713679472903962164e+01,-6.960319488802531041e+00,-1.141286153666433378e+01,-1.342324032901469977e+01,-1.261686718253561423e+01,-7.728605046373997922e+00,8.939607410966406320e+00,1.078481147882303759e+01,6.094128874203970092e+00,-6.147146077749472859e+00,-9.229502127479637608e+00,-6.015403375608032732e-01,-5.216661595690197384e-01,-1.126005433480900431e+00,3.700552521253913874e+00,9.447961342185632105e+00
-1.710139382378319084e+01,-1.667810364259249667e+01,-6.216044057581523674e+00,-7.009347037902301736e+00,-5.296537309534200766e+00,-7.897893650550857458e+00,-1.304214066831612584e+01,-2.070715856999893489e+01,-1.974503131355378116e+01,-1.816629281339162816e+01,-1.915269801891923152e+01,-1.934138045026303132e+01,-2.162998673181796150e+01,-2.219104619648771148e+01,-2.193066242404118071e+01,-2.302943931467147465e+01,-2.525846890208810791e+01,-2.257260842540475565e+01,-1.659220743690101685e+01,-1.605486945980197433e+01,-1.308039100769987328e+01,-1.298010957054390246e+01,-4.873436191840900378e+00,4.100257056372848652e+00,-4.334134613337337072e-01,3.981947845657630936e+00,-1.238009832587368209e+01,-1.555184476507411162e+01,-4.146447967246881916e+00,-4.036370194170713077e+00,2.130050533722081418e+00,4.907608448427110304e+00,3.430907588899436256e+00
