2.863543070268129327e+02,2.888144868460914836e+02,2.830687100284799840e+02,3.318792220192755167e+02,4.288052053562901165e+02,4.221228690645787651e+02,3.335284832416561471e+02,3.033679474431080507e+02,3.206874725741724319e+02,3.264197059911329575e+02
5.830453108905681603e+01,7.415212737161225220e+01,8.132525284516285069e+01,7.075421106816827432e+01,6.567736701320046677e+01,6.965480446453790364e+01,7.663495849993466891e+01,7.788032555598850593e+01,7.589977651596161934e+01,6.967105802461023245e+01
2.905653763373730669e+01,3.665425010599287248e+01,3.493011027741843577e+01,-1.674183022961988065e+00,-3.265713926207899931e+01,-2.916800009980967445e+01,5.630268424658674498e+00,3.499572953642423556e+01,2.483502037864795398e+01,1.546614353123205277e+01
5.305888270538583384e+01,4.863434309702419966e+01,3.005092912773925917e+01,3.175310748062489807e+01,2.831927326417292790e+01,3.096090058958840885e+01,2.906770453239882457e+01,3.383050056058253574e+01,3.806746865004646452e+01,3.446130681157789866e+01
2.899504071169928920e+01,2.918734989442679151e+01,2.449148661497279278e+01,2.888558941579529815e+01,2.480690101437921058e+01,2.623622167839354447e+01,2.828001416797175693e+01,2.371275047384722612e+01,2.547499033919638123e+01,2.993557775898104012e+01
1.747699675314685064e-01,1.258061432194224594e+01,3.008990074199134312e+01,3.454599941134053154e+01,3.617996536877376457e+01,3.729162448338267666e+01,3.105426925944058070e+01,2.593504636459984880e+01,3.407786898228094685e+01,3.446904362659577714e+01
1.944634484176850009e+01,1.926636596143841729e+01,2.592412997540517949e+01,1.976311159929976924e+01,1.372138136279317422e+01,1.003691546386816213e+01,1.343513568121717627e+00,1.113540346722864527e+01,4.098387855186680362e+00,6.237850541356058542e+00
1.852218253695790651e+01,1.727758603592069875e+01,1.667062582010250082e+01,5.771074763205996661e+00,-8.669444035191650855e+00,-1.199031922031238118e+01,-9.372255078906277959e+00,-7.744166778864997047e-01,3.107919984489184273e+00,4.089803790869885880e+00
1.307197136148191063e+01,1.510180877926697462e+01,1.106463811363533090e+01,1.632019141541921314e+01,1.284078808565231711e+01,1.155275658934874627e+01,1.399721516428055423e+01,2.826668588090270884e+00,4.845996309310813821e+00,-5.322959744669681470e+00
1.139866263258200085e+01,6.575909328568842582e+00,-6.700971446546666321e-02,7.668724191059446138e-01,-1.654123235216988519e+01,-1.739652825341554632e+01,3.790973020998246179e-01,2.967619093975541134e+00,3.237434860989854002e+00,2.085572837939524860e+00
5.610590753582322066e+00,6.928628729877178039e+00,4.500673807175157748e+00,6.070882354902962241e+00,1.506480731387132233e+00,2.599404896796961850e+00,6.086757945099452449e+00,8.737617020348547925e+00,9.276683455553643043e+00,-1.060927471925983578e+00
4.987631958254810982e+00,7.821191666279493582e+00,9.291689802316838609e+00,4.791928010623317746e+00,1.943635279209289690e+00,2.726137561777921992e+00,4.000413995134806555e+00,4.620227424800134486e+00,2.273149811341915516e+00,-2.362371116989747222e+00
6.966770300089534906e+00,6.631033588946040780e+00,6.100087667630957000e+00,-2.492221988113778153e+00,-9.816196277189463970e+00,-1.204300769174234453e+01,-2.441012849036339194e+00,7.367889768133805362e+00,1.019846029631939821e+01,1.438448854226965778e+01
