5.918324190673872636e+02,6.485777965212886329e+02,7.229464921028838944e+02,7.742961927186297544e+02,7.992892968791284147e+02,7.644260804989546614e+02,6.178487269017667813e+02,5.414705761983826733e+02,5.630792562260232899e+02
7.952648813079449042e+01,9.976261329844956549e+01,1.130005209733210449e+02,1.103046048929244449e+02,1.158341078837636360e+02,1.246273749007749956e+02,1.269190120782631652e+02,4.394646988929331144e+01,1.887212483521761897e+01
4.116462133012826996e+01,3.620335610114362623e+01,1.074946042241877109e+01,-2.328913415677013177e+01,-3.232828354336982812e+01,-2.231387684103611946e+01,7.570596711400175316e+00,2.431201915814196468e+01,3.270135120354732550e+01
1.396168578117013936e+01,4.488080143453636595e+00,-9.952359835457300630e-01,-4.864611192840773590e+00,-6.205176490895155661e-01,7.555854501282870395e+00,1.727544685501624855e+01,4.412683814455482434e+01,4.475383440245338562e+01
2.112279432258056744e+01,-9.262826623019780881e-01,-2.471922983268994756e+01,-3.205952108677594481e+01,-3.361323032626892626e+01,-2.357857570349501586e+01,-1.165550973192308826e+00,4.918821624246364266e+00,-3.151232350949739303e+00
3.427910904846655171e+01,1.941308990741993057e+01,9.590431162806055454e+00,6.986236905133180741e+00,4.901810300374036089e+00,1.251230190290890931e+01,1.759788591827211590e+01,1.107165306441777020e+01,9.017149363821493679e+00
4.620311674832164428e+00,2.358943613389125615e-01,1.823950264952992395e+00,-1.704405914375205056e+00,-8.032832217808509867e+00,-8.549709989896486562e+00,-1.208700680824792606e+01,-5.536266362313053691e+00,-2.056818181105448673e+00
1.488183556826048459e+01,-1.192061949147171784e+00,-2.520428825872430778e+01,-2.894642510911556954e+01,-2.932586842642920644e+01,-2.732753441777516912e+01,-2.842097383103886443e+01,3.429750422522878317e+00,9.461108461745338261e+00
-8.825318946112224339e+00,-2.540822658169646786e+01,-4.098571156939487281e+01,-4.472152134288674574e+01,-3.984417379705797657e+01,-2.752603186764271470e+01,-9.965115680144442933e+00,-1.770235734744005285e+01,-1.498696949652074473e+01
-5.620163272452629144e+00,-7.047085251484761947e+00,1.037858990049145547e+01,2.284990698016981625e+01,2.426035035629453773e+01,1.896099027931317238e+01,7.502822194863078664e+00,3.241230046357584715e+00,6.352156698249057598e+00
-1.606537550061903730e+01,-1.492856748596468108e+01,-1.532097623986688362e+01,-2.310649278083622704e+01,-2.111807337498730419e+01,-1.298976829830602142e+01,-1.714594590196726775e+00,3.559531760392506960e+00,1.879134790093704099e+00
-4.414045950581833466e+00,-4.613675686470627424e-01,7.969960306993007393e+00,1.280035302668152042e+01,3.502851735159665303e+00,-7.907682319052588227e+00,-1.933938597561267869e+01,-1.336030116009134971e+01,-1.030224408495430666e+01
-2.564714000198755173e+00,5.892132620222113815e+00,5.791481259581567897e+00,-6.106790943715729725e+00,-1.270448438518109668e+01,-1.048161740191945412e+01,2.910073608628703790e-01,1.030349518224708660e+01,1.166958953903597873e+01
