5.480920465381401527e+02,5.485236341852240685e+02,5.336571714196633138e+02,5.390225350070088552e+02,5.420113191699153958e+02,5.520620049343577875e+02,5.703983156471050506e+02,5.964284920373333989e+02,6.330692766574668440e+02,6.579582683904734495e+02,6.667461433943512930e+02,6.581833156462577108e+02,6.410380459965883801e+02,6.332639471995602207e+02,6.247008153176049063e+02,6.140344904558244252e+02,6.101458048323227104e+02,6.022831040853330933e+02,6.184495398004764866e+02,6.334107644711474450e+02,6.247571931913621484e+02,6.343844394584572228e+02,6.469131587336420353e+02,6.607300892829368877e+02,6.754810942512604015e+02,6.825706302817942515e+02,6.768658196741106394e+02,6.671074152959971570e+02,6.641573778684778517e+02,6.585521420709164886e+02,6.495192199125656316e+02,6.311609562365273405e+02,6.082564419990904980e+02,6.053662629478375266e+02,6.019691026374774765e+02,5.971503391563069272e+02,5.867675800698239073e+02,5.432509894331125224e+02,4.414974542714417680e+02
4.243257608013932014e+01,2.641940222289353812e+01,-1.016152196609741232e+01,-1.491934139445471885e+01,-2.436846129380289483e+01,-4.193430501210336558e+01,-5.153667534694919539e+01,-5.149871970433417800e+01,-2.047613664818315726e+01,7.048885024250457043e+00,1.860024022636354601e+01,1.302973687337536646e+01,3.065458446687372884e+00,3.101467302910313251e+00,2.089217501457395265e+00,1.061128308425356259e+01,1.093795523334563669e+01,-1.158364959693871654e+00,-1.942328473208490891e+01,-3.740725851204184949e+01,-5.917645066896876926e+01,-7.631226540790736124e+01,-8.962296095035912913e+01,-9.272095494276121030e+01,-9.181984470379407526e+01,-1.007228642380786994e+02,-1.102814786828722333e+02,-1.102266821891263930e+02,-1.115058346774372779e+02,-1.171927525404048822e+02,-1.153155443135856615e+02,-1.121962118656125398e+02,-1.127632742787339168e+02,-1.153293498964339392e+02,-1.217792125291635728e+02,-1.135526188313802010e+02,-7.861477582059723090e+01,-3.533236557496464059e+01,1.186124345818554282e+01
8.988042297807696457e+01,7.506285496947907632e+01,5.049754227712249133e+01,3.710564052633802845e+01,3.948520759624200593e+01,4.673194144023682384e+01,4.429194484661597642e+01,3.957428453305528393e+01,6.867329332432447586e+01,8.332684872719789837e+01,7.012152665353534076e+01,5.086635296303395393e+01,4.766958844702001841e+01,4.628816684806736248e+01,5.117720754164054142e+01,6.107212520484932838e+01,6.967283362236253197e+01,7.654071247676729683e+01,7.243445274087790153e+01,7.295333050996357827e+01,6.304589869632093979e+01,5.451989139886298119e+01,5.056650432781187021e+01,4.223748399025755873e+01,3.846944782934694729e+01,3.210594280588020411e+01,2.512085697584016231e+01,3.086973778614339636e+01,3.820843115349803298e+01,3.891497743227507300e+01,4.244557969112339890e+01,4.859091375614744379e+01,5.404090394141515930e+01,5.815636811075040669e+01,4.950946989443191626e+01,4.535997590056142315e+01,6.596014088069969716e+01,7.765095742436295723e+01,8.325040625824388485e+01
4.228181486263915190e+01,3.301047076957880222e+01,2.044702494508262447e+01,1.589603682972437149e+01,1.172046098473066422e+01,7.518963300568799468e+00,1.088273957177301243e+00,-1.107704915073146168e+00,1.404477730222329335e+01,2.004949357335443949e+01,2.724328490054396923e+01,2.666753509378905562e+01,2.911910904753968765e+01,2.942189973642310008e+01,2.903063979815993889e+01,3.392441164289055422e+01,3.378854511283880413e+01,3.711366170802033082e+01,3.628820061611856573e+01,3.517528056490561994e+01,2.106674760325179108e+01,1.770697361663640379e+01,1.563136942848477062e+01,1.024624593463261668e+01,9.993712724872821695e+00,2.035410116246359991e+01,1.530480408439232320e+01,1.057514860725167694e+01,1.916472292661764243e+01,1.410888694451660541e+01,8.873898211280664583e+00,4.741950916016140383e+00,9.744995202161122805e+00,1.756022882619979342e+01,2.168336456158099423e+01,2.817151148937881544e+01,4.836924815069725980e+01,6.175469480608485640e+01,7.714071899827227696e+01
4.896391681315998312e+01,5.443071858861131318e+01,4.991244654931135472e+01,4.267485246401296450e+01,4.253261516650729845e+01,3.716605210251080393e+01,2.791077079904360403e+01,2.547583122058257032e+01,2.913735357212190991e+01,7.470085979992818537e+00,-3.317406000205632921e+00,-3.709793145799350711e+00,1.796558289237788930e+00,-1.804891706062694556e+00,-3.721266745243205332e+00,-8.530158160378716659e+00,-1.253463374672591968e+01,-3.616179910525842534e+00,5.098783922772303967e+00,-1.349663630852616425e+00,-1.067047066040738734e+01,-5.327669251530041450e+00,-1.099157971654154231e+01,-1.795345663538386205e+01,-2.169890941736344203e+01,-2.021658175021713078e+01,-1.919441088954384966e+01,-1.792664503505381646e+01,-1.393529069967507894e+01,-1.819220171967045019e+01,-1.997572583501219867e+01,-1.938358949553735044e+01,-1.841527855577279027e+01,-1.911542908593592927e+01,-1.807565664263152883e+01,-1.692977843579049591e+01,-4.536056846402475307e-01,2.771203078417689980e+00,-2.015618505322476217e+00
-6.867373014417958110e+00,-6.029903353446895764e+00,-5.705241425738895700e+00,-3.995584434987396349e+00,-8.294182953172455797e+00,-9.629680610541910823e+00,-1.013402702313392645e+01,-1.204124382912657154e+01,-1.163229559515501599e+01,-2.336901625627057655e+01,-1.935095404168719568e+01,-1.110332833267070463e+01,-3.215929887749305216e+00,-1.376562109083660612e+00,3.709030652898839264e+00,2.795152340588136664e+00,-1.800538064965432117e+00,-1.258498529907116970e+00,-6.976669229628769120e-01,2.873876397679492101e+00,4.924535337262840429e+00,8.756484804473620542e+00,1.998187956094540496e+01,1.839444659653034719e+01,1.461115302137555183e+01,5.966967486954674271e+00,7.918856257824208100e+00,1.636038019138648991e+01,1.406178648101685269e+01,1.366332342186833770e+01,1.829428371252713603e+01,1.939822775879755312e+01,1.480338230006359979e+01,1.542278917303242913e+01,1.237342994098359128e+01,1.085091915646593463e+01,1.741529740923711955e+01,7.397782253950067499e+00,8.025249864301332581e-01
2.973215662262713010e+01,2.273363536253636852e+01,1.632085712681659473e+01,2.406901451496426603e+01,2.231907243076128111e+01,2.606877278471814208e+01,2.655348035972661336e+01,2.000614536452319214e+01,1.733679050777932051e+00,-1.017215530504407539e+01,-1.191842482653780166e+01,-1.648952737732170348e+01,-8.559208826858716535e+00,-9.011777330485085002e+00,-1.479827838931282002e+01,-1.482161574840824159e+01,-8.334950927744340987e+00,-6.290601738310938273e+00,-1.197810515539865506e+01,-7.270891211031963230e+00,-3.217871384000642099e+00,-5.586597406284638190e+00,-2.971332541772375713e+00,-1.202026172367792300e+00,-1.174093321268426582e+00,-1.394939666674424483e+00,-1.965279398358154683e+00,-3.188852067122999179e-01,3.568113351175490333e-01,-5.655517191619032769e-01,3.779757791201331596e+00,5.745339122052257608e+00,-1.887007542967991336e+00,-8.051870949047804649e-01,4.162033976116646272e+00,7.079544149146601129e+00,2.347798974518873649e+00,-8.503359989922760320e+00,-9.400054103895474356e+00
-2.058535226908325555e+01,-2.208894155535993065e+01,-1.644938125570281784e+01,-5.191500690244877703e+00,-1.099002845447267562e+00,-7.488535609915365487e-01,1.566101046578620704e+00,-1.493317640733108576e+00,-2.146428834698735244e+01,-3.273246619516330469e+01,-3.067101443205220690e+01,-2.290287860253226881e+01,-1.157315002305294627e+01,-1.260112049025051029e+01,-1.656653199819378486e+01,-1.816094363311157878e+01,-1.676585799164710266e+01,-7.922350818062115607e+00,-9.710482430606848681e+00,-3.301857757504707447e+00,4.101739164471784882e+00,3.199845701380128027e+00,1.773446304868546708e+00,2.747556812745465926e+00,2.409670870198639125e+00,5.774581047655205523e+00,6.361292225683605750e+00,5.078012417773027920e+00,2.748499982704891487e+00,3.538583218209003789e+00,3.802389168627182681e-01,5.905625082310811180e+00,1.288755911852783242e+01,9.575276992551783550e+00,1.668634045823655043e+01,1.283452109586353451e+01,-6.136774753344857558e+00,-1.374673123872271319e+01,-2.136952137780772532e+00
-1.196976097274329476e+01,-1.067399200312385332e+01,-9.853889027743891749e-01,1.165406707925868979e+00,5.273083426717156463e+00,4.439420363675846914e+00,9.425356541602790017e+00,9.117380828804725112e+00,-1.398475675990056644e+01,-2.313440631201266484e+01,-1.707568733795307026e+01,-1.241442884820759573e+01,-1.756044386947469249e+01,-2.168521288137555914e+01,-1.554715970341439757e+01,-5.353081135184006634e+00,-1.191115299230406066e+01,-7.929785999911377559e+00,-1.380991119311284798e+01,-1.179016270623079343e+01,-1.028430744548591491e+01,-1.712264775945257167e+00,-7.498184636574546147e+00,-4.564180549033577172e+00,2.907716652333189877e+00,5.038914652916487213e+00,4.129154405210815781e+00,7.351252703338182926e+00,1.020772600187975243e+01,9.007684497302093973e+00,2.828721850579208219e+00,6.932239276626333435e+00,9.218929398733450853e+00,7.233490914406795369e+00,1.593360890529683260e+01,2.090664801009842932e+01,-1.613436676186789320e+00,-2.074170364089667729e+01,-1.084294110752750839e+01
-1.498620174312040554e+01,-1.258994457299506387e+01,-5.361216730670202324e+00,2.003639734479707446e+00,9.118084160324420040e+00,1.415314944399799879e+00,8.697286544435808509e+00,9.692470423142314218e+00,-5.978616739301520155e+00,-1.657658478873988628e+01,-1.519380656320955580e+01,-1.143318567305846045e+01,-1.067253158421469905e+01,-1.283582212735783123e+01,-1.035751189389292648e+01,-2.536821530921455015e+00,-7.578245312795798938e+00,-8.045337911137195874e+00,-1.421280098089228083e+01,-1.891798578165580835e+01,-1.042115819047351977e+01,6.138438679685745747e+00,2.850191205032901909e+00,4.815158256954306104e+00,1.000491582336226770e+01,3.772509851347829901e+00,1.376628549000233193e+01,2.322256226689312086e+01,2.372058956705710386e+01,1.463375389689388228e+01,6.549981486681518916e+00,1.238593854577927367e+01,5.292415677369044502e+00,2.610589464210651300e+00,7.426812700248703436e+00,5.165228614183356548e+00,-1.452147802615669825e+01,-2.546669742994411223e+01,-1.521889391770887201e+01
