5.200173927453465694e+02,5.849242990443320878e+02,6.452533516829737437e+02,6.567142285180913177e+02,6.580685179873936477e+02,7.273627006524861827e+02,7.693049744514293025e+02,7.499722878586997012e+02,7.628903521111623149e+02,7.579422528803057730e+02,7.164863633863811856e+02,6.897255493814396914e+02,6.725857453263255366e+02
1.155409900940970118e+02,6.866184385400543988e+01,2.825332750383675773e+01,3.965671573390974203e-01,-1.489520993534060622e+01,2.211137881217760892e+01,7.358968041620441625e+01,1.142497607802451540e+02,1.399065189386333827e+02,1.303385360235325834e+02,8.935100881771101911e+01,6.176593191186822196e+01,4.682280517981833157e+01
5.010647607181420682e+01,9.043349350638945339e+01,1.100774213875299523e+02,1.090075535212965576e+02,1.061484360938259215e+02,7.864539780730183338e+01,3.084187122372380685e+01,-1.168693805549578002e+01,2.859150739633112615e+00,4.649209265951187575e+01,7.550373039475188364e+01,6.966207791054981158e+01,5.885234707868119131e+01
3.656874355052371328e+01,1.688208990164140388e+01,-8.218073820016380537e-01,-1.377886364744561476e+01,-1.662497200186783175e+01,-9.070222926663625174e+00,2.937823665170511411e+00,1.545942285806222927e+01,1.734852407808864427e+01,3.321871037910339908e+01,5.567158888887449564e+01,5.758645621876289056e+01,5.459052303848721266e+01
4.285977939569012563e+01,3.831060702209454405e+01,2.781820462341879008e+01,2.426466990788629019e+01,2.398148413356998887e+01,1.279126973484627250e+01,-9.630870704373162283e+00,-2.646148062615854712e+01,-1.388539808086235183e+01,1.710172209805874388e+01,4.281482404440108525e+01,3.984053980974567821e+01,3.506283478027681610e+01
1.797666008849730446e+01,3.647005324203911414e+01,4.410505661916030107e+01,4.539341877637814804e+01,4.072538579848864515e+01,3.540450275008251424e+01,2.697456282043633990e+01,2.206410319034555201e+01,2.451627574259232034e+01,4.111216972867788400e+01,4.704798829117600434e+01,3.930463948689866527e+01,3.165885372390414432e+01
-1.583794868011530177e+01,-3.553448111321276315e+01,-3.384106944714108778e+01,-3.001297185714697591e+01,-3.236492811628502864e+01,-2.443062797541012543e+01,-1.047173343520966249e+01,-2.550344424030067003e+00,9.347019513156425319e+00,1.003755190284782728e+01,1.460376305682185460e+00,2.463839174991803382e+00,4.601421599570966414e+00
-2.610018791130022109e+01,-6.942541334165944988e+00,-4.259616661088179157e+00,-3.156868244667936807e+00,-6.167398552413446033e+00,-2.416561235247395700e+01,-3.987500967239220984e+01,-4.579131300638681523e+01,-3.295078724643485657e+01,-1.149711875814981177e+01,1.653479959422520906e+01,2.349523220299391824e+01,2.716976253612055103e+01
-7.705400397275431246e+00,-2.359084602370683115e+01,-2.102520513954351244e+01,-1.623336527482446101e+01,-1.583418300859586481e+01,-3.483786029983993160e+01,-4.458413547566715351e+01,-5.065495156804946930e+01,-4.465902108674333704e+01,-1.969660966354845755e+01,1.308940002484554554e+01,1.817034306086956974e+01,2.251989970893298221e+01
-5.393064485692642407e-01,9.800402074244988881e+00,5.971495258850223919e+00,3.931697372455557282e+00,2.373017605364223570e+00,-4.786182262308805946e+00,2.636440881609939613e+00,1.289912213242299543e+01,2.517744682637588483e+01,2.456938871769434130e+01,1.995937515680661178e+01,2.084506350534634578e+01,1.952540712280428536e+01
-1.279190072799619315e+01,-1.029596109524828051e+01,-5.394476706685962242e+00,-4.113240866073907043e+00,-5.015703975759710609e+00,-1.403400685092198685e+01,-1.319444712920186902e+01,-1.707075048405043560e+01,-8.584224249958445796e+00,2.150271352246393430e+00,-6.235800547339813704e+00,-3.044767744309629709e+00,4.929949868462108142e+00
-1.874352195789393249e+01,-1.882031842877678329e+01,-2.187035480252219699e+01,-2.126647910049656076e+01,-1.477328971223824894e+01,-1.632799519625378792e+01,-9.258233546296573024e+00,2.596248126875865481e+00,1.161676409876877081e+01,1.613467529774649023e+01,1.333011988246413893e+01,9.014760490820638239e+00,7.872410063749905262e+00
-1.545719499894137527e+01,-1.700897051947054450e+01,-1.859515429340527248e+01,-1.873804236541199941e+01,-1.489978762118761679e+01,-1.403910739036105326e+01,-1.173217738826519607e+01,-1.177327446032668234e+01,-2.898227002270463259e+00,2.637196177976268263e+00,-1.367499261790349641e+00,-2.450691653337935705e+00,-6.004059222769275728e-02
