5.697577966849220275e+02,5.710620715751633725e+02,5.688745078588680144e+02,5.786114881502307981e+02,5.811756517419627244e+02,5.853511255894538863e+02,5.821329329904790484e+02,5.845020229599199411e+02,5.856476644913271912e+02,5.781421293016593381e+02,5.716275768261425583e+02,5.841554299271030004e+02,6.093784505308171902e+02,7.005004002552768725e+02,7.899775454533096308e+02,8.205024391404285780e+02,8.073254852664036889e+02,8.007719255515463601e+02,7.959729301912667552e+02,8.033370078566126722e+02,7.857765103495073618e+02,7.755334741232206852e+02,7.779113678898543185e+02,7.759655066744294345e+02,7.694374865109479060e+02,7.594255672529736785e+02,7.396155812525321380e+02,7.140289191809977183e+02,6.877254016901932800e+02,6.637302514738146328e+02,6.362164935114541322e+02,6.267689832982082407e+02,6.211495145358146601e+02,6.071661298902218959e+02,5.992126456960995711e+02,6.014027083775790743e+02,5.950480375566791054e+02,5.914356320974050050e+02,5.939357440075750674e+02,5.893500830169704159e+02,5.853806208794200074e+02,5.862078437106873707e+02,5.859719650806268874e+02,5.811546359827125343e+02,5.685480130608887066e+02,5.565138624636241502e+02,5.494033564860026218e+02,5.332539224868705787e+02,5.227614725624424636e+02,5.210026045920151319e+02,5.027180545215139205e+02,4.635890461679730379e+02,4.155441339438169734e+02,3.850593233979855086e+02,3.789209157983320324e+02,3.767181995303801045e+02
-5.227803357469511525e+01,-5.131350698790244280e+01,-4.446733784396340639e+01,-3.122992090058628634e+01,-2.653085305517943482e+01,-2.396735201140438676e+01,-2.334333681366393876e+01,-1.847023027692453212e+01,-1.985224084020959268e+01,-2.365003777556864151e+01,-2.148789424560949612e+01,-3.084717248424251324e+01,-2.818293761482583903e+01,5.110678049907846798e+01,1.135768469051977547e+02,1.072292868843047842e+02,7.259640728024176326e+01,5.547166802428749577e+01,4.911255526671263283e+01,6.600169184033269687e+01,6.576883567686604692e+01,5.766734614873234932e+01,5.304558905282237902e+01,5.149905183100388228e+01,4.967169389672042712e+01,5.953303266217778145e+01,7.122229635148511306e+01,7.377592971855236215e+01,7.234024933610167807e+01,6.882542135407054218e+01,5.641673128782468893e+01,4.578419071357356529e+01,4.444922619615167036e+01,3.595375428013272767e+01,2.688927973798842430e+01,2.223117160316958163e+01,1.549811480256839680e+01,1.635461979697229395e+01,1.185761932278482789e+01,2.551914391346603850e+01,3.515643010121014811e+01,2.715543642497193133e+01,3.099837510485501824e+01,1.746826599778943745e+01,-6.268345067123159975e-01,1.940752949550224926e+00,-3.351177580124606870e+00,-1.199920685569943224e+01,-7.126319681181828791e+00,-2.922527131846671899e+00,-4.173126767535030979e+00,1.460954288523628186e+01,3.196839229239896696e+01,3.912231941610921382e+01,4.266359048627087702e+01,3.955441225279809458e+01
3.783131195151968029e+01,2.877708388977330856e+01,2.445362067283841867e+01,2.531726033383685603e+01,2.388301249257749248e+01,1.837357493236744332e+01,1.032936057812444375e+01,6.327823791110508189e+00,8.665743256641551540e+00,4.623036016793081737e-01,8.577966405474046763e-01,9.086212877973382618e+00,1.871068765007861145e+01,2.578166430162701772e+01,-2.148342212639157367e+01,-4.254751672350119662e+01,-5.966209745521112495e+01,-6.874575183589521998e+01,-7.590885322433544502e+01,-8.026332262390172900e+01,-7.640984746049630871e+01,-7.104539450614275609e+01,-6.892349204385149619e+01,-6.327100756877570831e+01,-5.258781150111742164e+01,-3.825794652361641113e+01,-2.233033679662740667e+01,-9.265314316044918286e+00,-3.391339507760271488e-03,1.315974309772373729e+00,1.286518931396080312e+01,2.703374000196193450e+01,3.932256579316282341e+01,4.088762347755269388e+01,3.959785731919983220e+01,3.990252791614169325e+01,4.701560971797712796e+01,3.977169791906214869e+01,3.580452471718919583e+01,3.976635407073705153e+01,4.758974801751774208e+01,4.705982624268305869e+01,4.237617188353522124e+01,3.111462767226835524e+01,2.517579707927203714e+01,2.782558355648913206e+01,2.425168705180467299e+01,2.428503343980542795e+01,2.428580710725316649e+01,2.348301868732701791e+01,1.341369688720544318e+01,9.323039257603756624e+00,5.687138138085021666e+00,3.099896362798433103e+01,3.823365332342567768e+01,3.476817569628703808e+01
1.323841607666166453e+01,3.182816883444947731e+00,-3.822986083063351970e+00,-1.256677093606779927e+01,-1.473790911297998107e+01,-1.509525390545963219e+01,-1.429906618093244930e+01,-1.782155007896441390e+01,-1.528271894067890102e+01,-1.495575987555346842e+01,-1.535255175830082308e+01,-1.445003492111144006e+01,-1.258604440507311395e+01,-5.141694416245328192e+00,-3.025997257786357864e+00,-7.284505731960418951e-01,-4.638884977943024346e+00,-7.205957432320897027e+00,-3.116854120295747599e+00,-9.621607444091466732e+00,-1.430274327884808727e+01,-8.029419362159238460e+00,-1.641393772550449492e+00,1.333077719184667664e-01,-4.316094850514278214e-01,-5.080348525367585744e+00,-6.981255760837566271e+00,-1.547537533849211222e+00,1.013953497288431116e+01,1.506636648758095021e+01,1.625034258610756410e+01,9.697276877754719138e+00,1.839836371435760842e+00,8.039258208369476577e+00,1.028047962499067047e+01,1.488523274414457731e+01,2.183528579955532933e+01,9.139164669356146575e+00,8.407933971869022471e+00,9.251632169235740832e+00,1.045884697805533214e+01,1.071243388880475855e+01,5.174306938728831184e+00,8.602036118921393970e-02,-3.828993256287829272e+00,-6.269563989566311335e+00,-6.379113222788724613e+00,-3.311088426450600419e+00,-4.047031780295823999e+00,6.426041316709771856e+00,1.379086459800654296e+01,2.608210549336397932e+01,3.538247746462116083e+01,3.772193466096570802e+01,3.214053613764642847e+01,2.799126201072359521e+01
2.517524777611478370e+01,2.629452454930932248e+01,2.642182272911586693e+01,2.119172134239950722e+01,1.708819256339812753e+01,1.220007729722103917e+01,1.073899383919231809e+01,2.010709035731910177e+01,3.193580480244255781e+01,3.502073537555645544e+01,2.290301226259899181e+01,1.902576350201517030e+01,2.133706806294583203e+01,1.147677910514535427e+01,6.126683621651157985e+00,-1.701865192300567875e+00,-1.522544524650724718e+01,-2.233434162584712368e+01,-1.967624753080168176e+01,-1.501503081432034037e+01,-1.321177499974940694e+01,-1.537300380843716674e+01,-2.135536759804095652e+01,-2.270899288575774477e+01,-2.014633949944001046e+01,-1.502381226760173760e+01,-9.407370568221713469e+00,-8.092419206115318842e-01,1.272284906801554527e+01,2.072330216229432054e+01,1.839847157724605609e+01,1.712806528849107224e+01,1.819189718934762112e+01,2.921194668351516910e+01,3.423214875957820169e+01,3.110879990755928048e+01,2.346826370354045110e+01,2.122720830957270977e+01,2.146655310658120897e+01,1.744911167607989100e+01,1.602196131715111349e+01,1.686799421883942429e+01,1.954022421658841324e+01,2.373851596923744012e+01,2.335108244325276416e+01,1.849746701280221828e+01,1.510967914576090010e+01,1.731392874573308305e+01,1.193470278266822149e+01,7.200115939950476829e+00,6.975650547874044705e+00,1.402237186078228959e+01,1.469509832685783834e+01,2.589162525353200550e+01,2.482110554429147697e+01,2.054452389260610801e+01
-1.465393270936765902e+01,-1.863008747949468358e+01,-1.782260068996481195e+01,-8.201606795727855115e+00,-1.127673152633539821e+01,-2.075872502663897379e+01,-2.297550998864599947e+01,-1.652711277572129944e+01,-9.972046362611346026e+00,-6.499022935283193192e+00,-1.429375728668551560e+01,-1.413492415117969259e+01,-9.686680652405097902e+00,-4.155726364637339998e+01,-5.642429126992273325e+01,-5.440580766066993590e+01,-5.788454764926999019e+01,-5.032462143598192483e+01,-4.188064354979929504e+01,-4.294301663264405988e+01,-4.356100264099192998e+01,-3.690140812175916807e+01,-3.663804177987663024e+01,-3.726259860388493195e+01,-4.181133291499726568e+01,-5.145968385334896311e+01,-5.496751428424801134e+01,-5.464332112051006618e+01,-4.390642187376558070e+01,-3.708163072802329907e+01,-3.521100082906989570e+01,-2.348316802576652407e+01,-1.823297970112537314e+01,-8.036840479233196888e+00,-2.338789114306622174e+00,-1.101928511792261256e+00,-1.073552445504896724e+01,-8.322198997236856854e+00,-4.429948367397203768e+00,-9.120408752711421485e+00,-1.391869403220405133e+01,-1.100511570477225654e+01,-1.044030167484784855e+01,-1.131990625352105706e+00,4.373497389402582591e+00,-6.431021948242301889e+00,-8.098767807336599844e+00,-8.341695951792846841e+00,-8.884024631989790421e+00,-8.568218926007721947e+00,-9.959855770905070571e+00,-1.462298292548990730e+01,-1.156502480289880452e+01,1.222193201094288995e+01,1.736124925861162893e+01,1.356943027282854608e+01
1.565036915138640694e+01,2.155603277525815997e+01,2.282916777432829036e+01,2.347800667453869750e+01,2.243747175677376049e+01,1.780917276006378813e+01,1.908092972620640282e+01,1.641521250670065513e+01,1.286543679069157520e+01,1.427244405085555812e+01,1.743449115881828604e+01,1.894601544005313798e+01,1.730461212695336570e+01,-2.330226697947247771e+01,-2.993547135164409667e+01,-3.062887000069934018e+01,-2.298498511546971201e+01,-9.782265114364946612e+00,-7.609821063944838926e+00,-9.320732640668564883e+00,-1.025417234877823169e+01,-8.511810857326114643e+00,-9.687387992238322809e+00,-1.419146649806632432e+01,-1.712665073880757305e+01,-2.350705743222114208e+01,-1.897641373540439602e+01,-1.973625496316220307e+01,-1.453649883796864017e+01,-9.242665945747969403e+00,-9.152284639421043977e+00,-1.001892437316875828e+01,-1.077729169126564912e+01,-1.688589512037128149e+00,2.300002812994796031e+00,8.092910097316941886e+00,8.289928567258225911e+00,8.193045440603482277e+00,6.814560301116246777e+00,1.056077172127684882e+01,1.797848107245506144e+00,-1.665563949737597138e+00,5.014799254335855494e+00,1.964226409666926543e+01,2.224557165201152742e+01,2.454663008431555937e+01,2.238175078587595124e+01,2.197866433770299466e+01,2.185820495980527056e+01,1.524706060958164144e+01,9.789119815100370658e+00,8.432674279771653403e+00,4.767812296275417694e+00,1.313006286632334252e+01,1.107946687775317329e+01,7.753275112528807078e+00
1.074212725672241397e+01,1.118651263872743939e+01,5.280184557763887732e+00,-5.269175583247238670e+00,-6.274085092303762323e+00,-9.396311325422527005e+00,-7.550789807818836685e+00,-4.707774821755542405e+00,-8.858054024385712211e+00,-1.241473812011635758e+01,-9.362053364909789011e+00,-5.266444018824101292e+00,7.153814489383515385e-01,-2.161546655509156523e+01,-1.941394247069732160e+01,-1.101909428449344119e+01,-3.812255251074422091e+00,6.320297237469514329e+00,1.264172206544215271e+01,1.825441278070202600e+01,1.855050595199456964e+01,1.640724276611493337e+01,2.005125879669692779e+01,1.785964156234903299e+01,1.239904899921800663e+01,3.014908944451263118e+00,-8.198023697962332434e+00,-2.313612472950972432e+01,-2.622392853215727371e+01,-2.303127593173816123e+01,-2.338934075702459836e+01,-1.861325163920658810e+01,-1.753859833041409644e+01,-2.127733507053753215e+01,-2.341699639762429541e+01,-2.106592248956366475e+01,-2.002452031137491417e+01,-1.545302776890290630e+01,-1.593985567999814101e+01,-1.403182623182740230e+01,-1.214972729669743146e+01,-1.570068536079174137e+01,-1.037777206270587982e+01,-7.200450911858755632e-01,4.253526802183994704e+00,3.161882703352629775e+00,6.855334293589336880e+00,7.593093161082402176e+00,9.299414974794963484e+00,1.442988511136069363e+01,1.392018573222381050e+01,9.969679618006725974e+00,1.527301356520924358e+01,1.225334062675127100e+01,5.981988705002933671e+00,3.302652024507408690e+00
-8.633745973021188291e+00,3.917574872099971461e+00,9.243275389918840901e+00,8.335212354175009608e+00,7.732054146501806891e+00,5.368105789998006472e+00,7.274749323205671914e+00,8.478868811266618621e+00,1.008642915790210814e+01,1.284774169071151562e+01,1.733094700001424115e+01,8.178139328293982047e+00,1.186302433117476340e+01,4.172789078470465540e+00,-1.561279497639920022e+00,-3.381712636469781375e-01,4.194066684557165914e+00,9.376424100496183911e+00,7.988999646414173483e+00,3.761208374620931494e+00,1.550263382007208479e+00,-7.668725743770199443e-03,2.560573345002195911e+00,2.406185040366026762e+00,1.557049521703429917e+00,3.868182715042360886e+00,7.180290222424616786e+00,4.246217089595987204e+00,1.937805820796512313e+00,2.700581248514303034e+00,5.003585776764947646e+00,4.131860929227391566e+00,-1.567504189640135381e+00,-1.603909178016205139e+00,-6.382453939669943566e+00,-5.202085836568617339e+00,2.633200071146634791e+00,6.962585228870868725e+00,1.067868050707762606e+01,1.000749896650656368e+01,1.356752944753413903e+00,-2.427675612101873881e+00,4.716615208927531278e+00,1.554195826300895789e+01,1.406872403714256770e+01,1.096462780568095141e+01,1.671845857930276580e+01,1.785372189128248266e+01,1.601839207126358744e+01,1.468907077591368093e+01,1.041197590460285660e+01,9.973802373857921566e+00,8.263101416626563278e+00,6.102449477818430168e+00,1.721710148316451416e+00,1.076544185118805119e-01
-1.067569349038670801e+01,-3.418058404635188285e+00,2.676934286214149861e+00,3.805639134194543693e+00,2.461017730353382227e+00,3.149328000877534617e+00,5.829238309064978196e+00,1.709762424255199198e+00,8.145169351793883905e+00,1.071834762339606328e+01,1.838607306623681126e+01,6.498464550423491914e+00,-2.039715405305861040e+00,-1.161176239196225524e+01,-4.261792412609759495e+00,-1.748462535090616665e+00,-1.429746177735914392e+00,1.495449904730744795e+00,4.735472341596507206e+00,3.093955499533015630e+00,4.164791149162785366e+00,2.428074245818448329e+00,5.156333325273520174e+00,6.056685574026134944e+00,5.021879584994300316e+00,6.912603123178645781e+00,4.281077776249051503e+00,-7.897833105426589562e+00,-1.338442391928309405e+01,-1.855005695303258051e+01,-1.452665752286126732e+01,-1.511357263297849052e+01,-1.485249487654160205e+01,-1.433634485211883813e+01,-1.230633670987243988e+01,-1.647794926630544410e+01,-1.311485533597250352e+01,-1.278928084107247898e+01,-4.185133790669801179e+00,-1.624371881245817661e+00,-2.482499475597899075e-02,-3.664214957905386871e+00,-1.460467114667827859e+00,-2.500040719765664221e+00,-2.902771943586892611e+00,6.559040864928157966e+00,3.105986902779562797e+00,-1.357373404203093381e+00,2.095060224078387989e+00,1.431499870032246102e+00,-1.308496393791498402e+00,1.166136895666731288e+00,9.821378350744630614e-02,2.917108138994171096e-01,-1.282488137506203385e+00,-2.046749923419597827e+00
