6.823194590156657569e+02,7.167554611389582533e+02,7.387492448369274598e+02,7.390350489866958696e+02,7.605112925753387572e+02,7.952803137117900860e+02,7.690031744970168575e+02,7.090491036437886123e+02,7.047413712823404239e+02,7.173592663947324581e+02,7.164614345831121227e+02,7.156884953181315723e+02,7.066970965119132870e+02,6.851465600301033874e+02,6.568227979475801703e+02,6.120057650980138533e+02,5.479010414613735520e+02,4.309066605509614760e+02
-3.793346844293920839e+01,-4.841169898265373206e+01,-5.058291545211166351e+01,-4.999799487722542324e+01,-1.859490211463136200e-01,7.668502661688931710e+01,1.324976543417193966e+02,1.455903875233058216e+02,1.297385249432090006e+02,1.170053229488259205e+02,9.045648080372208710e+01,3.429554681016348638e+01,-1.035215832194181296e+01,-3.206832963904632550e+01,-2.912534591196018496e+01,-2.537545263192816591e+01,-6.489528400803144415e+00,2.898919917989368145e+01
1.022816176096533347e+01,2.385003755997146513e+01,4.008999785179395303e+01,4.640805339622359327e+01,5.553144343402313154e+01,1.278641085916175868e+00,-4.243611325464650008e+01,-5.627701204008319280e+01,-6.925649565193590718e+01,-5.940271867649533277e+01,-7.183634884066703030e+00,3.783334870295483654e+01,3.614499463499515741e+01,1.887085389734969709e+01,1.755838801945015604e+01,1.108082932376745333e+01,7.114442614020800804e+00,1.101719772178400802e+01
4.848958272928099689e+01,5.795054147959235991e+01,6.973403953843848058e+01,7.112608379019678750e+01,7.329564152934294441e+01,4.889111596467272847e+01,4.621172822306688488e+01,2.197734325848447767e+01,1.511102374485963651e+01,2.320552824059898711e+01,3.225397069757715229e+01,6.286698994756832803e+01,7.064871500014436378e+01,5.656645418564698957e+01,6.767764145778591001e+01,7.319319191560472859e+01,7.317339736344123935e+01,6.419943738786669485e+01
6.829711460423697922e+00,1.959105968358151539e+00,6.982879921348695618e+00,6.662394907396738120e+00,1.060382733625345963e+01,1.836632730278521208e+01,1.275030187421814531e+01,1.216366702305414194e+01,8.006985744126872362e+00,8.481849884304939025e+00,1.807495251868776620e+01,1.407072609608749758e+01,1.274282160436489519e+01,4.415401218981142684e+00,1.790964334938703217e+01,2.744928505875717661e+01,3.455225945755674388e+01,4.363304633268916177e+01
-4.703134577482505740e+00,-1.451229911565021125e+00,1.138524020939045833e+01,1.548102684148356900e+01,6.382578619636285922e+00,-2.610376900844466608e+00,-1.735027487020063575e+01,-1.347218020956067441e+01,6.659098040579820577e+00,1.461912633797938632e+01,1.965740294014042888e+01,1.560252841653638534e+01,1.791831378966739052e+01,1.038652246381135669e+01,1.539495590094397315e+01,1.749324103734476665e+01,1.209420142402618126e+01,-2.324542358662621933e+00
-3.479700701467792978e+00,-7.747500497968733413e+00,-1.013990406250923293e+00,6.230762674849507299e+00,-1.756298993182872437e+01,-3.251111847605483263e+01,-1.854705011471505571e+01,-1.139381044825321965e+01,-9.595037111688657916e-01,9.884819812098644576e+00,2.120540963034603976e+01,2.127934019833217860e+01,2.171181753415393345e+01,1.290181519921605968e+01,8.181030589610317705e+00,3.751048465067276183e+00,-1.420372857643929176e+00,8.134436139760980566e+00
8.031926160194492681e+00,1.194259121099876708e+01,2.752128318030370835e+01,3.481772084695815295e+01,7.834176612416785979e+00,-4.266775684723889128e+00,-1.169987042897231078e+01,-2.807223276673397994e+00,1.896532111457742698e+00,9.220307864177696544e+00,3.213347541130546858e+01,3.441328182084362197e+01,2.763416086722275367e+01,2.183384492620817952e+01,2.130066595622925973e+01,1.542917128277244565e+01,1.289682608264717345e+01,7.606651672154089994e+00
-6.366221410449469431e+00,-7.605048166666817266e+00,-2.030197084116990514e+00,-4.261162375697384874e+00,-2.355193950900903488e+01,-1.841881129832733421e+01,-2.016508659057492103e+00,3.904100075215642285e+00,-5.022834984171179462e-01,-5.510563837562005851e-01,9.188779902949860912e+00,2.355685486691792452e+00,-7.539615097967049095e+00,-1.085080581184366721e+01,-5.122888874024491557e+00,-7.548288701771190823e+00,-1.548552067326755655e+00,1.169453185196319467e+01
1.180609527816200632e+01,1.572985652360935305e+01,2.843553842835373757e+01,3.089515767542042113e+01,1.307367778488277210e+01,5.938362746083574173e+00,7.186460961277033377e+00,1.714300548629626064e+01,1.026549921445035274e+01,9.695323042906299094e+00,1.540871156615526871e+01,1.994322311388487279e+01,2.798069632460489586e+01,2.556070541620642800e+01,2.455990906211656011e+01,2.734842102803315456e+01,2.900630174942468642e+01,1.820483329745521672e+01
-3.504276962708882337e+00,-9.969825451228848223e+00,-7.395556484499799410e+00,-3.549662051209146796e+00,-1.344490085646642186e+01,-2.364002362975676164e+01,-2.174319029940689774e+01,-1.951091856373754752e+01,-1.822172619894398338e+01,-1.927082216321398178e+01,-1.307853142476371389e+01,-4.056427881264631274e+00,4.525214625763599230e+00,1.452538203170246067e+00,-7.228393471340480048e+00,-5.801520014486232668e+00,-1.268275127675085434e+00,2.007648798796648926e+00
8.080992258259064087e+00,7.352680084852221576e+00,1.417824058188591252e+01,1.863468489252314697e+01,1.405181427638068037e+01,8.631153832050605601e+00,9.588818744895167612e+00,2.130024397285268378e+00,-1.418032858738848034e+01,-1.541288144530306248e+01,-2.823456987571577148e+00,1.070309464740789451e+01,1.509547402874723687e+01,1.889892049160442866e+01,1.861566300773193205e+01,1.400370235664579610e+01,7.425498610139229072e+00,1.201189529641154552e+00
-8.708432409382380612e+00,-7.021784401397145103e+00,-2.702075090877864127e+00,-3.049282775294460013e+00,-6.384255667205114282e-01,-1.081229592828120145e-01,-5.206636447775752075e+00,1.067834519583397590e+00,4.368034015712324525e+00,6.987329208591916085e+00,2.769644812900678765e+00,2.303215706168143306e+00,6.549942131285326763e-01,1.612890890225496365e+00,3.822232796927982790e+00,-3.551517959152739046e+00,-3.284945598839055236e+00,3.813702486207911857e+00
