3.624379736121268252e+02,3.653304218163737573e+02,3.818262933540753465e+02,4.126794477937209535e+02,4.429587076315168588e+02,4.408592475001084381e+02,4.310924201591952851e+02,4.283604171881679008e+02,4.582994493129123725e+02,4.580975200020679949e+02,4.323662392653461666e+02,4.328188024914331891e+02,4.301992575904919818e+02,4.560780318891667662e+02,4.774960319314574804e+02,4.629514999954782866e+02,4.896567212557583844e+02,6.159224471948655264e+02,7.054445754408413904e+02,7.497717176156733103e+02,7.758679223479800839e+02,7.788651942626722757e+02,7.938056555950513484e+02,8.120255536746651615e+02,7.900833457951115406e+02,7.655532204701347609e+02,7.817448120180023352e+02,7.697752429055950643e+02,7.542291385402894548e+02,7.418476704154272738e+02,7.075002636684824893e+02,6.836680667093429520e+02,6.809762532886401232e+02,6.763375713187773499e+02,6.568389662959989437e+02,6.291954114718906794e+02,6.235028652941790597e+02,6.175313338195476263e+02,6.213637419765528875e+02,6.184497148534767348e+02,6.003878987547175257e+02,5.967613907745870847e+02,5.941748533856426775e+02,5.948255755779790661e+02,5.939183413913295908e+02,5.961597200036278537e+02,5.904443240406457107e+02,5.804275689193380003e+02,5.766879229852534081e+02,5.732827039219298513e+02,5.553879566411405904e+02,5.415770772128150838e+02,5.397179952354891839e+02,5.425240007972993226e+02,5.271847650580133404e+02,4.919287775820287152e+02,4.509842974610702413e+02,4.171399322290317286e+02,3.937385417191316037e+02
2.303121728153384851e+01,2.709975444234788711e+01,4.938584888139515527e+01,8.681015122606983425e+01,1.140724136216327480e+02,1.108613721120502618e+02,1.008223019152748066e+02,9.715756109061359780e+01,1.055208229849974089e+02,1.070818823926702237e+02,9.549226672449628950e+01,9.629169728717812404e+01,9.403684864953501688e+01,7.519117578078514441e+01,6.235665015685236767e+01,4.868403095336016406e+01,3.316319957444314070e+01,5.936139616232375715e+01,7.859872348347471416e+01,7.809078057326507860e+01,7.357328100178412456e+01,5.854662382574952773e+01,6.510797462498820209e+01,7.156715829698265452e+01,7.121668784038708111e+01,7.052037185286734200e+01,7.869350132733848113e+01,7.255877238280598363e+01,7.478080391879251465e+01,7.665271475079515540e+01,6.950962246748252937e+01,6.565242205421483845e+01,8.154887592972050925e+01,8.874366440164709502e+01,9.278486053583868909e+01,9.219113386538671762e+01,8.218222921855385721e+01,6.335465041916735629e+01,4.543832880777738126e+01,3.556441800902784678e+01,2.730272237697355564e+01,2.105696347021807213e+01,1.611345084428095475e+01,8.937283412173904651e+00,3.516047806237401208e-01,1.134364164529339902e+01,3.215543803505955811e+00,-1.024885338233447030e+01,-1.025564396235374431e+01,-1.093020551893049586e+01,-1.905543697331331998e+01,-3.861741455383887001e+01,-3.686352516135207225e+01,-7.955028629286562847e+00,7.970039028002780412e+00,-4.400376717603383669e-01,-1.469042798581461717e+01,-3.769980846113730077e+00,2.025663862370699064e+01
2.197827987215074330e+01,2.597909939863554030e+01,4.527920839150088739e+01,6.876397455919013169e+01,6.712469264003733826e+01,6.392895353095575217e+01,6.085611638566208370e+01,5.903407013450693341e+01,3.918043475700552847e+01,4.147563582913819857e+01,5.437847459047996779e+01,5.660010749740654035e+01,5.643310832900333907e+01,5.279152791362415797e+01,5.035915932156147790e+01,6.007405095125953665e+01,5.521916843168952482e+01,2.319607227056565435e+01,-2.267784247403711539e+00,-3.373627198560720331e+01,-4.818168816449930603e+01,-5.406436657481222596e+01,-5.791810080131777028e+01,-6.616962364211394743e+01,-5.775732042195981819e+01,-5.138261583790018960e+01,-5.816335365579881511e+01,-4.924064645517053407e+01,-4.066556875351567157e+01,-3.936749670203013807e+01,-2.493988451588656474e+01,-1.847704419108183771e+01,-1.495301034941282836e+01,-1.102470581877861555e+01,9.020420715427794889e-01,1.617191359226191594e+01,1.593589584397408032e+01,2.525112436228150159e+01,4.065452476574539986e+01,5.327667667279298769e+01,6.333617504485806649e+01,6.599764855721240053e+01,5.654184333018167763e+01,4.426207031510477918e+01,3.871769844447382525e+01,4.162547535982891134e+01,2.540413386446763155e+01,8.208747691163839733e+00,8.335285856263155324e+00,1.183302536253762582e+01,2.122435625053104502e+01,3.120408472104558228e+01,3.592589373228123151e+01,4.956796172840924442e+01,5.636676811305716228e+01,5.262704878955391052e+01,5.207300998020505745e+01,5.133770768617327462e+01,4.653754250169920681e+01
2.033961464251148499e+01,2.422252225447264351e+01,3.899223788893755227e+01,4.954356986453302625e+01,3.574286031124419338e+01,3.349361659888251097e+01,3.319362970078624642e+01,3.392399010765376488e+01,2.869995825614772045e+01,2.867681073840735451e+01,3.697294603067840058e+01,3.879587123218152556e+01,3.830705999123576078e+01,4.139809371832332374e+01,4.044398277408268427e+01,4.975577107024095369e+01,4.428131557497213322e+01,1.389799463448298766e+01,4.096333689804986022e+00,1.084383987299307250e+01,2.569167539257796307e+01,2.881024036688195622e+01,2.381775514181318698e+01,2.132968836407720303e+01,2.680631499229617276e+01,2.205788336554488183e+01,1.974980579293483629e+01,1.693746538955728198e+01,2.044687884440265435e+01,1.933168266304448224e+01,2.104839554945846203e+01,2.193409718036252443e+01,2.553745697784671620e+01,2.769549598678873181e+01,2.554632248327105515e+01,2.364450547108492628e+01,1.249530363486381113e+01,1.115979659241581601e+01,1.442104978309492580e+01,1.488731008852775162e+01,1.558198538636240471e+01,1.342657900440717533e+01,6.700704407211699021e+00,8.524468735281196530e+00,1.192937757440646784e+01,3.792217565184706984e+00,-7.980967282147114261e+00,-3.433009086218033801e+00,-7.962893079596723211e+00,-9.702778936779667518e+00,-5.738478879526945242e+00,-1.001427179933365963e+01,-8.651938609696783189e+00,1.587966049096554499e+01,2.668812973839958147e+01,2.423120775976077823e+01,2.155929539580305843e+01,1.846575500184830432e+01,2.563662933882640971e+01
1.826983758849362260e+01,2.197907205388654717e+01,3.125701916261859736e+01,3.354291138971678521e+01,2.912442491252426180e+01,2.777781134394391671e+01,2.516506575347059638e+01,2.626555741092736440e+01,2.458158736587289184e+01,2.458132837130801818e+01,3.058431405997337293e+01,3.155273699031336321e+01,3.278418082179550197e+01,3.195573734037445490e+01,2.703137191048263333e+01,3.581036135466246151e+01,3.249251813563091673e+01,1.507445198375127937e+01,4.791093506869012586e+00,-2.320175564283628589e+01,-3.706902139473685054e+01,-4.135621514112060026e+01,-4.890448375520360003e+01,-4.934014579254082378e+01,-4.626110668838026641e+01,-4.540289273226777311e+01,-4.510039146693021905e+01,-4.516495752313305445e+01,-3.980109051802129727e+01,-3.497096531809298625e+01,-2.965114903304397842e+01,-2.444485109575116866e+01,-1.160183230027762669e+01,-4.292340817243424311e+00,5.312880740972303784e+00,1.269502202734127749e+01,9.951683604112005810e+00,1.263860040582294886e+01,1.427594644364232224e+01,1.895134940499647769e+01,2.802870887304541370e+01,3.081441618922290715e+01,3.346787837799185894e+01,3.736413329113097603e+01,3.378030838434713701e+01,1.627346047870791779e+01,1.249145920142968436e+01,2.132972559813211433e+01,1.692556541854569829e+01,1.656692142082839325e+01,2.279464588148370296e+01,3.536725212191436185e+01,3.836058130677304234e+01,3.665766556547458777e+01,3.680499817161896203e+01,3.662232381714989060e+01,2.963745159656601658e+01,2.926925931938739467e+01,2.637680643130691038e+01
1.595041487122976065e+01,1.942555695861859633e+01,2.291387628972032076e+01,1.862239964204685805e+01,2.326213108398332707e+01,2.186907990849083205e+01,1.827418415376795480e+01,1.867124830407276903e+01,1.460105450406536853e+01,1.607718905613633353e+01,2.268486685470519504e+01,2.241661211895198846e+01,2.124516065328339209e+01,1.965955740408410435e+01,1.297705988541205002e+01,1.014630151446363371e+01,9.834763712679743364e+00,-1.656873160166149717e+01,-2.421793918047691108e+01,-3.267547388464051750e+01,-3.970640860487368684e+01,-3.561612536929040829e+01,-3.536376294775060103e+01,-3.699118786819558125e+01,-3.705195873173030918e+01,-3.767308080147407878e+01,-4.136530973340240536e+01,-4.294215979741035483e+01,-4.613083715875603730e+01,-4.396018639492818636e+01,-3.928628206062052186e+01,-4.413299981198154853e+01,-4.125441020035130180e+01,-3.889455423613296148e+01,-3.970167814442091014e+01,-3.614714277543713195e+01,-3.035085529105974445e+01,-2.686576216380183268e+01,-2.953597484201155154e+01,-2.937284331870026932e+01,-2.124514506711291517e+01,-1.876338592349348744e+01,-1.767524249797891400e+01,-6.212459969595019338e+00,-2.361910739557819272e-01,5.309377224447728860e-01,1.918079000605502404e+00,6.997204372841420827e+00,-7.677757475941928256e+00,-1.095361082415861986e+01,-9.832523835760834885e+00,-7.226697105709678937e+00,-7.826895285659090540e+00,-1.026285872695995494e+01,-4.370500426976379416e+00,3.994026450232451175e+00,2.406565318844001489e+00,1.113112299983792397e+01,1.939080734700709030e+01
1.356387045244953882e+01,1.674224826988925585e+01,1.477570259016767018e+01,2.869183686371299835e+00,7.553998609463317138e-01,-5.142277612832113487e-01,1.058290107717842599e+00,1.657880417833898390e+00,1.770215194052154883e+00,1.677356744168503777e+00,5.298258156554941145e+00,2.219591316576011941e+00,-6.050155709292257544e-01,5.201305557480248254e+00,2.733610782045526655e+00,2.913597761625169369e+00,4.488605143357258243e+00,-3.418113298974718717e+00,-1.611229661830066817e+01,-3.218313471390455760e+01,-3.982392625320952106e+01,-3.486070538323230039e+01,-3.108592615721080676e+01,-2.819068665824148567e+01,-2.170593749794906557e+01,-1.954236007508827200e+01,-2.101827880360988843e+01,-2.198746972196712335e+01,-2.637982268261156804e+01,-2.429219917052962785e+01,-2.161920998982863296e+01,-2.537146532099455243e+01,-2.626957012014552362e+01,-2.312057104867120572e+01,-2.412194093573663167e+01,-2.203755128817097386e+01,-2.181847611052127434e+01,-1.595123689565683733e+01,-8.443535191689015562e+00,-9.581555466892423212e+00,-5.713943472870314011e+00,5.267514061232033029e+00,1.032984188082716059e+01,1.127736055686716909e+01,1.320384278800004552e+01,1.781274081238654361e+01,2.405237320257491263e+01,2.599830442401685104e+01,1.504999760506989759e+01,1.673944691437491628e+01,2.574401095305967146e+01,2.137684332521678954e+01,2.207165964261542612e+01,2.328792781877620399e+01,2.245067817235946706e+01,2.066150071775155084e+01,1.909360831635900269e+01,2.184736422133895317e+01,1.695222416910971575e+01
1.127102506867740672e+01,1.409057571732093805e+01,7.509638688470054113e+00,-1.028823249622334401e+01,-2.456681756969341279e+01,-2.432634108295531661e+01,-1.501185833678142245e+01,-1.335617731135993402e+01,-7.491288210113214774e+00,-9.012641244422036735e+00,-1.298971020811888977e+01,-1.433319521957806941e+01,-1.177252578894573887e+01,-6.137552681536934784e+00,-8.184538364111752173e+00,-1.131772984732142717e+01,-8.073858483677110343e+00,-8.426574630935768084e+00,-1.065638883182603358e+01,-9.550841922139003515e+00,-6.592143988196487392e+00,-4.210847649085094346e-01,5.414010314881112507e+00,3.972139229225113422e+00,8.723988712094143949e+00,6.454444946980367526e+00,-8.801697009814017925e-01,-9.515572994025519593e-01,-4.107500995422878276e+00,-5.001094882906761185e+00,-4.054795762499820100e+00,-9.642266121447864435e+00,-1.451515296714097936e+01,-1.605938106502485141e+01,-2.136996339173947490e+01,-1.851488723514245649e+01,-1.458373547699802231e+01,-1.896323808338313199e+01,-1.920221712507736100e+01,-1.941337073321125217e+01,-2.029410203763581677e+01,-1.908565315836704812e+01,-2.340417965345138640e+01,-1.765285211747714555e+01,-1.776573753538389866e+01,-1.082643298522376085e+01,-7.248560984182505607e+00,-6.651710987945870457e+00,-9.563491771046322754e+00,-8.530023876763801027e+00,-1.401117602271412466e+00,7.852766361617849356e+00,8.492504298656523787e+00,-6.276967285740024494e+00,-1.301883779893845983e+01,3.149016353127869206e-01,6.163653723485728264e+00,8.933762700637796428e+00,1.019078252644335336e+01
9.195143003149357952e+00,1.159670291593002212e+01,1.558185139917495743e+00,-1.565740484658292075e+01,-2.948819842902807409e+01,-2.790137485425094610e+01,-1.597481530065805977e+01,-1.389497116452811554e+01,-5.294677980008462015e+00,-3.827988290971931384e+00,-1.125956550754181684e+01,-1.124338898289247624e+01,-6.808674690716918221e+00,-2.248674815788123560e+00,-3.484388575750830164e+00,-4.053353797866749986e+00,3.905065025122881339e-01,-2.509647303375012406e+00,9.311590393418054390e+00,1.192510289148434843e+01,7.344988521637867862e+00,7.291438640338332888e+00,5.200064840857470116e+00,6.057743069624786258e+00,1.016224892336156316e+01,5.299692768836646195e+00,-7.570557142623941527e-01,4.200311455912353331e-01,7.547512287869231340e-01,-6.541451358276961781e-01,8.869246410883188103e-01,-2.402262328766749278e+00,-4.530162625408547861e+00,1.094046538756212605e-01,-2.979719950291337405e+00,-4.186441627693399781e+00,-6.787890802229030740e+00,-1.386979111119237729e+01,-1.035867982680378319e+01,-8.549517207811435426e+00,-6.464611299736941596e+00,2.005510010810657828e+00,-1.004741864250437544e+00,-2.183903832727948746e+00,-4.617134579961094332e+00,6.925383066147460909e+00,1.060197858962001405e+01,1.035835794115837771e+01,6.030647642314173495e+00,3.599524273390436235e+00,8.477858283406840556e+00,1.199973598500546501e+01,1.255949182485339577e+01,-3.053172408527295101e+00,-1.494887628672073587e+00,-3.778533083321133912e-02,-6.618203651884005945e-01,5.951478784419443002e+00,7.270889731294104763e+00
7.414836895803061267e+00,9.343431988477085781e+00,-2.888578713988772417e+00,-1.330847773758740082e+01,-1.434707507181453678e+01,-1.415640641760267826e+01,-6.946151744959238705e+00,-7.252072666831852032e+00,-8.648964035258174476e+00,-6.254796381231198410e+00,-5.970473351228749337e+00,-6.608238994696262303e+00,-6.726299541644005231e+00,-7.620593379292676772e+00,-8.286836781346266889e+00,4.611802956977509860e-01,-5.302332633879560664e-01,-7.535478996258671458e+00,-9.764634122692925189e+00,-9.914651397877880967e+00,-9.561031827964562524e+00,-4.529644500983494027e+00,2.859377531052798016e+00,4.145853458668850244e+00,4.443551362206013877e+00,2.675590852760312721e+00,1.710224027982622186e+00,3.853958614977619490e+00,2.473719697663276484e+00,-5.621842547445710103e-02,-1.340655996660798044e+00,-7.570471503642258071e+00,-1.214406410751800358e+01,-1.903777352063613648e+01,-2.180198417547674339e+01,-2.332717203970225484e+01,-1.628926177666263442e+01,-1.370357954890437036e+01,-7.445682055102603947e+00,-9.860395211542561711e+00,-1.435091571172810632e+01,-1.483186934432129789e+01,-1.698920945291248330e+01,-1.409514692407157987e+01,-1.451560822995908495e+01,-6.523008078246520292e+00,-7.324978940477009370e-01,3.585938327414440963e+00,9.115800770645225981e+00,1.033669749177444963e+01,1.517999438782150889e+01,1.360738258673609380e+01,4.392246331649081625e+00,-8.369438426402098230e+00,-8.497890289230710437e+00,-7.368093849404521833e+00,7.339565293704259474e+00,1.225503483712908448e+01,4.933258070545930352e+00
