4.639514225763058448e+02,4.941876656397753891e+02,5.337907913032380520e+02,5.581050311376695845e+02,5.652568843939382077e+02,5.571945523414276522e+02,5.539947058496165937e+02,5.608339446642187340e+02,5.757873066291863324e+02,5.929258746341114374e+02,6.028024567628599470e+02,5.993610633638716081e+02,6.060811430270706524e+02,6.030741532700927792e+02,5.934373989587414826e+02,5.841566781286699097e+02,5.647814338102671172e+02,5.634195718830146689e+02,5.656812579111768855e+02,5.832368945908788191e+02,6.224169699690935431e+02,7.006658491955311092e+02,7.692916860673010433e+02,7.838942521093965752e+02,7.687260046824251276e+02,7.536110544353049363e+02,7.511907876144850889e+02,7.384103361498088134e+02,7.381812278913330374e+02,7.460183188805549435e+02,7.540412771773691247e+02,7.581811442294483641e+02,7.606342371770721229e+02,7.457887635527865768e+02,7.265379587893847884e+02,7.064975793615697057e+02,6.870931456825953774e+02,6.825325237052406919e+02,6.808973032589584591e+02,6.720065077670132041e+02,6.526707364908760383e+02,6.390115850132995092e+02,6.183003998117762876e+02,6.174505528352733563e+02,6.226494661915810411e+02,6.148722992346313276e+02,6.043626618657053768e+02,6.044373566213137110e+02,6.072600936148977553e+02,6.176208876614413157e+02,6.128154239324732089e+02,6.164459919807165988e+02,6.214329341427745703e+02,5.863080311168653225e+02,5.042738290623220223e+02,4.664066628888394348e+02,4.331972283577305234e+02,3.887734928968919803e+02
7.863220176984080467e+01,6.604064804736057681e+01,3.211159621656467777e+01,1.683572636438291781e+01,1.150045757361841225e+01,-1.674474121051762410e+01,-3.192829948515495175e+01,-3.952335822480667815e+01,-4.294573303721627155e+01,-4.242755439542206375e+01,-4.682798399045378801e+01,-4.703947236466805037e+01,-4.914533173315328440e+01,-4.738628615323505500e+01,-4.353381099807333499e+01,-3.987203673400486537e+01,-5.007976711830633576e+01,-4.466751601782189596e+01,-4.355581119757031416e+01,-3.489171089330170616e+01,-3.512961229561033605e+01,2.930650119400369391e+01,9.250393203700062372e+01,9.695530611032926060e+01,7.270813859921037192e+01,6.641938852646219971e+01,6.295658036314016215e+01,5.389202100936566353e+01,5.494176179605494070e+01,5.748254508790748218e+01,5.910996414747800998e+01,5.734744492827836382e+01,5.688207570709157324e+01,5.845311362490593865e+01,6.310456581975041956e+01,6.197665579860239404e+01,6.942735394723084141e+01,6.436518399055520945e+01,5.489594237914806030e+01,4.542272779720352816e+01,3.250544622135731032e+01,8.122361772922882750e+00,-1.113353565308618442e+01,-5.771640728028692102e+00,-1.113742047859572537e+00,-2.297250024770387533e+00,-5.870040488619721941e+00,-1.271320878962004075e+00,-2.476741375274841950e+00,9.174463974948949385e+00,1.949403308998510909e+01,3.489091167245798886e+01,4.825133105453238613e+01,5.144257779886635262e+01,2.728527741541944351e+01,1.578809046833412921e+01,1.162463624452598765e+01,2.530291470693423861e+01
2.047959740185058308e+01,1.808942770571445990e+01,2.295149541513984559e+01,2.258769286399458309e+01,2.632187329515956264e+01,3.374943935799853989e+01,4.053730417419047427e+01,3.918828778940984137e+01,3.019562165324226655e+01,2.614068748822757016e+01,1.983890543629629022e+01,2.729364394088627677e+01,2.351130819117527082e+01,2.412483911919730417e+01,2.773148688698062259e+01,2.597376818015803579e+01,2.932706237380124747e+01,3.746241595851544304e+01,2.692251851029611487e+01,2.995792015699029776e+01,2.521980308472438992e+01,4.036375368944431585e+01,1.395291701041050558e+01,-7.795151491918464792e+00,-2.248247308949438761e+01,-1.849567059091875620e+01,-1.904471443512188955e+01,-1.235684685183138143e+01,-1.444673850630051248e+01,-1.870604183542158339e+01,-2.130007378321777622e+01,-2.160337509390845412e+01,-1.739280437287170855e+01,-1.452702026392381818e+01,-8.084461712527708954e+00,-6.491181693092854310e+00,2.263956445413362495e+00,-2.292876496050615942e-01,8.861302201194504846e+00,3.025386709855596123e+01,4.650326045826190580e+01,5.262402195596426679e+01,5.433560843236240601e+01,5.764111364648795188e+01,4.926681898905593471e+01,4.912537192113790496e+01,5.405882000301835433e+01,6.244236142527874733e+01,6.162830624406750246e+01,5.750718398305839685e+01,6.227063722607651641e+01,7.786934829813446868e+01,7.958530569954410794e+01,7.436125704075951148e+01,6.820501742066701922e+01,5.837655135767597869e+01,4.826665786935478764e+01,4.524071681292834057e+01
2.975426290807866536e+01,2.671228287304793270e+01,2.608571025288761547e+01,9.421127432365342003e+00,2.294001920574620268e+00,8.904745600384671889e+00,4.159483866216518777e+00,6.490325380437536040e+00,6.265748410038250782e+00,2.238985240203282601e+00,-1.795212504225130790e+00,-1.480225055097719622e+00,-8.057005292651444606e+00,-8.090662786237281523e+00,-5.626796143105928572e+00,-2.968889290992033025e+00,1.489691652987338522e+00,-1.032177868692848222e+00,4.555428800352846253e+00,-6.981064397967921664e+00,-1.178289905929421977e+01,8.249073246982703722e+00,7.546902916225361579e+00,9.223460036400425111e+00,1.864145730815257862e-01,1.532171045044429025e+00,-1.329575821987817985e+00,2.556578369061259792e-01,1.012133779147932788e+00,1.061061373005419251e+00,-2.485141657871673626e+00,-5.041958384659950276e-01,1.630657491704980755e+00,7.527325454051119635e+00,1.541660286785490896e+01,2.148827548630759665e+01,2.560497170586350535e+01,2.124890742431261970e+01,2.388382276355610401e+01,2.503853272757673665e+01,2.261330590369483673e+01,1.214463956761399999e+01,6.511139800629265117e+00,4.694261988549971676e+00,2.219729349429298004e-01,7.468402519283998231e+00,1.035319526275849711e+01,8.607844742357201540e+00,1.149411998585937766e+01,8.907825410686173839e+00,1.565719663363836744e+01,2.543636336405737453e+01,3.426232104247684163e+01,4.261524816355829159e+01,4.391733300084185743e+01,3.479541124713790623e+01,2.962420913239985865e+01,3.406269462672881332e+01
-1.541007254797794213e+00,-6.279634434604872695e+00,-1.874573705881182661e+00,-1.087753340390243650e+01,-1.258810726830471083e+01,-8.204827317856473456e+00,-6.103842273238326399e+00,3.458419834789400404e+00,9.254467144454848082e+00,4.958453559315053383e+00,2.006156063953221214e+00,4.209148819231609551e+00,-3.161646377917743056e+00,-1.693207181986230658e+00,2.860439256409437192e+00,2.976059187701192599e+00,2.206584871965161732e+00,-2.249046976152120791e+00,3.195848807402851932e+00,-8.651274302718883202e-01,-6.919240371196282879e+00,-3.291365029504761175e+00,-4.085588511429310010e+00,-9.213719354866416467e+00,-1.680895911985813029e+01,-1.957646512255604421e+01,-1.920916829892896516e+01,-1.325120384848744592e+01,-1.796633170463451634e+01,-1.837647476999925189e+01,-1.941932645185355710e+01,-1.857589159754007824e+01,-1.419946021398105884e+01,-1.576615690861864394e+01,-1.368699476726547815e+01,-1.393381406551112534e+01,-4.582775794179497098e+00,-1.865406254792793428e+00,-3.077812907249393604e+00,6.258897364419309994e+00,1.289876788612698988e+01,2.248553222159366527e+01,2.899007179556681280e+01,2.443724360018904918e+01,2.155916074109539693e+01,2.072940200885400230e+01,1.956371105147495371e+01,1.628405449937534399e+01,1.192949461087079399e+01,1.416304700553678231e+01,1.766936985841207530e+01,8.597916467797592333e+00,1.048245187133816714e+01,5.915500328812621333e+00,3.685963491449779639e+00,1.102505537843337535e+01,8.848716109697260634e+00,7.648981385044978154e+00
3.597718530025338701e+00,4.781439214325192921e+00,8.764580680770961862e+00,1.624195527387892568e+01,1.621313211618346273e+01,1.390673794399763707e+01,1.179344608285002849e+01,1.083589298424469050e+01,9.942515812737122261e+00,1.034945873706477570e+01,1.298440023917256525e+01,6.070121545735650770e+00,3.431998371060050346e+00,3.760445386577811355e+00,2.733901621314673847e+00,1.034023172803688340e+01,6.912589388888191522e+00,1.415703548493468578e+00,9.434114979534374612e+00,6.571695631950523975e+00,3.778430856308890640e+00,-1.712312696503419573e+01,-2.963247907559110672e+01,-3.330701581836225955e+01,-3.906365877675700915e+01,-3.224228466346873745e+01,-2.883276852462481088e+01,-2.633186347448503994e+01,-3.074464573082424579e+01,-2.842759113865127318e+01,-2.823386148033979381e+01,-3.421200628589664205e+01,-3.850845200087564990e+01,-4.002380747601372946e+01,-3.395819309120468432e+01,-3.080243491497474650e+01,-2.559761201076385362e+01,-2.174421548596394160e+01,-2.002052492128812489e+01,-1.650423372699858149e+01,-1.825017995576935448e+01,-8.787853186484042567e+00,-7.230105278594221474e+00,-3.853187710176282366e+00,2.687343628605733059e+00,-3.869601021964766963e-01,-5.508527354766718176e+00,1.017265060244113561e+00,-2.018669044946090008e+00,-4.323755352546339026e+00,-5.001886483703934516e+00,-7.548865386935557531e+00,-8.328986338771994014e+00,-1.094783010509600985e+01,3.629316043201899156e+00,7.079251665306632191e+00,1.599428193806259912e+01,2.011817191951138639e+01
-3.556265179637489560e+00,-8.592666657768333494e+00,-1.043855165404402463e+01,-7.458048792314142084e+00,2.901415426347717652e+00,6.824178851870732920e+00,1.964480832589343029e+00,-8.010340363967083377e+00,-1.125300566110289680e+01,-5.114482891737686998e+00,-4.645175101767751613e+00,-4.961718780788029193e+00,3.585076155209400817e+00,2.956519674580797563e+00,-3.076058451027685159e+00,1.087510217525853751e+00,1.770316037520556218e+00,4.096238626993586873e-02,-8.795254934133727165e-01,-4.178794463326301889e-01,-4.702614132893229382e+00,-4.064944410924218232e+01,-5.449331390102946671e+01,-5.065660405700588598e+01,-4.091477564243659515e+01,-3.380694598093940328e+01,-2.618667321662549341e+01,-2.307996615221741266e+01,-2.700016718600714682e+01,-2.761374999369783367e+01,-3.398630920536352562e+01,-3.628224003653251373e+01,-3.272307090919995431e+01,-3.025590504038456174e+01,-2.969114008861501475e+01,-2.660865429519807179e+01,-2.461090161643720009e+01,-2.519465201523597386e+01,-2.187794357293020653e+01,-2.459565502816450788e+01,-2.139876477314825109e+01,-1.739688003534156024e+01,-1.297004256501714892e+01,-4.426864362307772360e+00,2.692052492433292699e+00,3.809893712088044282e+00,7.631084726726222733e-02,-4.094083246117690145e+00,-7.355954216920357336e-02,-3.094798823668019949e+00,-7.831961609447403383e+00,-1.570942404722358177e+01,-1.753765314478526705e+01,-1.751067703295152711e+01,-6.727809186084113824e-01,9.323796681514625817e+00,1.983783938263107416e+01,1.851226724642207699e+01
9.600898282766603842e+00,4.971579890850930106e+00,-7.494681071477996559e-01,1.398281702240224744e+00,3.216351566950821805e+00,8.783681105978736525e+00,6.268506414225436529e+00,5.506353888533903174e+00,1.013955813053784816e+01,3.885282935894109890e+00,2.993945525714149625e+00,6.203562476064547582e+00,1.285304024423311375e+01,1.133177991885245106e+01,4.277477358292646414e+00,5.203455117152272713e+00,5.201490608916580882e+00,7.443417728787862231e+00,-1.082290259125745280e+00,5.226714955833569043e-01,3.621016598461920921e+00,-1.972698269007130989e+01,-2.452765513246164630e+01,-2.504760496545869231e+01,-1.978451016419423070e+01,-1.093539470299529803e+01,-6.479444929128684194e+00,-3.610836195782309854e+00,-4.362158820283285721e+00,-3.284415621252871453e+00,-5.022248075818358970e+00,-7.698906565012267222e+00,-1.004251037366920940e+01,-1.097349858885218410e+01,-1.544695966318269242e+01,-2.419886632678030836e+01,-2.554880398709106970e+01,-2.872808830935965929e+01,-2.641360902861243076e+01,-2.047510032390085399e+01,-1.578231832063161377e+01,-1.149345959733127387e+01,-4.746457068420777858e+00,6.141059449134868231e+00,7.528772020560801082e+00,7.615376054188693900e+00,1.086906647833504280e+01,1.889220238139955654e+00,7.465739364781994958e+00,2.055405218498766562e+00,-4.424125526239069295e+00,-7.877338755643962465e+00,-1.163844194468035553e+00,1.974910173434485383e+00,-6.997491627743257503e-02,9.961914752497240677e-01,1.326676906628598474e+01,6.334647788381400524e+00
-3.773442911002340860e+00,-7.003125427944112857e+00,-7.458978681930565457e+00,-6.639625748181808618e+00,-2.895722139093341863e+00,-1.135162378953423978e+00,-7.887373881293719968e-01,-1.319364762276480141e+00,1.365654336480867315e+00,5.827578341294636033e+00,5.270157951373358074e+00,1.222216787315071507e+01,9.328019816651414331e+00,3.311348431724121966e+00,6.511735382711252740e+00,2.146212208823204737e+00,4.845793573999418236e+00,8.938666541056488057e+00,1.434603309879304289e+00,2.113372149372641506e-01,-2.541464525829574495e+00,-1.322218601740480182e+01,-6.468376724659293586e+00,5.388335594925568905e+00,7.911954201168967415e+00,1.596987728700908349e+01,2.402527881615660021e+01,2.404160828115637827e+01,2.798003020244543393e+01,3.388306550324964661e+01,2.702620129803493398e+01,1.768445980166933396e+01,1.678082219762423932e+01,1.642872242097590174e+01,1.580855158120628445e+01,1.554265605418415674e+01,1.184660880353652956e+01,3.751424181986193318e+00,-2.344096566627353884e-01,-9.089770217730924529e+00,-1.880150103700244202e+01,-2.161309008112372609e+01,-2.597139266215651787e+01,-1.632724958625581024e+01,-1.198123472303968384e+01,-1.158617743330643535e+01,-5.015040833779819351e+00,-2.255215517350622090e+00,-8.873542479127218385e+00,-2.008174000893460587e+01,-2.150736727851312224e+01,-2.705603152686842350e+01,-3.286438117952189941e+01,-3.034321530496328734e+01,-2.129162029920114563e+01,-2.073725796433988577e+00,4.064409368992759397e+00,4.893139254421942752e+00
-5.454573460032907661e+00,-9.606918474226429083e+00,-8.409365836536585093e+00,-6.859944566136735311e+00,-8.658702623835029755e+00,-9.406871051741241274e+00,-2.398365947003120446e+00,1.097833406001449186e+00,5.214728524104870644e+00,3.672097582557359186e+00,2.156916325282832059e+00,5.483235962532363672e+00,7.220537474827223967e+00,7.033272391878091945e+00,8.961129141776181584e+00,8.036601161764618695e+00,7.057547955826507291e+00,2.529801737115061400e+00,6.297479041640643871e+00,2.710349913939221977e+00,-1.175934913304214291e+00,-1.847018337439672564e+01,-2.702662750702981498e+01,-3.549224446621155948e+01,-3.209066063644242917e+01,-2.253996255596769771e+01,-2.231692769999226300e+01,-2.278753820500918437e+01,-2.185716289098735388e+01,-2.022138960163518107e+01,-2.374375465984568478e+01,-2.883179221116913027e+01,-2.458323060772163871e+01,-2.691012193521656926e+01,-2.831921140416816129e+01,-3.470544333562416028e+01,-3.585724646384907999e+01,-3.520583511737402205e+01,-2.371890087517297019e+01,-9.177711999981120528e+00,-1.711181876568636540e+01,-1.824008772492401675e+01,-1.264769047709900818e+01,-1.096117342354873969e+01,-9.737315141669514063e+00,-1.106564460439424380e+01,-9.356259129701296473e+00,-6.661421778788325199e+00,-8.783590578380490399e+00,-8.113393735449868416e+00,-7.443911539159170587e+00,-1.165754881929452935e+01,-1.270763908811694520e+01,-1.529320140487023494e+01,-2.098700359566082696e+01,-1.727644271181276991e+01,-3.945691560495387940e+00,1.342600900320894963e-01
