7.092937542768514732e+02,7.489162775499569307e+02,7.743204067036424476e+02,7.748051466824365434e+02,7.690410631683770362e+02,7.572073195454580627e+02,7.381350731365445199e+02,7.313752382839173833e+02,7.504989202515342868e+02,7.835653965411356694e+02,7.935508998981321156e+02,7.879147188720212398e+02,8.154230005218034876e+02,8.353569773999452082e+02,8.455933324721678446e+02,8.555962512156160074e+02,8.491801939098604635e+02,8.420273565029931433e+02,8.400647465928237807e+02,8.423691590578549722e+02,8.574278797882185472e+02,8.526149796022256169e+02,8.289460115182843083e+02,7.984740484088883932e+02,7.844230727547255810e+02,7.727864670103570006e+02,7.655430171380810407e+02,7.506761375104418903e+02,7.285591083685626472e+02,7.281932572875614369e+02,7.332923017430781556e+02,7.499856476392201330e+02
6.161976030276701977e+01,1.654058560030518521e+01,-3.445045795194155147e+01,-7.365152356146002433e+01,-9.169895990296350874e+01,-1.035676249150750436e+02,-1.084412714872438528e+02,-1.154551359022068624e+02,-1.068416647266804489e+02,-9.379454373413705071e+01,-8.697063103016026275e+01,-5.265378096284455012e+01,3.151292785124199014e+01,1.118634009867866723e+02,1.389228725226860774e+02,1.421180101688225932e+02,1.357013856895928257e+02,1.345298903063348632e+02,1.260177487180366569e+02,1.156284292759001460e+02,1.141911405730430005e+02,1.183101168605842446e+02,1.234040543151852631e+02,1.319526453995860322e+02,1.345533122959032823e+02,1.202015791844158059e+02,1.002692140321920533e+02,8.003094140914700461e+01,5.394012160628111729e+01,5.254082136184949547e+01,7.481227919235165302e+01,1.030549995195297868e+02
-1.024431510904551956e+01,7.868152342215667616e+00,1.292476687360147736e+01,6.463935708122686918e+00,3.678993584808543105e+00,-4.022885251057164435e-01,-1.179151298310727292e+00,-8.853138574586683518e+00,-5.931792248372270038e+00,-3.067791650721709118e+00,1.398360369956587412e+00,2.544942232020962081e+01,3.715460624765282205e+01,-8.385531076431718134e-02,-5.434086542477331960e+01,-7.461052785653618002e+01,-8.186317708604767063e+01,-7.598316509449406908e+01,-6.633960941841448289e+01,-5.530880362798401961e+01,-4.860704328390433915e+01,-4.443399775209624636e+01,-3.547734648014667869e+01,-1.666540808649281047e+01,-3.086525115438280231e+00,4.893236126880996295e+00,3.373538236500364107e+00,7.730425715354535932e+00,1.813125519012542952e+01,1.094616530626278461e+01,3.496923618254830668e+00,-1.210528382711440010e+01
3.457902932585307099e+01,3.440317244109522932e+01,3.324900426747601045e+01,3.600921364826773186e+01,3.772523412020493794e+01,3.865017230830711981e+01,3.295464035755533416e+01,3.008000673765292987e+01,2.801675279334754265e+01,1.908737029226549708e+01,1.927757799768284741e+01,3.157861635688435342e+01,3.423767939594218035e+01,2.389715872044738987e+01,4.800654451543891810e+01,6.366042045354335244e+01,6.943944592720919218e+01,7.541663334617211945e+01,7.215906953583458971e+01,6.527979436029424676e+01,4.717034153361005622e+01,4.908427956623638977e+01,4.767381954334509686e+01,3.215722692022297480e+01,2.581627472912061450e+01,3.240858026762782629e+01,3.619916738365387232e+01,4.407422700259188275e+01,5.601605886118868227e+01,4.857056827858089321e+01,4.451611701585852643e+01,5.599842729982324840e+01
2.752750567404449100e+01,1.182152361098417970e+01,1.620127435508377456e+00,-7.869989494710219802e+00,-3.573567231838923774e+00,-9.939896132750905000e-01,-1.157211313161569599e+01,-6.747739349637145168e+00,-9.916520715295224164e+00,-2.040806719811996572e+01,-1.834976352186383508e+01,-1.111843985503426424e+01,-5.648746412769348524e+00,-6.102557321107944688e+00,-2.226921425448180969e+01,-3.129463486350385537e+01,-3.435209470838930912e+01,-3.669336814410870318e+01,-3.473654507676531722e+01,-3.124774167644326184e+01,-2.842515607434929592e+01,-2.066074876897762991e+01,-1.001562452574225581e+01,3.341781672357239330e+00,1.075179838076225636e+01,8.998531838540989369e+00,1.000205899747125393e+01,1.228679978717271304e+01,1.663819230044403241e+01,2.275455621757955171e+01,2.051369728355933830e+01,2.522257557107534609e+01
1.725275865376882223e+01,5.696406578315012403e+00,-3.964423756044713976e+00,-9.752723309728001055e+00,2.110761684167495211e+00,4.513716762952945771e+00,-7.913020172798667096e-01,8.223903723150950418e-01,2.292132023620897741e+00,4.415081846620717343e+00,2.533270423210002953e+00,7.912753431064958320e+00,7.183985449338726070e+00,3.449970159415009618e+00,5.729754804077757946e-02,4.671282004085533401e+00,6.150017458350161448e+00,7.803060883622093158e+00,2.969089920686371453e+00,2.576807160684366771e+00,8.612266130351575733e-01,-3.786772954725212248e+00,-5.780919761591087003e+00,7.675731197947288642e-01,3.315276019511824934e+00,4.291030483065176426e+00,5.857324906038520851e+00,-1.233831919086137319e+00,1.502780164093658000e+00,-2.328299000695399190e+00,-7.348647114870603403e+00,-5.741628774544594194e+00
-9.630033893955594948e+00,-2.469931307271705290e+00,-9.269098650839895370e-01,-4.381313993609196267e+00,1.939970254669502792e+00,6.431162878081277512e+00,7.093207917272746243e+00,-6.677602633364587703e-01,-8.785647787244295515e+00,-1.094432653020507962e+00,2.601310796850041740e+00,2.628874080225743981e+00,-5.732993121128470371e+00,-1.830829202835369784e+01,-1.166167301125991784e+01,-6.009179460131253592e+00,-7.369863087562730897e+00,-1.157873623196024759e+01,-1.331493923681038538e+01,-1.179927351946320968e+01,-5.191886125025440890e+00,2.724971974252496931e-01,-1.531318700456023141e+00,-1.008132355685385662e+01,-8.555807745114195839e+00,-5.442066102045991727e+00,-4.856132534446917504e+00,-5.683116225523732190e+00,-2.604572662997469923e+00,-7.182996183041673532e+00,-8.090897840128526752e+00,-1.914192139188911312e+01
-1.201842144735153051e+00,6.034159725990718925e+00,1.103820170391612443e+01,6.591647023881503031e+00,3.287563515004957360e+00,9.953288626397633010e+00,1.257109392477079268e+01,1.259782767477774357e+01,6.012675794709611665e+00,5.136439953215980125e+00,3.369973329136002782e+00,6.484141379365675473e-01,-1.060465471297930584e+01,-1.592970990674447407e+01,-3.864396283510384933e+01,-5.370231947205593315e+01,-5.286281736887163163e+01,-5.193218906370349686e+01,-5.391596021288671636e+01,-5.397019929189917065e+01,-5.261188383844664429e+01,-5.595262164662840121e+01,-5.056428336734371953e+01,-3.893403020993142150e+01,-3.359958322551585752e+01,-2.442770508922541239e+01,-1.975908865947290138e+01,-1.437412123177294987e+01,-8.305870877449871514e+00,-4.460315161507723003e-01,-9.275058962004798957e+00,-2.247092609694216492e+01
7.008023843620339477e+00,8.262912195419101380e+00,8.466902621053476352e+00,-5.319029461166968620e-01,-9.505022696871581189e+00,-1.189476190206512918e+01,-6.897251587289421337e+00,-7.658007397987407927e+00,-1.033560782868228500e+01,-1.829252775728988922e+01,-2.221923074039039037e+01,-1.202104814944649824e+01,-1.999820411203863557e+01,-2.357218110503404773e+01,-9.842991960972661047e+00,7.480080999881571380e+00,1.610558607242710849e+01,1.595377604209670608e+01,1.321341302633594950e+01,8.900961252843517357e+00,1.385665545878068983e+01,1.769249862824876374e+01,1.241465352015731760e+01,-1.299740248871111614e+00,-9.245566100377869745e+00,-1.662550785500142680e+01,-1.302149967096802463e+01,-7.164575290148373021e+00,2.146802346830614105e+00,3.325559414200255137e+00,-4.156172645148040523e+00,-3.521557044406058434e+00
1.717220095558975856e+01,2.098857772945894595e+01,3.055575693668370363e+01,2.049709171405476127e+01,2.224169148860518419e+01,1.701309753473087127e+01,1.811081806639105451e+01,1.858627338049884514e+01,1.984799354322979781e+01,1.686990350596165200e+01,1.481632712993938839e+01,2.726381368313079179e+01,1.801187224685875421e+01,1.276570658654254231e+01,-5.855467112634850757e+00,-2.456065405181914230e+01,-2.776490691994107607e+01,-2.829321165149055872e+01,-2.831940165066070136e+01,-3.070398352028164979e+01,-3.128483900723101385e+01,-3.518019977221392480e+01,-2.920884853805320347e+01,-1.867238998235049863e+01,-4.746390206032121917e+00,1.148750691667067558e+00,2.950719298545552594e+00,4.651196020795050678e+00,5.929926784141765772e+00,6.325214904155123108e+00,8.409294667353119479e+00,-1.790096545735707423e+00
