5.157076701180307055e+02,5.016822165697017226e+02,4.830781186919074912e+02,4.808410864847277253e+02,4.724461788164342693e+02,4.795073398565158413e+02,4.963951638607719588e+02,5.100581039237552545e+02,5.142977928077360730e+02,5.350490598589394722e+02,5.767982557348512955e+02,6.660091082256758455e+02,7.397841857888300865e+02,7.829207857412337717e+02,8.082624822314943458e+02,8.175306749484864213e+02,8.246006382256836105e+02,8.224346550285966941e+02,8.120677484043316099e+02,8.088827372192704388e+02,7.843269900348456076e+02,7.545086620025449520e+02,7.386288557619396897e+02,7.030344373047072395e+02,6.449714633610719829e+02,6.249274249215768577e+02,6.344070270133835265e+02,6.319304724961435795e+02,6.260866576287514818e+02,6.150844332716503686e+02,6.084099489414446680e+02,6.005359533917588806e+02,5.904516010421033343e+02,5.903761639308651183e+02,5.899234157763617077e+02,5.946904775943366985e+02,5.928019436597867298e+02,5.763482292912533467e+02,5.529921323606819215e+02,5.465234343976055698e+02,5.386938925911758815e+02,5.238661896603011883e+02,5.234326982862220348e+02,5.218569170899834262e+02,5.081948583133187185e+02,4.968891149697717537e+02,4.837080151036759048e+02,4.634814954893836330e+02
1.066103257491129170e+02,9.666734346794729049e+01,6.504004504388284147e+01,6.473165214943641388e+01,7.046263386285630759e+01,5.896235900442638211e+01,4.910788562537651103e+01,4.395745116320848211e+01,3.376498396128188517e+01,2.455683438743001190e+01,3.865818484490404927e+01,7.940438972806276752e+01,9.103015300935946641e+01,7.371125735397238543e+01,5.025264369361741501e+01,3.729516344817285756e+01,3.345494275787819305e+01,3.377948991872551687e+01,4.022446387319558880e+01,5.018881869905547433e+01,5.118936273835068818e+01,5.651998178646194049e+01,7.078184873464465454e+01,8.460456986262062173e+01,9.269349483354949371e+01,6.480480998518339675e+01,2.711963742470873484e+01,1.132360927907153370e+00,-1.965226092838659611e+01,-2.826584685398628238e+01,-2.673063297658779192e+01,-3.236366411654037734e+01,-3.831986164544456130e+01,-3.588575094670936494e+01,-3.369378886617583646e+01,-3.035663781267381012e+01,-2.997018401586552727e+01,-3.731706929597581279e+01,-4.778137673013642939e+01,-4.326912223362137411e+01,-3.372977309765332876e+01,-4.103151107264795883e+01,-5.004119893207339942e+01,-3.902790988614376744e+01,-3.585695823882333855e+01,-3.212553537612659937e+01,-3.751258923000948187e+01,-3.767727726227104768e+01
4.128286554707320022e+01,3.529592084743068625e+01,2.486128115657687232e+01,2.646961414409161506e+01,3.120744887933563660e+01,3.372783485634546707e+01,4.593219900068910988e+01,5.238623520197075578e+01,4.322522846476101677e+01,3.401719626331175306e+01,3.525244791818347778e+01,-5.417905007570082532e+00,-4.596811557473331789e+01,-5.640105665971246651e+01,-6.668785539441856258e+01,-7.184328178919528796e+01,-7.927000627220326123e+01,-8.360398917917072481e+01,-8.326879394400424417e+01,-8.336435062511176852e+01,-7.024921562321441115e+01,-4.112502321408890538e+01,-1.537744922465538622e+01,9.538812805301015718e-01,9.839703709253008412e+00,1.675452313702319884e+01,1.138803922727698037e+01,1.225024791118842771e+01,1.485070818383794489e+01,2.387225768336352161e+01,2.609722615473150498e+01,2.934198282213843001e+01,2.367110890597741601e+01,2.006989772194560828e+01,2.271279227186421679e+01,2.072959268898842566e+01,1.869590647352650592e+01,1.522596442288626406e+01,2.016788001957176135e+01,1.814792955503124716e+01,2.882958431673906574e+01,3.744802405428212921e+01,3.212065884536521310e+01,3.211043747565987161e+01,3.151824706173822932e+01,2.315432281886150179e+01,1.970676634247254810e+01,3.321393959200686652e+01
4.861561700349473369e+01,5.044392153855871186e+01,4.204141228408256836e+01,4.005526586183852089e+01,4.130161237697149090e+01,4.000005500935528602e+01,4.086882094362303519e+01,3.929825820876128262e+01,3.324102724871924153e+01,2.747626589594752744e+01,2.230252291445214752e+01,1.044930332795316019e+01,1.416529966935897811e+01,1.364444258977039226e+01,2.618420098100056492e+00,-1.317153472313985052e+00,4.910706162340370273e-01,5.909578773414869701e+00,8.400819817540874368e+00,-7.567340360989637915e+00,-1.791162378925533361e+01,-1.782140539319707173e+01,-9.385576838574372971e+00,-4.223090723379477218e+00,-1.384368321658179690e+00,1.090769203285499600e+01,1.302026050628415632e+01,6.995981502242619499e+00,-1.788963737422740508e+00,-1.316603731716951886e+00,-6.921317718423258825e+00,-7.123419529691760843e+00,-7.088415896819553197e+00,-1.207528043496903081e+01,-6.872137572289829244e+00,-4.376237172128335295e+00,-1.271960778045045970e+01,-1.571924003558815031e+01,-3.695082301581837037e+00,-5.964475810457280147e+00,-2.359498472073044084e+00,3.671340661599298727e+00,1.418296814749925971e+00,-7.605078332482237968e+00,-9.335732071584220693e-01,5.540352067617617671e-01,-2.438542821255916593e+00,-8.258734964712953541e+00
4.204871958039252888e+01,3.657172796227062861e+01,3.861858265574164761e+01,3.716312828452129224e+01,3.308455115712667549e+01,3.209035778209879908e+01,2.966941521731812514e+01,2.477081050375754856e+01,2.596964992460407728e+01,2.669426039828033836e+01,1.233603365392370499e+01,4.270593700412000260e+00,-1.801263712639404702e+01,-3.041959839867246274e+01,-3.313475826358502729e+01,-2.981828263960050052e+01,-2.747238575218703005e+01,-2.968340014953697192e+01,-2.598386195753813155e+01,-2.080403217076828071e+01,-1.169437591127343623e+01,-1.212145625371578106e+01,-1.628589111726590488e+01,-1.229115501705224034e+01,-1.903094798220559625e+01,-9.977889037328804278e+00,3.160221529077691827e+00,1.373422891281506297e+00,-3.169548013937204978e+00,2.256228369415370416e+00,8.848566939443044177e+00,1.234495528909579320e+01,1.374438151971561695e+01,9.108895354313030879e+00,8.678954353165853064e+00,4.058644620148816884e+00,5.877502912064506368e+00,1.029270740146949947e+01,1.369041582981724758e+01,1.984077550947252888e+01,2.414129150038499461e+01,2.746890860096713638e+01,3.085323279891091630e+01,2.039057161729850520e+01,2.278794048181578091e+01,3.031317899849559439e+01,3.345068805474497253e+01,2.939595041470131065e+01
1.490281591723815247e+01,1.385966391217136007e+01,1.321449876818891411e+01,8.782089755880884141e+00,9.897832994644646831e+00,7.959641502685554926e+00,5.643534418493890925e+00,1.093250973829934480e+01,1.575294706460159233e+01,1.321173752516225264e+01,-3.162018046518234371e+00,-2.823413585918780200e+01,-4.186483853197441363e+01,-4.087750013199259058e+01,-3.514402361098655803e+01,-2.890524523628821996e+01,-2.041448312836149626e+01,-1.707785798774611408e+01,-1.956024630733242020e+01,-3.755363802939501738e+01,-4.497447117818415308e+01,-4.017472805357154897e+01,-5.262402806698692359e+01,-5.732206638053567360e+01,-4.484203573439708634e+01,-3.430975206249677001e+01,-2.462151273904188287e+01,-1.836420360801320939e+01,-1.591967163483238501e+01,-1.655219152461712184e+01,-1.761527804132022723e+01,-1.956890939758330461e+01,-2.324267547250171972e+01,-1.753655557797139153e+01,-1.829657634821002432e+01,-2.559546577048361371e+01,-2.286417246177287055e+01,-1.953012958357942708e+01,-1.680673401040279913e+01,-1.386630733021808481e+01,-1.079079350354815503e+01,-7.777177898461263617e+00,-5.918364083585435864e+00,-1.113664984140105219e+01,-2.032936904880354945e+01,-1.724978165210021430e+01,-6.870925193826911581e+00,2.089812861567092117e+00
-5.108114608929438916e+00,-3.130474925238155848e+00,4.159250688586163536e-01,-2.592513238845146173e+00,1.350433749588836108e+00,7.269483079861291941e+00,2.165753069425351729e+00,3.581153356998955317e+00,1.440125414546533733e+01,1.614308781916618329e+01,-4.681715727422187889e+00,-1.931276197488105595e+01,-3.004646187750262243e+01,-3.007631391039307545e+01,-2.147888443563513761e+01,-1.702911995777409970e+01,-1.346480784815524956e+01,-1.011992376516603720e+01,-6.740680880376993755e+00,7.685879051485586810e-01,1.325296800702644884e+00,-1.685685411090340757e+00,1.157517123494072564e+01,1.519544809923540463e+01,4.887637460311765381e+00,8.194299645078963579e+00,1.209769448401011616e+01,1.581215238219310493e+01,1.087011597504277560e+01,1.334610385045766989e+01,1.146151194528923156e+01,1.401334339922358652e+01,1.116749229779829733e+01,1.375775563036152249e+01,1.768155050159022323e+01,1.147014579350331864e+01,1.630779209818221887e+01,1.645819549925904113e+01,2.434669075391226301e+01,2.298631519033799719e+01,1.735551408850605526e+01,2.643283325395190531e+01,2.344718487077681957e+01,2.403488282383999319e+01,1.945094470534295539e+01,1.817823860387986201e+01,2.313598068195994983e+01,2.690205656332134510e+01
-1.881636957913045549e+01,-2.099136469699445584e+01,-1.522461250125070720e+01,-1.930781627922825550e+01,-1.602565762787383719e+01,-1.277655844300378796e+01,-8.756393580485053008e+00,-4.106176539858589436e+00,-1.307651299929725397e+00,2.719267787899738442e-01,-9.951082654483649037e+00,-1.429829231240580967e+01,-1.138450943002143489e+01,-3.637144287161041767e+00,9.600463888683197666e+00,1.672752942566186363e+01,2.345394374659755599e+01,2.921204123722976931e+01,2.902397619173135368e+01,1.940133439433158102e+01,1.702695614637259425e+01,1.823613728816400581e+01,9.957645144956199346e+00,1.188620150691039079e+01,7.355522622216120077e+00,-1.442694505771467683e-01,-2.432603838611056002e+00,-3.963899501736086073e+00,-3.979073194402972025e+00,4.223367373313955397e+00,-2.428071338171395865e+00,-6.794648777480556401e-01,-7.755275966571990587e-01,-3.006685376001100085e+00,3.240745645026572141e+00,-2.956918161905021325e+00,3.058419093285805967e+00,4.005617098916827601e+00,-2.443186314245329172e+00,-8.666285800671490236e+00,-9.559147423882407679e+00,3.418834143534084546e+00,6.697269266193616843e+00,1.062360035805951775e+01,8.231722750136832190e+00,9.033977698122669153e+00,8.349818757270096370e+00,6.032777198540724584e+00
-1.222402350396871995e+01,-6.718832695298974755e+00,5.086493800130532428e+00,1.169334758283300024e+00,2.641248770614710306e+00,4.234581671650607504e+00,-5.040287767029505872e+00,-1.480584839156353194e+00,-2.521695874542300597e+00,5.018499539708054513e+00,9.106852127222669679e+00,6.989740169768845490e+00,1.241786944183528973e+01,1.462394468598355601e+01,1.133730007917914762e+01,2.013735763992110961e+00,-8.178412453758273415e+00,-1.472184723218026292e+01,-1.431956811706580623e+01,-1.188116991284666923e+01,-1.796089729149836245e+01,-1.327551917510482760e+01,-1.322463912766136751e+01,-9.549523401699149261e+00,5.570235393096123921e+00,5.940683698180501793e+00,2.796166818339770543e+00,-2.342445641139412782e+00,3.463736207525019317e+00,1.458426688285743822e+01,1.760815920160391101e+01,1.548714307058892814e+01,1.565363946213107837e+01,1.285818006947084235e+01,2.036150801067278593e+01,1.743844429165994825e+01,2.023370961595253092e+01,2.213230438641488718e+01,1.534961421350730504e+01,8.813169211819836590e+00,1.001925025831664229e+01,1.506970650489951780e+01,1.670697180002457927e+01,2.070050232984342387e+01,1.915062052392448422e+01,1.948826696787070745e+01,1.206138159188402881e+01,7.184715887591576866e+00
-2.354753890441237285e+00,-4.987483906878230400e+00,-1.411488292507610876e+00,-1.147603547279010172e+01,-9.772905570225988825e+00,-4.085745367215975143e+00,-5.528786784521638076e+00,-9.728963708189791504e+00,-1.542348827279234413e+01,-7.121078728809781211e+00,-2.634379049985012600e+00,6.879269678028498092e+00,5.160978626673297320e+00,6.492015499196589268e+00,2.211736519955628921e+00,4.803963380584832521e-01,1.965845866622032645e+00,9.407952112128043609e+00,1.161987977838278496e+01,7.734019036298954930e+00,1.294761381265277578e+01,1.292410626747198066e+01,1.205389862376568999e+01,1.023167269989167494e+01,5.089733907803635660e+00,-4.853361016912113080e+00,2.615986330443316188e+00,1.171115505250345468e+00,1.005792460949108680e+00,2.955531613409446479e+00,1.040071685935883217e+01,2.732993648758155203e+00,6.003756773260017221e-01,3.511360548977848772e+00,4.447798853910889250e+00,5.832852010869468806e+00,8.673367062835609431e+00,7.616757570724399073e+00,8.057437524993854794e+00,1.050723532910982527e+01,7.085685255800347804e+00,5.550765160715934954e+00,4.710101700344433873e+00,9.252567753961240982e+00,8.676273440361306655e+00,1.017883510954682436e+01,1.269223502459136199e+01,2.090793782111954968e+01
