3.960437301167327746e+02,4.459108008523340345e+02,5.031864866248749877e+02,5.312871662796437704e+02,5.470237601623954333e+02,5.569799162305398568e+02,5.569278991968404853e+02,5.683782517616011773e+02,5.808951992870086087e+02,5.864908716003338895e+02,6.127332390993803983e+02,6.506182669357049235e+02,6.778716844634407153e+02,6.783608147895054117e+02,6.531752400145717274e+02,6.405186052995350110e+02,6.391149537879381342e+02,6.277120303957389069e+02,6.154799930318927181e+02,6.208935071326880006e+02,6.362743431544898840e+02,6.675076408174301150e+02,6.947238928785943699e+02,7.076450822734966550e+02,7.058260041572331147e+02,7.055844827081180028e+02,6.945463236438528156e+02,6.901537885766732643e+02,6.752384404941217326e+02,6.516709199674693309e+02,6.537911854904581332e+02,6.438509452890413058e+02,6.379631020990850629e+02,6.390337063665367623e+02,6.254268189727370100e+02,5.826232077171873698e+02,5.322596876665394348e+02
9.761394704797078248e+01,8.415509798011338205e+01,6.478554508059794159e+01,5.058874730580056678e+01,4.349510083892357670e+01,3.951941499360826526e+01,3.074818268529831755e+01,1.982748182551362248e+01,1.459309658002079857e+01,-1.946975479004404042e+00,-1.291727181544918857e+01,3.752677479092384694e+00,3.879123516659207382e+01,7.676592576186237693e+01,9.519945447506975711e+01,9.852490691308221926e+01,1.000260976899401157e+02,1.020834191935647368e+02,1.047056883600675121e+02,1.106449886243506171e+02,1.151172472962416293e+02,8.884267542206208645e+01,5.134030714387883876e+01,2.455243047316285754e+01,1.304687272349755744e+01,1.727126521348078114e+01,1.214845767554367129e+01,7.478814290341787796e+00,6.708894632822744342e+00,6.126439998253784935e+00,1.012129406424936917e+01,8.399488978458498067e+00,1.302469868145843890e+01,1.463763758952759275e+01,1.943050781063487165e+01,3.361562641767511650e+01,4.212411631285962699e+01
4.862074461419914684e+01,4.115088521659616561e+01,3.723681151267200562e+01,3.154174550159537915e+01,3.184366025880574114e+01,3.119035776087140377e+01,2.621555172309764004e+01,3.280652930152914593e+01,3.588081723602279283e+01,2.494112562910812514e+01,7.739090623627497223e+00,1.121451540689117010e+01,1.488365360227168921e+01,7.077763237360736426e+00,2.209145794997253720e+00,1.701492740748564048e+00,1.231514390484675481e+00,1.440149117642230081e+01,1.265456393321050754e+01,5.521588620501953315e+00,-5.311792258358517538e-01,-7.541850535355616447e-01,-1.355125695922489726e+01,-2.727351097108338962e+01,-3.043371768112707088e+01,-1.869861040792524420e+01,-2.279386883547071818e+01,-2.356592963179420153e+01,-2.066784989277617512e+01,-2.206953695255930725e+01,-2.157342607004822810e+01,-1.789220930871596948e+01,-1.492517884159159181e+01,-2.305457470609391635e+01,-2.074466684784700021e+01,-1.372513646245668717e+01,-9.383052960111083252e+00
7.140475326970036463e+01,6.580364544303087371e+01,5.759905517158119892e+01,5.683377569080548142e+01,4.935981619680700305e+01,5.653207268377616401e+01,5.946270181489478546e+01,6.314419634049620811e+01,5.930362579076894747e+01,5.577739623611590503e+01,4.280877114575898190e+01,3.716090706576568437e+01,3.130950079950174114e+01,2.370341792364440892e+01,1.136380262123988061e+01,-1.197001002107098422e-01,-1.439774336279861267e+01,-2.373533056949922582e+01,-3.045509663666121369e+01,-3.077659485507507497e+01,-3.282130392794131524e+01,-1.109562194391992662e+01,6.859311979684848737e+00,6.454440952744167959e+00,-3.810909513785828207e+00,7.563605188669495494e-01,-5.121479157539675420e+00,-6.605413358784199218e+00,-4.585950619177971532e+00,-6.051326135453024335e+00,-6.836430630756717974e-01,-2.193813723160342288e+00,-4.166571898999072765e+00,-4.285329784509895212e+00,-3.995256185542580774e+00,-4.053137838555262107e+00,6.453163944775140770e+00
2.290907177736476541e+01,1.197089286678586362e+01,8.480443781146909998e+00,1.058577033679623192e+01,1.005684720775835572e+01,1.290367428013035322e+01,8.633421883611891445e+00,8.947162435052641527e+00,1.658172265721417293e+00,6.715639427482173573e+00,5.472442592398591543e+00,-2.016741425388221209e+00,-2.976689792738007601e-01,-6.147606551797320407e+00,-3.904231517463850221e+00,-6.338932592909035435e+00,-2.212858917032337391e+00,2.029253302910625667e+00,-7.911687867666434837e-01,5.126605889671013827e+00,7.742796594559235857e+00,1.190713880512239520e+01,2.111684199526171568e+01,1.991730880899692124e+01,1.114766134487544136e+01,1.272577172481298824e+01,1.468934321197828652e+01,1.235111244771194805e+01,9.164912010172688639e+00,1.379724574541003435e+01,1.683314553699281291e+01,1.346526474129555773e+01,9.451031156652035747e+00,6.370831880852042772e+00,7.699040632493781011e+00,1.627786368235958037e+01,2.523530785462180859e+01
4.048698701719644077e+00,6.369158313084067657e+00,9.510211629739899308e+00,9.945927797871595644e+00,6.834982390356879378e+00,2.543094559406695598e+00,1.127041460933286832e-02,4.713363748673249809e+00,-1.163198101303923426e+00,6.022860553955410978e+00,1.124454096682621618e+01,7.977855359118795064e+00,1.066182482517200825e+00,6.678915410508285078e+00,1.916660915667957710e+01,1.738816058626249017e+01,1.918799827297088001e+01,2.293906120510165891e+01,1.574080455064654416e+01,1.236470825213620017e+01,8.329378597023582742e+00,1.066611372516355871e+01,7.115532721090173318e+00,6.396689463649407159e+00,-9.275126747494559787e-01,-1.928451761737313364e+00,2.594378989416113335e+00,-8.065335843457649645e+00,-1.167926307629271498e+01,-5.036299326494964035e+00,-6.145725823825488376e+00,-1.471231902064213060e+01,-1.752480068439917460e+01,-1.335014183516333830e+01,-1.509958808348282844e+01,-9.822491579602907308e+00,-1.173692203533783207e+01
-2.471298855743032874e+00,-1.122254374767854657e+01,-9.277928169390584401e+00,-6.128086516192039035e+00,-5.265731497237132075e+00,-5.778187252919514627e+00,-1.209374801912352737e+01,-9.940779803160374684e+00,-1.911905973634379752e+00,8.405173048498891575e+00,8.408998608569056898e+00,-2.686229454552023110e+00,-1.485571406758661972e+01,-1.741130613909842140e+01,-1.879639867261055031e+01,-2.204818991922064697e+01,-1.924800726365037207e+01,-1.852614170385352921e+01,-1.344681181022747118e+01,-9.129729465819064416e+00,-8.423899034503662619e+00,-8.914301989996744169e+00,-7.343420427404241835e+00,-7.185414627589805647e+00,-1.322218646912653028e+01,-1.539207151447137534e+01,-1.900081342140232721e+01,-1.897401770862439463e+01,-1.754211421017202355e+01,-1.037822974221638006e+01,-1.420377860152047589e+01,-1.906404167748594602e+01,-1.089056603795197731e+01,-4.890478203699324844e+00,-7.065143161334390243e+00,-1.302834881933607747e+01,-1.683866525195358221e+01
-9.733782174340145588e+00,-1.783692130470844361e+01,-1.290489617815328671e+01,-1.055019893892990268e+01,-1.611668948750146768e+01,-1.781311878933676951e+01,-1.355933863951759655e+01,-1.586499901349666786e+01,-1.243517018254487638e+01,-6.125073018216384391e+00,-2.169090081957977034e+00,-1.211075813313663829e+01,-3.140212422673062775e+01,-5.161791476880252105e+01,-5.957475129531337643e+01,-5.125348382757101717e+01,-4.189981170554188594e+01,-3.750667839623825728e+01,-3.087742771498600547e+01,-2.581195919266967564e+01,-2.569648080077326568e+01,-2.411971395973598220e+01,-2.036108004356396961e+01,-1.845551544994342308e+01,-2.315817682132723832e+01,-3.112676891655372913e+01,-2.858423835724264706e+01,-1.184500900397349810e+01,-1.314274106746808890e+01,-1.257329385166432800e+01,-6.592408589771313387e+00,-8.535929436919548863e+00,-1.301483610143375547e+00,2.785439118697325078e+00,-2.361235598789413359e+00,-3.075905910406623978e+00,-3.105980548405973707e+00
7.979935530045582759e+00,9.848307737449861321e+00,1.578291746938801055e+01,1.819467621663878987e+01,1.651977988002206033e+01,1.682812948347356041e+01,1.251206318918911009e+01,1.222026871614958310e+01,1.210016029621522193e+01,1.750824097885010389e+01,2.303312411301893903e+01,1.553801810113799498e+01,5.550192583340532337e+00,-4.727203435347535176e+00,-4.317457521251160557e+00,-1.123385076591880427e+01,-1.237014131906864378e+01,-9.039652323566047087e+00,-9.493206495594964878e+00,-1.174095733439973976e+01,-1.909064903125819512e+01,-2.238879878421434455e+01,-2.714940499286896625e+01,-2.022386673371406829e+01,-1.567247350514900006e+01,-1.485128179902856260e+01,-8.858757610140502337e+00,2.702316787479156712e+00,1.249080074697668463e+00,6.989101212651304129e-01,3.246571065596983274e+00,2.859033206599479904e+00,6.668970633240216550e+00,1.048107085094509827e+01,1.686481970044078338e+01,2.638253055975553352e+01,1.873143209408485887e+01
-1.326631304600496897e+01,-2.280033571092111444e+01,-2.539133154948959259e+01,-2.187698700886485170e+01,-1.596330486232025159e+01,-1.942883407171136767e+01,-2.168100415621825050e+01,-1.925608023253169421e+01,-1.813306517434259746e+01,-7.585134872108773685e+00,-1.170745244169447474e+01,-1.408851304904487378e+01,-6.318541716369964867e+00,-4.937781794561151294e+00,-1.124717656458791204e+01,-2.768445400422352520e+01,-2.933868908917277452e+01,-3.347630994106938118e+01,-2.910713323571026834e+01,-2.515666089636155434e+01,-2.135831788759337257e+01,-1.370082433880954653e+01,-5.343044211415060474e+00,1.165384617025046055e+01,1.539715263895665487e+01,6.728277943466326683e+00,3.149819448777564368e+00,6.608541070939763173e+00,1.211182918252570850e+01,1.043643516941409821e+01,7.238344564348992094e+00,1.079430145977078936e+01,1.472054979720017442e+01,1.327056065819987651e+01,1.510411603714437057e+01,8.509457813756196032e+00,3.669810758234232750e+00
-1.656683903270704761e+01,-1.535392222692201614e+01,-1.109066219775755791e+01,-1.036700753282861953e+01,-5.375221167252192345e+00,-9.388530372513235633e+00,-1.145647112087808139e+01,-1.083640291215739815e+01,-9.428739058354530300e+00,-6.617279158653992965e+00,-8.054548196311595021e+00,-9.529217323186838229e+00,-8.051031962184623580e+00,-6.109979655979922875e+00,2.873652529803398359e+00,1.153741850139763159e+01,1.720204595659291158e+01,1.429856148034309804e+01,1.168402652062222202e+01,7.765317989503235374e+00,-4.179842645487374497e+00,-9.810340644993749137e+00,-2.441921251086478506e+00,5.838099018483301705e+00,-6.427824878442640610e-01,2.219855042280178825e+00,-1.411603207100547541e+00,1.063808871835106418e+00,8.294690240046481700e-01,4.073417185368083615e+00,-2.109386797326784801e+00,-2.116625332975979212e+00,7.355543973972881844e+00,3.448869451193942837e+00,5.112128971958005863e+00,1.319125132095729791e+00,-4.176345021741808772e+00
-2.132746553534672795e+00,-3.882445072005101139e+00,1.291903252658558987e+00,2.541483305554599337e+00,-1.600693053434584456e+00,1.426422459324104386e+00,-6.231958718421258148e+00,-4.638675448176608818e+00,-5.086320896251147694e+00,-5.986753105252892837e+00,-4.528018981580317792e+00,-8.707680936421859030e+00,-1.305755982487854183e+01,-1.120313778051742659e+01,-1.003660955680665268e+01,-9.810856334349356445e+00,-1.411045501165121152e+01,-1.978633654931782360e+01,-2.328468461348430907e+01,-1.894178048199069764e+01,-8.015044619943537896e+00,1.875974258663335892e+00,2.863469883147774286e+00,7.786755389329943711e+00,2.190658887136254673e+00,-4.963811878945461054e-01,2.431688554771456623e+00,1.328595241220824974e+01,1.172513168270073258e+01,5.220155687557795687e+00,-6.955878503530351642e-01,-6.682000013538872629e+00,2.581870799472956168e+00,2.990911300810316753e+00,6.281230830991730407e+00,5.916669799193623014e+00,-6.925426128457733199e+00
-1.487141921298835889e+01,-1.524457029807178543e+01,-1.005459266990812850e+01,-1.005764611727500046e+01,-1.766507209546841395e+01,-1.093935658668472399e+01,-1.570078444799965922e+01,-1.802123906374750817e+01,-2.144645395723438241e+01,-1.556014667085311487e+01,-1.411513517725057199e+01,-1.906164476774890915e+01,-2.793044396377460714e+01,-2.924588501172150501e+01,-2.018321841291366781e+01,-2.119162745374626411e+01,-1.583500421663661228e+01,-7.311991361004579915e+00,-7.746832280831523754e-01,6.609166220183284590e-01,-3.614650050533395387e+00,-1.229646722028116201e+01,-1.380907283933436247e+01,-9.521842921277130500e+00,-1.316474298061141823e+01,-1.400544074508821879e+01,-9.184579384766912824e+00,-6.635055557095927092e+00,-7.656622077800647297e+00,-1.763511545637659328e+00,4.572363018575137383e-01,-5.864209681533960605e+00,-2.902655379680318504e+00,5.013199601363945490e+00,1.106577318664350251e+01,8.528276389772052823e+00,1.959876260237389811e-01
