5.539402693419998513e+02,5.921556425658890248e+02,6.203877350432546791e+02,6.350526808698507466e+02,6.450465382791852562e+02,6.428732904594841102e+02,6.417271279846468133e+02,6.363088725914008137e+02,6.367062445973838294e+02,6.311339673007151987e+02,6.360832026289708665e+02,6.402672966915911275e+02,6.350711194127452472e+02,6.294391886988692022e+02,6.197736005352351185e+02,6.127758948037011351e+02,5.987371974656759903e+02,5.859866707301745237e+02,6.261655198318366047e+02,6.452709277732683404e+02,6.570023005702902310e+02,6.746294980335693481e+02,6.814209809352505545e+02,6.831010744234382628e+02,6.822933174137406240e+02,6.724567440337709741e+02,6.530826300284577428e+02,6.062729181878310101e+02,5.154477676448005923e+02,4.146707666337604792e+02,3.660007147469607958e+02,3.385689280858856591e+02,3.243344280604239316e+02,3.236107434379655388e+02,3.173532595268264913e+02,4.614237954465476719e+02,5.456770455102655433e+02,5.481520956112148042e+02
-6.375834528289885839e+01,-7.381850961347446116e+01,-9.092431326252479096e+01,-9.810028821931064158e+01,-9.302499681923485753e+01,-9.252910865954720521e+01,-9.673857328521799559e+01,-1.007902148512946496e+02,-1.014893469863334730e+02,-1.046595518475428150e+02,-1.033706622288363093e+02,-1.040525259011894832e+02,-1.057230170373668443e+02,-1.047793952396883697e+02,-1.008295300975977113e+02,-9.104692548030473631e+01,-7.169769519094144528e+01,-1.708535205512879429e+01,6.884409436827348827e+01,1.014991561394230644e+02,1.105044700697874305e+02,1.115706342868337231e+02,1.118084265606310908e+02,1.159145493450398305e+02,1.133754669485120559e+02,1.113904051119362748e+02,1.174257524845513103e+02,1.349591182192709482e+02,1.451220520686063651e+02,1.577871792077392570e+02,1.551677896052626693e+02,1.488267112240932590e+02,1.414260182615533381e+02,1.353569311062293536e+02,1.312766207828158826e+02,5.024235600898362009e+01,3.997353932660682574e+01,6.148686423380996047e+01
-1.210387116447110945e+00,-1.286497554036905022e-01,-1.198917116652748405e+01,-9.153803277882147427e+00,4.225975636778837030e-01,3.551715225712322788e+00,2.827574918073191945e+00,-9.120482401990244181e-01,-7.731653321630669318e-01,2.707183444095941027e+00,2.627181887171475605e+00,2.850114490808688394e+00,-7.470419306353894839e+00,-1.098767850963078718e+00,1.152239589321419899e+01,2.539526141751377253e+00,1.089003172932600405e+00,2.828189401597373376e+01,1.817563611135452106e+01,-7.156524197901569906e+00,-1.037306907122415645e+01,-1.618812248571937573e+01,-2.297395887402095838e+01,-2.807832501507591161e+01,-3.185516827883067492e+01,-3.294437862238513048e+01,-3.444190541900555047e+01,-2.903828108153359722e+01,-1.448245996366087596e+01,3.235180160221653978e+01,4.803831834406619095e+01,6.008155751284296286e+01,6.623826521449866789e+01,6.834888654376170791e+01,6.507218951319511291e+01,4.040358411284933737e+01,2.470543899931126930e+01,2.819546197518391750e+01
5.715749945331309334e+01,5.325779528500677884e+01,4.196837314835892130e+01,5.311256139759753836e+01,5.209682334957382466e+01,4.301172575424189404e+01,4.294260073844688463e+01,4.928937922641061675e+01,5.173481958018725635e+01,5.327299342849867969e+01,4.858263001258423941e+01,4.924087062392948155e+01,4.820705984171635805e+01,4.851176094017851881e+01,5.140938883958334316e+01,4.085786334579546519e+01,3.666252320665060438e+01,5.138111431209109981e+01,4.230492392488107356e+01,4.717552502565492745e+01,3.420173558556099636e+01,2.256279558174075817e+01,2.446114202523077807e+01,3.312390833287504677e+01,4.360024424541859389e+01,5.400937201332987314e+01,5.714755736402485553e+01,6.644482581524627562e+01,6.891724052585601612e+01,5.388708407476947571e+01,4.896944104731842629e+01,4.527304201559611840e+01,5.014160712171404555e+01,5.163781959691365131e+01,5.250425362635240845e+01,6.234442868517679415e+01,5.382145504306188855e+01,5.690762894397791172e+01
3.102865292960746046e+01,2.384762951511677187e+01,2.133890962020877424e+01,2.809927339529845725e+01,1.897530529638918750e+01,6.609585934393439999e+00,1.566579027485519937e+01,2.984043234464170169e+01,2.273919311862675130e+01,2.096202719030369366e+01,1.404369175748919396e+01,9.864200864072360631e+00,1.744720407217273106e+01,2.281601552252375598e+01,2.166370268101933760e+01,2.665461374280733864e+01,1.868204276439223932e+01,2.178958203425655427e+01,1.828692479158800310e+01,9.899331448095356478e+00,-3.740906425889001241e-02,-8.378777576874195887e+00,-1.726689942538466127e+01,-1.561139285363828577e+01,-1.598639481772317872e+01,-1.832211715734658242e+01,-1.718085361656935461e+01,-1.069632999098164916e+01,1.547356570952669763e+00,1.592331251041892770e+01,2.833186949332735338e+01,2.616610462783834024e+01,3.267430190199372930e+01,3.473666357484186307e+01,3.607015976071163266e+01,8.680361930822765970e+00,-2.812191624559946757e+00,-3.366558493834253873e+00
3.775796811742039516e+00,-5.269204987108765614e+00,-4.748121728592185065e+00,2.687183384711814504e+00,-3.018533939632852992e+00,-9.077575686780082975e+00,-2.666662440594329553e+00,3.086040654602133060e+00,-9.248754624401003710e+00,-6.545825380577124264e+00,-8.257950492277277288e-01,-1.148452326287725711e+01,-2.028635724183736500e+00,8.099944671042031530e+00,8.166993783762961812e+00,1.408505241338550107e+01,8.307926684036051057e+00,-1.136129788945744679e+01,-1.542892483334795450e+01,-9.082821717343289691e+00,3.745190201249865014e-01,6.942995832546168700e+00,7.071439551157435943e+00,9.933819814673173099e+00,7.086642587982776575e+00,3.188833964642984853e+00,-3.276807305635824896e+00,-1.044981132422565651e+01,-6.163895204183084786e+00,-1.857720830451749627e+00,9.448044176787046666e+00,1.627230948615414263e+01,1.760102029351060793e+01,1.693043064393001629e+01,1.135418677755608030e+01,2.674459399813029847e+01,1.592756803651346154e+01,3.501618785109808396e+00
-3.482389201291945735e+00,-6.657821868883067040e+00,-1.254285802542020711e+01,-1.053983928410282900e+01,-3.810626417331667959e+00,-3.699404337038379342e+00,-8.228280724355981235e+00,-6.013624180426291765e+00,-7.913064626295643222e+00,-1.947177409286924288e+00,6.293012554147148663e+00,1.141011480583091542e+00,6.232499624127246562e+00,5.286559947255381253e+00,5.835738867709884259e-01,3.689471676060903427e+00,4.781446794015381307e+00,-4.430733047247340295e+00,-1.577788352293389629e+01,-2.159196608752866808e+01,-2.074922263456469551e+01,-1.621981625824567175e+01,-1.491965319444748062e+01,-1.885391780931467309e+01,-2.590074630590865468e+01,-2.844230141044067750e+01,-2.449552489301617442e+01,-1.845113330382674732e+01,-1.242478973605475190e+01,-1.735015353634651092e+01,-1.600625953267677204e+01,-6.090364846385043052e+00,-5.795370495627959251e+00,-9.283852445412048127e+00,-1.559241879159295152e+01,-2.321305796064836446e+00,-6.498573687874456439e+00,-1.108681105207559803e+01
6.023366765306912285e+00,7.395301052063280700e+00,4.205480090593871623e+00,3.612028540594818260e+00,5.571971496384621858e+00,4.423154916119461433e+00,2.105687950063237501e+00,-1.150148985916541022e+00,-6.960965222600915325e+00,-4.052163051757286638e+00,5.358119017221651070e+00,5.854244895290944051e+00,1.583940882617162149e+00,3.268786776173082664e+00,3.316001880860223405e+00,-2.539985381588347302e+00,5.184739925212523914e+00,5.389002598711996939e+00,-5.450793788558559783e+00,-1.902664604726842867e+01,-2.716019634514519510e+01,-2.737280940312123789e+01,-2.174427474846326902e+01,-1.955555549620096656e+01,-1.743692578089669354e+01,-1.755828488336159410e+01,-3.243965693249016624e+01,-4.154298636198097938e+01,-4.063535975980060755e+01,-1.330365528940427566e+01,-1.098793841500350155e+01,-8.906284552287470291e+00,-2.931616504476690643e+00,-1.459812283582535564e+00,-4.251956942525174199e+00,-4.042686292139920035e+00,-7.279482729522744222e+00,-3.861178540012658367e+00
7.171316313752534199e+00,1.212610912674648134e+01,1.046537527739338103e+01,1.020769716517074599e+01,9.715163383164954425e+00,6.565686732639803402e+00,8.063493915053264516e+00,5.862451500052085152e+00,5.789800405819772955e+00,4.645247425309870337e+00,-1.106309659453476701e+00,2.395462741314788868e+00,2.559066549197757112e+00,-5.963166689909562557e-01,4.796656309196910328e+00,2.590063925396490774e+00,5.798836739622895919e+00,6.934519469542120618e+00,1.426530612096757977e+01,2.006841977640124952e+01,1.767378385235147320e+01,1.893271307228112832e+01,2.142064406121339815e+01,1.494850552697052848e+01,1.244326005784771993e+01,1.761157847391883280e+01,2.512930086693782528e+01,3.089670511020486998e+01,2.402211577066993087e+01,1.664039642534575236e+01,8.829683956873585871e+00,3.894815466141809512e+00,8.338946687084296983e+00,1.434181840464449209e+01,7.084899825546690622e+00,3.718269714070915111e+00,-5.923696106104516801e-01,-1.685792733576923164e+00
1.980720010491195282e+00,5.095186990475863986e+00,2.645245513944015414e+00,2.184133548134921998e+00,-1.240759626372096580e-01,-1.623328474574474933e+00,2.822954135615228122e+00,8.348094061858597925e+00,1.925527247701083411e+01,1.695029898440742500e+01,7.778273890438830662e+00,1.651633272551503495e+00,1.076807677626615600e+01,3.649695507160188868e+00,6.998127991676985626e-01,8.314902892145131119e+00,1.242856866624977208e+01,3.755727367394446681e+00,4.317659958468542669e+00,3.140863848837521122e+00,6.857505418183588830e+00,1.729261001093251338e+01,2.203294872992744757e+01,2.427718098628913523e+01,2.068081831284207084e+01,2.128401040339368677e+01,1.899969039867835008e+01,5.213661011255706690e+00,6.329311874105616464e-01,2.644156116593341821e+00,9.536064892232566592e+00,9.505320820018102523e+00,9.373205159700471967e+00,1.161431661996053499e+01,1.202929895896124179e+01,2.306660312523923118e+00,4.176265143358005361e+00,9.926380429664297012e+00
