5.856641161474850605e+02,5.919319532147826521e+02,5.824317404935685545e+02,5.737222185478996153e+02,5.611024014226539975e+02,5.596931265769055699e+02,5.825447754872106998e+02,5.945371971355792766e+02,5.985291133882193435e+02,5.766795350565450917e+02,4.897430081658354766e+02,4.031407026280458012e+02,3.613309508899335469e+02,3.405804835906259314e+02,3.195672416949241210e+02,3.028563630177042683e+02,3.045999521046310292e+02,4.670991773881121958e+02,5.469458205470839403e+02,5.613164989268472027e+02
8.246027204492304463e+01,9.406032375734076822e+01,1.052160603216112946e+02,1.263500185856263442e+02,1.453312593896184524e+02,1.538345934440559404e+02,1.433252352312343305e+02,1.326730075616993361e+02,1.332612422645271977e+02,1.477671719672441384e+02,1.460405121574722500e+02,1.567296705380123285e+02,1.584930508273568535e+02,1.567782000941592742e+02,1.541045496952902454e+02,1.452092898695615588e+02,1.356660460524277028e+02,6.136591295237924726e+01,6.067220852443360712e+01,8.609651018994010485e+01
2.623993849915712673e+01,2.420791805221086790e+01,2.851229427543264805e+01,3.267110607577180303e+01,3.104216776668402389e+01,2.329409963597442967e+01,7.948043698314226191e+00,-8.926740455004164687e+00,-2.722885503977683541e+01,-3.368184646100712598e+01,-1.976477069292786837e+01,2.587009127043064893e+01,5.157726726286833241e+01,6.670476001506041541e+01,8.256358961158097998e+01,8.600292863568080293e+01,7.929496266680234839e+01,4.968149444574440565e+01,3.906972189911289917e+01,3.749041479184692349e+01
1.330961108854949160e+01,8.923690583428223633e+00,6.071020966158878096e+00,5.545384641149877503e+00,5.202688745886759669e+00,1.439707104140245875e+01,2.284640136540577871e+01,4.634117914380836112e+01,7.326517346141686460e+01,8.830848768255057735e+01,9.479951032268607491e+01,7.445172617057271225e+01,7.266035774371381706e+01,6.637448631099877616e+01,6.406168260014297289e+01,6.379263439309697503e+01,5.768134446774408275e+01,5.348515653520166069e+01,5.481991813231619659e+01,6.568425071448962171e+01
2.855372723213670838e+01,2.567826586397952227e+01,1.449572388615034768e+01,6.143757945861025860e+00,-2.901428924237086537e+00,-9.442807292192647139e+00,1.261383155281622370e+00,7.051799247078341715e+00,1.146172120787035453e+01,1.898853353173259251e+01,3.558461898439706772e+01,3.810217852844472475e+01,4.094721144772688604e+01,4.049713462562020538e+01,2.789079142180372628e+01,2.650866859733219627e+01,1.760956677276574567e+01,-1.240101715694788709e+01,-9.275974482117419484e+00,-1.058626983093031937e+00
3.268298935063774024e+01,2.765661026233262021e+01,1.949198235003808577e+01,1.587997345849203867e+01,1.422027366893861355e+01,1.270312375951717954e+01,1.731389612292644742e+01,1.558823237792039684e+01,1.508319329832824574e+00,-1.566481667069354700e+01,-2.009440985539193747e+01,-8.621020220251855548e+00,-6.107524041093072675e+00,-9.522944548313592161e-01,1.574303710385719590e+00,1.073288916622728628e+01,1.928129693994512195e+01,1.730177649545943197e+01,2.835384741737488223e+00,-1.123766242331465293e+01
1.633885560278171223e+00,-2.472550024250608658e+00,-5.809263771650199359e+00,3.693217724989007245e+00,2.082037345353091595e+01,2.683811070262532184e+01,2.127942489842530804e+01,7.929549571376464101e+00,1.955540135135940272e-01,-7.599678887844505404e+00,-1.232384752357180524e+01,-7.792464535106816470e+00,-1.063314559672792470e+01,-1.009366210649334938e+01,-5.628862583317832069e+00,1.501927388280159814e+00,7.456461636757441447e+00,1.068286663594257746e+01,2.148060378971564433e+00,1.202493675384754823e+00
5.480586304188764579e+00,6.926225396084774388e+00,7.039614777676867163e+00,4.646336059840299626e+00,-8.742336648548358013e+00,-1.592643750116161172e+01,-2.611981465483079035e+01,-3.783873992186164514e+01,-2.730746862240420825e+01,-1.739300112183496339e+01,-1.180458016808449528e+01,-8.363222554866000635e+00,-1.249207135962289250e+01,-7.919970223669632325e+00,-7.921653514687829301e+00,-5.411603158922788204e+00,-1.892235760812461254e-01,3.267658745569704593e+01,2.732366622038640003e+01,7.663596598011384486e+00
-6.232067582034336084e+00,-9.328859157828150117e+00,-6.987955983471369592e+00,-5.378698550075338147e+00,-1.606263061191330976e+01,-1.712970522403459128e+01,-1.057914682238281756e+01,3.917196586459125829e+00,4.369645833318958950e+00,-4.632793546501700277e+00,-1.110300835504454042e+01,-1.262866647980769663e+01,-1.250275446489829179e+01,-6.867124581962235297e+00,-2.597229720635637396e+00,1.682163533733476157e+00,5.136085821596513945e+00,4.375674825049871153e+00,-1.174462693680205172e+00,-9.486252553208199600e+00
-6.671082583118308484e+00,-9.507767411201596630e+00,-1.542171391832968297e+01,-2.346971702850042973e+01,-3.061482085315431334e+01,-3.561623257733018733e+01,-2.610196803635407292e+01,-9.191213327904470987e+00,-9.186980783268341000e+00,-9.028151372809652742e+00,-3.735038746804329790e+00,1.643151418718198808e+00,5.175172640860525863e-01,-4.682714070952096463e-01,-4.031940335386438035e-01,-4.432533457814105127e+00,-4.915264357475402690e+00,-4.946304739885740709e+00,-1.547572452208668992e+01,-8.925461571977049147e+00
