6.005464633963189272e+02,7.096240566063124788e+02,7.677898214500269205e+02,7.750910911498501719e+02,7.371916451588898553e+02,6.294335791202325936e+02,6.169721599801418961e+02,6.740406516792895673e+02
4.142297964881181827e+01,1.143502240848037843e+02,1.418981886338626168e+02,1.580004975702426009e+02,1.654751319388844308e+02,1.747209108588203890e+02,1.056803176062601892e+02,9.001276007040186755e+01
5.088595171211743917e+01,5.095668351079056890e+01,3.386621144387451920e+01,1.705363057900154899e+01,1.904538363031040404e+01,3.961622044502492201e+01,2.786306980804317135e+01,1.381766378257867345e+01
2.451457289047813504e+01,1.395114265788154917e+01,2.253807251963250735e+01,1.557874633224678362e+01,9.630188929337675674e+00,1.791984883242790261e+01,3.941034837363274335e+01,3.615335707666035603e+01
3.175750091833453581e+01,-1.068204332190341965e+01,-2.181579165164129819e+01,-1.734832724192131437e+01,-1.425675446821153436e+01,9.521308584588561441e-01,3.729973733935529623e+01,2.872054670017534050e+01
2.447115040864355962e+01,9.183972455694270565e+00,1.439247119690207555e+01,1.518986258893721164e+01,1.478963492127947710e+01,2.172698417729828080e+01,3.930379066760480100e+01,2.692208395539199017e+01
9.667228899123596619e+00,1.823226644458715739e+01,2.549358762426011538e+01,2.969582470696365561e+01,2.877886883820472264e+01,3.991724450660046131e+01,-1.530187236997858236e+01,-3.058627653656037992e+01
6.191634878752442006e+00,-4.690923711284924913e+00,-6.388085898469986645e+00,-1.199895471454204632e+01,-1.243388256084267240e+01,-6.908086268013036602e+00,-5.744560700495807026e+00,-1.190853340771363733e+01
-1.543608234937000390e+01,-3.662022802821059031e+01,-4.677686903325162859e+01,-5.265079455029118094e+01,-5.142823008315547639e+01,-3.728110478940288885e+01,-3.369454275300944879e-01,-4.704430325119481893e+00
4.451960640135034453e+00,-7.467271367441424168e+00,5.585892843094976357e+00,1.433210106099958381e+01,9.986355766277053903e+00,6.217588661387107862e+00,1.182454642643994092e+01,1.074433628473498459e+01
-6.078871015091772634e+00,-1.931639960848480797e+01,-1.810298914679035676e+01,-2.356042843344959081e+01,-2.423569412073250362e+01,-6.292553152218676615e+00,-2.031719167144133920e+00,-8.103826034212342933e+00
1.634143681082513666e+01,1.660163163448118695e+01,2.834662730062842328e+01,3.655117892187257667e+01,3.112676975806518698e+01,2.351441549685259247e+01,7.940437397742649672e+00,2.757938919149248491e+00
-1.351090729808325230e+00,3.281823419269517483e+00,7.612372049877114577e+00,7.681825916423649758e+00,2.287849769735953664e+00,4.292893674205261689e+00,5.321603481851467699e+00,-8.057251838948816802e-01
