2.808172427230008452e+02,2.796385083063397019e+02,2.804127082125606876e+02,3.239182143461181909e+02,4.328531131628122921e+02,4.977326549107362439e+02,5.160501897953943171e+02,5.303470251304405565e+02,5.433724836089686505e+02,5.563566402246924554e+02,5.700131040774124358e+02,5.875722152001167160e+02,6.061338039051903479e+02,6.243382531883645470e+02,6.315154893738272222e+02,6.390840746490584934e+02,6.437337765874863180e+02,6.304405760826521146e+02,6.233721827702620431e+02,6.125451265136221082e+02,6.013019222460022775e+02,5.949774793822840593e+02,5.953777466580380633e+02,6.019305306286809127e+02,6.150608457178205981e+02,6.364784809730056168e+02,6.513462278768608940e+02,6.564341634234629055e+02,6.725837542407963383e+02,6.892852867390654410e+02,6.893018985825090112e+02,6.878436197575132383e+02,6.910634093127874849e+02,6.782830477325850325e+02,6.672161432370451166e+02,6.612194529424592702e+02,6.616973935352301623e+02,6.512415564983890590e+02,6.374123351951532186e+02,6.251131387353705122e+02,6.117365217097404866e+02,5.931708860620096857e+02,5.799574688357968171e+02
7.002495492281528300e+01,6.879002683326918088e+01,8.063444933909249812e+01,1.214245219185741576e+02,1.239738511135523140e+02,9.867205714353369217e+01,6.750104085685231325e+01,4.529408944734161935e+01,2.483713527479630301e+01,7.294734627092307022e+00,-7.942578489361958205e+00,-1.828831942973884850e+01,-2.625030784286380481e+01,-3.093579507810123985e+01,-2.604005304895808592e+01,-1.619678055540371986e+01,-4.659074045471562897e+00,6.303606072799194493e+00,2.822554099521214610e+01,4.375931635025764166e+01,4.565788933974654640e+01,4.802787742947939620e+01,5.667699716098373131e+01,6.358560959353610542e+01,5.952989767872814753e+01,3.946841873043658211e+01,9.859378203239772986e+00,-8.260669557807394980e+00,-1.233464871060770740e+01,-1.044652211367128558e+01,-1.054610292555835116e+01,-1.700620609004765882e+01,-1.413582552829837802e+01,-1.569145066468726668e+01,-1.724957208466186387e+01,-8.328974723034146876e+00,-3.470503926524005855e+00,5.463974162803600265e+00,7.584996461561945846e-01,-2.596635792629933714e+00,5.346267435613808239e+00,2.293361639975142197e+01,2.767651444726745780e+01
3.942323151031735051e+01,3.821981004824525030e+01,5.011906643283508345e+01,6.378828134451411103e+01,3.685215939305042809e+01,3.227598759424952135e+01,3.639891187095103930e+01,4.867794089386035239e+01,5.225112259789719360e+01,5.203702664527598643e+01,5.142010819675992650e+01,4.368487590618454419e+01,3.726525754621266628e+01,3.766803433984672722e+01,5.145840918519300544e+01,5.990396839895861092e+01,5.277841285833846285e+01,3.768544332610187553e+01,2.879325113611595555e+01,2.058371481179281659e+01,1.764132759188084520e+01,1.929382629736357302e+01,1.830416749506326823e+01,1.984716783201964674e+01,2.911952502936751586e+01,3.298058154696590805e+01,2.185967286209881877e+01,8.328327190524795753e+00,-2.330887341283482961e+00,-9.275254511804210011e+00,-2.178171317560578046e+01,-2.686230287129356498e+01,-2.242451608305457711e+01,-1.535080105301604547e+01,-1.880469228552910010e+01,-1.727381766695254584e+01,-1.185968356508122845e+01,-7.179368322335553998e+00,-6.380761614925827274e+00,-1.080418592747987461e+01,-6.069445610556886805e+00,8.338281864879798277e+00,7.800551097876474493e+00
5.660077799995218584e+01,5.380637341676654728e+01,4.828810861586614323e+01,5.515069009970196845e+01,6.857765966032533811e+01,7.546772653886021942e+01,6.444531076252488333e+01,5.827972240273301452e+01,5.706497353354534141e+01,5.345960747986440964e+01,5.072187664720804889e+01,4.061816680780133737e+01,2.750492882588887511e+01,2.337976647534302899e+01,2.968670943176613264e+01,4.157190217012295363e+01,5.072642151563557888e+01,5.837512409642216937e+01,5.928375408782181921e+01,6.189772558592868990e+01,6.268542813027862337e+01,6.247712118296220041e+01,6.317086343415351024e+01,5.769006594779366992e+01,5.198506666686664346e+01,4.794951729063389934e+01,3.547929192944260279e+01,2.974843153905233706e+01,2.517908399535533448e+01,1.082115963302313588e+01,9.597015858315001147e-01,-3.879501819906043369e+00,-2.980707300319546338e+00,-1.919862880515106784e+00,5.562685021283600761e+00,7.051239475732402617e+00,4.264708498277307025e-01,2.002372690437577596e+00,6.378426612339132440e+00,1.020293631188684991e+00,-1.594153491633835573e+00,2.456283354421936238e+00,1.324759060547289868e+00
3.387222038101311483e+01,3.262689291305179040e+01,3.186689186124335293e+01,3.292477042205216975e+01,2.008914387615832631e+00,-6.736736291544626276e+00,2.144874043238473416e+00,-1.208819269973381516e+00,-6.635028436656106976e+00,4.773692776078993560e+00,7.743594288422277927e+00,7.361269794053937332e+00,-1.559121268296917329e+00,-1.470549875600237399e+01,-1.862954643266845522e+01,-1.778351621398423532e+01,-1.778689773952163478e+01,-1.882826949426249996e+01,-2.076426544949929820e+01,-1.525742588896735441e+01,-1.415194999651805396e+01,-1.265372014635092768e+01,-1.405834752720938496e+01,-1.779957375382625884e+01,-9.938275227712285442e+00,4.720985208083821938e+00,-1.680473954211815446e+00,-8.010098398125336416e+00,-8.187240818934451880e+00,-1.051370335984184834e+01,-1.408747519254086811e+01,-1.791151706400878396e+01,-1.578486680916172169e+01,-1.134862600021565626e+01,-1.793739427325037994e+00,1.312158957484979016e+00,-1.598491445420193502e+00,-4.701401912453088694e-01,6.121833644302525634e+00,-3.970907944226528041e+00,-9.624525107607698970e+00,-3.083215856993339443e+00,2.650239546471815366e+00
5.667266408783339315e+00,9.528199784710675857e+00,1.792282897699320543e+01,1.039519820872955513e+01,3.072071889372532283e+00,3.781552615911895066e-01,9.242708193998954158e+00,1.058335634015075932e+01,7.583948254730309202e+00,1.228915651865999159e+01,1.374972900518203289e+01,1.974976611962033957e+01,1.219587140321374008e+01,1.970058521584986622e+00,-5.250024494019827515e+00,-5.266988348283123678e+00,-1.167946193481044936e+01,-2.011559677589524853e+01,-2.018026551828907955e+01,-2.520653583168399337e+01,-3.474510238301329679e+01,-3.522906158720812897e+01,-3.066100947156444789e+01,-3.935739325842985181e+01,-4.194245512668609877e+01,-3.144813450875063410e+01,-3.054171452738334125e+01,-3.400829263705568195e+01,-3.372661351097848126e+01,-3.540227139165121173e+01,-3.529458432155874448e+01,-3.617789386254494843e+01,-3.121068621122945785e+01,-2.998670804654851096e+01,-2.995252709973700433e+01,-2.858177220992359224e+01,-2.266108908453351134e+01,-2.102532454996080702e+01,-1.584373670442476190e+01,-2.034472006693741974e+01,-2.481748279605288943e+01,-1.366342913225043887e+01,-8.857166593366816443e+00
1.480328453815776868e+01,1.520409346639284287e+01,1.572215700287717688e+01,-3.405703127339382519e+00,-3.067412635957856182e+00,-5.002403027212616315e+00,1.637602816849371923e+00,3.342435283233712084e+00,2.982097601714185919e-01,1.096237596599392683e+00,3.814759462152164549e+00,1.335543138249712847e+01,1.847600257030256188e+01,1.627730984902662570e+01,8.827154051237585008e+00,1.416132476009827457e+01,9.971471987217100263e+00,9.675499762392817615e+00,1.045235753385733446e+01,1.256079825789564453e+01,9.720530641873848410e+00,1.107285236069764878e+01,1.106730106238805433e+01,6.579191925930796714e+00,-1.735754953041775073e+00,8.871292785301799100e+00,1.551885160297088362e+01,4.571054260125539059e+00,1.213614647957692139e+00,8.807087393453823410e+00,1.032605073243485805e+01,3.106344405040447398e+00,-1.623554168409431675e+00,1.735277067388937944e+00,6.573363112853781942e+00,-1.560983896619352884e-01,-1.717875980955342552e+00,-4.964959979621877295e+00,2.017411898981998686e+00,4.631952563294428060e+00,-2.928295459771812048e+00,-2.755469093133415370e+00,1.447820127738461693e-01
1.461627010881607447e+01,1.240202432712306191e+01,9.197639681590519700e+00,-1.195089959403198776e+01,-3.216924168533169848e+01,-3.729470064221634118e+01,-2.751071047264665737e+01,-2.246504916609234215e+01,-1.901694808517014934e+01,-2.146910195784234787e+01,-1.832840176280539879e+01,-1.165903620381199701e+01,-9.412566568753938157e+00,-8.268007073966733955e+00,-1.751328675837689275e+01,-2.339664621307085213e+01,-2.946333397728637138e+01,-3.119556222290283998e+01,-3.199603517062067937e+01,-2.793458181458214185e+01,-1.734306148160374406e+01,-1.487230470012244155e+01,-1.227864058965233340e+01,-8.152531733380723011e+00,8.208809667292327195e-01,-3.440456822106277457e+00,-6.147283891604279127e+00,-7.877541814701061185e+00,-2.584427709713272847e+00,5.180188052479341998e+00,1.201688234287558465e+01,1.116670343180184943e+01,4.833642268997174085e+00,-3.093664979912488788e-01,-1.189599501848264573e+00,-5.097181006206358944e+00,-5.554715227751319873e+00,-5.400429283385337342e+00,-4.748019177451929806e+00,5.568955148696611346e+00,6.570372929932278616e+00,3.969279656302594717e+00,4.005147062894804932e+00
3.781606148842945103e+00,5.363303013415652742e+00,4.961349526926660758e+00,-8.988379918651315137e+00,-7.414657242416518912e+00,-9.853950132728460432e+00,-4.129193974996247185e+00,5.624281677865512918e+00,1.224286222205492081e+01,1.150888839510156991e+01,7.519908493464221522e+00,9.403031346873346408e+00,1.492252082637967803e+01,2.159552503209160079e+01,2.050270191038559986e+01,1.295264341601893410e+00,-7.317889066410927512e+00,-3.675925645052711133e+00,-5.452473921885650832e+00,-5.671824570638856144e+00,-4.837011155550403174e+00,-6.203130800365393327e+00,-8.666781816961657725e+00,-1.333470325015560931e+01,-1.694882465475259536e+01,-1.980992805228279963e+01,-1.127122493892568045e+01,5.155747411594981955e+00,3.686408149884643493e+00,2.519336575189522698e+00,9.174885865229388315e+00,1.004678639443356669e+00,3.738008232452512680e-01,-7.105852499713207759e-01,4.308638067776170644e+00,6.076772952292719410e+00,4.668167371258048481e-01,-9.127461541496173503e-02,-7.996724198934390682e-01,6.059764117032073294e+00,6.436792606184335241e+00,4.999260988668070560e+00,1.030733500833581395e+01
-4.248059772865522277e+00,-8.881553814945681857e-01,3.004538232006479959e+00,-1.276143996347428100e+01,-3.078330813135582389e+01,-3.760301598252125643e+01,-3.302782208428411082e+01,-2.403088320943250267e+01,-1.452041096649060847e+01,-8.943264616772449216e+00,-2.061582073637308810e+01,-1.729533855590022640e+01,-1.236554194017472419e+01,-1.045886006341362418e+01,-1.322647020778322968e+01,-1.275439647356433959e+01,-1.224149918177991125e+01,-1.197116685979855433e+01,-1.279941621172584298e+01,-1.092027988670276173e+01,-1.240032181973526804e+01,-1.147196243138607130e+01,-8.352859662410645925e+00,-4.604145772960826832e+00,-1.091083145725634118e+01,-1.765599200235295640e+01,-1.445358653358243473e+01,1.702939014310218546e+00,1.132013342217810692e+00,1.767762941250763831e+00,-5.846883505394642189e-01,2.830391940513725224e+00,4.369924777781072578e+00,8.117386508465376238e-01,-9.474181776887724560e-01,4.365525543670124797e+00,4.169151321725468762e+00,-6.695813722799759393e-01,-6.531536874916275437e+00,-3.831886141425970838e-01,-8.483778279690490365e-03,-9.838295557898193433e-01,-6.119075612928057240e+00
