5.229224948164053330e+02,5.314918579929291127e+02,5.316729775082238802e+02,5.271630981876996884e+02,5.270468263160246352e+02,5.349672248778906578e+02,5.359917063008014111e+02,5.475253236153998841e+02,5.417566997488989955e+02,5.377605422757670794e+02,5.480667112903561247e+02,5.872757083762350021e+02,6.401221923310760076e+02,6.577039534029602237e+02,6.866405306170933045e+02,6.962955604814862909e+02,7.035177725560929503e+02,7.118194915846572712e+02,7.244944858029987245e+02,7.373929763046515973e+02,7.270543895243433781e+02,7.063479485936092033e+02,6.848627859852282427e+02,6.626241961711511976e+02,6.519410129077264173e+02,6.340346213660443482e+02,6.183724798879978835e+02,5.308545235290256414e+02,4.464326701434355869e+02,5.205026206541223246e+02,6.086517999157686063e+02,6.012820333766925387e+02,5.440771992988643433e+02,5.133880593840904112e+02,4.966198834572573446e+02
5.849787885964764200e+01,5.239110636787816588e+01,3.698046050732138212e+01,1.780180000665154694e+01,-4.496907038987012051e+00,-1.629718712456946506e+01,-2.284345827131178197e+01,-3.544902627309382837e+01,-5.304097061635107480e+01,-5.491296369429407065e+01,-5.287899374748687364e+01,-1.410928353365262211e+01,5.884792447668930038e+01,1.013448760694625435e+02,9.827685926530892857e+01,9.360582240570371937e+01,1.009524197064255020e+02,1.029272409931509458e+02,9.736744045420968519e+01,9.725103533732223582e+01,1.089631659626148803e+02,1.328471365647498317e+02,1.425309551872572342e+02,1.329069731583003318e+02,1.240816917033382936e+02,1.223976678869849906e+02,1.167403446219806540e+02,9.589421527554901559e+01,9.752854002180663429e+01,5.250815344680503216e+01,1.638324228151192585e+01,1.367698480512526960e-01,-3.710581464811675279e+00,1.931788750810230937e+01,3.220781763274117537e+01
5.246485435967882438e+01,6.477446035415194103e+01,7.863132915786599142e+01,8.093384017356993354e+01,8.059870177357095145e+01,7.723825035882060774e+01,7.248420310903894404e+01,6.319135803127025497e+01,5.241457358570879421e+01,5.786874722682684080e+01,5.673400274864870596e+01,7.256027978602874384e+01,5.769119501013064166e+01,7.541522343367478953e+00,-2.591796445614372146e+01,-3.789858777368609566e+01,-5.633370071108403465e+01,-7.924716775790484746e+01,-9.797289148842364170e+01,-1.113441299086337040e+02,-1.204377468243981184e+02,-1.116831131116063176e+02,-8.555322865798402177e+01,-6.764889257349693708e+01,-6.162019943318098569e+01,-6.235789046509150069e+01,-5.825297744450845983e+01,-9.563378075884511276e+00,2.074408009452657353e+01,-2.122600926849870451e+00,-1.819549149220306861e+00,1.336401508454526876e+01,2.404329059861785467e+01,1.081954614268216730e+01,9.050942157515443398e+00
2.295015879345136867e+01,1.135555205647452226e+01,1.122728981592505004e+00,9.468687800852231717e+00,9.897199840328255505e+00,5.175677921502838785e+00,2.651705070184867452e+00,-5.551477840412061937e+00,-9.732164022596615283e+00,-4.271838617621350309e+00,-5.344940801571627098e+00,-8.648586401620502073e+00,-2.651437475375733044e+01,-5.103262106355153094e+00,1.616775766182521723e+00,-5.684154073568792320e-01,1.895372585464306647e+00,1.178958820605488000e+01,1.387464938745671184e+01,3.660920116544495784e+00,-2.156262931546998995e+00,2.155248578942331239e+00,3.061462944580997103e+00,1.401135648725426464e+01,2.006505031833599162e+01,3.712561774829482175e+01,4.085663376432249549e+01,2.547199483362223660e+01,3.701436260556966573e+01,2.827167739546871417e+01,1.576155344939924774e+01,1.643132367943415773e+01,1.917503412221982728e+01,2.997496083747668649e+01,3.368429339871181583e+01
4.831037264418566934e+01,5.053418997063319296e+01,5.521938612088356990e+01,6.184788442938903330e+01,5.918957913745340704e+01,6.242075209408663028e+01,6.479221754407150513e+01,6.948705898312300633e+01,6.454526370851762351e+01,6.065008412706703211e+01,6.189330359243490420e+01,5.872661403312925188e+01,3.544582028584071054e+01,7.880870295490049138e+00,-2.811606486881214728e+00,-9.436369459417818462e+00,-1.871739330543492130e+01,-2.622999807190721810e+01,-3.045377098846242347e+01,-2.896001324091344742e+01,-3.188128168194906209e+01,-2.801850392423616753e+01,-2.109964309497442514e+01,-1.357970827756887289e+01,-1.336582062431384799e+01,-1.374270679480281387e+01,-1.465253120715236079e+01,-1.010628697407911858e+01,-6.670554320642152035e+00,6.846923625081080544e+00,2.595351694328473791e+00,-4.435451493661584976e+00,-1.105359075418520653e+01,-5.615548664177729243e+00,-9.042613791833213455e+00
-3.383370067802179193e+00,-1.771015351738243648e+00,-1.322239216865037426e+00,-7.940222501681363454e+00,-1.192933755097930515e+01,-1.061698043122867219e+01,-4.686363220155981502e+00,1.579887932793838434e+00,-1.197035572141582183e+00,-5.205054153829863139e+00,-1.057293588300368015e+00,-1.012483140924673464e+01,-1.775643814565137291e+01,-2.270037850050644934e+01,-2.373549091714073001e+01,-2.224470332790662752e+01,-1.350795541806397715e+01,-8.389952577172827830e+00,-8.046158033274030785e+00,-1.290577986023597035e+01,-1.535531406900011930e+01,-2.021949567525395963e+01,-2.158772404507944742e+01,-1.659072433075188968e+01,-1.650594442097530035e+01,-1.776862585944073203e+01,-1.933311124980308904e+01,-2.178117359036179579e+01,-1.109594663530227976e+01,7.167365910337707646e+00,2.544504131275885150e+00,2.354744514803002176e+00,3.827616886031418808e+00,-4.849527476049846797e+00,-1.046221507273703999e+01
-1.147255391143730563e+01,-1.128524317362552942e+01,-7.121905277744899010e+00,-2.676992198547043511e+00,1.456204641488294271e+01,2.308018459706501346e+01,2.325436592804138058e+01,2.030413756053495788e+01,2.611430005150531741e+01,2.602883888924151279e+01,2.767338161859734313e+01,1.985827191995575225e+00,-2.010494440217678758e+01,-1.757069457634639775e+01,-6.870379841392811215e+00,3.245583173351620498e+00,1.800560026135264025e+01,2.252921417392454728e+01,2.217737597814782902e+01,2.023575854058406165e+01,1.835349686681506398e+01,1.661089308173052004e+01,1.112635482610524207e+01,3.453565528499752624e+00,3.733828252757719346e-01,1.101962749560631560e-01,-4.015047429535218093e+00,-1.180534029646253735e+01,-2.860144060771442898e-01,3.152977691096222390e+00,-8.176618785357776531e+00,-9.760234268014569281e+00,-7.306664853819274441e+00,-3.124475213197096757e+00,2.650458288561374776e+00
-2.629936292863417790e+01,-2.440184733397657624e+01,-1.759993550770830950e+01,-1.510971654809441489e+01,-3.511252750894228392e+00,5.089501101075364353e-01,-3.070782160322346854e+00,-5.227809153681560517e+00,4.113195123127701081e+00,1.068105382102963929e+01,6.774153839765148177e+00,-1.195561083999917962e+01,-3.827757064163120759e+01,-4.394569900957422703e+01,-3.397165428300483114e+01,-3.358405075503782200e+01,-4.279796017338387060e+01,-4.799951343774947787e+01,-4.559517036459170924e+01,-4.531790670137436194e+01,-4.381616263215022400e+01,-3.761664644406975810e+01,-2.866573943628509369e+01,-1.517262281851587069e+01,-5.340846497736816190e+00,3.923250191334350490e+00,9.801155660401734693e+00,2.505104716650134833e+01,2.691206832065633847e+01,-3.635231595989007136e+00,-8.646055753215907913e+00,-5.252808102214329367e+00,6.789840783259061929e+00,1.687357240855348550e+01,1.773490854912137138e+01
-1.921056754749979945e+01,-2.773380044002247757e+01,-1.957368951889154829e+01,-1.712835932732565425e+01,-5.155047049541684245e+00,-4.464219237626698700e+00,-1.050425395224619507e+01,-2.605888995959846355e+00,4.180303194977958547e+00,1.222871709489488268e+01,4.939936706231280894e+00,-1.741824413467028165e+01,-3.257238019320068645e+01,-2.022943577506604385e+01,-5.627275468536781844e+00,6.668501365907156142e+00,1.750263622268469277e+01,2.235034810291785234e+01,2.675007204223673085e+01,2.670980619409288437e+01,2.660983923126972073e+01,3.163177412139744504e+01,3.008665930601457461e+01,2.836050434084069138e+01,2.900000659400014769e+01,2.964967961745498570e+01,2.333892571831631813e+01,2.165984268475624219e+01,1.612722269883226289e+01,5.264539439521946917e+00,-5.265678954516855192e+00,-1.020069681758293001e+01,-6.644424632261047847e+00,-3.359951211297961926e+00,-5.304106302158175801e+00
-1.561401536782263566e+00,-3.080910808286470903e+00,-4.314803497211052274e+00,-3.182604688516001534e+00,-4.009477723619238709e+00,-1.027197539843337815e+01,-7.258285418625991525e+00,3.549252292864701452e+00,4.337479648228365292e+00,9.271558573780311008e+00,1.442535052394912043e+01,2.310870790053308532e+00,9.616315431314211182e+00,1.271274805995452972e+01,1.877082638410174908e+01,2.506199490025669263e+01,1.730858334400603127e+01,4.754544304517324349e+00,-6.344658004114067662e-01,-3.626971111123986624e+00,-5.472556219542015654e+00,3.577719856700364853e-01,-1.135202843634963266e+01,-2.007483008491552567e+01,-1.604602447212904792e+01,-9.622930076990288129e+00,-6.504263187601933893e+00,8.418332912952195102e+00,1.210424105731665989e+01,4.970230715461390503e+00,7.371323381734479874e+00,4.280427473117031312e+00,2.193020442508375911e+00,5.899741160543517715e+00,5.625317694342944819e+00
-4.413927861088863835e+01,-3.149018587341448949e+01,-1.841361569922052155e+01,-1.728163105645934294e+01,-1.916269068841198120e+01,-1.922021682103105888e+01,-1.821730706263921817e+01,-7.108676388833316651e+00,-9.996931586603990949e-01,-6.811276800074146820e+00,-5.041670897194952872e+00,-1.363436837250334577e+01,-1.694231008765983759e+01,-1.490405513716201469e+01,2.401486670274150192e+00,6.493805210865724931e+00,4.366157520713534801e+00,2.707065904793387823e+00,1.250524423101833538e+00,-3.620596205296735093e+00,-7.083740139035618277e+00,-5.060720631664453961e+00,-1.316032838644669845e+01,-9.630877305864130378e+00,-1.319260980084104418e+01,-6.460234004121551799e+00,-1.053174881908964089e+01,-1.097656251815616102e+01,-7.520296837042765858e+00,1.405397343381109465e+01,2.454407876701620239e+01,2.321964072651211097e+01,1.568081261998994158e+01,1.300980625134095092e+01,1.353273483384334774e+01
-2.295012275865923357e+01,-1.657413113626017775e+01,-1.112488084692728485e+01,-1.016827987862683536e+01,-1.049152468735303856e+01,-2.543853780292630873e+00,-2.649785016742451482e+00,8.609750089838383857e-01,2.378309765217743621e+00,5.950930280591240074e-01,8.889034608144594785e+00,-3.507438304052829636e+00,-1.319154813860659203e+01,-1.187523387794345275e+01,-1.097237880346819416e+01,-1.862229489699274509e+01,-1.981642318172133344e+01,-2.178484805903663357e+01,-2.260861212670234721e+01,-2.809436681513161460e+01,-3.065297530962558881e+01,-2.779349871933503380e+01,-3.031674035579987958e+01,-3.245316169985048305e+01,-2.749044497125253983e+01,-1.494169467759871495e+01,-5.941098395459133208e+00,1.947975778935024049e+00,8.032858609809393480e-01,-4.074306654422937157e+00,4.307576350458235837e+00,2.095871491335867809e+00,5.400016901367891364e+00,1.008679716974494056e+01,1.144802507907257549e+01
1.214225426788681617e+01,6.667078312702460430e+00,4.992086665823063818e+00,9.904452633304197562e+00,4.741415554002871069e+00,7.993654776230177283e+00,6.862416299467804848e+00,4.258063640539855754e+00,9.790966455138536695e-01,3.113884950197622903e+00,9.333701579129527914e+00,6.114743323728569990e+00,5.248617910054772295e+00,1.061463705679177139e+01,8.889474668025323822e+00,-2.094366718432556951e+00,-4.742848232560547217e+00,-3.027129082511900826e+00,-4.614035804229773774e+00,-8.935015001110905075e+00,-7.872283672818879197e+00,-2.865171131005868510e+00,2.593010103787039888e+00,4.204342326769123339e+00,8.936321116723457081e+00,7.696595496240092871e+00,8.712930144474849925e+00,3.485775610033180261e+00,-2.393496229107785034e+00,-1.365725940761317858e+01,-5.628364023044687414e+00,-9.280199848980676958e-01,7.908937268536143428e+00,1.712642008116916870e+01,7.888471964086362753e+00
