4.087000066875630750e+02,4.206995659177525226e+02,4.248567567449023841e+02,4.259077873123241034e+02,4.304179665970307269e+02,4.178353214071901220e+02,4.124302778461101298e+02,4.182982639558819073e+02
2.347311531400390550e+01,3.282035613884399794e+01,3.417067579274782929e+01,3.164136271890814811e+01,3.315258817921666434e+01,2.232710525597476092e+01,1.914098496633773294e+01,2.485105163241190951e+01
2.193575110525930327e+01,2.849416180494413808e+01,3.381930295440256629e+01,2.901327188986749661e+01,2.429793535228287737e+01,2.243827575102417882e+01,2.444158714730393456e+01,2.185277039185076831e+01
1.853956188725846488e+01,1.936235843659368783e+01,2.317700925147657642e+01,2.080107887575628212e+01,2.033540869057247136e+01,1.449886218456203224e+01,1.924866928562785162e+01,1.664272359507111787e+01
1.558977371882714991e+01,1.355824829910124052e+01,2.652153809007681495e+00,-4.753501156353099333e+00,2.004156054575753743e+00,2.989189003534413303e+00,8.259991714382088901e-01,-2.972958049664921720e+00
2.807796058860891719e+01,2.608798875272960061e+01,2.005098724198477811e+01,1.061364496653310496e+01,1.376883165759095817e+01,1.488897686759773009e+01,1.905418810295560661e+01,2.632088648465853353e+01
1.080835625425471491e+01,8.141563312955600651e+00,1.581492224685232095e+01,1.024638946298112430e+01,4.301309032307428559e+00,8.991290850669837909e+00,1.622284311540398249e+01,1.522445910061280827e+01
-5.965690990483398792e+00,-7.219517010366017118e+00,3.380231702801633098e+00,3.929535848844947221e+00,5.146930801714966641e+00,7.142555002283923926e+00,5.319807469326029548e+00,2.929886770535802043e+00
-8.068675939427903288e+00,-1.207998472708312221e+01,-1.204224873558156617e+01,-1.345942280659751766e+01,-1.077564754114565737e+01,-6.742785343242135632e+00,-8.609131540191627963e+00,-1.599146352827134798e+01
-4.328439126472976461e+00,-4.266595721867262547e+00,-2.085779548479489875e+00,-2.837750065436434710e+00,-7.527857251932456251e+00,-5.072269780670493944e+00,-4.840931223619648449e+00,-7.446452131995788370e+00
7.133700524342046378e+00,2.884894177556947437e+00,-4.321122852693246585e-01,-8.500191363191433869e-01,-6.402587835968780894e+00,-4.800808725625464568e+00,-2.044960595203132669e+00,-3.589563175890008395e+00
5.791426055512736149e-01,-3.129265802270597696e-01,3.582081189461466586e+00,2.862268522381055114e+00,2.272104701909169133e+00,1.024181665371396655e+00,-7.304767720166684963e-01,-7.279213397905935246e+00
3.939523521676270068e+00,2.510705530410904385e-01,9.455855998436124565e+00,8.992359841994591818e+00,3.959477873376631596e+00,5.426258866753062904e+00,3.904993693470397265e+00,-1.335860812141030252e+00
