3.346512590812169492e+02,3.417141355186055875e+02,3.384503235448378291e+02,3.387701893422242847e+02,3.436841223755556598e+02,3.335500814769009708e+02,3.292120945721378007e+02,3.270422092464630737e+02
1.197526843146265918e+02,1.235247962796930778e+02,1.257384262103830679e+02,1.285709055203594460e+02,1.276815098698423441e+02,1.246475030160253681e+02,1.295255538897234260e+02,1.207618966440744259e+02
-3.393672085787963866e+00,-1.194232993010299282e+00,8.639000887786199456e+00,1.520508646700139721e+01,7.131334086634179670e+00,2.915563369262251570e+00,1.898346924374356703e+01,1.438074562999019079e+01
2.576404742011364135e+01,2.475593030934851768e+01,2.885846670618309417e+01,3.503686471121083912e+01,2.807920519401190518e+01,1.674804321333680690e+01,2.344805048853068996e+01,2.695463387783828324e+01
3.206448639312419147e+01,2.753787449721012948e+01,2.056289775051985202e+01,1.412637859751719560e+01,2.012454625429311861e+01,1.628952738245864040e+01,1.708096216344056018e+01,2.239596612038015877e+01
2.832881394964092969e+00,-3.237822760154464241e+00,-6.141190858544069542e+00,-1.305360479440433608e+01,-5.599531326513061735e+00,-1.773495208906067333e+01,-2.056542972573438277e+01,-1.368754649817607927e+01
-1.677282379466332074e+00,-7.426335561674847874e+00,-2.743765384974309551e+00,-7.193251476532338096e+00,-1.289016679176402036e+01,-2.265720885080724400e+01,-1.721236418778829602e+01,-5.345401689576692483e+00
1.313568335359609662e+01,8.884050450812736699e+00,4.806836480697303848e+00,-1.013181253467601017e-01,2.443759213757003224e+00,-9.782550240633312022e-01,1.866406862046248172e-01,8.617998301324417909e+00
1.251122772082809576e+01,1.034746206477053576e+01,2.118839762028963847e+00,5.161102807130475423e-01,9.144580402697648935e+00,1.158654872034474081e+01,6.760374197107743122e+00,1.190394276654217443e+01
-4.325791577499444429e+00,-1.074778472916845695e+00,-7.507073599786782125e+00,-1.103489352439836146e+01,-9.379548373160831787e+00,-2.440922280145013445e+00,-3.866267726403397553e+00,-4.281665459375920690e+00
-1.951879401874447195e+00,6.379230733734104763e-01,2.040333239082509298e+00,4.661664648271698574e+00,6.657087786837755372e-01,2.845518560620715398e+00,4.200682046882183052e+00,3.906833910768093610e+00
1.562019873254154234e+01,1.262529627619880301e+01,1.185370156087894600e+01,1.881674171004666363e+01,1.640000162376745152e+01,1.809329345500873742e+01,1.812101384469376342e+01,1.430638875132729382e+01
3.017648887172832861e+00,3.445882784696505219e+00,7.004283801562150913e+00,2.029883392947770204e+00,-1.908178433132689422e+00,-6.677427667578834658e-01,-1.246070261200338702e+00,-2.215365004876467814e-01
