6.014696685707956476e+02,6.142630025682094583e+02,6.016751407659484130e+02,6.010009382577801489e+02,6.102501159748978807e+02,6.001703447989424376e+02,5.791709783897510988e+02,5.831821018176697180e+02,6.011477325982968978e+02,6.192147984763136037e+02,6.295449687136456305e+02,6.466450484838270540e+02,6.500828604551807075e+02,6.455605553047656713e+02,6.355018661234508954e+02,6.315038881256980403e+02,6.217435174558490871e+02,6.079312516370931689e+02,6.120040536384966572e+02,6.324955151193163374e+02,6.536004832790126784e+02,6.396563981397067664e+02,5.763227952609960312e+02,5.269022979664667901e+02
5.070782490319732005e+01,7.159385137132889554e+01,1.067433267088221669e+02,1.286690951258236737e+02,1.414264303054023060e+02,1.444370127614625972e+02,1.500228771041221023e+02,1.412268008850942920e+02,1.104307451850632162e+02,6.085472910746537423e+01,2.261981264029940064e+01,5.005388449901808201e+00,-5.315756777821309065e+00,-1.277650987476629751e+01,-1.686321545894062268e+01,-2.004466968175582053e+01,-3.577954130415037071e+01,-3.445933738217345876e+01,-2.203667246335444574e+01,-1.455669133287535288e+01,1.343259364130316058e+01,3.790658878341253057e+01,5.030730413113704458e+01,5.041090098909300821e+01
2.637587179989887431e+01,2.257922215218716389e+01,1.803266444544571812e+01,1.404051062523202731e+01,-9.951836496865391624e-01,-2.817349783128090035e+00,2.770971121288950734e+00,1.551987865036329595e+01,2.970738338501333686e+01,3.367169217542283377e+01,2.140134580187931590e+01,3.399323138894531304e+00,6.448600718421185540e+00,4.655646504478502479e+00,-2.619271361528173969e+00,-6.869186256825847714e-01,-1.121806778093989987e-01,9.284082506058554785e+00,1.417440128906538632e+01,2.941859010681540543e+00,4.964001062114391516e+00,4.280216854581222918e+00,1.905366947689748969e+01,2.126974696459699032e+01
2.526151920709595089e+01,1.792981250939771343e+01,1.153533100966697411e+01,1.808848699919077774e+01,2.659170944679926762e+01,3.168476691735331485e+01,2.774181282107564073e+01,1.700384792552505431e+01,4.849855129256555486e+00,1.795444787289788380e+01,2.390326179984349864e+01,2.965830639655326006e+00,-5.661667135293502184e+00,-9.658922717991934803e+00,-5.284949879635246539e+00,-8.438002362657454070e-01,-1.793372276247537922e+00,-1.209510317636849797e+00,6.237482002537080295e-01,-4.064920210728459438e+00,1.518473245196195975e+00,8.748937959927497232e+00,1.734375155899534349e+01,3.264134921572990322e+01
3.289066965560103739e+01,1.492813971433789888e+01,-7.684187522606106491e+00,-2.344098648358903958e+01,-3.846040287020981907e+01,-3.825533279673912546e+01,-3.299597958101621487e+01,-2.018157442588299233e+01,-7.658483784266499228e+00,1.147626947615959514e+00,1.211830389214134840e+01,1.105480677909371678e+01,7.198751446699219514e+00,3.639591043553846106e+00,2.659197326715347032e+00,-2.140192261023694975e+00,-8.301666847613580202e+00,-6.962696115773219674e+00,-1.918863118813035840e+00,-6.450301746698142935e+00,-7.020494782604551176e+00,-2.071878587988430276e+00,3.824684797559943394e+00,9.704535621404328793e+00
2.856582876583060226e+01,2.096156507397692081e+01,7.673471405839770831e+00,7.245731487630732381e+00,1.269164853489819222e+01,1.489939396713322139e+01,1.231946703662401532e+01,1.019554678031790296e+01,9.527941753910845080e+00,7.943984278474577110e+00,1.365789681053043658e+01,5.717480492280595072e+00,-4.112455517042508113e+00,6.615523029660913545e-01,6.130785819388666624e+00,8.777558393395175074e+00,7.636488194776515748e+00,7.306616497867550741e+00,2.503774171135314752e+00,-1.218606480940473169e+01,-2.875891475595989988e+01,-2.575346067173403952e+01,-1.872869360858349452e+01,-1.797952227698974781e+01
3.122498735627726507e+00,2.231475836351624054e+00,7.784444573743154017e+00,1.767861254135500815e+01,1.753459554266722265e+01,1.846276486352317292e+01,1.906227364227824239e+01,1.438684051605939018e+01,1.200503960828872607e+01,1.000539386423558241e+01,9.644194300080616955e+00,2.655794223892399941e+00,-7.770384607453836523e+00,-8.102771969482358116e+00,-8.058373216200811484e+00,-1.794819079751728053e+00,-1.648448637091831870e+00,-1.867731172173629606e+00,-1.016846053255584614e+01,-1.456972173847210783e+01,-2.598652703941866804e+01,-2.411557033635870795e+01,-2.463224041683274379e+01,-2.032279900372779835e+01
5.961395722468414426e+00,-4.488438971200499061e-01,-3.829654033875242725e+00,-7.588905949822949637e+00,-8.508312000218689164e+00,-3.252538851276231657e+00,7.811559894055812858e-01,-8.642232691572560022e-01,-2.971158783713981233e+00,7.766409512274574656e-01,-2.299438847272485820e+00,-1.453372858021449332e+00,2.190231119120590542e+00,5.941661295310460389e+00,3.289946912724428962e+00,8.297912696087708539e+00,1.121559936366547028e+01,1.470462000376148737e+01,-6.877996601619040806e-02,-3.912799749355953871e+00,-4.011122232937831100e+00,4.136653157953561255e+00,1.174716292673059215e+01,1.434105886554772624e+01
2.980113752866127452e+00,-3.557188894216224195e+00,-1.563788840262543722e+01,-2.253687011299489740e+01,-1.980430296245753752e+01,-1.782989432084616155e+01,-1.587953620402135257e+01,-1.920144573940538635e+01,-1.706042388080434336e+01,-1.309499601972502703e+01,-1.126965779467560225e+01,-1.000897717490552674e+00,9.649266861986641075e+00,1.662246479494544360e+01,1.018912166373524997e+01,8.249760101848909954e+00,1.219860783209400168e+01,7.815538509104368536e+00,2.056732594376247558e+00,-2.725148863817814515e+00,4.606052932121819099e-01,6.017099612334638081e+00,1.033140008693457546e+01,1.790684862407645639e+01
3.239501984546427238e+00,-7.712158192741005891e+00,-1.745498867673888554e+01,-2.041581756591155283e+01,-2.705104762659367168e+01,-2.390484551156126614e+01,-2.088846859287377811e+01,-1.135971965121347260e+01,-7.587729981261343681e+00,-6.066421358476347336e+00,-2.136865872349587026e+00,5.991442309523748122e+00,5.134821326160532884e+00,7.686709080270275329e+00,2.907008948178438246e+00,-3.750515210925342569e+00,9.824152035416209294e-01,-5.713897078635064908e+00,-2.030898091542086004e+00,-6.163912842052998720e-02,-5.923144459422567287e+00,-4.135885369925658139e+00,-1.736823316680127904e+00,-2.566783013246314304e+00
