3.421115169686756872e+02,4.115116990484245889e+02,4.997192871035836674e+02,5.583332352219100585e+02,5.939837566269249010e+02,7.085555291526055726e+02,7.791274128075633598e+02,7.988866624789415027e+02,7.905908828936958344e+02,7.785044344067508746e+02,7.385877441344543968e+02,7.093272344832839735e+02,6.910411661812330522e+02,6.864515354683235273e+02,6.762640050948434691e+02,6.610623353717351165e+02,6.467104302279245758e+02,6.048555723977066236e+02,5.358175550453554479e+02
4.990317806722173088e+01,1.009703780637334205e+02,1.354789308963680696e+02,1.321411521316541382e+02,8.596565329474276496e+01,9.440091592345558524e+01,1.246990276220541318e+02,1.291179661857597409e+02,1.034935467170057279e+02,1.138848322356515723e+02,1.189990663986403376e+02,1.210426287977711297e+02,7.925483382820837619e+01,9.073887060071534449e+00,-2.984947861600890207e+01,-4.322903615483613038e+01,-3.470344509186588056e+01,-1.800127844786553766e+01,5.994905744011024495e+00
3.122299788210927574e+01,3.049990382459099791e+01,1.267949467770929317e+01,1.247844820605722482e+01,3.069908933506827964e+01,6.076930623177129398e+00,-3.878942052042664557e+01,-7.241676811803566238e+01,-8.460205954026312725e+01,-8.208451307649340833e+01,-5.789806946869411775e+01,-4.282703417821936398e+01,4.531361416251639795e+00,3.832985444082383708e+01,3.975395880222352218e+01,2.850408543755007784e+01,1.365626259842397516e+01,5.121879657382521600e+00,-6.746300716291693256e-01
2.765703977700918159e+01,1.752371664419598574e+01,2.099678111640685074e+01,2.375380289858222937e+01,2.052145439977885388e+01,1.984942371925497895e+01,1.137494815200423659e+01,8.002656190842332151e+00,5.844478270332515990e+00,2.795009088777389294e+00,1.136362368441841753e+01,2.926449030060408063e+01,3.744409759676784688e+01,6.348630727236069049e+01,7.152441107333154946e+01,6.513496937950330334e+01,5.287403222455638740e+01,5.248236524013290705e+01,5.994435952029587611e+01
5.204066450890262274e+01,4.649990110373018126e+01,3.883448315957679142e+01,3.676601760220224691e+01,3.013855604671249466e+01,1.889088375754750260e+01,8.542514787775500551e+00,-2.044113151813705898e+00,-1.981655021170437569e+00,2.184795218359564473e+00,2.602841186299565734e+00,1.316535490773775230e+01,2.364640173723854844e+01,2.218104043149479310e+01,1.832560524518939005e+01,1.008585533084023922e+01,7.058899127200216839e+00,8.889818082504282515e+00,1.758914830398324369e+01
-7.944531536364859647e+00,3.647716587928889531e+00,9.284333061661861564e+00,1.106021936013235951e+01,1.831305600730754435e+01,4.110689346863274807e+00,-3.610658592236426934e+00,-4.012941716476371212e+00,1.016387324653343027e+00,7.387126567267836563e+00,1.392685333346614840e+01,1.106173911626585848e+01,1.472453193289549134e+01,1.444438777329918011e+01,1.240570377175419914e+01,5.026990023275642372e+00,1.992951989295422166e+00,2.266338309530442352e+00,-3.159516936188055070e+00
4.254391960631922487e-01,-1.204998372019443709e+00,-5.791969019404940022e-01,-4.976243014928020791e+00,-1.829452688379470260e+01,-2.704320122097450962e+01,-2.648037131141643385e+01,-1.909817350440381034e+01,-7.942973548072133738e+00,5.638733648164448997e-01,-1.736320367824494282e+00,-1.463183898757884238e+00,6.114562926375652907e+00,1.670415181755495126e+01,1.684903984698616242e+01,6.713624601679361703e+00,2.817202242490613351e+00,3.424337369439835133e+00,2.449096712767531603e+00
3.504044963631983922e+00,-2.379851246072860249e+01,-2.810454237128600852e+01,-2.178677826552234364e+01,-1.441335873761882524e+01,-1.343908714727896836e+01,-1.292403643320514917e+01,-1.366216573539958645e+01,-9.233923784471546270e+00,-2.139957826110214789e+00,8.128018295244544333e+00,1.433931272270683976e+01,2.382315414933801634e+01,2.567838710430017812e+01,2.456622181151211137e+01,1.651651631107341700e+01,8.490579163486698278e+00,4.534874152346491272e+00,-1.443075094717520823e+00
1.790447848029176470e+01,5.773657257123786524e-01,2.300079221037983679e+00,-5.678563041585992011e+00,-1.387896749335632052e+01,-1.255622855690122464e+01,-3.504442294824867687e+00,-1.356755305569496084e+00,-1.016290171538122733e+00,1.656535338187917761e+00,-2.642310861849926695e+00,-4.217502714643927675e+00,5.129351973824340050e+00,4.951306311222749557e+00,-2.847676979008466613e+00,-1.168298839001582223e+01,-1.394119079660475080e+01,-9.762399701322820533e+00,-7.154599936669663762e+00
-2.368409525693010664e+00,-1.110920732958493318e+01,-4.841154946501126766e+00,5.735150036519685024e+00,6.986111774557943299e+00,9.833016937205901087e+00,1.049840699524766308e+01,8.597484782697188521e+00,5.873557231054852501e+00,5.635056469510151267e-01,-5.338723086492182190e+00,1.455203763512482595e+00,1.599070969344781545e+01,2.454600252030229868e+01,2.650064114893013922e+01,2.191011876404278524e+01,1.430014591446509087e+01,1.767433993978126239e+01,1.179251863129706734e+01
5.304972480582963890e+00,-1.941882348523813473e+00,-1.279359013448656546e-01,-4.088612642291252541e+00,-4.876098810706913866e+00,-8.782974300061439976e+00,-9.382136758183253988e+00,-1.842069897626776864e+01,-2.555926808289285646e+01,-2.792287077351712554e+01,-2.103327762416865809e+01,-1.144245779664726115e+01,-8.465612906695842099e+00,3.001291967688725082e-01,6.901767944811252331e-01,-1.945333648279776284e+00,-1.065707357740397754e+01,-1.338627158499899572e+01,-9.350763917210754173e+00
2.621751494171222774e+00,-6.818836711812061857e+00,-6.155893971365364870e+00,-6.890448131938913257e+00,-1.176389445799011924e+01,1.587774266680352930e-01,4.367601723646239442e+00,2.909273875256375597e+00,-2.068273454492851826e+00,-7.627367034525733835e+00,-1.693591716130254810e+01,-1.541197241221372138e+01,5.852375200054185100e+00,1.628592682190249974e+01,1.725084505931445733e+01,1.530567200482938794e+01,5.757240918310635891e+00,2.206854829634219861e+00,1.134345620840050861e+00
