3.766196603988094012e+02,4.429661452824242360e+02,5.266878543109748989e+02,5.823061676824963797e+02,6.056286739539102655e+02,6.147012974983846334e+02,6.212681229974508597e+02,6.317222600078077903e+02,6.374681101694095560e+02,6.338881175648103863e+02,6.371832249354441728e+02,6.376497062765438386e+02,6.409187621665504366e+02,6.477531584774604880e+02,6.430124192716224343e+02,6.183932525829019369e+02,6.490840630209435176e+02,6.861734403011627137e+02,6.751841955468072456e+02,6.319840365225352343e+02,6.222951986552778862e+02,6.160726513042179704e+02,6.095565828499330792e+02,5.449491187088672177e+02,4.319488473159275941e+02,3.631041413265603524e+02,3.262484780793931805e+02,3.092475785556684400e+02,4.147517802618942824e+02,4.812088816347162492e+02,4.491602850697503868e+02,5.090732605310230952e+02,5.863383796698665265e+02,6.662486314990763958e+02,6.868058937928408341e+02,6.829152623578404473e+02,6.846785531339420459e+02,6.641342332855740551e+02,6.479849077339288215e+02,6.372446379347742322e+02,6.128191558629758902e+02,5.907824862414369136e+02
7.808225156321097415e+01,5.165863656527183423e+01,-1.438989835186804811e+01,-5.394788433244139014e+01,-8.253102263051295040e+01,-9.687290068985498692e+01,-9.727520586441785611e+01,-1.064271869547102938e+02,-1.142755393813424405e+02,-1.148410642066608318e+02,-1.137962204597767766e+02,-1.120354094116604671e+02,-1.063896832686612868e+02,-1.143659147247357879e+02,-1.152636571105818177e+02,-1.037725463447616789e+02,-1.280069578065005942e+01,5.933375731850189538e+01,6.719906689076896100e+01,4.528903653457534517e+01,4.870116549252840343e+01,6.911043614306636584e+01,1.090575061422276519e+02,1.327724628492924808e+02,1.418490408965755023e+02,1.242977629814166960e+02,1.021771218955893517e+02,9.022900026283392094e+01,6.624406765207166359e+01,5.122573860611679919e+01,3.851130632729667980e+01,1.888223999747178539e+01,2.583799450195856906e+01,3.829433551464789076e+01,2.559683621652202845e+01,3.559505925498752887e+00,3.445217404833806896e+00,1.345210884340764323e+01,2.402688929295500841e+01,4.461098689998880928e+01,5.893035670882363064e+01,7.091449885554793298e+01
1.747459624995163452e+01,1.409694169786455475e+01,1.199715031464509885e+01,1.630676823420610333e+01,2.787251486244295506e+01,3.758390182702611781e+01,5.206275891415100432e+01,4.213989982726680239e+01,3.254059889161420926e+01,3.872262198939575484e+01,3.296320448131526604e+01,3.982105618827332449e+01,3.935101899298918227e+01,2.048087997877039612e+01,2.044582191275542726e+01,3.025678916212497427e+01,5.213155241863759670e+01,1.809340206303865273e+01,-1.507106741259155847e+01,-2.536851130640408414e+01,-2.790372989429146600e+01,-4.481689934945990927e+01,-5.405453671650640501e+01,-3.869480408292743334e+01,1.223157847430484324e+01,5.655556726971665427e+01,6.461264151737751149e+01,6.194718378726034302e+01,1.787296303811702813e+01,6.207682350247422320e+00,1.979202141847348173e+01,1.922738651512231201e+01,-7.614019544107568649e+00,-6.368506018337955155e+00,-1.390095853948784566e+01,-2.315658847098807271e+01,-2.115677526763058935e+01,-2.088089461138562086e+01,-2.555422443917844433e+01,-2.634059745224752191e+01,-2.123021971551969500e+01,-2.100977159493954360e+01
6.473450565520364819e+01,6.398004732123999361e+01,6.074067441926771949e+01,5.789334348064625146e+01,5.885976017400400906e+01,6.490449813710802118e+01,6.639844400857757023e+01,5.743439475600922606e+01,3.922406167350207795e+01,4.289475195112424188e+01,4.596243231521871309e+01,4.590065281272496378e+01,4.242188513186050614e+01,4.718667531521700909e+01,5.729215501317209203e+01,7.719459743599364288e+01,8.681689264148019447e+01,6.693477526982476888e+01,8.031079337590122691e+01,9.175605053181347159e+01,9.009234873259728715e+01,7.891516723806813616e+01,6.231837984813627429e+01,5.732782941675696975e+01,5.028624950930068849e+01,5.890488614329972705e+01,5.186310870220997060e+01,4.370723158355721694e+01,2.993152054777825555e+01,2.019482969698422181e+01,2.940224183833728233e+01,3.672122501433587161e+01,2.498929944565603734e+01,1.372677561206147701e+01,9.521902125122139182e+00,8.854906679124258773e+00,1.222339026873387979e+01,1.462502263555128934e+01,2.114700349095398124e+01,1.881682272867078609e+01,2.182401340539151846e+01,2.210751696738883965e+01
-3.910278580797993397e-01,-5.983149322573048323e+00,-6.383896003535445729e+00,-1.644502177995703818e+01,-2.505622061056940453e+01,-1.992756744590086981e+01,-1.252116073530849860e+01,-1.907833936393869578e+01,-3.446592558900675840e+01,-2.194721362449321944e+01,-2.299931944957424435e+01,-2.092739575343798464e+01,-2.094611348697373288e+01,-1.148616514622491636e+01,-8.741140172671155284e+00,-6.998294644580047574e+00,-9.140530672619554764e+00,-6.223673394668381320e+00,-1.081004333950062346e+01,-4.706738779050615662e+00,7.814750797058648502e+00,2.512633970118001514e+01,3.128425600618772862e+01,3.302500199530713587e+01,4.072555508873261942e+01,4.033649532692121653e+01,2.979474782440583169e+01,2.754666399490359652e+01,2.601527603526966459e+01,1.831477421147053164e+01,1.615271737339132585e+01,-3.607772432461625600e-02,-5.992279118779280545e+00,-2.168220950537661906e+01,-1.737861557409328128e+01,-9.057254052310572234e+00,-1.252490660899734465e+01,-1.843882934364279080e+01,-1.754195502779841576e+01,-1.098320060040218138e+01,-6.239244514064106184e+00,-7.699446870577858704e+00
-8.499901848081785616e+00,-1.924488943316990941e+01,-2.242594565602852441e+01,-2.478419758176914200e+01,-2.133771384336290922e+01,-1.834726025366514790e+01,-1.451595059047179248e+01,-2.620082396988975049e+00,-6.217018614259133713e+00,-5.871596874865665505e+00,-1.624727497873940152e+01,-1.798002281934228819e+01,-1.008000621616401027e+01,-3.827117970624366095e+00,-1.483316964252649939e+01,-1.891969147282356190e+01,-3.399071031922832020e+01,-4.268765167107029157e+01,-4.671655431490617616e+01,-4.384957874525106547e+01,-4.709157399775519792e+01,-4.798546500624750877e+01,-3.340807145711839610e+01,-2.308964438216722925e+01,-8.300858594449088912e+00,-9.361334590779391007e+00,2.252462704663271253e+00,1.051587519876899002e+01,4.720518430960464862e+00,-1.132893531548176957e+00,9.229655496743095711e+00,4.350464319116794654e-01,-6.142395309458027697e+00,-1.791495535031574704e+01,-1.811939039886444647e+01,-1.275526287885478460e+01,-1.736352355472267561e+01,-2.306540979056243401e+01,-2.063234410290157328e+01,-1.850648285572440699e+01,-1.426763248581056587e+01,-1.521028581234164179e+01
2.825879166987285629e+01,3.130428799717545729e+01,3.843104299429756310e+01,3.843321262808276373e+01,3.597651934522449579e+01,3.311734883518182926e+01,2.947396511696013377e+01,3.284204919954933644e+01,2.491618375186729395e+01,1.639442526939910039e+01,1.663358772020380982e+01,2.376205297461424593e+01,1.774518665565220843e+01,1.873035201860775700e+01,9.845433378893613252e+00,1.135931829168838547e+01,-8.695425877930256675e+00,-8.329424000057365163e+00,-1.057091856289495757e+00,1.114064966946993174e+01,8.236327278993211820e+00,-3.899280588769763245e+00,-1.360486973971051228e+01,-2.368749620172990689e+01,-2.005306405766906153e+01,-1.599771461632303371e+01,-5.280477422793371289e+00,2.382473357203290121e+00,1.397309334909341771e+01,9.265059670411135428e+00,1.026046099760408481e+01,8.422115105234668775e+00,-7.850899187210487185e+00,-1.864133461899504240e+01,-1.752565666688007440e+01,-1.270343240214773317e+01,-1.634523215833977261e+01,-1.800461512903231664e+01,-1.822570183750095296e+01,-1.607330851105108849e+01,-9.871043110476353633e+00,-6.567519080743505988e+00
-9.912148313971368196e+00,3.995948860457519736e+00,1.178769835554854950e+01,-3.870230061730394189e-01,-3.151836715038235148e+00,-7.932461136851640227e+00,-1.007685655591367890e+01,-3.261295415558377542e+00,2.102571292856133811e-01,-1.138494498942071997e+00,-3.279549495794153557e+00,-3.477923257965154669e+00,-7.881794599810755919e+00,3.089161180258284123e-01,1.474495391490092233e+00,1.133305276151989105e+01,-1.039837778443567018e+01,-1.512198208270934430e+01,-1.676559323431107984e+01,-1.643309549353107002e+01,-1.801789051015511944e+01,-2.047207265095073581e+01,-2.080664342982852588e+01,-1.989401262614862986e+01,-1.875582491655654849e+01,-2.496396672819683804e+00,-6.626900106968490967e+00,1.333046414336040097e+00,-8.039900415176945980e-01,-3.727580722635112309e+00,-2.732216900273412019e-01,-8.878962190498396190e-01,2.863118154747547273e+00,2.841272189405495308e+00,-4.999142043575400818e-01,6.375907784969244929e+00,8.859669032010934586e+00,9.737469118674397350e+00,8.604129732833976973e+00,3.900277034568940593e+00,4.898246057621399530e+00,8.311662381113620768e+00
-1.635069103685158964e+01,-2.083825595493266292e+01,-2.546837898946774104e+01,-1.804906855621044315e+01,-1.008277099701707158e+01,-7.656622012703906854e+00,-5.838961394109633218e+00,-4.485627787735890770e+00,4.225382313784746380e+00,-3.882620322803644886e+00,-1.161281378572407164e+01,-1.112160447599459800e+01,-1.095052031773972701e+01,-2.003698600269034347e-01,-3.223962229250998845e+00,-8.223951640477695335e+00,-2.934420848908495927e+01,-3.760135206965684063e+01,-3.363466563724864500e+01,-2.159840699425672739e+01,-1.389741548090204759e+01,-1.002700515608827114e+00,6.627483559021978277e-01,-2.296794185954765588e+00,-1.431061064078452638e+01,-1.067135557589897488e+01,-1.170309770726218268e+01,2.555112469248094209e-01,6.768044320696604110e+00,4.940049297668798189e+00,9.200137290635886700e+00,-2.347243762320554428e+00,1.007736446848295664e+00,8.514625729953850808e+00,2.754124900744158388e+00,3.348756923803696495e+00,1.233559326833085379e+01,1.680895285919996240e+01,1.310147968427844845e+01,8.831444365706371258e+00,8.517242444613252417e+00,1.286330266132405953e+01
2.689341805281591391e+00,9.028834514741181039e+00,1.514254054636886337e+01,1.426636472257370869e+01,7.456518540643167547e+00,5.952482308007869705e+00,1.088541593606009172e+01,5.473807297862972376e+00,1.092026907929379576e+01,1.395565543239513140e+01,1.594274951851349265e+01,2.196286058050728229e+01,1.786644331605799607e+01,2.638538199682731289e+01,2.721072848420914880e+01,1.611171843192045117e+01,-8.031715628486091774e+00,-1.015788670086068279e+01,-8.802212379392814867e+00,-1.874295632719547555e+01,-2.841540148969274782e+01,-3.167191330239153757e+01,-2.407291076922719952e+01,-1.520018370781721728e+01,-2.052062720082207292e+01,-1.791692380333874368e+01,-1.009551728425882544e+01,-8.730267339323700693e-01,-1.012742782655655427e+00,-1.850937950812025168e+00,-2.203816461858155940e+00,-1.051242355775879034e+01,-7.621828231328517944e+00,-5.134014155328828544e+00,-7.448560957315486064e+00,-5.790630952756657734e+00,-7.377405833794643542e+00,-1.179579425355223599e+01,-8.893304441629039658e+00,-6.995004291121728279e+00,-6.700337348586736574e+00,-8.700563283205330123e+00
