6.171570057473268207e+02,6.304792864982421179e+02,6.402932423936371151e+02,6.984614384255423829e+02,7.710443041746948438e+02,7.788900946483786356e+02,7.643392127811894170e+02,7.399401021190187748e+02,7.233607788248916677e+02,7.231135787148581358e+02,6.990536115857314599e+02,6.605106754090936647e+02,6.351667462045685397e+02,6.018342878396604192e+02,5.231268574625642032e+02
-5.923589715528799360e+01,-4.843201068935846365e+01,-3.131533679862858577e+01,1.889134009342385667e+01,6.808962834968536981e+01,1.136764124042886550e+02,1.209911739249666596e+02,1.361597464319751793e+02,1.051021998420544605e+02,3.173245607723344364e+01,-1.959361080236644170e+01,-5.845188757856339379e+01,-6.680001228277211567e+01,-4.595380385472208928e+01,-2.059378185965266450e+00
9.367296574753547134e+01,1.004264631917883150e+02,9.893159719320925660e+01,9.624263570383797628e+01,4.120026662860000499e+01,-2.408555154845771185e+01,-5.659488462235110262e+01,-1.784297599373406840e+01,4.004857653411340834e+01,5.643298001438606093e+01,4.628171927186573953e+01,2.665047428912021843e+01,1.392176691765138230e+01,1.743787522085561292e+01,2.835531655166369802e+01
1.110808987273353665e+01,-3.212371030146834006e+00,-1.800210651133500761e+01,-1.896008322196734142e+01,-4.461813623262495199e+00,1.747876294057643420e+01,1.203630973519484293e+01,2.428125994365981555e+01,4.455804698501834338e+01,7.824684844483036272e+01,7.521308915783836824e+01,7.293863969543940584e+01,7.297260073177588424e+01,7.739167119230492631e+01,8.805421400302391532e+01
4.508253741343393983e+01,3.823502664287994435e+01,3.298395717524144288e+01,2.232256702915304913e+01,-2.731160843953573725e+00,-2.885314040496106713e+01,-3.015742965576928469e+01,-7.586558200159958965e+00,1.509078704922613490e+01,2.379816425628202481e+01,1.602233302343845978e+01,1.882604699172875229e+01,1.806301301177933993e+01,2.183908138029407553e+01,3.329124559829598695e+01
3.600814820451877551e+01,3.337393547449784137e+01,2.995267660503794360e+01,2.452920410524350103e+01,1.880852697966357212e+01,1.520109532198680391e+01,1.047121076179893073e+01,3.168733393775332985e+01,3.233612435146365272e+01,2.638125245641869299e+01,1.927694669589797272e+01,1.625588992419562828e+01,7.271868451462813354e+00,2.694347179182710939e+00,-4.919205576026149274e+00
-1.851558359477882831e+01,-1.613572230967834997e+01,-1.829822498918173324e+01,-2.559202501810209895e+01,-1.733735222334629356e+01,-8.773492068708812042e+00,-1.781104648948901303e+00,3.295888517693458919e+00,7.342438031290116740e+00,1.989955549123097356e+01,2.336670776403522609e+01,1.644260375244608241e+01,7.640873617301712883e+00,3.777032105112878568e+00,-3.968815643142427074e-01
7.194126490178339717e-01,6.621660323726260344e+00,6.714140586079012429e+00,-1.529670209786074508e+01,-3.576572123942712267e+01,-3.970810032377352883e+01,-3.731955535198682838e+01,-1.294493075209769728e+01,3.719341020039238721e+00,1.791962073999683014e+01,2.199798765992936467e+01,1.627861941608799157e+01,1.365695468532505785e+01,9.658563629057621114e+00,5.335575710302291608e-01
-1.223116703523322002e+01,-1.559773494822498385e+01,-2.527691621803244715e+01,-4.276086659759081954e+01,-4.205226865713722617e+01,-3.172523790729442794e+01,-2.660628878064582281e+01,-1.419965891814711334e+01,1.385854013067722157e+00,5.600608022495105587e+00,3.189825733600448299e+00,-4.636684122443766043e+00,-9.276139162662396132e+00,-1.481297649042649844e+01,-1.757801120331117062e+01
1.864156572776193599e+01,1.334726830931585440e+01,1.083002611894354139e+01,1.096099315323786882e+01,2.361644881624389924e+01,2.389029513344937072e+01,2.468154352662174489e+01,3.466546778352875435e+01,3.103670323849801349e+01,2.802422370177320943e+01,3.413982305299701636e+01,3.007281375137932855e+01,2.838278600658417261e+01,1.918001714148950398e+01,4.396925033987386655e+00
-1.482923840799542958e+01,-2.001649648937149095e+01,-2.105630421173414391e+01,-2.147110471095230366e+01,-2.459122260194734366e+01,-2.245030087710773614e+01,-1.819432782693299444e+01,3.260708276829220043e-01,-4.809119396054855056e-01,-7.754163932844172713e+00,-5.556778535542931330e+00,-4.076555647486118872e+00,-5.823686770564822979e+00,-1.095026411768764518e+01,-1.466677972806891006e+01
-6.586321476533156805e+00,-6.251391590001038168e+00,-4.482085670133939104e+00,-1.387863021992422397e+01,-1.030125308224851821e+01,-7.605392910881950463e+00,-9.193427569600086002e+00,-1.077344753617141748e+01,2.119555851754427955e+00,6.674148521732762518e+00,6.841787197877343907e+00,9.119023951912044623e+00,9.207036354541305201e+00,8.857433152593635839e+00,1.794953736215376461e+00
-1.954267047207019559e+01,-1.667159045870479872e+01,-1.642860800396220000e+01,-1.958103794839679423e+01,-1.219347086312903983e+01,-1.286526964882572699e+01,-9.277497893824632413e+00,7.313735801203536724e+00,1.698070004745163564e+00,3.302785648118320871e+00,4.326064126056511583e+00,4.643516744475824076e+00,4.829849597207289680e-01,-1.076469177368835517e+01,-1.387141437820260492e+01
