5.085350590939372069e+02,5.012975307125105360e+02,5.686884890986643768e+02,7.099355267699726255e+02,7.526713727751065335e+02,7.560908862556537997e+02,7.533387192650658335e+02,7.446049263020174749e+02,7.381933690489242963e+02,7.294444826089410299e+02,7.093713186330443250e+02,6.812488394236825116e+02,6.335846805213888047e+02,5.547604972543011854e+02
2.250575397340316286e+01,2.639884562066979612e+01,3.951550672977454326e+01,1.027560793750231625e+02,1.173083416667418959e+02,1.166836555043267509e+02,1.276498227471836628e+02,1.154074663187151089e+02,3.894315152629911125e+01,-1.304857388807850249e+01,-3.584865586939906734e+01,-4.575613242748856635e+01,-4.341438592986703782e+01,-1.940182553612553562e+01
3.983470647769752304e+01,4.363068851052614860e+01,2.660138892785650455e+01,1.290776451620181575e+01,-4.739169062539611232e+00,-4.128048769737133483e+01,-4.396297253327494303e+01,2.432694181813479517e+00,3.111700145396026329e+01,3.126983554590122338e+01,2.396284665419682369e+01,1.492839682792898692e+01,1.336418109985483760e+01,1.248565793613308372e+01
4.489151029285800831e+01,4.309719156321853717e+01,2.069169432878645409e+01,2.155924877989972011e+00,1.709990571407124804e+01,2.663449104456883632e+01,1.699779535643431672e+01,1.935981328881734953e+01,6.037773677580820220e+01,7.569466340374157198e+01,7.104687171655824329e+01,7.193636744608647859e+01,7.508012762888776592e+01,7.521529944682785640e+01
4.309686221906725478e+01,4.101092372153628673e+01,2.273101520263059427e+01,-1.266721687470989721e+01,-2.582165956489159697e+01,-2.547619581135031552e+01,-1.644487417740295498e+01,1.117547187900638939e+01,2.147670425444029974e+01,3.173504133497136692e+01,2.987303050130235960e+01,2.756209836413377445e+01,2.012886258281638874e+01,2.443193629653278265e+01
4.433835139799103331e+01,4.537322280654279893e+01,3.063731306157512790e+01,1.704926492706827190e+01,2.009870883049580215e+01,2.785573349014959632e+01,2.133734773767255177e+01,1.998289770360593209e+01,1.469647895589454478e+01,1.911721836726229640e+01,1.740710015303760727e+01,1.572929936905237724e+01,8.536217931999370734e+00,7.259299371507166754e+00
1.737897076232972893e+01,1.974802075476522134e+01,6.084260242471582814e+00,3.004770914688037919e+00,9.853509129262722155e+00,4.312869078130048273e+00,-3.052234502909573211e-01,1.685658287327306493e+00,4.821909948385584066e+00,5.778581478551828354e+00,8.250726616371361288e+00,8.506843566036895510e+00,6.193306963092233275e+00,8.859200959175227652e+00
1.940479733765828030e+01,1.819294257770211587e+01,2.137913876005130276e-01,-2.687560746349718954e+01,-2.853158479866903008e+01,-1.817371698632574351e+01,-1.280661737951321300e+01,4.916200772681583731e-01,2.274329843254488281e+01,2.845242398753342883e+01,2.898784517730506494e+01,2.788770187959472935e+01,2.212092053457733343e+01,1.326838756145489739e+01
1.020008133464836320e+01,1.150409633269446275e+01,1.484397842970024639e+00,-3.778572522580620330e+01,-4.910544163596730982e+01,-4.499859784551221509e+01,-3.515002690716868017e+01,-1.574501447792525433e+01,-4.540492773654862813e-01,-1.611145257948228604e+00,-1.834585977270716706e+00,-5.526311035666902072e+00,-6.700411083094104825e+00,-7.216504934489421430e+00
1.730808787339153909e+01,2.118963716630529603e+01,1.620503433061971776e+01,-1.508578646546198110e+00,8.908560977891511357e+00,1.991318292109557575e+01,2.411994083861131344e+01,2.907226249830338816e+01,3.144409958556316553e+01,3.300404359915884811e+01,3.497120368059087525e+01,2.974924443737254265e+01,2.453847732729749964e+01,1.854023250451893290e+01
-9.744843811656587196e-01,2.058019220650950665e+00,-7.584352870755616927e+00,-1.372718436974866307e+01,-1.581435753263039956e+01,-3.551150453159056752e+00,1.339416556974328820e-01,4.100143291434951820e+00,-4.756057925931352237e+00,-5.151203199967746560e-01,-1.439188951429306362e+00,-2.606317613243536613e+00,-2.792394933985977268e+00,-8.668823185667484665e-02
2.381045580224928848e+00,7.122160340086992392e+00,9.434697896116041704e+00,1.028616433070622449e+01,1.218236657282773905e+01,8.228675125022796299e-01,-7.927709271176292205e+00,3.365335033255800745e+00,1.138385653942126829e+01,1.692129650065083979e+01,1.424737544841455517e+01,1.422558768609950519e+01,1.141481898795026773e+01,7.711622000050752490e+00
-3.238961327745805807e+00,-8.845791391654027613e-01,4.862239997892416454e+00,2.467346736908040405e+00,3.510144970336382730e+00,7.657791264943313969e+00,2.208186367151688145e+00,-6.876099258854758922e+00,-3.809225988932821716e-01,5.628000745194738030e+00,4.665332639105214341e+00,6.269706151569595320e+00,2.491509415310085629e+00,1.389972142086520979e+00
