5.699739091974147414e+02,6.013660652081077842e+02,6.064412475485194136e+02,6.003758559174360698e+02,6.002014174113411400e+02,5.937514656083836826e+02,5.907622508334760596e+02,5.970015937518808187e+02,5.988077971885245461e+02,5.870542154569827744e+02,5.843967990665917114e+02,5.992983511185306043e+02,5.974636587348674084e+02,5.929444916071696525e+02,6.084638347957326232e+02,6.492788115718137760e+02,7.452021956873709314e+02,7.805176359732324727e+02,7.660048829666403662e+02,7.468311389675081955e+02,7.334761594992871778e+02,7.191270969973024876e+02,6.992481579494030939e+02,6.917344691738861684e+02,6.898951292234662560e+02,6.938712598323407974e+02,7.087232225714515153e+02,7.053361957865789691e+02,6.791043625825665231e+02,6.492236741526170363e+02,6.600463445356889451e+02,6.675796797597131444e+02,6.540812117103353103e+02,6.398067776285414539e+02,6.251730429349252063e+02,6.237440383507915840e+02,6.194397461301126668e+02,6.112904449026606244e+02,5.943513631849722287e+02,5.756576226744253972e+02,5.688681361090805240e+02,5.739026162285757664e+02,5.661715360871424991e+02,5.496384407860418833e+02,5.492152173191126394e+02,5.496291993114894012e+02,5.364408889404290903e+02,5.142248926249023953e+02,4.786891753474207576e+02,4.352304191021239035e+02,3.839816355768508060e+02,3.725460380150329911e+02,3.752058285314837462e+02
-3.231181284426540401e+00,-1.352350411457904134e+00,-1.888733106994448718e+01,-3.373461206299352000e+01,-2.953757678133399267e+01,-2.842126285066309066e+01,-3.916761407552890262e+01,-3.975518561013640806e+01,-3.534231779155497577e+01,-4.932815361941648291e+01,-4.916562696962370183e+01,-4.147852554423597127e+01,-4.934249800787682716e+01,-5.415760578629848965e+01,-4.673900384546585940e+01,-3.917631675548033598e+00,9.346839733716956289e+01,1.159354657804187099e+02,8.880416826540559327e+01,6.779920470199930094e+01,6.661091102078283654e+01,7.265354843568977117e+01,6.819888730407663502e+01,7.510790853633835695e+01,8.492641677625971397e+01,8.885778979488129892e+01,1.015598068999011048e+02,1.112572475552342439e+02,1.169456828178904999e+02,9.917625845933036999e+01,6.230713801590245993e+01,4.346397409959966751e+01,3.064031402043549690e+01,2.884944969560544337e+01,9.235652907796897182e+00,-4.159126293433247357e-01,-4.660126644548739705e+00,-6.899896420709040079e+00,-7.110237997626260409e+00,-1.558159235496214556e+01,-1.023984512245343304e+01,-5.968147973354845703e+00,-1.655413809421778737e+01,-2.259840677828177746e+01,-1.031436892319947063e+01,2.402574878382131018e+00,4.158446407657148569e+00,8.980144884294229968e+00,2.104670210033373223e+01,3.748720353912663228e+01,4.867646171111040587e+01,5.937435756845638224e+01,6.472003687247388370e+01
1.400495978466441116e+01,1.484646867493403732e+01,2.491211127561077632e+01,4.189472397682941107e+01,4.994163276391695661e+01,4.610617617392216516e+01,2.572601649781090671e+01,3.022051739757784361e+01,3.358818023049383328e+01,3.454402986500373629e+01,3.977539769970869088e+01,3.429367474365646018e+01,2.744322617114114493e+01,3.422191966171381239e+01,3.660801497938612670e+01,4.120771796189338687e+01,1.994291230612769894e+01,-7.324060724461818772e+00,-2.241256762299291694e+01,-3.196153990047447735e+01,-3.289590881866683958e+01,-2.851213465539925096e+01,-2.353864682908625383e+01,-2.297006343826282659e+01,-2.381588786049104556e+01,-2.622710820175433710e+01,-3.026655072528126311e+01,-1.230379521522138297e+01,8.922209103509320727e+00,1.782899029389631096e+01,-1.434370204336387733e+00,-1.336664777705186502e+01,-1.848551004479871906e+01,-9.992757856569951969e+00,-7.049610286995516617e+00,1.183843071387951751e+00,8.814808750242817403e-01,2.726404824373013458e+00,1.330776860391031491e+01,7.913832665198646588e+00,1.009676779660485479e+01,1.283252642748523620e+01,8.089169760542080923e+00,3.128351146101529423e+00,6.013752931257630330e+00,1.108790465991082996e+01,5.974420011908815553e+00,1.090288570198464413e+01,1.220292621897963414e+01,1.411631801718790591e+01,2.825830766729843901e+01,5.066987111506560382e+01,5.696912049094550667e+01
2.699167001679738576e+01,1.670110058356339877e+01,9.423859236321193933e+00,1.539276375549092357e+01,9.576715050866175361e+00,6.744130627978762504e+00,-1.358426089437781314e+00,-1.450195689783959097e+01,-1.540075189703023995e+01,-1.664982287636945912e+01,-1.609722792771171385e+01,-1.886151417701708155e+01,-1.254760216753156499e+01,-9.928393188310501216e+00,-6.329514834325557615e+00,4.637054226235472143e+00,5.305664653916286611e+00,1.640871062591238427e+01,1.066951351565488082e+01,1.040080348100931307e+00,-7.345715345171802468e+00,-4.226279260336292865e+00,6.242198661620842692e+00,1.924407750134439432e+00,1.296503108058428388e+00,5.252234879939306822e+00,-1.901348670983576516e+00,-6.768996996995270132e-01,1.526198551227321953e+00,9.952457552434299970e+00,5.740192310500532358e+00,3.289316396136870768e+00,6.799397160668367412e+00,6.779800056965791910e+00,2.447182982520586414e+00,5.933739514879414756e+00,9.239320154312272493e+00,1.575613198999042730e+00,7.362190038120681734e+00,5.330544942257630758e+00,3.823922625153767463e+00,5.292230430502365301e+00,1.190787159496591485e+01,7.916095193152123954e+00,2.363875795594565066e+00,-5.195187114329852029e+00,-1.979966893081337886e+00,1.212780697671148644e+01,1.952955872825832273e+01,2.917743664501930567e+01,3.877390849754989688e+01,4.150425383495435483e+01,4.550659709304276390e+01
8.379623276399437160e-01,-6.869455819081615289e+00,-5.477528630999952242e+00,1.477201745748415673e+00,6.323249997373825426e-01,-1.959425208691604858e+00,1.127664031739961104e+01,1.235429539002888433e+01,1.423674070458882390e+01,1.067672195325773110e+01,9.554478713576456173e+00,6.422917038037533999e+00,2.535936961892676145e+00,-2.503892639110118501e-01,3.793292754009030432e+00,4.641688892677141576e-01,-1.010511815395850377e+01,-1.927317710363826819e+01,-2.332758831641709207e+01,-2.693626929886616495e+01,-3.167548708123502621e+01,-3.136321793770532196e+01,-2.416880562586869630e+01,-2.497582301147232187e+01,-2.752485832659827736e+01,-2.493955097411059896e+01,-2.929158012204622352e+01,-2.603671924032765617e+01,-2.090420330636050750e+01,-5.438617738994206974e+00,-6.675265905051805948e-01,-3.470141505983724617e+00,-6.688244597043601303e+00,-7.615384108501185523e+00,-2.140571643143382996e+00,4.978303725025641668e+00,1.178478346194542858e+01,3.472961610622760098e+00,5.779723503048606048e+00,1.077131194484129040e+01,9.414140892369760039e+00,7.740558102387364414e+00,1.176308263287428701e+01,1.836981132013948326e+01,1.088668666108048377e+01,7.839035956398667793e-01,1.438051490609607086e+01,2.059796318372462309e+01,2.414291866615899806e+01,2.851379169148856363e+01,3.207764467535680808e+01,2.959551169452175046e+01,3.214080308362322569e+01
1.585875455416146806e+01,6.747840434089868999e-01,-1.458299557209470976e+01,-1.245322677205388828e+01,-2.873593538231562938e+00,-1.136922475360154472e+01,-5.193594823231939550e+00,-7.034019900389449020e+00,-2.313739764134520538e+00,-8.986164358129729024e+00,-4.049153365934774484e+00,-4.084498285455138600e+00,-4.515044766593399928e+00,-9.185970767218996968e+00,-8.988644175441185880e+00,-1.177761123087171669e+01,-2.712193645178084722e+01,-2.012469550102984783e+01,-2.561261634150121580e+01,-2.290428829251025178e+01,-1.821369242083728679e+01,-1.534073745508357689e+01,-1.058866387380648888e+01,-1.242432263127141390e+01,-1.726416888938022254e+01,-1.613177260229894827e+01,-2.564694189054074513e+01,-3.000508761682955594e+01,-2.763609593946293330e+01,-2.167604541355150971e+01,-1.691778266717720669e+01,-1.027495574434537140e+01,-1.194527573803829767e+01,-1.674156667346937155e+01,-1.480157559314272575e+01,-7.183440175225406676e+00,-9.679334647117421753e+00,-1.713128259799888653e+01,-1.404705806829390546e+01,-1.136344785555997738e+01,-1.097910971638254196e+01,-1.863672360970154074e+01,-1.626526514012425650e+01,-5.945067388574472922e+00,-8.904530873958142578e+00,-1.663473043688245667e+01,-1.223742055389270966e+01,-9.624830827288988644e+00,-1.026944007853941088e+01,-1.096983261949192823e+01,4.121091290537174601e+00,1.645095036081286466e+01,1.877670572647191349e+01
6.224565246301386523e+00,5.582475372548214132e+00,8.882548320170791101e+00,3.117224527118137800e+00,3.893614769092179628e-02,1.631067985469201620e+00,5.955608784844907078e+00,4.885676436268290956e+00,3.057538551331342447e+00,-3.770993419572357119e+00,2.184391502066041824e+00,8.205657537533339152e+00,8.850304904988977484e+00,4.736740523460357899e+00,-1.470479295427456812e+00,-7.642524773610225530e+00,-5.241271264968908383e+01,-5.396939936205058075e+01,-4.825989928695190656e+01,-3.876690657347256774e+01,-2.568852894680458832e+01,-2.224909572602971508e+01,-2.438321067481748372e+01,-2.738604535987604294e+01,-2.582177953729224740e+01,-2.511670143650961506e+01,-2.620097599620821427e+01,-2.407258387769421404e+01,-2.294776002733642528e+01,-2.144547507644015027e+01,-1.217966104756077961e+01,-2.989046994656166856e+00,6.625223887050282201e-01,-1.899045016889963300e+00,-4.861457880336695681e+00,4.850045189786964528e+00,9.401000527696183440e+00,1.119753993329803876e+01,1.027757905767767177e+01,3.629540506597688232e+00,8.667884303666991697e-01,7.041533493042162917e+00,9.781615165405955992e+00,1.339664660250782191e+01,1.142175579960395382e+01,4.129575273969199323e+00,4.172635053072596634e+00,6.533011614687095348e-02,-2.477137921790029118e+00,6.038384034459108873e-01,3.923250690367703797e+00,7.854923629348655290e+00,7.028683839254689758e+00
9.789148279769854355e+00,1.100991551007177804e+01,1.539092154786136035e+01,7.958158122951097369e+00,7.335276949605893382e-01,1.116263916128653388e+00,-6.300095802651130228e+00,-3.740502584902934302e+00,2.156547607726144289e+00,7.185362661386173855e+00,8.906854369105252189e+00,-1.184306783695761922e+00,-5.260869611298854664e+00,-4.836270365946722549e+00,-5.209242421985754490e+00,-3.010292174580847302e+00,-2.421996043769031814e+01,-2.934573631627989698e+01,-2.919903170065621367e+01,-2.365556614563445947e+01,-1.986165290642567527e+01,-2.409822100901191533e+01,-2.313488955067686703e+01,-2.486608233938142121e+01,-1.680484566125222301e+01,-1.890819184057615843e+01,-2.598703679082916551e+01,-2.204500908789488989e+01,-1.753562166047382220e+01,9.511338856639324213e-01,6.430322465611098437e+00,1.360626026718271486e+00,5.819733864033562298e+00,5.224590131293076922e+00,-9.283134138801446555e-01,7.569417419519185231e+00,9.992274242131067297e+00,8.616269966466195029e+00,3.714478134459683112e+00,1.523577647967084836e+00,2.670252138675778486e+00,1.102374430351954260e+01,9.451595412024969889e+00,2.021187419762711990e+00,2.517864435266725209e+00,-1.184125565609809083e+00,-6.504441056253107423e-01,-4.153315473345581488e+00,-4.993063202213173568e+00,4.064668462674081439e+00,1.257328321132842852e+01,2.722133011705294869e+00,-2.039120292815609581e+00
4.917341881103276524e-01,1.042626242292617533e+01,1.491556666975208501e+01,1.166318816168479344e+01,6.653927570117090795e-02,-6.068360321191734741e+00,-7.153945037508313121e+00,-6.288021352999292546e+00,-5.287125450589329922e+00,4.522541261091017617e+00,1.015086895937794509e+01,1.117944734674313878e+01,1.167436770861438333e+01,4.713454299576566697e+00,-7.026831282985868121e-02,-8.110092003049773624e+00,5.305962643586161320e+00,1.988886545187598642e+01,3.093467017951588360e+01,3.586105502494665132e+01,4.488227074395925342e+01,4.756396735549396482e+01,4.112321244644279972e+01,3.893738238088860726e+01,4.182014300169058885e+01,3.410617831539167355e+01,2.184776981882878744e+01,1.711665038396524352e+01,1.309426689555380818e+01,9.579877143009467133e+00,3.802437888178953784e+00,3.453196111568868965e+00,7.466675653771080334e+00,5.159566630167988777e+00,-4.318531262328092479e-01,5.201188507024148144e+00,4.022468865815884698e+00,2.534253826590723291e-01,4.404055488880596059e+00,1.418211285539446465e+01,1.058741937250609588e+01,1.263221906336713829e+01,9.461297117846539706e+00,8.044222955581728840e+00,1.167063477747979405e+01,5.561133709459567420e+00,8.571145288178197319e+00,1.491561775232141329e+01,1.383520401236962982e+01,1.308646895208014094e+01,4.158129667448021038e+00,-3.234233497930161683e+00,-7.998157003496734418e+00
-2.647189615424948173e+01,-1.414047621570206026e+01,-1.643400970747885737e+01,-1.617763703680224907e+01,-1.327849924455195207e+01,-1.446881186911548411e+01,-8.062786484564085754e+00,-1.753821085748597852e+00,-6.674737797044228316e+00,4.033733298410733248e-01,6.565057456439114425e+00,1.916573801247824616e+00,4.312882989927127930e+00,3.835596036851637525e+00,4.329796103770867433e+00,-1.328644934173588155e+01,-1.527645965731445443e+01,-2.278783338639516742e+01,-2.304818812941523731e+01,-1.872326714491302369e+01,-1.034842678774400859e+01,-3.491410099585016802e+00,4.337410360853362068e-01,7.452421848074506361e-01,3.237217602896253599e+00,1.156041527910004341e+01,1.608289716593706231e+01,1.235100123762764568e+01,-3.602408637293141869e-01,-7.720242900930989194e+00,-9.313336966226842151e+00,-8.546719964611813936e+00,-1.231453084404449250e+01,-1.188609075434060003e+01,-1.231283920212286809e+01,-1.051007070458135395e+01,-1.253885787860613021e+01,-1.207428960411493968e+01,-7.344175489170199356e+00,-1.610698854904449639e+00,-4.269018849138122462e+00,-9.617930134642641349e+00,-7.287793455781251595e+00,-1.076233585614938448e+01,-7.952513552016321263e+00,-8.981858883141526917e+00,-6.729992688876281548e+00,-2.835399399222085837e+00,-6.332439215707116986e+00,-9.060034461438986497e+00,-1.426862917665389574e+01,-7.457755353565988621e+00,-1.098183414821248860e+01
