5.203768687325804194e+02,5.096682787418901057e+02,4.902000575033976588e+02,4.932708265753853425e+02,4.933775622382713095e+02,5.090613649446782460e+02,5.336805774322658635e+02,5.588440266826091829e+02,5.623889628501909783e+02,5.404001188356467082e+02,5.107878974735612019e+02,4.955043138523744801e+02,4.856173271494152459e+02,4.737730740401922844e+02,4.671691200364461451e+02,4.833550100485409189e+02,4.804557014710978819e+02,4.489657132211323756e+02,4.103719256184103870e+02,3.983312126640005317e+02,3.806811184328323634e+02,3.753947494052555953e+02,4.701452659659883579e+02
2.971262911524551953e+01,1.419750942031993368e+01,-1.271405577936384645e+01,-1.454476966064009957e+01,-1.277758478443670498e+01,7.000896009248300800e+00,2.377066594784458076e+01,4.875124361821981722e+01,7.585041202530331361e+01,9.424390139287177703e+01,8.829877662338532218e+01,8.420056277476022899e+01,8.501245048775997759e+01,8.777156991430362609e+01,1.037193572428763275e+02,1.275424428443139107e+02,1.524025883810219284e+02,1.795160781588913324e+02,1.729599109321017067e+02,1.701453202417759485e+02,1.645667837829586801e+02,1.357390930561590494e+02,1.021826310223838163e+02
7.893569406362624363e+01,9.545458621780004194e+01,9.576483620291071475e+01,8.404143013727596667e+01,7.764828435395600081e+01,7.989870324278500391e+01,7.135976182561242354e+01,5.168027570512944635e+01,3.845808630366488501e+01,3.617279152016612898e+01,3.616344424666732493e+01,4.076406540854210903e+01,4.489110191718247478e+01,4.100259843331920706e+01,4.078945401101979940e+01,2.930503479931080335e+01,2.148399402436373151e+01,2.543212821184892647e+01,4.231808305510794810e+01,4.126979639312403947e+01,5.133699499136480426e+01,6.769765482222325659e+01,3.915162339843345762e+01
2.599162620352644026e+01,3.532227587427229309e+01,3.124604568395914583e+01,2.847519606694832106e+01,3.206373515585151779e+01,2.044368654538619978e+01,4.218157355931185570e+00,-3.402483915751660870e+00,-7.434357478646434814e+00,-6.097149741452426497e+00,4.562647729534699437e+00,5.716768255239366603e+00,-2.195921841567002097e+00,-1.152115851772644106e+01,-7.624859224821557646e+00,1.085566484429229206e+00,1.224350034735007320e+01,1.145465590982712811e+01,1.720885256659034468e+01,2.249687487710706790e+01,2.781145280145182141e+01,2.821405257858858562e+01,1.810105866915618478e+01
1.924941287998118611e+01,2.160302889409491200e+01,2.338661415848109115e+01,3.632748401377523351e+01,4.206231246163903847e+01,4.190164023641766278e+01,3.834843295812814290e+01,3.506913489765680225e+01,2.426911671258586267e+01,1.675550586563032596e+01,8.877376725726712436e+00,1.708921792609433554e+00,5.813307233558889564e+00,-6.473267865373291130e-01,-7.016216355912229474e+00,-9.007813651016377321e+00,-8.875001433682840002e+00,-1.042188272993073284e+01,-7.923914893062115716e+00,9.345616683374650790e+00,1.709745729860276242e+01,3.212076727444738822e+01,3.764692516451771098e+01
1.304697781561512038e+01,1.865427975697665630e+01,2.837555593800123788e+01,2.483078845795680323e+01,1.495353922507245059e+01,1.412841939937325186e+01,2.129562166840259607e+01,1.888762265507159555e+01,1.828291336055058025e+01,1.604615496221965643e+01,1.719217142542403565e+01,1.580362598890348913e+01,6.402250356219237659e+00,9.452897259650754336e+00,1.673266165615010692e+01,6.766418750702902329e+00,-4.018781431555801475e+00,-8.859282314303850825e+00,-2.646540195731970080e+00,6.815769511401720493e+00,2.729181337435162114e+00,1.241892836858986104e+00,-5.775498395322392398e+00
-9.375535846499559511e+00,-6.814153993664824327e+00,1.166383753045413840e+01,1.754436924308063794e+01,1.912894848761243338e+01,1.280387599311504587e+01,8.459339932555447916e+00,1.674142393378733606e+00,1.148174781164862601e+01,3.285081063652761202e+01,5.158361136417041592e+01,5.242700472937639233e+01,5.097565583882779094e+01,4.624600893814110947e+01,4.904503380787305389e+01,3.974605493442034287e+01,2.267266763690168574e+01,1.665408662354205482e+00,4.227554260044984247e+00,5.790625686936593297e+00,-2.926352245570248201e+00,-8.467161406199814166e+00,-1.949620202378719824e+01
-3.368871584739790137e+01,-3.969614490746084812e+01,-2.959703797217462906e+01,-2.806307005786764464e+01,-2.792194985474483460e+01,-3.494561664967984882e+01,-4.699623089306106039e+01,-5.357729659162041003e+01,-5.303290967055733063e+01,-5.656372256544236166e+01,-6.205409638273125239e+01,-5.862306258421185134e+01,-5.265636910660872871e+01,-4.620663787655360011e+01,-3.618850416893410227e+01,-3.448344621716157121e+01,-2.338334381084781199e+01,-1.170776882174296496e+01,-4.882250274422672565e-01,-2.654851234356890188e+00,-9.458111950170842164e+00,-9.125934105142786024e+00,-1.134430745260526407e+01
2.330048212458709855e+01,1.989711978958436589e+01,1.510111314344512756e+01,9.167673416530595532e+00,7.257957881578118275e+00,3.044858402109262840e+00,-1.255888093727089405e+01,-1.693019110043711350e+01,-1.100372494213696584e+01,-4.470376579611168744e+00,-1.597806419815149859e+01,-1.929610454543266229e+01,-8.128474762903971751e+00,2.412999632493610047e+00,6.565422486027223670e+00,2.489460331430777273e+00,4.665185006338493423e+00,-1.986895152916312579e+00,-1.134212291936964689e+01,-1.418981275825109378e+01,-1.518347072543354415e+01,-8.731273705964913034e+00,-5.157543587096223625e+00
-1.683849283616383730e+01,-1.152949150885291729e+01,-5.313889728256544487e+00,-1.936611033358268452e+00,2.375759700977570610e+00,9.456354430080088358e-01,-2.337904690268723051e+00,-3.913837559682036726e+00,-1.035567704134802014e+01,-2.237893103321702881e+01,-3.047952184923602914e+01,-2.077991930354549055e+01,-1.957494422631325648e+01,-2.425309978424385449e+01,-1.848611655096988926e+01,-1.986491854624812703e+01,-2.080644705587168630e+01,-1.947147038535978680e+01,-1.786615621605477600e+01,-1.407963966127724120e+01,-9.092369254122967703e+00,-1.738099372922994768e+00,-1.186500462697614555e+00
