4.287465200577591418e+02,4.599906670966611841e+02,4.695454887019841408e+02,4.724373726918578882e+02,4.820258088322075878e+02,4.895879330181822979e+02,4.912609616699348294e+02,4.857219485076344654e+02,4.832849396092817074e+02,4.801947251908884482e+02,4.854659414945173239e+02,4.967050898809203545e+02,5.145888604879680770e+02,5.176732983884646728e+02,5.119617429343569484e+02,5.124985333664367317e+02,5.224385543029507062e+02,5.875883160646752685e+02,6.120485788442158537e+02,5.994272171038109036e+02,5.967137757786689463e+02,5.992523183656116998e+02,5.961598448079107584e+02,6.006794277186298814e+02,6.026073727470560470e+02,6.014732297841591162e+02,6.033114463545919079e+02,5.824760290779277057e+02,5.553038040669551947e+02,5.300847959714720901e+02,5.444433157971077435e+02,5.749901565991793859e+02,5.964318407420461199e+02,5.942649175278035045e+02,5.975674018774850538e+02,5.963594278176856278e+02,5.896973303262714126e+02,5.895038934527443644e+02,5.820025019600757332e+02,5.692916528067819399e+02,5.600332254461484354e+02,5.574445087333388074e+02,5.587050083079568594e+02,5.509853269575891090e+02,5.358998472716549486e+02,5.219494207877642111e+02,5.029925036009441897e+02,4.824819473785834134e+02,4.657365994964723654e+02,4.475583515629736553e+02
9.128451140760790850e+01,4.038734706278929565e+01,-3.927790756248325632e+00,-2.032954221405843498e+01,-3.490395414477151803e+01,-4.926320735208940960e+01,-5.579690126393192884e+01,-6.127062206781354092e+01,-5.960737893967335310e+01,-6.273332289675980178e+01,-5.638327727173437864e+01,-5.360169361219194428e+01,-5.224807057833975676e+01,-5.154326304252182211e+01,-5.791126817620202871e+01,-5.897321618454667203e+01,-3.772395622814208593e+01,3.839326049063741664e+01,7.898679879306311591e+01,9.305515139509111577e+01,9.399924677135051354e+01,9.860196335927344080e+01,8.660954415999057687e+01,9.448800763601184372e+01,1.066549656896818874e+02,1.142103713413447110e+02,1.219051262404781113e+02,1.237536466536636510e+02,1.272071248258350522e+02,1.266459077593922729e+02,7.983956504312949676e+01,1.776942138632277590e+01,-1.954146478356922501e+01,-4.258726722956904354e+01,-5.161429166692664694e+01,-6.283986942291051037e+01,-6.981515172820552095e+01,-7.130573255001185373e+01,-7.575645144773480411e+01,-7.956079293196850699e+01,-7.752557907013824945e+01,-8.355035210053745232e+01,-7.163667696889918091e+01,-6.105151221717463272e+01,-4.725997579710571728e+01,-3.747058184407421777e+01,-1.762379768764287746e+01,8.424449432530794368e+00,2.159972158792653474e+01,7.265841065174736713e+00
7.681078123662672397e+01,8.738535341747709140e+01,9.075966734879662567e+01,8.592046273444302074e+01,7.571560756247964719e+01,7.933595494677095417e+01,6.724916772522055908e+01,4.993671678320644958e+01,5.619957879677774315e+01,5.829767971470923271e+01,5.794581551526660235e+01,5.128002292434579346e+01,4.351319319762589544e+01,3.653201789362310592e+01,3.989183172066930183e+01,4.578540386427253850e+01,5.866099041123334246e+01,5.163387619006206108e+01,1.448311757472441030e+01,-2.133500579507369821e+01,-3.997273517506965845e+01,-4.611250281627430780e+01,-5.657761209279978942e+01,-5.585421603270705759e+01,-5.829140760268290933e+01,-5.275480278667237144e+01,-4.807424975752327612e+01,-3.069942635927395003e+01,-1.350929789646605172e+01,-2.130947422399648516e+00,2.194683937522573558e+01,3.360340203395367098e+01,3.327089926392563513e+01,2.590536709817992289e+01,1.931155838943961811e+01,1.886452672672053055e+01,1.152481690384496460e+01,6.946012545439847585e+00,8.527919511671004926e+00,6.868441494033223904e+00,8.824563211476437630e+00,3.293957412309270083e+00,4.941968877296526230e+00,5.834057245636864231e+00,6.475743514634691778e+00,-2.876638676369747571e+00,2.893985563663066696e+00,1.418997802087222304e+01,2.083494233363681047e+01,1.557760532363618111e+01
1.342599558196023857e+01,1.779917082742203149e+01,1.848629663490743980e+01,7.007630807698208564e+00,-4.162106857305902352e+00,2.133205919914880511e+00,-8.110309287107119403e+00,-1.362801624682054324e+01,-1.070252461914536823e+01,-1.029836274238002503e+01,-1.170311857203095052e+01,-1.533136075891736638e+01,-9.129969049480724408e+00,-1.432512748759371490e+01,-2.082156839647025492e+01,-2.053000961377760802e+01,-3.278370921497700152e+00,2.037377185457542694e+01,3.802657466073223702e+01,7.285891254505737891e+01,9.087213262212712550e+01,9.359504457770054842e+01,9.295363397095411528e+01,9.677646640754788621e+01,9.063525455285929411e+01,8.415154267312291836e+01,7.291800021233686380e+01,6.665546946271996376e+01,6.382308613016938637e+01,7.199260879259664136e+01,5.873206604083179627e+01,5.342716389289037693e+01,5.545188016650474339e+01,5.711436610984733875e+01,4.826611198820206994e+01,5.023336860051806241e+01,4.359082704385053830e+01,4.565223500233642540e+01,5.023413649828808047e+01,4.774042100029097213e+01,6.199424508984966309e+01,5.845139929706055426e+01,5.704627033665406088e+01,5.940280591442002134e+01,5.729222906346460320e+01,4.624174975093360729e+01,4.668438439557904474e+01,5.472925244079414142e+01,5.858648589556763397e+01,6.056539501168924744e+01
4.957714628831066506e+01,4.482059406589465311e+01,5.437334240416414843e+01,6.142844612562920759e+01,5.982739173807487987e+01,5.922164086961937812e+01,5.603802702605408115e+01,5.579881712866517773e+01,6.199895188048446215e+01,6.193536238640490410e+01,6.345994093904050004e+01,5.969349566296124010e+01,5.443683703992810763e+01,5.375517778938960589e+01,5.321235340923330170e+01,4.608528649357391771e+01,4.795848304469880929e+01,5.705700041348668350e+01,4.838594477130809679e+01,2.673799242202071724e+01,1.513480376965427787e+01,5.126205477844821168e+00,-2.833697321749057974e+00,-6.850511397379951184e+00,-6.653889430455370402e+00,-1.179463434167772284e+01,-1.488501070480872279e+01,-1.634513532879957154e+01,-1.228145704635127977e+01,-2.832559170957300587e+00,1.494115589715330472e+01,1.516194519060447732e+01,1.831831025977913896e+01,2.454964035825946667e+01,1.501112734646464020e+01,1.400570291140942203e+01,1.842749980057362791e+01,1.460685988224105003e+01,1.363192546390088289e+01,1.788467397575248796e+01,2.008269849403326646e+01,1.525342415309487265e+01,1.781052470975122048e+01,1.969421922759400445e+01,1.595572665284993619e+01,1.779293955986706166e+01,1.868511681834835514e+01,7.622952990845357490e+00,6.407099482761695164e+00,7.888492923292529824e+00
1.566781268662406745e+00,1.403777924292145540e+00,-3.462475056918337124e+00,3.550773330099816216e-01,5.374141915021439786e+00,4.832093023202925330e+00,5.403599840125610232e-01,-6.981499640738547896e+00,-6.827177156460187746e+00,-9.417748108305854515e+00,-1.992179476191433318e+00,6.956140270485012822e-01,-4.420139233409069668e+00,-5.029138676213174008e+00,-4.104092185591166064e+00,-5.910049099492991509e+00,-9.733554737616596952e+00,-3.096651991331116704e+01,-3.488497421789708142e+01,-4.119102409488201744e+01,-4.587958543468105432e+01,-5.002560605227978385e+01,-4.710405679237333487e+01,-5.081860511831020233e+01,-4.728343674694094290e+01,-4.248937348679342563e+01,-3.959809535439389805e+01,-4.201375728342227944e+01,-4.094867394038695352e+01,-3.915228269540399708e+01,-3.471430433002586113e+01,-2.359765007554958061e+01,-2.028753521087504197e+01,-7.535531090425328316e+00,-3.945155493746008712e+00,3.571773193859368867e-01,-1.315803629689354493e+00,-2.712923666144266832e+00,-4.353673596720273764e+00,4.575271827819209491e+00,5.600733409801313734e+00,-4.323420960149458203e+00,-1.426419620621212125e+01,-1.401404439325125395e+01,-6.164285567272145272e+00,-5.046073312711405023e+00,-8.420887382929429066e+00,-1.921421000592245676e+01,-1.701170398827390429e+01,-1.001720706604568534e+01
1.049588219577050729e+00,-8.903161682304115976e-01,2.797329000981974456e+00,1.252179338467315617e+01,1.778133638024097962e+01,2.517376333964706348e+01,3.034397679658723490e+01,2.591782084212370663e+01,2.457168734588748293e+01,2.810263188499674669e+01,3.479094210301470014e+01,3.383311838845055064e+01,3.726545116707390548e+01,3.736939513217195952e+01,3.221782057805215516e+01,2.688835404065155288e+01,2.339900460661423409e+01,-1.144023491633395118e+01,-1.817123098532452374e+01,-1.142282302429840968e+01,-1.242444826423113824e+01,-1.502807381582790569e+01,-1.557176513390085404e+01,-1.688231636375132183e+01,-2.090734137076245602e+01,-2.526798226022384242e+01,-2.390324659148399533e+01,-2.145071866093336155e+01,-9.296321811796698142e+00,-3.921761492439518548e+00,2.182453082105657582e+00,1.015807636324905161e+01,1.359305212264094642e+01,3.031210674887130452e+01,3.238228834564075242e+01,2.739198690979702988e+01,2.651821692273097852e+01,3.171289294949045257e+01,3.362597976662760146e+01,3.861507202451108611e+01,3.934968679639668210e+01,3.434459515748034875e+01,2.889745748860757857e+01,2.577770518119612930e+01,2.915373112121633170e+01,2.759526425810009442e+01,2.227268504784728265e+01,1.021889155182678977e+01,1.065013893957026170e+01,1.466497587501252831e+01
3.698554320796265671e+00,1.714519315744891470e+00,-5.293330510378067899e+00,2.253073502051873955e+00,1.443465823214513577e+01,1.550328504320632561e+01,1.616588699431953557e+01,1.282446870814900919e+01,9.230581267637802512e+00,1.293845496789717231e+01,1.095854985347495969e+01,1.488863685150270655e+01,2.118074216271547527e+01,1.914002289639064003e+01,9.749374434703154790e+00,1.189696947224642187e+01,7.414174615407665314e+00,-1.572038047925228277e+01,-1.668283015039568085e+01,-2.393903591698329691e+01,-1.887406110334213949e+01,-1.278139399032083645e+01,-1.764394708859916250e+01,-1.852086630690605418e+01,-2.049859487901554900e+01,-1.741417313336697248e+01,-1.031262299663914916e+01,-1.256259474013636890e+01,-1.101515872204879365e+01,-7.304971365104286463e+00,1.968878331507007307e+00,3.763591536395037629e+00,8.317232188723689745e+00,1.078962746471739820e+01,7.335376318106373361e+00,5.588224682859522119e+00,7.386339308811926685e+00,1.349259341341124241e+01,1.794220959790936121e+01,1.516686086024198765e+01,8.132314497884673088e+00,4.844090005460788717e+00,1.337909369863149500e+01,1.048272327356755262e+01,5.721883521295128006e+00,1.091862205668392072e+01,1.553480663544698714e+01,7.918938439049796330e+00,8.741095393822252646e+00,4.690099985353711753e-01
-2.375059656171024614e+01,-9.754250000342116422e+00,-2.651856746022570821e+00,-3.003228980094757361e+00,7.547038203620325625e+00,7.125256466013461853e+00,9.651577609786510692e+00,9.822816632099932832e+00,1.016714386622322053e+01,1.915096491339105711e+01,1.401485964972875919e+01,3.941123572512750250e+00,1.015181996423486055e+00,2.630796925106125839e-01,-7.428733390742402465e-01,9.675589877740367939e+00,-7.923190132497480498e+00,-3.772240020575587494e+01,-3.402751563212815711e+01,-8.483413129155058741e+00,-2.850019271096804196e+00,1.145019056327942764e+00,9.337328641112363492e-01,1.245108197656646487e+00,-1.053183726101329043e+00,-2.227255665607708490e+00,3.353419422194452881e+00,-1.502685038892034752e+00,-1.091815566615369093e+01,-1.762947516504475942e+01,-1.805588892664041367e+01,-1.275423292051323543e+01,-7.955009206474965566e+00,-2.517148514643738455e+00,2.585998017469462340e+00,8.049746120050890852e+00,5.793941915392978537e+00,1.896775313541745334e+00,2.554949552366990062e+00,4.159286543736032016e+00,4.801841819005193912e+00,1.822461466737963054e+00,4.568312253713354920e+00,6.429236819721070084e+00,1.033070376903852683e+01,3.907305564517404406e+00,-1.198906768699219194e+00,-8.255112944979234868e+00,-9.352337814748675981e+00,-1.531858825943211144e+01
-1.158168045407451885e+01,-7.505394242837365226e+00,3.801163012795145679e+00,-2.511969525405560955e+00,7.672928455032546058e-01,-4.850226413483893495e-02,6.861765785200814705e+00,7.357191172723163142e+00,1.005213777253070084e+01,1.653934953454316670e+01,1.231132154590429906e+01,2.051141089763388159e+00,4.754721967395229676e+00,1.167432640107815445e+01,9.849246389662440038e+00,2.345965492454645585e+01,9.833974183052692553e+00,-1.345207211487844745e+01,-1.900209709058245977e+01,-3.733551783842374050e+01,-4.424165767793691373e+01,-4.043082215793832290e+01,-4.147385458373756251e+01,-4.191431580897499032e+01,-3.794783746592689511e+01,-3.639799073418627984e+01,-3.696220052677126944e+01,-4.408732942617966444e+01,-3.804949670853781640e+01,-2.738442741437726369e+01,-2.202261138642766269e+01,-1.114401745489607087e+01,-3.485107778054619132e+00,-1.796885015848312950e+00,7.547700033007273213e+00,1.255318078893066769e+01,1.048940217467280078e+01,8.158509925406637109e+00,1.446206399519730468e+01,1.580737551577378142e+01,1.201401664019474680e+01,1.120326231059165067e+01,1.395211129265379668e+01,3.584491620014877089e+00,5.326816301771803097e+00,-2.360383491509244203e-01,5.977267602652851508e-01,-1.954784581924059905e+00,-1.500785386305797831e+00,9.345115115442035325e-01
