5.890494871253522433e+02,6.203841807792379086e+02,6.615762422297764260e+02,6.917073109759609224e+02,7.275554971257270154e+02,7.808167785963523784e+02,7.875123970107848663e+02,7.878583917976508246e+02,7.614303388385610560e+02,6.575950855894134293e+02,4.954513753926986510e+02,5.344477401254717961e+02,5.289330827392720948e+02
-6.028952716799733480e+01,-5.718342708363748272e+01,-5.271421229914493267e+01,-5.223746547091629111e+01,-1.121640237253438244e+01,7.507596502097084112e+01,1.419880477092464730e+02,1.479807897634538563e+02,1.392014578634154987e+02,1.382783136817417642e+02,9.193980055265231499e+01,4.004140571555767281e+01,3.638643921187136243e+01
2.125709649623885866e+01,2.228227086849441818e+01,2.911772044062266218e+01,3.415437379599050161e+01,4.359738130840536030e+01,2.311363801509578053e+01,-2.461163826052275283e+01,-5.014590692166355268e+01,-4.570517654788739037e+01,-1.209455759656830764e+01,2.277735412975198415e+01,1.169410128842250174e+01,1.146506305917904101e+01
5.674289674187727428e+01,5.362380281278236538e+01,5.802906256635087345e+01,6.448680972609059836e+01,7.000117100400993309e+01,4.164397180866752990e+01,2.786690804408444677e+01,8.153334481448631266e+00,-4.320007065499089194e+00,-7.460952798640041017e+00,2.982391427519038984e+01,5.988975799405545786e+01,6.115892283604584634e+01
7.039074473422081368e+00,5.690037349397571553e+00,1.139150663688323206e+01,1.450617179398077816e+01,1.795610207421438531e+01,1.848135608303104505e+01,7.072202917963489099e+00,-8.873176060321073422e+00,-9.249603278988054456e+00,5.952908591560894358e+00,1.638511518773999853e+01,1.834140471692388275e+01,1.866948403289962499e+01
5.408154203370951763e-01,-5.037743931181040580e+00,-1.352870047015570787e+00,4.611595735438438481e+00,8.416991487529007498e-01,7.753945370424492056e-01,7.738324420387088232e-01,5.339571964138857041e+00,9.281831463482408395e+00,1.225767193249689946e+01,8.967327333552681523e+00,1.491023250027498293e+01,1.349664598683583350e+01
6.899830967835813844e-01,4.291730498258174542e+00,8.867538528707491707e+00,1.073464412832747250e+01,-2.588555383033694035e+00,-2.041448227085085421e+01,-2.249330495468939972e+01,-1.974514877182551587e+01,-1.428674686894024148e+01,-1.014632358095709463e+01,-1.855353002894960301e+00,4.171655868683831869e+00,3.316825671809525478e+00
6.712667262550100489e+00,5.675387350954373744e+00,1.270019160869011721e+01,1.605151709304450236e+01,3.545795399582269525e+00,-1.387991198993118047e+01,-2.395508600929407095e+01,-1.643303241775539902e+01,-8.142661206706947041e+00,-4.761079506312270837e+00,-4.736271977144740575e+00,8.040188323279458871e+00,6.977882909245315624e+00
-2.349640208692202581e+00,-8.207187106264587584e+00,-8.511871091451501670e+00,-1.161890636415902733e+01,-2.062424785299871743e+01,-2.364453137061773447e+01,-3.040891659627033050e+01,-4.116305637770517478e+01,-4.012425093712791124e+01,-2.590999740571473353e+01,-7.629460260137738814e+00,-1.789325331148978648e+01,-1.932247842312744268e+01
1.650614562093409532e+01,1.807061471344687575e+01,2.155517273962847469e+01,2.333527955023422251e+01,1.447811256065308783e+01,1.551130241509165586e+01,2.785420940275031398e+01,3.519361407951656417e+01,2.994532315065317363e+01,2.441027242369214179e+01,1.620010192909204250e+01,-6.496822361609304597e-01,-4.208960938000338992e+00
-1.163484901623715473e+01,-4.768549832963046242e+00,-1.708951874113431857e-01,1.059436945321131862e+00,-9.208081674943661810e+00,-1.683922398413709232e+01,-1.042606994864829772e+01,-7.870178369984568434e+00,-7.141521772476669305e+00,5.409986618351414478e-01,2.214833445783518329e+01,1.308595887925023149e+01,8.857444792877490869e+00
-2.347959752955433466e+00,5.536191585971979023e+00,1.216785248914078466e+01,1.484224775820081099e+01,8.216750939592284197e+00,-3.681947294804233994e+00,3.183146284176210372e+00,8.015626784064215471e+00,2.250162865003701107e+00,-1.002650006136394012e+01,-2.099820462710410851e+01,-1.430757238435765188e+01,-1.634771358071210656e+01
3.641651768532934152e+00,2.481802838099318009e+00,1.206643844623784378e+00,-2.606594315357321223e-01,4.680284773719600167e-01,-3.080845402843236158e+00,-5.618317539583923548e+00,-1.021302158075388178e+01,-1.415967992785598284e+01,-1.335447548372468063e+01,-2.973976422296702449e+00,8.339298296157497958e+00,6.056554747964624674e+00
