5.753104460047575230e+02,5.874196976614334744e+02,5.761026829888819520e+02,5.600106421323282575e+02,5.489524978789722809e+02,5.432871543056199926e+02,5.432353963810497817e+02,5.499523958357315223e+02,5.545531507310390680e+02,5.638086897659480883e+02,5.918996863514073539e+02,6.084307679188019620e+02,6.257520133411188681e+02,6.525165822811264889e+02,6.699235995264479016e+02,6.682736198137696420e+02,6.552528890055134525e+02,6.293491850101286218e+02,5.982345634383533479e+02,5.451439210848670882e+02,4.682279053584272788e+02,4.247187888659113923e+02,4.063688290863024122e+02,3.980158195133645904e+02,4.029593708101746188e+02,5.907855235182277056e+02,6.369956192504212140e+02,6.061100940169361593e+02,6.004432219614616315e+02,6.127003130439849201e+02
8.377208420796117139e+01,7.393693538097687679e+01,5.261719172668430389e+01,3.677512845166418742e+01,3.384100736689635625e+01,2.071207423747822673e+01,9.275765665289450013e+00,1.145914002570638957e+01,1.837742314756450668e+01,1.829163277352043693e+01,2.660684341839517941e+01,2.433211027274610316e+01,2.120633792738044576e+01,2.636338502765162417e+01,3.133368886069444414e+01,3.745212511132194066e+01,4.038343270356445203e+01,4.138120639067682305e+01,3.329535207506980043e+01,4.654526905839691153e+01,9.646520029498597637e+01,1.366001240070158644e+02,1.519506925822612402e+02,1.544992123754480531e+02,1.370425981076516848e+02,5.832300985523440318e+01,4.453406496922284674e+01,4.854109533482478867e+01,7.435913681411591369e+01,1.077672886054894263e+02
8.276193980907325454e+01,8.365080124519212745e+01,7.476751819728630721e+01,7.489950822328806623e+01,8.489567711545828388e+01,8.958215390224665953e+01,8.867327800075031519e+01,8.664942056405124049e+01,8.477011953657907384e+01,8.742301800168351633e+01,8.716978692192469680e+01,7.413082661914245364e+01,6.025712429045061924e+01,4.911139904264582867e+01,3.979572951040623252e+01,3.133247458456888523e+01,2.093442621141794291e+01,3.768271442725981046e+01,4.399002863838227029e+01,4.557627366511454170e+01,4.366457904615223384e+01,5.383796305652966652e+01,6.834133380135249070e+01,7.550457922553911772e+01,8.178911701882483953e+01,3.744387632439813274e+01,3.060603221682100639e+01,4.731549136471323180e+01,4.834654969321402973e+01,3.233769617705543453e+01
4.240628629167886032e+01,3.773749751621647874e+01,2.512648618378483789e+01,2.579676668227941150e+01,2.749106540785950870e+01,2.298882506619767696e+01,2.916326675399674428e+01,2.807821942839524354e+01,3.238820915670189038e+01,3.648013949743928208e+01,2.707039832981102023e+01,3.547332546782880058e+01,5.473083931003025526e+01,6.581563419017152228e+01,7.381373965188480213e+01,8.184898155713443657e+01,8.423816262629540574e+01,9.966401166019598179e+01,9.510239312756704066e+01,9.718474526895084864e+01,9.737576687764834560e+01,6.741896460749318010e+01,5.249218905340212871e+01,5.454640870298534594e+01,6.620667089868830146e+01,5.592816881594274037e+01,5.315938062225977490e+01,6.834845654479838117e+01,8.505231690742694184e+01,6.751189751791368110e+01
6.546833799911910035e+01,6.304005026710505888e+01,5.843292897652999329e+01,5.856260045119783797e+01,5.687347771288239073e+01,5.358453381007966243e+01,5.312157010343035779e+01,4.836400006727417633e+01,5.134173989521248416e+01,5.354822006251887956e+01,4.867819296505146553e+01,4.734300920114104372e+01,4.367898588223238221e+01,3.201485281874063560e+01,1.520042228906713433e+01,5.655196967503628436e+00,-4.849630816312881620e+00,-4.137438268546809184e-01,-5.206090626436715496e+00,-1.139510431106281274e+01,-4.837857706392557411e+00,3.116827578410219513e+00,6.897104674031175442e+00,1.333003656294265049e+01,1.161734080495159560e+01,-3.924388379749233380e+00,-5.483127649048927132e+00,8.631035453680995229e-01,5.756196969642067174e+00,-1.216501322546722186e+01
-7.091814132807575888e+00,-1.347090664094577583e+01,-2.079640552063906256e+01,-2.141783211807669574e+01,-1.902304140923978437e+01,-1.179418888589692216e+01,-1.209652976333191532e+01,-1.256387182818875914e+01,-2.053030739186344178e+01,-3.090625746139917851e+01,-3.236901774267215615e+01,-2.941359835372072240e+01,-2.106085816393585830e+01,-2.223592954169601654e+01,-1.956177350992152242e+01,-1.647821226153921970e+01,-1.231907979219798577e+01,-8.757818117060494956e+00,-7.211349882396087096e+00,-3.234411134414056921e+00,4.538596852572995388e+00,5.612838509938052889e-01,2.492544926219948387e+00,-5.857422214830115825e-02,5.824451970453792704e+00,2.084762942300253030e+01,2.146288590547458597e+01,1.215827243810118219e+01,-1.656547264740090286e+00,-4.056166281035813448e+00
-2.877731152069746834e+00,-8.137084425392593801e+00,-1.682179270235141999e+01,-2.125507735247190766e+01,-1.731509011714734569e+01,-2.999168172415560107e+00,-3.537541922777667214e+00,-4.750660823166146240e-01,-3.886419892059313153e+00,-5.328237222710219712e+00,-5.947129311249868877e+00,-1.058832973000235000e+01,-1.549373309713470448e+01,-8.831356285322870647e+00,-7.691247943067295978e+00,-1.790022561276042312e+00,-6.473514961730975070e-02,-7.103649493835725082e+00,-9.585790868910104123e+00,-8.526852680601756163e+00,-1.366105332345974688e+01,-1.175795017337111048e+01,-9.899846570384305267e+00,-1.082944519109528514e+01,-1.177873751084637988e+01,-9.092613193550040052e+00,-7.624253308109463667e+00,-1.382070687699826550e+01,-2.242148792520801237e+01,-1.488031020063408150e+01
3.070732329018720730e+00,1.408941648766123489e+00,-4.100796851295189782e+00,-9.244436401372425394e+00,-7.855105689831660243e+00,-5.533143468777379503e+00,-6.148630391716700672e+00,-9.778886287941020328e+00,-3.769324012085824904e+00,-1.329511025050520656e+00,-7.785498851268379816e+00,-5.975891191128095414e+00,-6.801033414973423064e+00,-7.543311273416689389e+00,-3.281506197396634406e+00,-2.690479625118681106e+00,-7.539395738293560356e+00,-1.428743810200704445e+01,-6.884524527407426930e+00,-3.657271917910401182e+00,-2.024984934452211149e+01,-1.806342144362119129e+01,-9.723856371434575152e+00,-5.481445039975813671e+00,2.741253338856247890e+00,1.062596600537830938e+01,3.349274379963917969e+00,-1.257447805605938029e+01,-1.797342156546348946e+01,-1.005986241143470039e+01
-2.345653447710685402e+00,-3.490403753628829708e+00,-1.208737943912519697e+01,-1.260020656120664739e+01,-6.213096727286755439e+00,-3.714499048414821925e+00,-5.978920438008923810e+00,-9.200183281660724077e+00,-1.117483028910056930e+01,-7.628452042087915608e+00,-1.038769681734529371e+01,-1.554520420650600343e+01,-1.619534625966752373e+01,-1.523278790231411683e+01,-1.069438642307977716e+01,-6.902370617126786456e+00,-6.114210065758445722e+00,-9.791608588380009692e+00,-1.463574495817434773e+01,-1.172341617295463934e+01,2.885825932263073046e-01,9.099250091568567456e+00,1.088389414901444319e+01,5.613674284288975969e+00,1.273960678309948591e+01,8.350719994016131409e+00,5.340477042090109094e+00,-7.399767182539129351e+00,-1.504805471945779338e+01,-1.192580901101784363e+01
-1.384632247564850260e+01,-1.008735887780198937e+01,-7.415838460234048135e+00,-4.398898828737427991e+00,1.066451020801447713e-01,-2.366100673378370267e+00,3.649610132009104557e-01,3.992612484625720715e+00,-5.620738064839274628e-01,-4.101857438959297220e+00,-6.316764063954961372e+00,-8.813005746959078124e+00,-1.092913377503858285e+01,-7.823503163244257763e+00,-7.297143430480831583e+00,-1.062695311801454423e+01,-1.432593296712217779e+01,-1.873837210152103694e+01,-1.738111385324791058e+01,-1.202832054022594122e+01,-9.592898851747184708e+00,-7.005153201672928098e+00,-7.885544744301768105e+00,-5.699249591467044240e+00,-3.091090707637315305e+00,-1.759790611135302774e+00,-5.801051663737300856e+00,-2.498929690089612166e+01,-4.168394753772733452e+01,-3.388792313003634860e+01
-8.076971202430714314e+00,-6.913328636531247184e+00,-1.091094201670344432e+01,-1.633148745593321749e+01,-1.387402355298775980e+01,-1.223830212138864582e+01,-8.982245104060007534e+00,-1.051336030531708232e+01,-7.606977313666018148e+00,-1.185299847621374880e+01,-1.223913349513011894e+01,-1.445320908969474871e+01,-1.896564156225722186e+01,-2.155235789068100871e+01,-2.548163331953698219e+01,-2.327782975265665755e+01,-1.836936440260929260e+01,-1.942870190884962511e+01,-1.522905712628614694e+01,-7.290730489159571448e+00,-1.434771190094306093e+00,-2.302825030787119864e+00,-1.516965187662212333e+00,3.936861466087368200e+00,1.295380426869904955e+00,-4.940148177700276477e+00,-7.712351883513782091e+00,-1.101856888611394325e+01,-1.193281338966336591e-01,5.964625344277101782e+00
-8.257060372860058450e+00,-1.851669226994414075e+01,-2.340618356507504672e+01,-2.557780133528762434e+01,-1.704955745391973210e+01,-9.697371573034697434e+00,-1.077064796831901461e+01,-1.513892236568667116e+01,-9.848051647746714821e+00,-1.077763495372539992e+01,-1.022421929680151997e+01,-3.646404273153742714e+00,2.943419313451166364e+00,5.342670530667096074e+00,1.513092135050037257e+00,1.957480001176111095e+00,-5.168525516758157856e-01,7.874862789695686871e-01,1.170735035598059604e+01,1.461133074541289822e+01,8.271850775319979476e+00,3.892960184676037549e+00,1.316697936362205112e+00,-1.886570254080776499e+00,-1.029004122082308648e+01,-3.874130149885262497e+00,-6.334430563372906775e+00,-8.454906718187606529e+00,-1.422992901172464819e+01,-1.647947708921402565e+01
