7.113625041404590092e+02,7.175190646596770421e+02,7.065268874798858860e+02,7.013836208299061354e+02,7.139569217896327018e+02,7.134732800286699330e+02,7.077309753982038956e+02,7.007434960109309259e+02,7.236439777424095610e+02,7.566984719151611216e+02,7.886244016685191127e+02,8.067909298518007972e+02,8.170068227987496812e+02,8.272148755698991636e+02,8.222414318419083656e+02,7.967252445645688113e+02,7.810487122032019442e+02,7.557308026848716054e+02,6.934499995029239017e+02,5.960647907387186706e+02,5.292949635733486957e+02,5.097827820073739531e+02,6.834193765061784234e+02,7.458230771842640934e+02,7.273379338477536749e+02,7.002659869867114821e+02,6.272105988973769399e+02,5.135467450718964528e+02
1.470812581055392911e+02,1.386641681711540457e+02,9.935563437717817692e+01,6.382743596253308738e+01,5.676353293468569916e+01,5.933338762841468395e+01,4.672781217038667023e+01,3.495896800725243736e+01,4.055709402744385272e+01,5.539725105255040916e+01,5.283184720919995669e+01,5.677772161975369158e+01,6.579876370835165744e+01,5.744011686280976647e+01,4.487427603704266232e+01,2.663407740987043226e+01,2.971154908038234765e+01,3.548937011265064712e+01,4.132441908136146935e+01,8.085682296112850054e+01,1.230987941767871803e+02,1.236748819132319568e+02,5.247131199956227476e+01,2.985670912789794329e+01,2.707649253318702876e+01,4.307016429240805167e+01,6.138906037780169811e+01,7.377463226132820751e+01
-1.030646907710782711e+00,2.084313331338926822e+00,1.048245793355460442e+01,2.606386133183981357e+01,2.065113437409390684e+01,1.542809063305357853e+01,1.322355671413156841e+01,1.882331012953535776e+01,1.759035901454833350e+01,2.184928001462946412e+01,2.006312005991021152e+01,1.380885838551581379e+01,2.198609662674124721e+00,4.071083780585206036e+00,1.168690678875118394e+01,1.259374641159782371e+01,2.368097234758935699e+01,3.770628789137688841e+01,5.420076024021591365e+01,7.147940576424863934e+01,8.034264668256813025e+01,8.378379464935906640e+01,2.887860609720075900e+01,2.074266459395438034e+01,4.698265723301960861e+01,6.232735005286482988e+01,5.851758963649883327e+01,6.881328635272382144e+01
6.217894528140178068e+01,5.205701091708161243e+01,4.376168758194360464e+01,4.447776847467122252e+01,5.032449057165155892e+01,5.018746757488037247e+01,4.974263874879171965e+01,5.487739706779531446e+01,6.034573434920363155e+01,6.765955653218293264e+01,7.214592819893968567e+01,8.295488783678909783e+01,9.329756012985517089e+01,9.629097871079906668e+01,1.003686453818262692e+02,1.019165897713275228e+02,1.010865592256748755e+02,9.726977600693646764e+01,1.014933183468106535e+02,1.035508263244300338e+02,8.839116230862293833e+01,7.746010045496791463e+01,8.006858544608927275e+01,6.600143062568614027e+01,6.758172864596296847e+01,6.831837442621225875e+01,8.185642414747775319e+01,7.735555952011736736e+01
7.030210684800825227e+00,1.687244669186296520e+01,2.335440924224116088e+01,1.577985415622430487e+01,1.692727774897815252e+01,2.396187197993439710e+01,2.439297667344833798e+01,1.813814208575924170e+01,1.510609393386213029e+01,1.629903353074134031e+01,1.432554257672422082e+01,4.582923463876008796e+00,-9.312039282615156566e+00,-1.282654757342883656e+01,-1.759842658083363176e+01,-1.572077632194142538e+01,-1.262897840096205826e+01,-8.644866165939300018e+00,1.514257219764201690e+00,9.144194369537832046e+00,2.002059657676716142e+01,2.695665968335175933e+01,1.430686904720612063e+01,7.415558154579629857e+00,1.345190656497218917e+01,1.333856723286677592e+01,1.267603439144457766e+01,2.758623790674038645e+01
8.204166343155355534e+00,9.246196535526987503e+00,1.324128786673785463e+01,6.020795217791603093e+00,7.364663052687778766e+00,1.053827158511155915e+01,1.035208512671816194e+01,5.891793072855211477e+00,-2.518797672309628588e+00,-1.133580347437177949e+01,-5.533946274875629179e+00,-5.226861211217583403e+00,-3.954445267029001343e+00,2.652817214025205761e+00,4.623838733926978861e+00,3.502839438173146913e+00,-1.941409569804563251e+00,-2.279044613210577275e+00,-2.463674713098643387e+00,6.695786068292452597e+00,1.507298122452062294e+01,1.059874294720428622e+01,2.773995934487192017e+01,2.199575709706570592e+01,2.019148677918580859e+01,1.511716413514460022e+01,1.201847866052955283e+01,1.352943913351364102e+01
-1.342328858186921714e+00,-9.415696069651911415e+00,-1.498860593860685597e+01,-1.102612573579447641e+01,-3.696922038423975376e+00,-5.414138283669580609e-01,1.086812367821187308e+01,1.514576627637632988e+01,1.297116775001226685e+01,7.097267250763200863e+00,5.132146387455854608e+00,-4.201633626586358972e+00,-5.598864505984954221e+00,-1.016350147034578555e+01,-1.202840258081221769e+01,-5.784342227818512150e+00,-2.946327681977636281e+00,1.223264134589935548e+00,9.454249020236392909e+00,1.325788231001100570e+01,1.014570260573396965e+01,4.067169951954749507e+00,-3.888774036875947360e+00,-4.211593949952020743e+00,-5.440174156100926695e+00,-1.801411690621669948e+01,-1.264039770191720358e+01,-5.679908324796365093e+00
-2.378492265893392599e+01,-1.771537046509107327e+01,-1.125191859944173167e+01,6.844769182746550662e-01,-2.947434642704269692e+00,-3.285894521248712508e+00,1.302622126886336140e+01,1.905298351217711783e+01,1.355127961085321786e+01,4.549602712969486262e+00,-1.079301612041260228e+01,-2.714326513046167122e+01,-2.978212661569740760e+01,-3.417371008743096183e+01,-3.100247342399620365e+01,-2.763337229692762165e+01,-3.649429921919450237e+01,-2.924867857592487397e+01,-1.923866339132464987e+01,-1.945964823833949353e+01,-1.323967930036516982e+01,-8.580695187030471516e+00,7.102062456210104235e-01,-6.443249442199170396e-01,-4.019031666572120187e+00,-8.196489612864075625e+00,-1.521415796578761359e+01,-5.102722255002856144e+00
1.181267417229935646e+01,6.875964586048537441e+00,-5.963802169611648551e+00,4.956228731765225382e-01,7.216024617095322391e-01,5.240101517614068616e-01,5.815828794492972520e+00,8.639031104561787799e+00,1.103059706386014582e+01,1.822618066152471794e+00,-4.971040052261950226e-01,5.203312900630825411e+00,2.188786822265246812e+01,2.571207692183783777e+01,2.554228434211939458e+01,3.036425547416535764e+01,2.277081636929531072e+01,2.199769812178833206e+01,1.630091112895714289e+01,1.269433853600150641e+01,2.908889519308470284e+00,-1.313258322138106227e+00,-4.696633405702520747e+00,-1.546196561448891948e+00,-6.856103845795240570e-01,9.762694848699542405e+00,8.319829066162984788e+00,-1.150579508270349827e+01
3.673811729072410159e+00,3.785376961133255946e+00,1.799004656081639175e-01,-2.281488276110225311e+00,-5.195884362588234495e+00,-2.392962953791923475e+00,-1.081485617165491853e+00,-7.613630662557111961e+00,-7.979805516962828804e+00,-7.857134638911866809e+00,-7.703043689278542772e+00,-1.592729140337670124e+01,-2.861740152659862702e+01,-3.745832681810406939e+01,-4.598714885533179597e+01,-4.602049389891969611e+01,-5.331253299835928061e+01,-4.988260197893895054e+01,-5.001360917591641453e+01,-4.162922232508200437e+01,-2.386269909480573403e+01,-1.842692492463704568e+01,-5.114989111611775385e+00,-3.960382735443708224e+00,-1.428604598305775220e+01,-2.819915683392155969e+01,-2.846777320830880598e+01,-1.956174726371744299e+01
