3.335893228762134868e+02,3.351428606303188644e+02,3.605748716155436000e+02,3.908278770265055755e+02,4.228154006866099621e+02,4.689901984518590439e+02,5.536212230940336667e+02,6.133044451473936078e+02,6.531703033217122538e+02,6.418097643976390145e+02,6.040681484278740072e+02,5.944451044402328534e+02,5.923759284690295317e+02,5.918898943092250420e+02,6.289054710821741310e+02,6.517976273225822297e+02,6.473642920306025417e+02,6.579021629657427184e+02,6.666747888178496169e+02,6.616700824884570693e+02,6.565002069148725923e+02,6.434867446572073959e+02
3.418956823603549111e+01,3.291066566764169465e+01,2.284962298406104253e+01,-8.359939817061448508e+00,-2.286493046098262738e+01,-8.418532963016875925e+00,2.478060839219295275e+01,5.626728100578463909e+01,6.853616494054151076e+01,7.212031949779111528e+01,6.960106295508578000e+01,5.731346136009281622e+01,5.228506974692621867e+01,4.749038187914919718e+01,6.289828258485819390e+01,7.436773142468355502e+01,5.925864648754063069e+01,3.531615370480195537e+01,9.194090340404576622e+00,7.824047592658626149e-01,1.210214138558278663e+01,9.344175970733001435e+00
5.160321011200686314e+01,6.270192976616021951e+01,6.984378934067592581e+01,6.422505953074957574e+01,5.906833781687631557e+01,3.120860114360488069e+01,1.231295353092321321e+01,1.928113265769172813e+01,1.155689003539738735e+01,-1.921567704760914541e+00,1.997765738251338963e+00,2.060439592947223897e+00,3.565606273261012760e+00,5.259558739444925024e+00,-1.666027008958597122e+00,3.849405490171005528e+00,1.871149673884701059e+01,2.129759103284504818e+01,1.034418523909495846e+01,3.287568085567587950e+00,-3.403702660967641513e+00,-1.285387432764689919e+01
2.553083500267966244e+01,2.751424412028455890e+01,2.718058995278553525e+01,2.451823652719894397e+01,2.533709751397160304e+01,1.814236765528974260e+01,2.965573134341677886e+01,4.938891704710121644e+01,6.063625151731405083e+01,7.183286237226019466e+01,7.763628381130446598e+01,7.508884408176601255e+01,7.182013818124571003e+01,6.882286678503984945e+01,6.806144433144950767e+01,6.813815166587046690e+01,5.053536278439068496e+01,5.104640602183201281e+01,4.156168553119962894e+01,3.210813325292516396e+01,3.051987612181121889e+01,2.340338271653035918e+01
5.351260887048802317e+01,5.468829204226155127e+01,4.600411497612302014e+01,3.246780155663046230e+01,3.374439837635461004e+01,3.461837190970281597e+01,1.561538775129969281e+01,9.768634977328620295e+00,-3.612592825941087327e+00,-4.381317710027104795e+00,-1.545645174279048462e+00,1.799366340971072065e+00,3.209235082201808087e+00,1.682084099538678990e+00,9.905407501627317979e-01,3.531160316304766233e+00,1.339726074630487762e+00,8.589819958922984000e+00,3.699295739296539764e+00,9.312076358566883094e-01,7.574768528209872009e+00,4.106894041359035796e+00
-4.295182767841014382e+00,-4.260194288914904703e+00,-1.484640184130877838e+00,6.037669560544198788e+00,4.182541861756962298e+00,-1.275087949497223150e+01,-3.216312507636678930e+01,-3.599427268067410068e+01,-4.571096708496391159e+01,-4.205250208240963161e+01,-4.165939079296592240e+01,-3.476209893230483772e+01,-3.708192209199444989e+01,-3.766774747242371291e+01,-3.962819199839405826e+01,-4.385293657781654986e+01,-4.516147780046582483e+01,-3.817388244103175765e+01,-3.591777348167285311e+01,-3.301489730005586409e+01,-3.649237263825665423e+01,-3.633558972274347809e+01
2.465274043884608801e+01,2.668396797765300832e+01,2.572954922907879194e+01,2.986986741363174502e+01,3.160074863826738323e+01,2.137249119808986819e+01,7.513961192581511739e+00,-5.589298231640123404e+00,-1.576789551746006168e+01,-7.487268800674217850e+00,3.661937958755906442e-01,3.876244644390335115e+00,6.568075323487009953e+00,1.108932433204726387e+01,1.803489823157454541e+00,5.032010955026605004e+00,5.811036809411819881e+00,7.970148691212860292e+00,7.251593467737703413e+00,5.947876247751667123e+00,-3.845254094788252974e-01,3.134159194393239534e-01
-1.026812886914880174e+01,-7.358599873389595203e+00,2.959612086769924488e+00,1.403095502204634526e+00,-4.029194234332279523e-01,-3.815955801951041337e+00,-3.136502568255111534e+00,-1.336502578356399340e+01,-3.472245789050619180e+01,-3.441157952232549633e+01,-2.298101300960153281e+01,-1.858336516043948805e+01,-1.642812250800355756e+01,-1.641236367304593813e+01,-3.469639223765200597e+01,-2.690467619016752110e+01,-1.197799931017138064e+01,-6.113459213309877960e+00,2.309117988026926138e+00,-1.690967095483142391e-01,-1.898288948590579617e+00,-5.495170949591782206e-01
1.516656530068668829e+01,1.594785586880686523e+01,1.702823705895597328e+01,2.312597696079268772e+01,1.858160187079817760e+01,1.801572637757922735e+01,5.790521259701328916e+00,-1.240688609647963858e+01,-2.405083019452675330e+01,-1.819697207693509000e+01,-5.464375257394845420e+00,-6.122742255826613800e+00,-4.907566062480396063e+00,-9.244587423175250507e+00,-1.207101594546962886e+01,-9.970513826107104904e+00,-1.921894638406411460e+01,-2.003252025989989349e+01,-2.828506786580730736e+00,4.080165697764291721e+00,5.429195378605204070e+00,7.007274231983305901e-01
-9.547387533240302204e+00,-6.717496479846825963e+00,-5.758430589042037084e+00,3.933300711917200765e+00,1.075099318072896537e+01,6.248902398314855944e+00,-1.769896870744765494e+01,-3.046983696062224567e+01,-3.006439874272676249e+01,-2.812186318597008494e+01,-2.258877036003357830e+01,-2.985789140236251171e+01,-2.662538818534896734e+01,-3.239405785253990189e+01,-2.764177278856227815e+01,-2.277272130939786621e+01,-2.157778850475566657e+01,-2.717728160660104209e+01,-1.807856413522647188e+01,-1.396067969608286674e+01,-9.756476943728824125e+00,-1.353428780077095794e+01
-1.516251586098172011e+00,1.411708129986241289e+00,-3.333258575510714472e+00,-1.046012989797345583e+00,-2.630258148990775702e+00,8.864621761274755762e-01,-9.891929398598447998e-01,-1.072965337904864924e+01,-9.241892231570300709e+00,-4.923468007158524173e+00,-2.476842536910678572e+00,-3.486582118088625393e+00,6.691528601715428515e-01,-4.305753940526126478e+00,-9.327272280930747783e+00,-1.331251052443711202e+01,-1.175046043970289489e+01,-5.832376648693124999e+00,2.228722693491404172e+00,3.963815322850647860e+00,6.945431773319264757e+00,5.704779964613205578e+00
-1.308870607358559290e+01,-5.523808259446743918e+00,3.751429870484755291e+00,1.948669758530581220e+01,1.968280361368291409e+01,2.138683290002824577e+01,1.566169139536410881e+01,-1.397217601575145629e+00,-9.846649436564856472e+00,-8.680517577461797529e+00,-1.879711771528306485e+01,-2.313264311430205211e+01,-2.203923667655178775e+01,-1.765109048274395320e+01,-2.036758538485690551e+01,-1.731108346624938576e+01,-1.417871226155051900e+01,-1.944362250900561362e+00,2.569426745948333313e+00,6.836194752738602887e+00,6.254708602587813360e+00,1.212750981560146002e+01
9.454507756974630084e+00,9.051003808438004228e+00,-5.016878199550363959e+00,-1.310112133633691478e+01,-7.477238201805551654e+00,3.592129348702740033e-01,-3.191753040261447794e+00,-1.591509775240778168e+01,-1.715004476067738892e+01,-1.351806882713922420e+01,-1.111977298146201498e+01,-7.155960197775716125e+00,-2.993408643192430496e+00,-5.932589087026928887e+00,-1.327456046153709401e+01,-1.744983627436151608e+01,-1.982531348962970341e+01,-1.626971824025837066e+01,-1.229758884198550106e+01,-6.784408880235830885e+00,-1.219292453749517335e+01,-1.746268440644908537e+01
