4.319187404332715801e+02,4.155575025047157851e+02,3.811343014877417090e+02,3.736238721118426724e+02,3.747570043784299401e+02,3.721566952144493143e+02,3.767275047382505022e+02,5.262159675578099041e+02,7.122449889995847343e+02,7.668611370988890030e+02,7.450154479654972874e+02,7.276991377178718494e+02,7.359747953326292418e+02,7.286226842587824422e+02,7.079744298388499146e+02,7.135827623022821626e+02,7.035547954579463976e+02,7.023319019644926584e+02,7.055427837767851997e+02,7.015238862436748377e+02,6.949957214967256505e+02,6.908061964882605253e+02,7.068618888981919781e+02,7.014417884739170859e+02,6.728699580559011793e+02,6.353762725058896876e+02,6.128236407967061723e+02,6.013813273787848175e+02,6.008019771236045017e+02,5.926820672397931276e+02,5.827533457106446804e+02,5.760899173940106266e+02,5.832365914959817701e+02,6.029658333670956836e+02
7.864440282608690325e+01,7.566178442325453091e+01,6.068495038579681022e+01,5.619814403687961146e+01,5.702132922660967296e+01,4.564682618051739382e+01,3.170755278757445694e+01,8.989038808134976932e+01,1.622083532165084989e+02,1.746670223274114164e+02,1.481436729147056326e+02,1.261576235579662750e+02,1.200402631156953532e+02,1.248295100481471707e+02,1.230823280060572955e+02,1.233930565279502218e+02,1.184882162444098697e+02,1.185451992778817072e+02,1.197590538125799071e+02,1.124350017861605977e+02,1.153084193064584326e+02,1.112366057309529310e+02,1.129622191072580648e+02,1.155069590537040085e+02,1.250523189289510810e+02,1.317420139223905835e+02,1.133296765751509128e+02,7.712928558124819745e+01,4.383489032565256593e+01,3.052487029835593546e+01,1.482092745017781432e+01,5.673986595722427140e+00,-2.327929633364604456e+00,-1.201882110654603153e+01
3.791249238333320903e+01,4.141735793743571037e+01,5.148465296119566403e+01,5.077427585382261555e+01,5.143552906050406648e+01,4.061428656864329412e+01,3.461328646444894019e+01,3.118423387052918727e+01,-2.641514107640710307e+01,-5.046627051834834532e+01,-6.194043972338073445e+01,-6.885593848377422432e+01,-8.452534210321175578e+01,-8.884914422074800200e+01,-8.557083012133024624e+01,-8.588049764144872711e+01,-8.131975660522880389e+01,-7.612811699284740996e+01,-7.950708401384703450e+01,-7.963342036935698331e+01,-6.972261886213648552e+01,-5.504814077849799503e+01,-5.166244118555151488e+01,-4.435027533804496613e+01,-2.596990178496481505e+01,-8.117784296534129140e+00,7.477755748373668965e+00,3.014775898627584994e+01,3.868335233554252284e+01,5.035350970809105320e+01,5.162763901067529559e+01,4.973425332154399570e+01,3.011690401534205819e+01,1.880679802624464614e+01
4.039704136123364719e+01,4.407373678976186682e+01,4.253976639628683643e+01,4.404035144077020902e+01,4.399322207281862518e+01,3.856184649200137216e+01,3.747246071784282151e+01,1.112965785155841658e+00,-2.202081215891899291e+01,-1.753739527554760258e+01,-2.423433435046201367e+01,-2.808929244174230178e+01,-3.870956888347730285e+01,-3.939815498252313830e+01,-3.502806278569330800e+01,-4.067742058389016080e+01,-4.041784457630985372e+01,-3.660367903021769109e+01,-3.748872616645357425e+01,-3.844829475664145946e+01,-3.758752492332650519e+01,-2.741130076752660827e+01,-1.482973774779933152e+01,-1.151937808913224615e+01,-7.687422568187855632e+00,-5.889524295819377198e-01,6.735878507416254379e+00,1.157888467296360169e+01,8.151320137360833940e+00,1.371162987376321141e+01,1.591950632856519832e+01,9.297998222351072428e+00,-1.095344915024054400e+00,-5.120431580130641258e+00
3.595995499047717203e+01,3.550675093241389391e+01,3.052601117991851609e+01,3.489169397430941899e+01,3.296929826864095503e+01,3.002390821768565488e+01,2.787919840001629623e+01,-1.799356791286817270e+01,-8.453128427267692757e+00,-2.091871864781585089e+01,-2.414710736576853733e+01,-1.022316146755828647e+01,-1.431680425348579533e+00,1.627918711996147350e+00,7.129368764917423107e+00,7.227683691041707270e+00,8.686828648921073537e+00,1.112497170641025157e+01,8.554040397345760383e+00,1.558631117182422976e+00,4.500573671185859048e-02,-7.675667845580772308e+00,-1.316141928442317344e+01,-1.490879105942694949e+01,-8.549145993195557125e+00,4.308017816716126269e+00,8.052054056680290728e+00,1.625841728283271337e+01,2.419929897601631552e+01,2.599854738201804949e+01,2.230527349755880451e+01,2.188960619214379122e+01,1.609240463717741676e+01,1.438814769297167828e+01
1.852069331957392961e+01,2.022405889398817891e+01,2.436388469174615423e+01,2.593052088643905151e+01,2.391819958174102823e+01,2.424398415794246375e+01,2.548703105407827252e+01,-1.582274225678059487e+01,-2.342619426989735842e+01,-2.988398993119982094e+01,-3.037424926464375829e+01,-2.910925259211727933e+01,-2.629587868423769237e+01,-2.605652144301241435e+01,-2.186419725433673023e+01,-2.283244078831691226e+01,-2.541725939356137332e+01,-2.790926667778476755e+01,-3.012765898161867284e+01,-3.425352810211521160e+01,-4.078386748973914422e+01,-4.658033958041102096e+01,-6.132935787134553607e+01,-6.879813792653936844e+01,-6.451040031075910974e+01,-5.868811586518786783e+01,-3.818220524761441936e+01,-2.418455015996893565e+01,-1.623444442932706266e+01,-2.071549094819874881e+01,-1.618481371973232896e+01,-6.633749291955044036e+00,-8.313364018363863295e+00,-1.327198889323614139e+01
-2.991920496445918953e+00,3.546443563533304033e+00,1.525940861726368780e+01,1.628992440493874483e+01,1.356201229170570066e+01,1.321065418463751584e+01,1.514156563086901208e+01,-2.257305908063399258e+00,-2.280694684873010303e+01,-2.515885215974432043e+01,-2.300869667932350637e+01,-1.138096381009808411e+01,-6.812958785508271831e+00,-8.051695729968535886e+00,-5.815192331820432159e+00,-6.706852169282321974e+00,-3.580812214987985520e+00,1.438424836329651679e+00,2.187541603889969544e+00,-1.197973862031679104e+00,-3.230492743280199086e+00,-1.003285243092525425e+00,-6.237533490164492100e+00,-9.616355493550232225e+00,-1.252644219701731387e+01,-1.819872020192532602e+01,-2.142067490448773270e+01,-1.570777809844354067e+01,-5.820335024238672439e+00,-3.312000664069464584e+00,9.487879035356698409e+00,1.385185742777602158e+01,1.628447964226239719e+01,7.424251697637378911e+00
2.705927940243835650e+00,8.794643362101540518e+00,8.593756038463752134e+00,8.710425484101737226e+00,5.461064117187784284e+00,1.148635136285283309e+01,9.876478453647425937e+00,4.749866947710712495e+00,4.464512480220488300e+00,4.464525752840563300e+00,7.515820223555651935e+00,1.012519432873848579e+01,1.399861786022692911e+01,1.716336048127022096e+01,1.460983158180776975e+01,1.388500827814777772e+01,1.618966008842250659e+01,1.416055466993325673e+01,1.650046964755747325e+01,1.927623005466558936e+01,1.689671179418630587e+01,1.331062199623300835e+01,2.696920485888226082e+00,-4.611946557823562998e+00,-1.063654837789350260e+01,-1.961183096200377918e+01,-1.897310073873648051e+01,-1.648640897932302707e+01,-1.501864219943534806e+01,-1.267069805740367272e+01,-6.409035266853349455e+00,-9.363031155862560073e-01,2.743924457359624203e+00,5.041484040459243587e+00
1.050042384828122977e+01,1.284787507445212640e+01,3.864377678378629888e+00,3.214949445241060300e+00,1.307319453895831041e+00,9.657997009717785630e+00,1.237842412701765227e+01,7.983061353044861974e+00,2.189903928287641932e+01,2.472844038781906306e+01,2.367096174315953050e+01,1.079935640008096165e+01,2.658382095880030160e+00,5.852809188179833200e+00,7.769915244462068493e+00,9.513898617759235066e+00,8.830060907373063372e+00,1.138616267783859115e+01,1.335477332863675493e+01,1.784977465248034179e+01,1.917498901777265630e+01,2.347926317428965604e+01,2.076325330852426987e+01,1.842738354180639604e+01,1.953615914266516995e+01,1.584642633605915307e+01,8.325311047559200262e+00,2.723271217474947825e+00,3.243665639592481220e+00,6.152736949143166711e+00,6.713338456505247187e+00,1.753802010688688995e+01,1.904378627918468325e+01,1.626562081036073693e+01
6.014142246295429928e+00,1.463328757957222948e+00,-5.475830784675054019e+00,-3.138397535017450224e+00,-4.547958530845273017e+00,1.008929421324067377e-01,2.106145951065584665e+00,-6.425728076182964266e+00,-6.257890131517315879e+00,-5.910403836942798250e+00,-1.621286347754998580e+00,-2.736396081298051008e+00,-7.088670714902509218e+00,-1.330342491884009171e+01,-1.127740744613776513e+01,-9.059236787599601826e+00,-8.182521566437166882e+00,-2.584552531317378055e+00,-3.092566552159333071e+00,-1.111078962932650072e+00,1.200626595008749575e+00,5.337469065050854056e+00,-1.775383130030627310e+00,-1.083971868068651112e+01,-1.309932828288299689e+01,-1.253895955093702597e+01,-1.910831951467245915e+01,-1.937535155569803891e+01,-1.738049868062496017e+01,-1.610099272899160994e+01,-2.021435569694380519e+01,-1.634483710789967859e+01,-1.126976080415821713e+01,-1.792748541142127294e+01
