6.268768582366200235e+02,6.247061908916144830e+02,6.412612105985090238e+02,7.156536223755235824e+02,7.672232507002660213e+02,7.654898626789598666e+02,7.184186880528101256e+02,6.820531830860127229e+02,6.744232752206839905e+02,6.539537453969769558e+02
-6.180021570446838552e+01,-6.922990804956020838e+01,-4.634354329161296704e+01,1.305040919960569035e+01,5.945985376235195474e+01,7.965615074172151822e+01,6.277816263257683005e+01,2.728963839449192719e+01,5.836776822419163402e+00,-5.044368738090174276e+00
1.213591937950588573e+02,1.103551940547812933e+02,1.034490472177868128e+02,8.119123521187506753e+01,3.208265317072901013e+01,6.767283730676753706e+00,2.725275638573514669e+01,4.658632450284175519e+01,3.859509436433882712e+01,3.076831039320670058e+01
1.405668997536447762e+01,3.047407726736889977e+00,-3.907377062312828553e+00,4.622667362561165838e+00,3.159394383733430089e+01,5.451953492871849960e+01,5.600821800030325903e+01,4.302678844266716851e+01,4.191369113608570274e+01,4.816743457581188181e+01
3.928402150091289968e+01,4.509633022992717599e+01,4.982370971520774106e+01,3.605585997136164167e+01,2.028557356096273878e+01,1.232125771560366267e+01,1.800962758161556110e+01,2.321149489652237108e+01,2.586934554608273018e+01,2.395448451721287597e+01
2.405730178597967495e+01,2.256732299174048251e+01,1.586913900259953536e+01,-3.914917618387719678e+00,-1.216406568809018651e+01,-1.030422775011632197e+01,-4.110610362121376871e-01,2.017968463841614124e+01,2.587478410464717626e+01,2.188715459076958325e+01
-5.947349208756083527e+00,-5.138863504850046837e+00,-1.807689776345795707e+01,-3.634627152049675658e+01,-4.011932715125379900e+01,-3.832291708801901109e+01,-2.800192636555439663e+01,-1.469576498674777199e+01,-8.111689337695622726e+00,-1.002181498421656514e+01
7.589022790004440466e+00,9.181425346997318826e+00,-1.101033689150396455e+00,-1.068392895398710785e+01,-1.229906640544882634e+01,-1.098909990461317321e+01,4.972903921578881725e-01,1.724822048698822385e+01,2.529442441550494891e+01,2.315545760329189307e+01
-8.684085697817659488e-01,-1.827708933782105749e+00,-1.043541636550849105e+01,-1.961166723670984169e+01,-2.456991091623803669e+01,-2.165616274297016020e+01,-1.057345415485694140e+01,1.062312087649455350e+01,1.696390690221821274e+01,1.405730149685333075e+01
1.930931122614816786e+01,1.337294718622933409e+01,6.924140356864379342e+00,1.451064294606588589e+00,4.581824597511760522e-02,-3.297121260645335283e+00,-1.936913459061873510e+00,9.948254087504942333e+00,1.841081646873170996e+01,2.423126953746291434e+01
-9.926981840036983584e+00,-1.359143201449932192e+01,-2.008895908111340134e+01,-2.860052843953752699e+01,-3.496085758204321792e+01,-3.128571966950556416e+01,-2.462651751904639141e+01,-9.319695842150892418e+00,-8.746906380558588268e+00,3.264574243006718834e+00
-1.622187978377739537e+00,-3.311278467786400448e+00,-1.328323806462334034e+01,-9.149549187148403817e+00,4.266947915584673456e-01,-6.306509110232426885e+00,-7.626639771531595891e+00,6.336352164773309426e+00,5.390305056607587630e+00,8.504189398803760014e+00
-5.502125293231428849e+00,-6.222434763579528294e+00,-1.036633606468602409e+01,-5.112527929964244322e+00,-1.325818066350841429e+00,3.447973483060219557e+00,2.621791501253561751e+00,-2.315544253894182170e+00,3.302938065923029409e+00,6.885803844539589491e+00
