6.191815823690401430e+02,6.211279772769689771e+02,6.873999274047793051e+02,7.710969677383221779e+02,7.906781128028109151e+02,7.725360643918191954e+02,7.491632568987487275e+02,7.432831764704902753e+02,7.400642800004119408e+02,7.029258919118885842e+02,6.515737253193206016e+02,6.292742026177763819e+02
-3.845499808216110704e+00,-2.402511052413461101e+01,-8.739556304613547155e+00,4.388066122749980735e+01,9.704931203131394568e+01,1.170525871120976973e+02,1.092549560790769760e+02,1.088489169617384675e+02,8.053543715709847106e+01,3.289150544372683527e+01,-2.337471102637943687e+01,-5.904235850257865081e+01
1.115293905722730301e+02,1.079327974158351537e+02,8.845627927262944468e+01,5.050455396169832056e+01,-2.684825009702096921e+00,-3.653637708664487604e+01,-3.289155880846849556e+01,-1.277016730455607707e+01,3.172082456937484096e+01,8.414794132736243171e+01,1.087505316335091266e+02,8.002684483551752237e+01
1.790810416954924023e+01,6.006113920039442888e+00,-9.707694333406145404e+00,-1.356363665608066960e+01,-2.972050156058180903e+00,7.601967932122334126e+00,1.254491438386068403e+01,1.720211691411434884e+01,1.090635975399139479e+00,-1.604603166110718959e+01,-3.742723325167889747e+00,4.120443793947479172e+00
4.605132817342235541e+01,4.367110026409450541e+01,2.974142888656663075e+01,1.317753151892216046e+01,-1.107097291368985381e+01,-2.841577120859479066e+01,-2.369998333131015045e+01,-1.234169761441283875e+01,8.019117784378858360e+00,2.468427516414586620e+01,4.193152239307450202e+01,4.290557792509709145e+01
3.022343078746558476e+01,2.719267399159177856e+01,1.730187460075232053e+01,8.546796626756224313e+00,5.652310770832020381e+00,1.340250249316585140e+01,1.690503262456755351e+01,1.493481635594713630e+01,1.295584339710125654e+01,2.015193323468994180e+01,2.109482705926805579e+01,2.076119372502813576e+01
-1.650169278961765684e+01,-1.208853555724098072e+01,-2.538182489197307845e+01,-2.949963310204284994e+01,-2.076105540830904062e+01,-2.101004206693730936e+01,-2.537759889379870870e+01,-2.776917772988212363e+01,-2.568026757525359827e+01,-2.918093103497285412e+01,-2.922059405400963783e+01,-2.148442257819350942e+01
6.595040975549476769e+00,1.275462642107570943e+01,-4.801681265652360864e+00,-3.051626837861055108e+01,-4.246406908053565132e+01,-3.949396347821809883e+01,-3.851231339804889586e+01,-4.504930153071151011e+01,-3.917618865784375970e+01,-2.477112389531860259e+01,-2.934999137760100574e+00,1.953357097790642882e+01
-1.133205602965192327e+01,-1.222844458674237700e+01,-2.855052971623243963e+01,-4.538345151974077396e+01,-4.148474448393040603e+01,-3.945643881007333675e+01,-4.083060100977135676e+01,-4.117834094150458668e+01,-4.529379064080519868e+01,-4.365931167020066539e+01,-2.806273900555301282e+01,-1.087203981783947526e+01
1.409078553340424733e+01,1.502414728538773403e+01,1.005801158816095509e+01,2.284114964669162973e+01,2.872277974358804897e+01,3.420767342432675662e+01,3.433399059357233796e+01,2.801817589420891608e+01,2.647082602293827591e+01,2.447642887603962691e+01,1.498990788532035801e+01,9.059280248493575272e+00
-1.399982826688638227e+01,-1.691435780698414604e+01,-2.341026927452558581e+01,-1.285715238500493740e+01,-1.072214762026935375e+01,-9.030382081407640982e+00,-1.383523266278641195e+01,-2.524466793188541658e+01,-2.942129077276547378e+01,-2.085665932220070573e+01,-2.546686028922159295e+01,-2.724855529831132372e+01
3.412742666659259516e+00,-6.597287767972359607e-01,-2.887255446251458579e+00,-1.536325933126347021e+00,1.775713484694000144e+00,3.100409307960049432e+00,-4.027420606528334446e+00,-7.123987910357599596e+00,-8.099724515099939737e+00,-1.118819044726467027e+01,7.331138354300696935e-01,1.151134548909701039e+01
-1.565549637496162205e+01,-1.321895708366911038e+01,-1.339279896856663576e+01,-9.828286651754421399e+00,-6.102500149140597685e+00,-4.923445971704669688e+00,-1.045467203321723204e+01,-1.457579002777469945e+01,-2.034740785073998381e+01,-1.970473746707519425e+01,-9.732908703346978996e+00,-2.055815213420161491e+00
