6.619883033289986543e+02,6.765062234603243496e+02,6.659879014358602944e+02,6.563596483494485483e+02,6.480329034394413839e+02,6.384653853297820660e+02,6.331869965144360322e+02,6.251052787112093938e+02,6.303021628863212982e+02,6.396370314399806603e+02,6.448763560330731934e+02,6.552486381376234021e+02,6.747012777779310682e+02,6.958691524017754091e+02,7.196768529081888346e+02,7.254081525247999025e+02,7.163389337614491978e+02,6.971618137966742097e+02,6.865710898824743253e+02,6.753478908375690253e+02,6.644230266676935344e+02,5.951472872831160430e+02,4.736659433405623645e+02,4.107059916380781033e+02,3.636194413744927374e+02,3.352172751086233120e+02,3.067617516629557031e+02,3.005948625212013212e+02,2.968837250132274335e+02,2.866072052000441772e+02,2.856405765823045044e+02,2.798326186782330751e+02,2.828631778758472706e+02,2.834819505170819980e+02,2.770387117907356469e+02,3.349817654859665481e+02,3.734249037048119249e+02,3.421757712888326068e+02,2.957676873506759989e+02,2.745428332172714363e+02,2.790490125405455615e+02
-1.724770058423692909e+00,-4.311978929839030172e+01,-9.164063212975491979e+01,-1.073805073184090304e+02,-1.108632956260965159e+02,-1.216943717223001329e+02,-1.220035227421166013e+02,-1.232668205956306764e+02,-1.252779586548198552e+02,-1.279809822414648863e+02,-1.311711740828658890e+02,-1.085137586338355220e+02,-3.777938944086768913e+01,6.242261116334926641e+01,1.169220245984672601e+02,1.163074183360662630e+02,1.065192850858510383e+02,1.015206470738950486e+02,9.855450678212324078e+01,1.008618640512599001e+02,1.241998534237371246e+02,1.450388245843694222e+02,1.611157251966974968e+02,1.587246768975912801e+02,1.462263014743659255e+02,1.327690653048414049e+02,1.152611401117463288e+02,1.044192234592852913e+02,9.883092585001924135e+01,9.424394482521454108e+01,8.402089848467973354e+01,7.492917069082804460e+01,7.887207784908434860e+01,8.262897492516377440e+01,7.343311524389301326e+01,8.105976980922098107e+01,8.427908716757488605e+01,9.825032442189458948e+01,9.154869240427514399e+01,7.452223309252474337e+01,7.519949799604498253e+01
2.518138313319711052e+00,2.540818604344531906e+01,3.806345039390957652e+01,4.003840772169337470e+01,4.745704211098805558e+01,3.935465144395041648e+01,3.152952194336963387e+01,3.054623645362107354e+01,2.350082510493478694e+01,1.512896006346614897e+01,1.661205098111496881e+01,2.507850929360801118e+01,3.475270911806195073e+01,1.360595685952081624e+01,-4.088144498106657920e+01,-5.894504284290358243e+01,-5.855913405173709663e+01,-4.576612990107231838e+01,-4.033141957860362226e+01,-3.293396473620370557e+01,-1.809074470492976872e+01,-6.231431019747184052e+00,2.273356273924585480e+01,4.323216870931300093e+01,6.227220964435007033e+01,7.047358435653470110e+01,6.690882933726584270e+01,5.294806282823498123e+01,5.425056472029955046e+01,5.455529460687336041e+01,4.487175017576988978e+01,3.942026337961196703e+01,3.778687124617573545e+01,4.222828059681772572e+01,3.101672721982411929e+01,2.563782589500285525e+01,2.127123188227485784e+01,2.351096563756382807e+01,3.165183205712177994e+01,3.720139852359368859e+01,3.323147532943783489e+01
5.766362906996098303e+01,6.392787141270054008e+01,7.787540383429399071e+01,6.370602732660112366e+01,5.257592444104135154e+01,5.193455448098501392e+01,5.068451415575485441e+01,4.156471129457583658e+01,3.165577370230796816e+01,3.112839082461847795e+01,3.914973998986498316e+01,4.585012448967680854e+01,4.815499346617950494e+01,4.167026158237422351e+01,6.044337914382512622e+01,7.147044087047211747e+01,7.121219486940861998e+01,7.779967199881514262e+01,7.800634429109152279e+01,7.759654021876849583e+01,7.221579345068158773e+01,6.555739930621267320e+01,6.204640704530129369e+01,5.342670104807359621e+01,5.185862126925700011e+01,4.981333492411478403e+01,4.600134039462766822e+01,3.751664836016095705e+01,4.196664467539285681e+01,4.299156260639671245e+01,3.783799851390139679e+01,3.180714175260937182e+01,2.960387554966165169e+01,3.388191543095426539e+01,2.856658087092674592e+01,3.699900546088032627e+01,4.154228375625355341e+01,3.272849220084321331e+01,2.393089119422469224e+01,3.177363150872282560e+01,3.103000851016302164e+01
-8.523629459636463679e+00,-7.099735128522107530e+00,-1.785777257985443622e-01,-1.463850243012384755e+00,-1.790081357526624339e+00,-5.343898340298718352e-01,4.636016411871453968e+00,2.142408679184846676e+00,-6.452367427172409187e+00,-1.043092635540274848e+01,-1.481505760798773608e+01,-2.447433222360515259e+01,-1.408376566814018105e+01,2.608134248875381145e-01,-5.979614361053513960e+00,-1.327390991887387095e+01,-1.416415297832968534e+01,-1.538200451713741046e+01,-1.343038957743892325e+01,-8.105055270548660928e+00,3.853974698914113706e+00,1.564521264495092900e+01,1.632521520417532912e+01,2.529400382624628918e+01,2.861269114980108696e+01,2.872188814240450938e+01,3.404912687665385107e+01,3.282146082212445037e+01,3.015569679452017482e+01,2.779831281552549527e+01,2.953991491986456097e+01,3.031355836778715940e+01,2.933757951313332768e+01,2.719639276552652873e+01,2.541314769336914026e+01,3.404635753591377778e+01,3.370889769993715390e+01,2.591338476876959618e+01,1.562490211149869168e+01,2.550141747248768809e+01,2.426181397697264686e+01
-2.085075135089643705e+00,7.472911895663136406e+00,1.331313791302200045e+01,1.543367157137882906e+01,1.913414090316359051e+01,1.973812892389372564e+01,2.343007030267273905e+01,2.525504551480664617e+01,2.564604272907420679e+01,2.501933012239393150e+01,1.619585081338320265e+01,1.122472931759624259e+00,1.186157822006687823e+01,9.785637441425130145e-01,-1.666764360913278153e+01,-1.219737502895854320e+01,-9.632961665349974112e+00,-1.166799538690043647e+01,-1.527111275918933941e+01,-1.528469535947232316e+01,-2.311185058906406908e+01,-2.397432186603973037e+01,-9.670747074369614893e+00,-1.241767485956088102e+01,-7.413776569248431869e+00,9.367293693938963939e-01,1.645637618058885465e+01,2.567542736945915749e+01,1.784114164916887546e+01,6.563776584366145528e+00,1.907884776124203086e+01,2.726929040228065659e+01,2.474581792035073491e+01,2.424956054809218742e+01,1.764000152488429762e+01,1.358709047789868762e+01,4.228099899028878284e+00,4.717622306446846991e+00,8.711356811581460136e+00,2.247764041883965547e+01,2.080075860222497042e+01
-2.216792641175150891e+01,-1.901158142783914684e+01,-1.857845619524210079e+01,-1.095393528342922629e+01,-5.244826066702249712e+00,-6.608624660969196540e+00,-6.778779930265150355e+00,-6.604160304152975058e+00,-8.647125669883166665e+00,-3.752675632971170128e+00,-2.265950261593697501e+00,-1.059882616341555917e+01,-1.709755451855708230e+01,-3.785163511577114548e+01,-4.225078505602556334e+01,-4.452310211937314932e+01,-4.250623455711267695e+01,-3.984995064554541244e+01,-3.485793789281737531e+01,-3.372893818085507434e+01,-3.705628746362688020e+01,-3.369543062331313621e+01,-2.120971505183673855e+01,-1.952014646753362115e+01,-1.770800484644046691e+01,-9.943324212973941201e+00,2.129522610007203554e+00,1.437457553455398340e+01,1.293670100202663775e+01,6.017982355994728749e+00,1.098413726263339640e+01,1.334241461362842429e+01,1.199154030010630478e+01,2.080654984094130810e+01,1.916340534371834536e+01,5.265454250886353549e+00,-9.058952492113245825e+00,-1.070884350658898754e+01,7.343155546883026297e+00,1.806944363021539957e+01,1.258100508590011302e+01
-2.062511269235577060e+01,-1.913605206798132485e+01,-1.080452023832067354e+01,-1.282977613712996146e+01,-4.857702986593312566e+00,3.906719204991842442e+00,1.855234053275144790e+00,6.890319942910749784e-02,4.863525666180986917e+00,1.089514421669223232e+01,1.302787582107904463e+01,7.046793460083264904e+00,2.367488749160772121e-01,-1.056316578018720520e+01,-1.920111071387194812e+01,-1.497399539381488331e+01,-1.144519817881082346e+01,-8.597441314658368583e+00,1.014255456601784733e+00,6.693429409694992671e+00,-6.657470488656931362e-01,-1.139348319304457124e+00,-6.986077490824670333e-01,1.352299767717806134e+00,-1.816882808417676631e-01,4.524531101810935207e-01,-3.541557170566688395e+00,1.518395147936417366e+01,1.837356036241169122e+01,1.440568947854118953e+01,9.051117124343324605e+00,1.381847852703862856e+01,1.538612900807917505e+01,9.746240114209911098e+00,1.050226120141667252e+01,2.118758970797918195e+00,-8.629129328955833955e+00,-5.923276776348418871e+00,-1.787965339512862961e+00,8.284476154200310916e-01,5.419513046158169089e+00
-1.306643182866561004e+00,8.404333143298654107e+00,1.453651552569867178e+01,8.946182694255536916e+00,1.530817818430912070e+01,1.959188095054295786e+01,2.261623239431723320e+01,2.139883788232720008e+01,9.269231976907164494e+00,8.518394742840886380e+00,6.051204229911585131e+00,-2.908947104572098041e+00,-8.663589037267277249e+00,-1.077609950268131200e+01,-1.087265848628159759e+01,-7.316348662895826749e+00,-5.347935156426488312e+00,-1.646744337435480432e+00,-6.018351827465981962e+00,-1.247762447122713425e+01,-1.412552344170469887e+01,-4.397342302318693719e+00,-3.034054399278309333e+00,-4.430432903998423377e+00,-4.229122465848833556e+00,-9.584371286338975171e-01,-3.546693790446937999e+00,9.868245505570250486e+00,1.394476889581425283e+01,1.294604958645046011e+01,1.675206875815989349e+01,1.845934853309773871e+01,3.932504351125758912e+00,2.590587396504041795e+00,1.321052354997766543e+01,5.992241637150347522e+00,-1.996623684837228518e+00,1.458630242177452407e+00,7.496408597265222795e+00,7.387716884758606994e+00,7.640590783005935194e+00
-1.032834050018396788e+01,-2.958011364220497263e+00,-2.293797128911126415e-02,2.775858600017047095e+00,8.539964509158801675e+00,8.383455341613247569e+00,5.041142417600082304e+00,3.291021769059388813e+00,-5.728711799322138143e-01,1.202941844899049650e+00,-9.550827144192512996e-01,-1.025465058242811089e+01,-1.826312366466761716e+01,-1.893488043453000813e+01,-1.600027542069751973e+01,-1.037695339551223128e+01,-7.163607638470715244e+00,-1.377742179474788831e+00,1.834661618630246016e+00,9.879386677034709408e-01,-1.119502759491057375e+01,-1.312457199834509858e+01,-6.456651989823264159e+00,-4.988827670164311279e+00,-1.039561695280179876e+01,-6.032393330021876388e+00,5.817060817655967941e-01,1.022384656463449337e+00,9.308836156041105925e-01,6.962424633119466577e+00,1.409869440802463814e+01,1.703648026880523858e+01,8.812028332749212822e+00,8.135480956961778531e+00,1.699472376993606559e+01,5.273694991003619492e+00,-4.848586607281770711e+00,-1.678665256381277837e+00,6.766401125854816456e+00,1.470157535176246455e+01,1.221149143813616078e+01
