6.911686937273977946e+02,7.209054255206016251e+02,7.367529703135072623e+02,7.373548117629826493e+02,7.319504840046263325e+02,7.724362085891068546e+02,7.930901012547492428e+02,8.002118007982234076e+02,7.839529619404165715e+02,7.730600819199177067e+02,7.938100319723073426e+02,7.998847168636663127e+02,7.823345490846843404e+02,7.387594044656464121e+02,6.980626125890556750e+02,6.485298495670226657e+02,6.083276097187208507e+02,5.799245504692065651e+02
-3.378417340017257686e+01,-5.142865838982293525e+01,-6.559151705480230987e+01,-5.980230158151211128e+01,-4.026011183087840095e+01,4.304722359235802287e+01,1.092682768434371781e+02,1.117729776609707244e+02,9.369786500868556800e+01,9.027831533540518194e+01,1.064017956500773607e+02,1.203409025559529653e+02,1.276067438620662671e+02,1.326458846780207637e+02,1.232624152734971403e+02,9.752641257111997675e+01,6.619056504167335220e+01,7.147681049848597468e+01
1.169516121565379052e+01,1.576756327008006409e+01,1.584966223121886131e+01,2.365575688379286845e+01,3.093105045500821859e+01,2.512034866359149987e+01,-3.152232053189099048e+01,-5.462876132933014617e+01,-6.842532797106468934e+01,-8.111468535196496532e+01,-7.921265051063650731e+01,-6.292535687688878454e+01,-6.264469054471618392e+01,-6.371735607169253512e+01,-4.558621419941382413e+01,-1.051164738770347995e+01,2.475957285584479450e+01,3.602442170817890599e+01
5.064161532377714536e+01,5.067360561009768816e+01,5.641970698327233436e+01,6.042581808384534980e+01,6.571108489832060684e+01,5.986968016248748370e+01,5.564295844787013579e+01,3.726457140223023146e+01,3.303640596390366113e+01,3.185579170368864510e+01,1.790757359286184425e+01,1.683036956998386557e+01,2.711733857882376952e+01,3.934072384002984535e+01,4.847098933056619785e+01,5.674571123431249475e+01,5.650276666403058812e+01,6.572583895497594142e+01
2.727457271042751330e+01,1.404718329441731761e+01,4.891707211378252929e+00,6.340758183662658531e+00,1.396666458753206896e+01,1.271767429709279540e+01,8.017331174869539723e+00,4.980671176714926318e+00,3.444818342499123887e+00,3.566147262713224464e+00,-3.833171737989682804e+00,-7.582637415143492987e+00,-9.166293319551673591e+00,-5.910363602311936582e+00,5.814293710355402212e+00,7.774156681941266633e+00,8.795098545190437989e+00,1.130894268792868829e+01
1.166987365838657453e+01,8.122212247562213605e+00,8.628730358747318974e+00,9.779633840951706958e+00,1.081341914158340423e+01,1.183130214969652094e-01,-1.844270524781559928e+01,-2.703485098871492198e+01,-1.972026860618411348e+01,-8.314179332519712418e+00,-9.820672353490092377e+00,-1.068579534009852239e+01,-9.988580840256410909e+00,-1.276307678439278703e+01,-1.395656411813355469e+01,2.035120011303398257e+00,2.665477104870262082e+01,2.224765774738022373e+01
-1.446262779984247437e+01,-1.478250884262100051e+01,-1.796775763909878521e+01,-2.021480278223260996e+01,-1.492749982548195931e+01,-2.943398644807501796e+01,-1.882166415018827621e+01,-1.332830055463598207e+01,-7.659365155886693088e+00,2.048246649954706733e+00,-5.702631284797232691e-02,-4.972016861024073364e+00,-8.529071748998742208e+00,-1.199447839294178664e+01,-1.387634520073278921e+01,-2.142015956634195817e+01,-1.124943994727842167e+01,-3.263565522452656076e+00
8.565373105311575586e+00,1.091603257523319748e+01,1.119791474295872291e+01,1.499741189577574829e+01,1.774422040747514728e+01,5.722201517735558518e+00,-9.471284163218992802e+00,-1.571675752246227198e+01,-6.804437879891893637e+00,-2.296286644940493726e+00,-4.747181897670110118e+00,-9.143206571194923526e+00,-1.753630090767742189e+01,-2.927021329634879621e+01,-3.124693003043781658e+01,-1.789057750658042067e+01,-5.937471907770907720e+00,-2.576695740629383558e+00
-4.521541978860059707e+00,-8.659384635423261756e+00,-1.255879426439270574e+01,-1.407748496699673879e+01,-1.878965041244026324e+01,-2.060747128017008833e+01,-1.113927377610404434e+01,-5.218798757866053073e+00,7.123792870420612822e+00,1.034267899757790232e+01,6.287959003265287450e+00,6.966243749339937175e+00,1.003024730207594217e+01,1.572433692973723396e+01,1.819424089059474881e+01,1.137077818997764567e+01,-3.277154199509590971e+00,-3.105673458721825320e+00
3.826766108908241648e+00,7.974275048243212538e+00,8.684513244405412280e+00,9.548709599719785501e+00,5.431073955667939046e+00,2.312229820285116033e-01,-2.785000442001481780e+00,3.730414097118334382e+00,9.214326282013336922e+00,6.102887997856569768e+00,1.746133479695733515e+00,1.066305033884682008e+00,5.006077278876757575e+00,6.485146278177476908e+00,1.043188514570154801e+01,6.232163934643963010e+00,-5.478779911381391088e+00,-8.647623286126293607e+00
