5.439995263229427565e+02,5.465830420149308111e+02,5.382016372265464952e+02,5.396440786186541345e+02,5.592370500980307497e+02,5.630246231838204949e+02,5.771476026188154265e+02,5.953351469532044575e+02,6.190819164831427770e+02,6.881169630265000023e+02,7.435846327979476200e+02,7.419799014019434935e+02,7.248965873533115882e+02,7.242877837443297722e+02,7.308291222612988349e+02,7.330299631160464742e+02,7.395069723297609698e+02,7.400792167396725745e+02,7.526489427855010490e+02,7.535783626099605499e+02,7.556658389957633517e+02,7.672758564644973376e+02,7.565018245774181196e+02,7.584367896415673158e+02,7.555952237283319164e+02,7.428063591639787546e+02,7.165772289964783113e+02,6.891300288773422835e+02,6.703299668514059704e+02,6.717817849304032052e+02,6.549691791799756402e+02,6.359635887513011312e+02,6.414997344814790949e+02,6.470839452262325722e+02,6.416682609249680809e+02,6.276284623769423661e+02,6.261650643306786606e+02,6.185537040799810029e+02,6.174790053896547306e+02,6.096438691587450194e+02,5.954600746778253324e+02,5.839106083307998460e+02,5.659928225674102578e+02,5.607320499395259503e+02,5.675008777455177551e+02,5.640162438157532279e+02,5.627458013255053402e+02
4.118434569981678095e+01,3.126280737755991623e+01,1.376050939582445665e+01,-1.163015805245185774e+01,-1.702453528190178034e+01,-1.730568038143921683e+01,-1.048767702564731863e+01,-6.030455863713999776e+00,-7.296553539343881845e+00,2.829744950069507325e+01,7.817500438553155107e+01,9.890255806238064906e+01,9.120059914383014643e+01,9.000194925426231407e+01,8.933848647395326736e+01,9.093211214048318425e+01,8.653919020787350291e+01,8.706311545487547221e+01,8.884403870322628904e+01,9.015711687865955071e+01,8.222002204102038547e+01,7.890545554809084194e+01,6.979305695077545124e+01,6.937589877977529795e+01,7.485934518595678355e+01,8.046778542890126573e+01,7.814771157395172452e+01,8.232348611532127336e+01,6.948282374804404071e+01,4.991467872269591055e+01,2.118930373074247342e+01,6.106080990881741499e+00,-8.232432591254893239e+00,-1.113479279161616731e+01,-6.189033540471136519e+00,-8.191090436961271593e+00,-1.867573605118326041e+00,1.032723477216368835e+01,2.448430078432095769e+01,3.300959415598275370e+01,2.790109877266013427e+01,1.150796714004022903e+01,-3.911611919693435357e+00,-2.778429306572247270e+01,-4.661816546912734793e+01,-4.385172304769744756e+01,-3.649579282518074841e+00
4.353564031137039336e+01,4.652620640387844730e+01,4.996747464991626941e+01,5.216245899598092706e+01,6.994445620378957074e+01,7.678008811766309805e+01,6.787231156435700541e+01,6.122940975828895205e+01,5.287925843682095461e+01,4.470563108120975215e+01,2.030895141491118139e+01,-4.422465350364751302e+00,-1.561125363891440543e+01,-1.937328831913080052e+01,-2.674866497502441121e+01,-3.593329078534651444e+01,-3.476065548416109152e+01,-3.804246687360831203e+01,-4.257329840745612870e+01,-3.967053055723072674e+01,-3.736859117550101672e+01,-3.513875883296050517e+01,-2.690869272371086396e+01,-2.674903834313197137e+01,-2.193901481766582862e+01,-1.308256662882045518e+01,-9.350641289016976998e+00,7.082061169191014027e-01,1.003403085812764672e+01,2.519492169470665388e+01,5.215627854629931903e+01,6.897028675632549266e+01,5.690881931678757155e+01,5.079238505865885145e+01,5.710221406396881605e+01,5.327239268649084636e+01,5.450969828907425097e+01,5.127255628162518519e+01,5.393657959107461153e+01,5.405920036350043745e+01,5.391619418164894029e+01,6.577513855894937933e+01,6.330419205649756975e+01,5.575441673405460108e+01,4.511747655611080887e+01,4.961400308208182253e+01,7.586521291906498732e+01
1.040435584132220370e+01,1.360513297310213154e+01,1.398562081132417312e+01,1.773999869600293522e+01,1.818679633702230092e+01,1.379849861080426265e+01,1.160775313062713465e+01,7.981368317314807115e+00,6.048625513355789352e+00,8.259469758267268702e+00,1.026148949305322766e+01,9.963923167881759468e+00,2.865237335955317377e+00,4.816645141720309331e-01,-2.344824826444279697e+00,-7.474179133824185861e+00,-1.109038308015044905e+01,-7.100982652184434585e+00,-5.221103028578898630e+00,-1.596972675764973371e+00,4.300408474898856248e+00,9.154596482568347682e+00,1.526157026906314407e+01,1.506582972247343122e+01,2.293351314936113994e+01,2.356907602181598094e+01,2.562955278178706564e+01,2.674490142588714292e+01,2.641728964275352354e+01,2.059324163787735529e+01,2.064777508297614617e+01,1.495487615117475499e+01,9.067616979817778144e+00,7.729096974573305801e+00,1.010845722715901651e+01,1.095678054332913476e+01,1.153069164351084197e+01,1.069217170434724551e+01,1.517514669235762170e+01,2.276696316269390863e+01,3.117731678894192271e+01,3.401343093328253531e+01,2.278537459983862234e+01,1.866042629304074296e+01,1.678568608526219208e+01,2.649197785402784078e+01,4.043736119904303905e+01
5.431609762255606100e+00,7.795118991738004155e+00,5.986499803241914108e+00,9.924795269102251183e+00,2.694051297855097715e+01,3.530656644988235371e+01,2.882492409019806701e+01,1.572805337172072448e+01,1.419660712928322788e+01,8.202682440958662724e+00,-2.733906857704488047e+00,-1.343548549495424638e+01,-1.413241898247535033e+01,-1.674629193556283724e+01,-1.489599381196662264e+01,-1.484102892089913972e+01,-1.581752479243872855e+01,-1.767182732707026105e+01,-1.566549592900860155e+01,-1.563015577186695104e+01,-1.134989762555694526e+01,-6.650571401282901363e+00,-4.732181287895459221e+00,-5.765194321932341381e+00,-3.219737688676876264e+00,-2.789457406787004823e-01,-1.941679888939613630e+00,6.743733324873987911e+00,1.431343158011257266e+01,1.957066255637808894e+01,1.494792607346800040e+01,1.720870992773433272e+01,2.913629521525503208e+01,2.038027351280393873e+01,1.782629799935113368e+01,2.821660682056351277e+01,3.145233584461099952e+01,1.870099864467806583e+01,1.915697920338272553e+01,2.408748299005002025e+01,2.348676125336058718e+01,3.164459069818894932e+01,3.295211064818410307e+01,3.426829301994300181e+01,2.505925111836258168e+01,2.634618178381137810e+01,1.692109142076812844e+01
3.014661183808094336e+00,-2.520009327659233023e+00,-4.517253137494046555e+00,1.382295355982442242e+00,9.622595619871383565e-01,-2.983796493070137057e+00,-7.817978602127428900e+00,-1.101392452306592418e+01,-2.300471906836299318e+00,-2.012265745043978882e+01,-2.893610764621496401e+01,-2.745968733702425624e+01,-2.612436978943482302e+01,-2.660011946526731208e+01,-2.922034019550950745e+01,-2.656403841057700532e+01,-3.153662197102206832e+01,-3.369714885715235653e+01,-3.151775543853766237e+01,-3.459660238965776102e+01,-3.852146169188640101e+01,-3.587374725310817070e+01,-4.132078496631139330e+01,-4.800551524255222091e+01,-4.525975425219988324e+01,-3.739026615082794081e+01,-3.383118016234652004e+01,-3.113919061272384425e+01,-2.818542435226503073e+01,-1.753875033482793100e+01,-1.877966127091838189e+01,-1.372456544812078150e+01,1.951670191124073916e+00,-2.915308247187729407e+00,-7.002633683125649711e+00,-8.553666237128514371e-01,3.215183564930207183e+00,-6.828264622506059034e+00,-8.113421814492390638e+00,-1.235722463838461138e+01,-2.218013877039877002e+01,-1.682277738594028094e+01,-4.519931782815225674e+00,7.365622784114507660e+00,1.101880520200569924e-01,6.626249525617740943e+00,6.113953887823787348e+00
4.471923679229083959e+00,2.869738126265136691e-01,4.258535407984881394e-01,7.030954296343988830e+00,9.306196179872834762e+00,7.292886460065079568e+00,-5.774289321935293096e-01,-4.462242763100179310e+00,-2.878986654367636788e+00,-2.418322382439179563e+01,-3.895759719376933106e+01,-3.716088849930991955e+01,-4.083791941522888180e+01,-3.693972588858498796e+01,-3.744213952940934576e+01,-3.862408370674366154e+01,-4.052609054860978688e+01,-3.665404336866969004e+01,-3.420042186872773726e+01,-3.558318436643789084e+01,-3.369836306072205900e+01,-3.017595806581351070e+01,-2.637251956521279439e+01,-2.895301655354186821e+01,-2.879396385852031059e+01,-3.078136251569291915e+01,-3.174902501094325302e+01,-2.523376403001907065e+01,-1.785670896290053733e+01,-1.812296570297165488e+01,-1.976926246908045215e+01,-1.428087535860312052e+01,3.960560995039793530e-01,4.117252712814638560e-01,-4.704435862549522618e+00,-8.210380354671887204e+00,-9.158039004105933856e+00,-1.789171987356763083e+01,-1.976917831902522948e+01,-1.738184044758773439e+01,-1.396934497566874001e+01,5.213746708522075668e-01,5.987280873939941017e+00,1.027624982514927510e+01,1.001711125600771979e+01,6.131999190332330762e+00,7.644946895355833050e+00
3.297283696101333650e+00,-2.005010356653700310e+00,-1.815513330399001202e-01,6.639989325058179404e+00,6.660407709100807594e+00,-3.088017458536344240e+00,-6.247045232939278936e-01,-4.460647173278434074e+00,5.932322402492059554e-01,-7.337552125878154641e+00,-2.496781450970881622e+01,-3.513527902132948810e+01,-2.862821244440292645e+01,-2.773228098203464498e+01,-2.871641040374395004e+01,-2.345531221228204544e+01,-2.126335860646924658e+01,-2.353828615813380765e+01,-2.131642625320987960e+01,-1.830844011526165360e+01,-2.045000088561348406e+01,-1.818467310316926699e+01,-1.124520665062884461e+01,-1.337213268823377987e+01,-1.329690355832564919e+01,-1.596869472871612317e+01,-2.207338893164728688e+01,-3.092580432014434422e+01,-2.518171875806979898e+01,-2.213244535952695813e+01,-1.434947829036527800e+01,-4.922059132601653175e+00,1.545686900469551706e-01,7.204032588952228977e+00,1.209483197485282702e+01,1.470051672256267761e+00,-8.971102265381253105e+00,-1.261813019038985928e+01,-1.387331193207542768e+01,-1.137100121569820388e+01,-9.679552634948366929e+00,-1.828112098096049465e+00,3.334765482527512148e+00,7.350362622305036453e+00,1.041157904422750313e+01,2.638705355723968804e+00,-1.221516767690541627e+00
5.251714819231815490e+00,-2.384901961007575899e+00,-8.917643415843414800e-01,3.961823205394888081e+00,1.426811310932902810e+00,-7.927605732661862525e+00,-2.444269006697229685e+00,-8.755815200740842741e+00,-3.576371301023652194e+00,-1.041315287696048486e+01,-9.238105417423076560e+00,7.898867068993926210e+00,1.780916574892609816e+01,2.923948602481395653e+01,3.004342973684311247e+01,2.500241043075806147e+01,2.413900186443507323e+01,1.963414941221017429e+01,2.135480720636770258e+01,2.306726980330957844e+01,2.056363239070282489e+01,1.539531231668675204e+01,1.768826522585069583e+01,1.303782743123011656e+01,1.400280566914020497e+01,1.289986633473592903e+01,1.294143768081402968e+01,6.728847765708062312e+00,-5.351016302009957926e+00,-1.748919362557865043e+01,-1.208640628851163257e+01,-3.920279236746705642e+00,-9.173454299016540858e+00,-7.893496640884078985e+00,-2.003038708706792459e+00,-1.017101599337343565e+01,-1.021125912984452455e+01,-6.613585801444033407e+00,-7.987400614797883769e+00,-1.085700922211997721e+01,-1.374850689335895382e+01,-1.463640651479052579e+01,-1.137701323371694251e+01,-5.356563136127400426e+00,-3.673357692778390415e+00,-1.362947712235507858e+01,-2.208046084107883189e+01
-2.025820226208391261e+01,-1.973025967309731854e+01,-1.724941154082838679e+01,-1.908561700557387653e+01,-1.525295319705790753e+01,-1.930379182495830648e+01,-1.512950609492698106e+01,-1.250332335597619071e+01,-1.223010788343227517e+01,-1.890983948212858934e+01,-1.967625594051653337e+01,-2.186660167250401798e+01,-1.435007346875002199e+01,-1.533052327179950103e+00,3.616534454421547196e-01,1.939762844879751258e+00,6.423416894300309821e+00,2.184686996867592157e+00,7.149752690567023894e-01,3.934728609073103733e-01,-4.670132283182829802e+00,-5.418609274931148079e+00,-5.940265053623789981e+00,-8.736936008794712549e+00,-9.862898193706364225e+00,-1.479490826731624153e+01,-2.402656324596350501e+01,-3.024425085165663774e+01,-2.676625965570924137e+01,-2.825072000010973738e+01,-1.673976932228030279e+01,-1.103441251423859271e+01,-5.288642979445823400e+00,-1.301329249036101565e+01,-1.014577103674317726e+01,-1.381092092072899291e+01,-1.568075322881793987e+01,-1.344308607198493632e+01,-1.615942059552736154e+01,-2.041283046922600874e+01,-2.084192824742977024e+01,-1.204669407227338951e+01,3.164364538216956735e+00,1.072776679096541486e+01,1.022767829399039208e+01,9.961392754646112735e+00,4.540659443626217318e+00
