3.440163354797282409e+02,3.569938871146985662e+02,3.789420507592730019e+02,4.174849457589703547e+02,4.201884294787446947e+02,4.135961454827251487e+02,4.249015904353380506e+02,4.694063929762971838e+02,5.933738115762238294e+02,6.982578905232519446e+02,7.239921383744937202e+02,7.065964390965341408e+02,7.032838401437746825e+02,7.077669377641823303e+02,7.243210627500286591e+02,7.276696021699675612e+02,7.055115788403832084e+02,6.991060827405428881e+02,6.966879726762844030e+02,6.971765823738558083e+02,6.915841177468959131e+02,6.710044292963875705e+02,6.845771428449278346e+02,6.998606259232811908e+02,7.056986673252644096e+02,6.991557555179628025e+02,6.856449328989939431e+02,6.744833957008146399e+02,6.608924453129943686e+02,6.511784624013406528e+02,6.589075824764103118e+02,6.631614110868109719e+02,6.538786272216110547e+02,6.521635464685703027e+02,6.499251486799877284e+02,6.521492654948589234e+02,6.495456597154842484e+02,6.369198414856946329e+02,6.276950405599727674e+02,6.183303850201523346e+02,6.132160990073552966e+02,6.112204206708813672e+02,6.088118848659175910e+02,5.946867707140960420e+02,5.718689167081702180e+02
3.653511668225586106e+01,5.463240137316412870e+01,8.181862524224412425e+01,1.108253482538457177e+02,1.121070771329786453e+02,1.021609040522414915e+02,8.963764383210136089e+01,5.391789010818660444e+01,6.257821596372087924e+01,8.696058157414933021e+01,1.011348111582939850e+02,8.808234630285289768e+01,7.884523826137720448e+01,6.786307304351942093e+01,6.882742382271234760e+01,7.451185334923312098e+01,7.197596337177263592e+01,7.321935029044252019e+01,7.214520763845108320e+01,8.018664600494599881e+01,8.429211512257774075e+01,7.777087893675457053e+01,8.924113144140127929e+01,7.062721442440218311e+01,7.265107435929660795e+00,-5.247994349281556481e+01,-8.964994033906037885e+01,-1.098259967513234727e+02,-1.206137679374725451e+02,-1.306000414534917411e+02,-1.318482448750815479e+02,-1.261248942325579918e+02,-1.317883495825442992e+02,-1.348106593430865132e+02,-1.354332630776348196e+02,-1.244338290515676988e+02,-1.203448034574275596e+02,-1.230414576485181328e+02,-1.206751398800883663e+02,-1.207941500892257665e+02,-1.241717805472941905e+02,-1.366270461540572683e+02,-1.388888189794279526e+02,-1.348796961344092438e+02,-1.179475229244299896e+02
3.282114719836054917e+01,4.999018560867745009e+01,6.868794208597530826e+01,6.410437571974506454e+01,6.208928188358282796e+01,6.129989197056806205e+01,5.832700477589084187e+01,5.707317198445477402e+01,4.256942730153075161e+01,1.213217423531411399e+01,-9.010866188995409587e+00,-1.940683883872481275e+01,-1.662437203859607848e+01,-2.141885453692328056e+01,-2.948711576959286162e+01,-3.202922429170293839e+01,-2.994706264833510545e+01,-1.928860594885819424e+01,-1.234923076401494768e+01,-5.114068396481643575e+00,-6.964265821673521373e+00,-1.095087161292672029e+00,4.845570126616769002e+00,2.920241275451108010e+01,6.641309904932089125e+01,6.233599203516311604e+01,5.134494152374491449e+01,4.743238247084869386e+01,5.150478124245561418e+01,5.045855101214178262e+01,4.153959947993880775e+01,4.379782546467126281e+01,4.192841518516756594e+01,4.011911743416580123e+01,4.470619381558229577e+01,4.226868966777001901e+01,3.997935831272278051e+01,4.331419940397655921e+01,4.805305645997231778e+01,5.367981787465343757e+01,5.209606323867659228e+01,4.305580615193284899e+01,4.758577872683083854e+01,4.209144947089176725e+01,4.413190919051851324e+01
2.776665701854240353e+01,4.297515517312672273e+01,5.271799203435120518e+01,4.999781119570654653e+01,4.835636467017137363e+01,4.652458382547752080e+01,4.971677165236597773e+01,4.804361074361213468e+01,2.179821039215913103e+01,4.799935312709074253e+00,8.102328811302989209e+00,1.752045156317024066e+01,1.583723928372033463e+01,9.186587817874407591e+00,1.060102027511075917e+01,8.611787992520966384e+00,4.364159074381163350e+00,5.130173547043609616e+00,1.163064116569701945e+01,1.338762713099232116e+01,1.235605291623208224e+01,2.576114447174744981e+01,3.132712903445227681e+01,3.554006949334293353e+01,4.560513555880258707e+01,4.891698359172313815e+01,4.604762248705563366e+01,4.997189106584222884e+01,4.591561131532095175e+01,3.713946185569670888e+01,3.329273312592608391e+01,3.587278841142617125e+01,3.474566040426653757e+01,3.893167500397201763e+01,4.129263761654309661e+01,3.680226238955824414e+01,4.002211131211100792e+01,3.632870596727344292e+01,3.566353416750025929e+01,4.311714276885615504e+01,4.318116109718026507e+01,4.263880696694653238e+01,4.897824000963817070e+01,4.711149293161057727e+01,5.430299897194490910e+01
2.251284832216040144e+01,3.446031844522465093e+01,3.494877798061848750e+01,4.069582711156085963e+01,4.007568578693896200e+01,3.448678361047333851e+01,3.934270646334969967e+01,3.669296364004924271e+01,4.534907265987614400e-01,-1.868480980723808571e+01,-2.672470152325909964e+01,-3.035301965666061363e+01,-3.901885416676998375e+01,-3.839122412672531937e+01,-3.312472730697995615e+01,-3.610072564498833714e+01,-3.613796029641027019e+01,-3.592531520789699329e+01,-3.728914734939381503e+01,-3.829772174263747786e+01,-3.685428499968659821e+01,-3.446105368284571568e+01,-4.177739177569571893e+01,-4.432106507027514652e+01,-3.299462760888781077e+01,-2.516570480334459603e+01,-2.408687602995353672e+01,-1.815667217197495731e+01,-1.558840753641294974e+01,-2.056677624394719572e+01,-2.696006806681361212e+01,-1.915102486853723462e+01,-1.280296928270580992e+01,-1.754024798637553317e+01,-2.445224863079815947e+01,-2.314055660156603267e+01,-1.782518431136011827e+01,-1.646377072107380712e+01,-2.240164410101104053e+01,-2.260190497822337363e+01,-1.668239363314675927e+01,-1.353119545962498549e+01,-1.174523001798274535e+01,-1.443028068842569311e+01,-1.132154974002937564e+01
1.786650665021135254e+01,2.534619171469015342e+01,1.660754744882727607e+01,9.418809959157643519e+00,8.435085015559705468e+00,1.121803425065928295e+01,2.012921431596764066e+01,1.537000199732668193e+01,-1.661330868160385776e+01,-2.932708443868234127e+01,-2.909415338886952185e+01,-4.034163497037639701e+01,-4.806149145604735651e+01,-4.819444470624931398e+01,-4.238579892159671658e+01,-4.388662521225514013e+01,-4.901081797791928807e+01,-4.711898225747579261e+01,-3.948425924965343370e+01,-3.467876991075164028e+01,-3.566959385505165869e+01,-3.760310228604762983e+01,-3.846009773926412834e+01,-3.338518774295850733e+01,-1.944625691392252520e+01,-8.522352271404706414e+00,-2.744543362902883032e+00,6.796676241457658030e+00,9.383328999809197768e+00,9.241977038821621804e+00,6.814743201491710423e+00,1.131238379292242158e+01,1.345683937425720345e+01,1.370990528394248464e+01,1.177619011941938254e+01,1.324295872855839207e+01,1.128942000820299896e+01,1.075568049561459816e+01,8.814067718218606018e+00,5.397163135122964306e+00,1.230834680933320158e+01,1.702334648925079108e+01,1.286886093302144118e+01,1.509947970020028052e+01,1.158075580600283239e+01
1.407513964991616362e+01,1.641067386464130706e+01,2.193305199826336427e+00,-1.677841803490072436e+01,-1.666621677095061216e+01,-7.142044808405957568e+00,-2.181145584601635434e+00,5.776285382997730977e+00,-5.308746357290913487e+00,-2.778309245556715013e+01,-3.072133961043877548e+01,-3.719376894592964788e+01,-3.817021307148952758e+01,-2.629395912227509768e+01,-1.756455565424420939e+01,-1.778950177598629523e+01,-1.699830165593208875e+01,-1.481491426176568638e+01,-1.673251979419115543e+01,-2.320853050385377969e+01,-2.080637502956007268e+01,-1.916859500881187728e+01,-1.455315747639353319e+01,-1.259406302164589597e+01,-1.603308652860468442e+01,-3.074316804609918741e+00,3.931280082521676711e+00,3.797719269028462463e+00,6.415084391158027977e+00,1.044153499661797646e+01,8.116981316258456758e+00,3.804564800960930970e+00,3.047514099218933570e+00,6.153172461499761603e+00,7.126019546048578235e+00,7.851249488616573124e+00,1.124027535877787543e+01,7.761181419696689510e+00,7.456273974062038512e+00,3.385115246118045818e+00,4.443434083929161282e+00,8.395165073894924390e+00,6.972889807019264197e+00,9.791897177977133992e+00,9.676630720325437807e+00
1.094139552610654853e+01,8.249478822883672180e+00,-5.921996916632259911e+00,-1.395253112916753224e+01,-1.215636521100756973e+01,-9.634296648096887239e+00,-1.398782743360007430e+01,-5.388309433471371257e+00,-1.062087770341918702e+00,-1.035036375700537903e+01,-9.502971803940338802e+00,-1.122303154491412513e+01,-1.179853201345735680e+00,7.242925036268655248e+00,8.965924153900537874e+00,1.091367989888824219e+01,8.445769560575179469e+00,5.875316254077993072e+00,-1.103533402488352078e+00,-7.844156889401885380e+00,-8.214392454865102167e+00,-9.562678160183587295e+00,-1.538376057064859026e+01,-1.977465795506215329e+01,-1.572776874899846966e+01,-2.395564112873427298e+00,6.361367658359450061e+00,4.441955730114282019e+00,1.389500942122293203e+01,1.732593681610319081e+01,1.189309090031461480e+01,5.898461115536925092e+00,8.701603723888020170e+00,1.093088009615520662e+01,4.007865812473053957e+00,2.989195410898872751e+00,1.213040758735604285e+01,8.547715874307613149e+00,8.542483835044684781e+00,3.184934737451392550e+00,3.191835793947460087e-01,4.142607833051664912e+00,3.933394710679225081e+00,-7.619299809523045752e-01,-1.202211343816421973e-01
8.158124643705344070e+00,1.288967572526435568e+00,-1.054630074222480118e+01,-4.536543848787500721e+00,-3.924141284760067627e+00,-2.107556903232974399e+00,-4.507916671224441174e+00,-8.211217055235490392e+00,2.705040146328151263e+00,2.148791663740182045e+00,3.988856958027174215e+00,5.284736232285656143e+00,2.800381338392958774e+00,-1.721524452122311644e-01,-2.283603326871256556e+00,-3.294740306621292358e+00,-1.809017431096892059e-01,-1.052618276250745222e+00,-6.423893749272425069e+00,-1.117223677077451249e+01,-1.501474759223524913e+01,-1.390198599582602235e+01,-2.120128609200327929e+01,-1.909226285491973130e+01,-1.403080917782188664e+01,-8.579828336058527682e+00,5.179452506622411079e+00,4.218260376290440483e+00,1.223887467709159971e+01,1.380507355485904597e+01,9.073061877613934456e+00,8.257263535244476316e+00,1.190933153801128697e+01,1.232655205908881335e+01,6.068938212986523695e+00,2.290584026219371960e+00,3.173107203626523543e+00,2.987993907900115431e+00,5.639498106946959410e+00,4.535012845741142939e+00,1.077528694159246125e+00,2.595585965383580440e+00,6.723866530337502923e+00,8.785860134301707092e+00,1.163298214832688871e+01
5.623453938800857976e+00,-4.181663969608359288e+00,-1.409299042616906661e+01,-1.295558881635049175e+01,-1.462141812607352698e+01,-1.345447740545888848e+01,-1.622253283065798968e+01,-1.170785027243987919e+01,-1.029975532620109391e+01,-2.548167037897849951e+01,-2.182909104727492178e+01,-1.407300153745572402e+01,-5.532843818905817557e+00,6.878836968605206437e-02,7.533664293162722458e+00,1.055069756791899849e+01,1.158073512229176494e+01,7.302035295912611801e+00,1.082919277410920778e+01,1.494771466383815550e+01,8.204049774861807975e+00,4.836597827427219443e+00,4.796183998141476224e+00,-5.884416250957061223e+00,-1.269615654109665037e+01,-7.622151717273627725e+00,-4.103864007384471435e+00,-8.009983125627105238e+00,-6.740444594885628860e+00,-3.106823433173747873e+00,3.325141120452477672e+00,1.516739054317952196e+01,1.953406744278572305e+01,2.009002083196262234e+01,2.178394722183184484e+01,1.837544814272688498e+01,1.089254732827100014e+01,1.068949193189300928e+00,5.851309823374753805e+00,1.010948588412273530e+01,1.108794624940121842e+01,7.984665357009983921e+00,4.600464034764969234e+00,6.478152381505754676e+00,6.081166268500879823e+00
