5.933679637385164369e+02,5.791283694732844651e+02,5.525771340372635905e+02,5.629988977171087754e+02,5.591983985946916391e+02,5.625861703254763597e+02,5.786598508871476270e+02,6.049564541422943194e+02,6.345699247986829050e+02,6.572768407111860824e+02,6.667792483819242761e+02,7.034613047344956840e+02,7.310183170331549718e+02,7.193984395169112531e+02,7.037184429813194129e+02,7.037516518198366384e+02,7.046986196328709866e+02,7.148231044416320401e+02,7.237318039757441284e+02,7.068451708368174877e+02,6.720633364820238285e+02,6.402574133914095000e+02,6.148743997360769526e+02,5.765985554620268658e+02,5.707208455611461204e+02,5.659963403200312086e+02,5.621640951665298189e+02,5.524172855159719120e+02,5.603242119487815671e+02,5.698913027325573921e+02,5.873952000258794897e+02,6.005118164519331003e+02,6.083873778293709620e+02,6.196163568015663259e+02,6.217964758033350563e+02,6.114741259366152235e+02
1.091212752340617271e+02,9.152884166671501021e+01,5.338959886591588599e+01,4.689549315147064590e+01,3.722144000094797889e+01,2.932682229526901807e+01,2.218337311702562431e+01,3.030167731671060949e+01,5.792540875299492598e+01,1.013987797648483564e+02,1.303235599333123105e+02,1.318031245567524365e+02,1.304577881071157890e+02,1.197319914955807860e+02,1.118945485597928240e+02,1.122355564966450316e+02,1.049413397049119681e+02,1.026523167007359234e+02,1.125788326219022935e+02,1.215836875957195815e+02,1.251985316306362819e+02,1.282826540406374534e+02,1.285911971909574731e+02,1.157515365455307972e+02,9.172162075700614992e+01,5.560128199512367786e+01,4.061954900714479066e+01,3.414145816670426825e+01,2.496743991905101723e+01,1.482616878734898869e+01,-2.332064535441704112e-01,-1.446689366648717368e+01,-2.423404467541748630e+01,-2.518258648359299201e+01,-4.100962713847049201e+01,-4.712371391190322356e+01
6.621064542911689443e+01,6.101945919693933718e+01,4.543703607211919859e+01,4.273902053404269452e+01,4.110745663793240112e+01,4.759897157182721372e+01,4.208265254343615425e+01,3.229817709067462772e+01,2.372687106494996101e+01,1.666999156962239326e+00,-2.991130256529148923e+01,-5.999492150496535459e+01,-7.055104257027723236e+01,-6.181647864238678380e+01,-5.622104076411310558e+01,-5.182162300151532719e+01,-5.275651360462646267e+01,-6.140860524832628897e+01,-6.262806054262244970e+01,-5.772710347453042345e+01,-3.860684851991145194e+01,-1.604888105237200691e+01,-2.376323952514617588e+00,1.596579932419477110e+01,2.452022232387186307e+01,3.576053063197095128e+01,4.131963865022187576e+01,4.439263406277089530e+01,4.947175548447155791e+01,5.081260808942660390e+01,3.643656435355572398e+01,1.857989752947848672e+01,9.748097230665640822e+00,5.463914360359053646e+00,-6.018061564592566803e+00,-1.133463905454892462e+01
3.843545793956620571e+01,4.140365654356145342e+01,2.872151829560466751e+01,3.076704708431482871e+01,2.920179293341060855e+01,2.659900517466616066e+01,2.508038885991667755e+01,2.188720767194270422e+01,1.230004740212721437e+01,-1.318007750560480318e+01,-1.726207999937161475e+01,-2.341853085008469293e+01,-2.824624169428476250e+01,-3.449978713566083854e+01,-3.501714581396476689e+01,-2.815967663434972934e+01,-2.281328976675577991e+01,-2.381795134822926485e+01,-2.729828889915781787e+01,-2.324586057862753208e+01,-1.011036785571753072e+01,-4.647540399411422385e+00,-5.493213789978964812e+00,4.345585549523261371e+00,1.563636963881241471e+01,2.715728306221846822e+01,2.722484649561210546e+01,2.113855125207840402e+01,3.350264801046196084e+01,2.613480976454478366e+01,1.515517318830181281e+01,1.518515593616078085e+01,2.171536704602224432e+01,2.354911079425911424e+01,3.525370613196518121e+01,4.396844826690642094e+01
3.562033633525238230e+01,3.736474215558949652e+01,2.828664520477609301e+01,3.051738953284603539e+01,3.066746194808652248e+01,2.791682721139993362e+01,1.783097555661138855e+01,1.248381857652455196e+01,3.675017363926246894e+00,-1.035801254600231047e+01,-1.267478026177401418e+01,-1.993166371631689060e+01,-2.142362822043116921e+01,-1.996607378114400433e+01,-1.645284981956047332e+01,-1.320646962947034808e+01,-1.705884272202291640e+01,-1.740124309718013151e+01,-1.507618621545928583e+01,-9.992454339097282201e+00,-1.143438053029026946e+01,-7.616339168806341320e+00,2.956793626261688956e+00,1.054155930091230609e+01,9.633360798841678729e+00,1.873903585401532013e+01,2.027658042891272672e+01,1.617311679709972339e+01,2.217584181649627695e+01,2.323616521737016427e+01,2.246361826123776240e+01,1.436610525597764720e+01,6.643487926596671755e+00,6.958748841534543317e+00,1.635255216830691438e+01,8.012989732496240691e+00
-1.578332956694555866e+00,-5.363560838938976616e+00,-1.371833362586542293e+01,-1.765327589149219278e+01,-4.852335703611125872e+00,-1.324513211366708409e+00,-1.358558331285596443e-01,-2.989041606371670490e+00,-1.405885482669855868e+01,-1.970985142516802213e+01,-2.464052951882016629e+01,-2.002867311982606680e+01,-1.348459474792141322e+01,-1.341134942124807417e+01,-9.428026315847764849e+00,-1.143669993092984782e+01,-2.070326199326978411e+01,-2.471882246829495244e+01,-3.164647121034772681e+01,-3.545097495685381261e+01,-4.005353140099150977e+01,-3.780166508389433488e+01,-2.692944537896436685e+01,-1.674597455445977090e+01,-1.031647432252395191e+01,-1.917111834682244265e+01,-1.805716960485436218e+01,-1.381565751445768697e+01,-8.793081953515656579e+00,-2.164825742116166296e+00,-7.810937230478648408e-01,-1.224209495649712842e+01,-2.324038572938372482e+01,-2.621349316398886842e+01,-2.118572429227477016e+01,-1.898305713455082611e+01
-3.439505816428956919e+00,-4.482056431713260736e+00,-3.946805382630474313e+00,-6.500459648748474706e+00,-1.689300236785329146e+00,2.598842419514130864e+00,2.121022513991690506e+00,-5.488637837362418281e+00,-2.316656495934729776e+01,-2.917191346619548398e+01,-2.683424832438307917e+01,-2.109063986963623094e+01,-1.977853131230124362e+01,-1.769596047880991563e+01,-6.386400484598016902e+00,-1.041651387607807067e+01,-1.129794109931728130e+01,-1.173890186132922864e+01,-1.730238819708820941e+01,-1.618642411972436790e+01,-2.216504083766639610e+01,-3.149027093889274909e+01,-3.211577761161436939e+01,-2.762170450134431121e+01,-2.157059672383503823e+01,-1.472887018975639606e+01,-1.197357117113378422e+01,-1.354560867043781869e+01,-5.139549051056955697e+00,8.107475229838540187e+00,1.080325193675918882e+01,5.204765470088379864e+00,8.244008583835196191e+00,9.363265477472086928e+00,1.316063162898727157e+01,1.672931218563407185e+01
-1.809762699970251187e+00,2.147680093877996299e+00,6.449152798811510934e+00,4.989336041527123733e+00,-2.789595301330682009e+00,1.883007276552201459e+00,1.507383542607858118e+00,-2.605403924027205331e+00,-1.642788508774838618e+01,-2.187907737018712595e+01,-2.289987139487971035e+01,-1.251452356648493947e+01,-2.768346826856059373e+00,1.166751397782253841e-01,8.447925369262583306e-01,-2.797319886377365616e+00,-5.457693261854947853e-01,1.444109228781999876e+00,1.732982691554163068e+00,1.025200043394034477e+00,-6.882338908998312021e+00,-1.758755614768495690e+01,-2.172292923898420014e+01,-2.257019844875001269e+01,-2.119205240209635122e+01,-2.339185978769968699e+01,-1.831540594407005074e+01,-1.409581282691597082e+01,-8.310282408004885824e+00,-5.339564013183277780e+00,-1.733616941927778488e+00,8.914850730764150910e+00,1.045395490228650814e+01,1.054617709883259380e+01,8.502582912407302018e+00,1.597262484955289530e+01
-1.911628600966990832e-01,2.887321903001158763e+00,7.053265453104648586e+00,3.077792979344694757e+00,1.753022128014529279e+00,7.474092147566121724e+00,4.927353203001707982e+00,5.941723347668357746e+00,4.652388887848253773e+00,1.281007507048186866e+01,2.636546192119563159e+01,2.646482575689564953e+01,2.985027082547471977e+01,3.340900146220833733e+01,3.211970345527634407e+01,3.203219229937764112e+01,3.003653152770261414e+01,2.885404712262124249e+01,2.845886013265848646e+01,3.174842636640897808e+01,3.466228022518735230e+01,3.424668354792331826e+01,2.269762781732443813e+01,1.333148015597129010e+01,9.928992012278765600e+00,4.749745334579150047e+00,6.209622537220468530e+00,7.337265206235865200e+00,1.031513728886776171e+01,7.174076700917969340e+00,4.227004294090623837e+00,7.319767015878926308e+00,6.378279205163559951e+00,6.997942167651159950e-01,-1.093340538912922710e+01,-6.316687368686389803e+00
-1.386738727136663485e+01,-1.905195678761016609e+01,-2.391148055344237022e+01,-1.839289579025889410e+01,-9.976485537019080141e+00,-1.274509885145106125e+01,-1.715841166091547620e+01,-9.647092035930443288e+00,-4.525953332425736164e+00,1.173094794517305361e+00,-5.681637626065628055e+00,-7.181442174940466217e+00,-2.313220327858272363e+00,-3.193300233135849098e+00,-9.674193133323438332e+00,-1.032702178828101580e+01,-1.056110582293779032e+01,-1.337376434642066059e+01,-1.253830389088827602e+01,-1.116746977311026434e+01,-1.166016490491710478e+01,-1.464253317031281298e+01,-1.867925109957641538e+01,-1.732702941966987709e+01,-1.932939279408842737e+01,-1.576980799430943136e+01,-1.481604701100644661e+01,-2.176729947322069236e+01,-1.661368949373036585e+01,-1.253941583871905863e+01,-8.267145133865614781e+00,-1.115515683278323067e+01,-1.116110128922012557e+01,-1.162193009117999054e+01,-1.082090280706734831e+01,-2.560299369172146289e+00
