8.282393646922400876e+02,8.361360777206078865e+02,8.277433634969582954e+02,8.128476735251197169e+02,8.061637359217942276e+02,8.053591396874253405e+02,8.099256520473913952e+02,8.295693811024017350e+02,8.465343477475956888e+02,8.510378647606873983e+02,8.387505229920903957e+02,8.432980716170347932e+02,8.440660471507923148e+02,8.513475848715863776e+02,8.671246248383720285e+02,8.989214246655920988e+02,8.984880901368800323e+02,8.158627785349101487e+02,6.765045118537411781e+02,6.514009994813280855e+02,7.596891060339282831e+02,8.418406367641649695e+02,8.647728420125067714e+02
1.207151918300678233e+02,1.146702888277677630e+02,8.887922066564655665e+01,7.166848728482150932e+01,6.349905868990531133e+01,5.719438464886477647e+01,5.897416367219912559e+01,7.091099336963199562e+01,8.358626777624243687e+01,1.046547407343326626e+02,1.266960303567264390e+02,1.335530839618747621e+02,1.286154199258308495e+02,1.129131925389788762e+02,9.499897941168620719e+01,9.654888141968450554e+01,1.052060433904959496e+02,1.107494219641245934e+02,1.137858126913283172e+02,1.097585226889097498e+02,3.552602951950970578e+01,3.020888882533635211e+01,4.690657717704830532e+01
2.575198789917681097e+01,2.251825800595110394e+01,1.052395469183621302e+01,9.758203093521451876e+00,1.023391645858173682e+01,7.815359005817594351e+00,8.799138598137382417e+00,1.791662267625641647e+01,2.177065423552087964e+01,2.084387173304967433e+01,2.695723551547004959e+01,1.951503257743133446e+01,1.437109109695277631e+01,-4.727815207676395737e-01,-1.744661183550711314e+01,-3.093955647005893894e+01,-2.375247961152392406e+01,-5.142074033884350470e+00,3.973494019570754432e+01,4.919188532413919290e+01,4.969122606469201742e+01,3.466490930159075390e+01,2.541310307614748965e+01
4.168351506197582523e+01,3.266300446412066805e+01,2.734078511941263656e+01,2.995483778584370071e+01,2.528477996587110255e+01,2.483923143458720517e+01,2.122173269659430161e+01,1.361890783305949171e+01,1.298191724809588088e+01,4.438161582160879526e+00,2.547791649951783199e+00,5.662599404869936848e+00,1.102375998729777606e+01,2.833556143034209995e+00,9.389799807312966706e+00,2.857763418655674315e+01,4.915688798035061780e+01,6.102996512079858604e+01,6.478256419915233266e+01,6.398694066917758505e+01,5.295362553354171098e+01,4.991052743934107383e+01,5.430382682210679945e+01
2.663009826494734966e+01,1.766042520048475239e+01,1.561841785955788886e+01,2.125625400030026668e+01,1.970179269754240536e+01,1.771695358570873680e+01,2.258460752669113347e+01,1.093132433231359890e+01,3.152979098127683066e+00,-3.577387260988506235e+00,-1.410646768728737932e+01,-2.465758712207505354e+01,-2.946709614773905628e+01,-2.679328758929989007e+01,-1.079906246114487800e+01,-1.197959423010769076e+00,4.365454431173626304e+00,1.737544942756704103e+01,2.919477451865960660e+01,3.150688820331638951e+01,2.691698493977585116e+01,1.940015115677514501e+01,1.085049286677372393e+01
1.662292077710629101e+01,1.815955565014415285e+01,1.316766885646667085e+01,1.133796090280218039e+01,1.390430616885398507e+01,1.517685829442173784e+01,1.220739948235337557e+01,5.331268358730829604e+00,-6.453529582942488574e+00,-1.001691799242668068e+01,-8.778368628965582232e+00,-4.714726649800077496e+00,-4.487753551674983576e+00,2.504398975560165219e+00,9.275793045467022324e+00,3.898342116778596100e+00,-8.719459068510793109e-03,6.213233042284178609e+00,2.430421777614523648e+01,3.371661111013315804e+01,3.970609888366635687e+01,2.250725542252654776e+01,1.307244783720645387e+01
-6.296763428853834554e+00,-2.424763513170998142e+00,-1.974971415580976553e+00,4.780558536875985087e-01,8.170234187672638981e+00,1.933061062892105042e+01,1.499711027651142814e+01,1.141173716254472481e+01,1.960757990368243853e+01,2.191632948907477640e+01,2.254367186044327553e+01,2.081629461219996102e+01,2.095345388216835758e+01,3.313704035670568260e+01,2.930478414876726490e+01,1.673215090864792387e+01,9.396329093717595171e+00,1.201926186538625885e+01,4.286238516170501001e+00,3.407334081634261658e+00,8.225444802470587291e+00,-2.595618563405792223e+00,-4.443142934368339070e+00
-1.413911954875177202e+01,-2.245573828876521105e+01,-2.349562026344258925e+01,-1.943751553260682385e+01,-1.490390962409890818e+01,-8.796033559683227310e+00,-1.275991332400864664e+01,-1.391180314107204552e+01,-1.406145297797568361e+01,-1.734231751222684181e+01,-1.528943642092978372e+01,-1.150859735664314698e+01,-1.350714922779736682e+01,-2.574785646804075867e+01,-5.447026865815261942e+01,-7.583664407381284889e+01,-7.283759963295010209e+01,-6.348037596104904168e+01,-2.784230167494963837e+01,-2.321435807708452614e+01,-1.412522995806374304e+01,-1.321461761477179486e+01,-1.250511334822679643e+01
5.754564894704820688e+00,-2.988041686486303528e-01,-6.861911413420014760e+00,-2.619489496380251303e+00,2.135763747907085008e+00,3.748246123665202045e+00,-6.858304305368827514e-01,-2.739086780135233212e+00,-1.308984642836312995e+00,-7.872885794886822275e+00,-1.061163360636778918e+01,-1.052556941055262918e+01,-8.725732091817562264e+00,-8.969175341727392947e+00,-1.186650996695862048e+01,-9.540506282061492982e+00,-7.691258261116155071e-01,-4.182576273698959568e+00,-6.120338299335063681e+00,-3.202400951776840365e+00,-5.376670013128972414e+00,3.452284754716543169e+00,1.372365849744857513e+01
-2.366994967711208986e+00,-5.795292511361326282e-01,-6.527608444187023018e+00,-8.744272258393605668e+00,-5.958015198109064769e+00,-3.676494563988013553e+00,-4.741692151906760522e+00,-1.176877636529601467e+01,-1.546861035290830344e+01,-1.802587240241059163e+01,-2.082654996243232404e+01,-2.999643495016312755e+01,-3.655485350007349155e+01,-3.783479323345234491e+01,-3.537254245952924236e+01,-2.923555291984918014e+01,-1.097229841967503994e+01,4.291560616884632751e+00,-1.041556576957735913e+01,-3.721298356762494652e+00,-7.452029653012361976e+00,-7.899964298064332979e+00,-7.223555657665509777e+00
1.868598565769886033e+00,1.055195063844807635e+01,1.250242344088243485e+01,8.840609421490510655e+00,8.838690009326928276e+00,7.508114500982181916e+00,8.563956484829427396e+00,-7.554029905851076254e-01,-1.283770892782213835e+01,-1.514996262789130910e+01,-1.654340020648786336e+01,-1.785121279382505577e+01,-2.002557295795532610e+01,-1.488645445947485513e+01,-4.247971945901808155e+00,-1.226929577957726458e+01,-2.149482305762118983e+01,-2.581071425232556749e+01,-2.962112510601749094e+01,-1.302702679761217652e+01,-2.033337193669487775e+01,-1.262718697635382803e+01,-1.102017030077913162e+01
