4.958447442938881409e+02,5.051430598273246915e+02,4.973040074534335986e+02,5.028888082822719525e+02,5.009008573234344226e+02,5.107323673654492495e+02,5.236592234957046230e+02,5.276329999044852457e+02,5.263620150523986467e+02,5.251053724905026456e+02,5.331788958346240861e+02,5.300541740415754930e+02,5.153777044313834494e+02,5.183441155133060647e+02,5.101518508206752358e+02,5.062159676173181992e+02,5.127534883707631934e+02,5.019490898567231056e+02,5.228589443517599875e+02,5.442694271715323566e+02,5.542034732742791903e+02,5.568231780625943657e+02,5.487127633076892153e+02,5.466242391910012657e+02,5.426435657789661491e+02,5.391910701656822766e+02,5.270094103047916860e+02,5.132625689664728270e+02,4.911497553403247025e+02,4.713697314085956123e+02,4.465035985816820698e+02
2.361114733600384596e+00,-9.469611510843666480e+00,-1.631618393898465058e+01,-1.467073921101792777e+01,-2.423424446482110994e+01,-2.957877558484537062e+01,-3.548082776962390739e+01,-2.642146060534330587e+01,-1.562067820920937145e+01,3.759302680534816754e-01,2.395400114234525546e+01,4.346556751069248037e+01,4.481099690696288462e+01,2.889308410270763616e+01,2.272099541280532975e+01,2.803536630156166609e+01,4.420041139187384260e+01,5.519893011263594929e+01,5.224274415811259331e+01,1.883960366497411698e+01,-5.551495684656783780e+00,-9.564599333313214657e+00,-5.854694990280472133e+00,-4.178046248701311249e+00,1.931880121108993098e-01,1.014674757567284757e+00,-9.317005793900328570e+00,-9.549818100304506174e+00,-8.659407589310877951e-01,3.799860897984733299e+01,8.692459624863211332e+01
1.211753205656614512e+02,1.166859312707462095e+02,1.063910271406013521e+02,1.049814568396677004e+02,1.002370076633092282e+02,8.444135028363214701e+01,8.315957027269737978e+01,1.001978343465597021e+02,9.757320867454048141e+01,8.537181574669521922e+01,6.230534269294798833e+01,4.731470909558416338e+01,3.907650142110237823e+01,3.939606063383972412e+01,4.777011190156935783e+01,5.057013674018432425e+01,4.561722972295626732e+01,4.642012489452723401e+01,5.733169807532463835e+01,5.489037029764685371e+01,4.233236633354241008e+01,2.843829468976946373e+01,2.319882730878420318e+01,2.081467129214286160e+01,2.481189477527585296e+01,2.208627401994102257e+01,8.342973891680182774e+00,1.564887728880325035e+01,2.126963028057048888e+01,3.734694231349523363e+01,4.293933681729826901e+01
1.016589221586275293e+01,1.519253436728071804e+01,1.106953719131483282e+01,8.904571208017145523e+00,5.140513220630213986e+00,1.939922226383199444e+00,6.352760598166161898e+00,1.415323198831846341e+01,1.613634743167489916e+01,2.245746038757363294e+01,2.318305697555294032e+01,4.138004756168636789e+01,6.914000403883798640e+01,8.195990128957288334e+01,9.105695534910807964e+01,8.956265697726236397e+01,9.212904204111028150e+01,8.392876586103517411e+01,5.206964684598068516e+01,4.739421543893580235e+01,5.001057386088332635e+01,4.837806377106389277e+01,3.940411511008173306e+01,3.301645339001012047e+01,2.975859162749908648e+01,3.220737525072811991e+01,2.731564723491439395e+01,2.481169028943023847e+01,2.607240671530688658e+01,3.822163559921408904e+01,4.053223251159626273e+01
4.106073265943982165e+01,4.969109307591723024e+01,4.867827125270974875e+01,4.335664143272715165e+01,4.074326510330958229e+01,4.415465635488719442e+01,4.983999073151568382e+01,5.348353414381775650e+01,4.757238704537422791e+01,3.764376621557507008e+01,2.709318520913260642e+01,1.345506996781722364e+01,-6.882470834441734020e-01,-5.000343707224356393e+00,-7.070698953523602448e+00,-1.092995410150694369e+01,-1.203771975114487880e+01,-1.229832214958700831e+01,-4.233779194169007276e+00,1.209833603085294307e+00,1.217289224126659519e+01,9.999593102833948421e+00,-3.493076098863649115e+00,-6.432034387616745619e+00,-8.574584584528967213e+00,-2.596552220211533868e+00,-1.921821347672741709e+00,-4.286405800969563806e+00,-8.795942157955671803e+00,-1.949108131171363567e+01,-2.515207763245824424e+01
-6.664572283286612553e+00,-2.262605445150525529e+00,1.324961118307362540e+01,1.218614521201016387e+01,1.210701527869677641e+01,1.773485319187694387e+01,2.273029749449999315e+01,1.862305670877166364e+01,1.465258813444584440e+01,1.070970604813557259e+01,2.185091864928534466e+00,2.454191142665608005e+00,7.722835049277451347e+00,2.474067539571304319e+00,3.795828968175549267e+00,9.064349616863788484e+00,8.150723421260899215e+00,7.052953828449917140e+00,6.290017882552415784e+00,1.111841814757656621e+01,1.522362896626619033e+01,1.774831873131174120e+01,1.034648736772536992e+01,6.229103734936662917e+00,1.268814563248023219e+01,1.131963408767409263e+01,6.951273585198692651e+00,1.359550747100018242e+01,1.219223445539540407e+01,1.114175541340533826e+01,4.548169843889230179e+00
-6.776976137844354042e+00,-8.554304997633467522e+00,-1.362968669934051302e+00,1.091929443909888064e+01,1.571178306743662922e+01,1.548012486659387044e+01,1.371172457770246211e+01,4.756128326992128841e+00,-1.281036949632142541e+00,-2.701452877950109688e+00,1.543849169456769532e+00,9.927519762159112915e+00,1.020943016064799380e+01,3.303319527356002094e+00,-1.577120175528460511e+00,-2.620903860514041117e-01,-2.462420857526126827e+00,-4.166867648174907401e+00,4.835325487493200569e-01,1.061988751119046981e+01,1.603873215946487818e+01,1.825636611497741058e+01,2.418775180758243337e+01,2.424045348404256828e+01,2.084630983270082538e+01,1.782638522704784378e+01,1.742028237196043250e+01,2.489841672487967017e+01,2.846907720488875881e+01,1.837588878425000161e+01,2.661510391721846336e+00
-1.877552790191557364e+01,-1.635887184893567081e+01,-8.914308144856249783e+00,-7.691833550848804713e+00,-6.313284754756514516e+00,-4.149628494387588518e+00,-8.683284580733568347e+00,-1.429308813376160892e+01,-2.184841535561978532e+01,-1.048739137782374442e+01,-5.100933362929325199e+00,-9.300717575205728949e+00,-2.314140505623220889e+01,-3.011018130806417403e+01,-2.702340194880063251e+01,-2.742795944755061299e+01,-2.424536304730462888e+01,-2.237916034374535812e+01,-1.967387334551787248e+01,-1.712509113884158651e+01,-7.360530332257613217e+00,-2.738890782600682527e+00,5.264384633182819684e+00,2.596106280525126486e+00,-3.738141759042289625e+00,-3.771348556137037455e+00,-4.953907720579776353e+00,-1.933075936956040852e+00,1.352014300449060125e+00,-8.430815714766453084e+00,-1.554909881629008339e+01
-3.979190335167257331e+01,-2.015487914594787355e+01,-1.865145958601319709e+00,-9.693270880386766208e+00,-8.128388598021997424e+00,-7.726894450752694432e+00,-1.349410060293435265e+01,-1.677797681873666846e+01,-1.274550265653835446e+01,-9.852939007077125666e+00,-1.457078682696693939e+01,-4.835859027457549253e+00,1.307272971833577557e+01,1.993565617523014311e+01,2.188883791842302884e+01,1.425674020608403936e+01,1.789505845310599597e+01,1.626758778990712528e+01,7.506357825878562373e-01,-7.290175738671983652e+00,5.661735637830483947e-01,-5.161892403443201438e+00,-3.686504525200889226e+00,-6.544833849379708468e+00,-6.303832955725983567e+00,-7.272158720592567960e+00,-8.444655097525803455e+00,-1.020631303171204962e+01,-1.012360994932547342e+01,-1.569505666243765241e+01,-9.763553986073443269e+00
-1.182260604614544164e+01,-1.171766476117690203e+01,-6.831623156994240276e+00,-2.634616361242184013e+00,-8.281036172103515725e+00,-9.170061253269085055e-01,6.275429518697519526e-01,-3.135409101328268999e+00,-6.051151492549825761e+00,-7.410134002352691596e+00,-6.971652003393831620e+00,-1.177160282192459206e+01,-2.426934607056873361e+01,-2.933628299708941256e+01,-3.133146946928622611e+01,-4.452681274797068056e+01,-4.179416181583010825e+01,-3.351550264635763909e+01,-1.407578822871084512e+01,-5.180401609254241535e+00,7.380849472916562348e+00,2.563494758228226367e-01,2.450769079075854062e+00,-5.069428721983388009e+00,-6.101885552131092183e+00,-1.804651940142197875e-01,7.400312342490637185e+00,5.038505712694725247e+00,8.141111090268839945e+00,-2.406546285322126888e+00,-4.457107760239893857e+00
