5.870214329813057930e+02,5.788820543340168570e+02,5.460583048378324520e+02,5.287707811820558845e+02,5.132103620470888927e+02,5.020959600415914679e+02,5.018763624662673806e+02,4.995225772255455468e+02,5.017917839132191489e+02,5.034346808827184532e+02,5.011297600380505628e+02,5.049644920675675621e+02,5.099507051292346205e+02,5.155863753987981681e+02,5.291871442807494077e+02,5.763146707091511871e+02,5.926344251830352050e+02,5.806722227454345102e+02,6.178593861229022650e+02,6.725505030140654981e+02,6.943393372531618297e+02,6.874811892402611875e+02,6.745001705402446532e+02,6.592056359882149081e+02,6.527452895604701553e+02,6.444365456128087999e+02,6.367578013074183900e+02,6.274836742564312999e+02,6.085883137812712675e+02,5.797131292427341123e+02,5.179607990537643900e+02,4.386955993918106742e+02,3.955072093506087754e+02,3.612222208480691279e+02,3.339161778767782494e+02,3.168709188017202791e+02,5.344223782086738765e+02,6.515037570287177005e+02,6.660763357024598008e+02,6.185185600294951200e+02,5.815977860571261999e+02,5.611676914909636480e+02,5.387676079411450019e+02,5.279315352703615645e+02
-7.882848769589860183e+01,-7.025793871803311674e+01,-7.297962565809933722e+01,-7.588006639122393437e+01,-8.226124801141966714e+01,-9.275508819942271543e+01,-9.470435992490570243e+01,-9.884041281897845010e+01,-9.435929098857829445e+01,-9.231732628927338169e+01,-8.644959557408799355e+01,-8.439057784614676905e+01,-8.454661023986196255e+01,-9.512256598208583114e+01,-1.026563043772773369e+02,-6.650797145415072009e+01,-5.070059560477861282e+01,-4.894375208152327161e+01,2.438736543368025877e+01,9.201360050985721273e+01,1.205328281475712657e+02,1.358426016993869325e+02,1.393686595600464670e+02,1.315510329794646509e+02,1.373533535919625592e+02,1.387403311271998234e+02,1.329512578884646814e+02,1.311984270882408055e+02,1.273833672629157263e+02,1.293124020688245537e+02,1.355241867937024267e+02,1.453094142583313442e+02,1.561211720269274394e+02,1.485966886186207034e+02,1.336490603121418133e+02,1.232888680427815729e+02,4.058183267175657249e+01,2.213400092305006694e+01,3.647418766872135620e+01,6.900469031206876025e+01,9.676834999318222685e+01,1.068993888701052555e+02,1.218249961313596117e+02,1.308829144975037480e+02
3.429363210223878156e+01,4.527084781932634883e+01,5.147192204375446067e+01,5.153034380836989214e+01,5.343752937485215426e+01,4.962079562306756486e+01,5.450768056108496751e+01,5.137495433298612824e+01,5.682221548246884169e+01,4.997117033841556832e+01,5.251995979885163024e+01,4.476667229719728169e+01,4.547199080853461339e+01,4.813800269165703583e+01,3.579178139588130136e+01,3.397709685192026541e+01,2.069725425188693890e+01,9.395506669943101130e+00,3.346965656990643367e+01,-1.248979603901638535e+00,-3.939276290350861132e+01,-5.201526349307896169e+01,-4.632419961531245178e+01,-3.818799855034130530e+01,-3.255158809412801446e+01,-2.771493022732245493e+01,-2.995241068367564452e+01,-2.330923054312738429e+01,-1.132637693758288933e+01,-4.312528538564174951e+00,5.765623875163269574e+00,3.672126912029744972e+01,6.288253259256536865e+01,7.613144724333727709e+01,7.454424337917944854e+01,6.735879651214300168e+01,-2.687106079254557578e+00,-2.325387746533854738e+01,-1.234532231188997464e+01,7.133331808548501130e+00,-9.837562061242261180e+00,-1.374831314908597335e+01,-8.582686269000909363e+00,-1.500874349792842954e+00
-9.395369934216763141e+00,-8.240699602803882584e+00,-9.575373027425111871e+00,-7.843950096607502864e+00,-9.867304576288152163e+00,-5.067951711295428652e+00,4.796969469455904189e+00,3.530701052165100329e+00,7.226726505257976996e+00,4.525331419545369549e+00,3.648616283414793049e+00,-4.101298596328176060e+00,-2.685248322491283979e+00,4.989779757937859550e+00,2.742002602173987391e+00,-1.611431177063673914e+01,-2.144130663747765198e+01,-5.681304347905840935e+00,2.368249131069833169e+01,2.804857795344060634e+01,5.107975546064189132e+01,4.834785831828880021e+01,5.159499633170675992e+01,6.401595754231659896e+01,7.023647180585615502e+01,7.832164623708567319e+01,8.406221373010652087e+01,9.346244720704140718e+01,1.057691586569375204e+02,1.119884088604121644e+02,1.025234452756013042e+02,8.564759776382130951e+01,7.723732092498838142e+01,6.511215598336139010e+01,5.715459370717511689e+01,4.837907536022223098e+01,5.400973455120508504e+01,4.734104226563715656e+01,5.706613249745953453e+01,8.641350213524356150e+01,1.191167882617458531e+02,1.176339197268204799e+02,1.038109054994578457e+02,9.822754302923753755e+01
1.910112797042983601e+01,2.653101867756874910e+01,3.190127460298049300e+01,3.377972360884780301e+01,3.213628320122931825e+01,3.285146331932400443e+01,3.117206867665179360e+01,2.782391544701480512e+01,2.954865093475475391e+01,2.229132446717644811e+01,2.241674225139625776e+01,2.616415602900988091e+01,2.459412812219306232e+01,2.080088751634065858e+01,2.555139968532850503e+01,8.146847353673280168e+00,1.204455644890772836e-02,1.318390283777502603e+01,2.282952457365518839e+01,2.213729395536285693e+01,-1.232372500272462812e+00,-5.930491767006259352e+00,-7.546691620339045059e+00,-1.134805147961403016e+01,-1.666603714836977446e+01,-9.914814420758967017e+00,-7.858470100504085565e+00,-1.081634677932259692e+01,-2.015543212927085825e+00,4.938710160946385486e+00,9.886566073465752780e+00,1.720523287438012972e+01,2.216334668459165158e+01,2.038563460481480405e+01,2.288736266290451482e+01,2.887922227335775460e+01,-6.003995031518371661e+00,-1.863687851005872176e+01,-1.731969306375992801e+01,-1.147947982373939446e+01,-9.825522452634412929e+00,3.611295320571666245e+00,1.719643163080371906e+01,1.764087770584829684e+01
6.979378780464539744e+00,5.081405474311182502e+00,1.146622274849882928e+01,1.113093207851627753e+01,1.020288161650843684e+01,6.268538632756616380e+00,5.263554320541614651e+00,7.108316592060429429e+00,7.245726518847052766e+00,5.700257696582585965e+00,1.284661692747871786e+00,2.444229979899948724e+00,7.716078328705488154e+00,8.888826694350498769e+00,2.831415706465253646e+00,-1.904570319424865765e+00,-2.944615088169449724e+00,-2.919396138802399676e+00,-2.731370187670344674e+00,3.872180474909037162e+00,1.119459183166084770e+01,1.561456507522637338e+01,2.394958862104219577e+01,2.092364309585409288e+01,4.426045100537473687e+00,-1.817049303995506015e+00,-5.459296368192680049e+00,-1.412039942746908494e+01,-1.817782303358824691e+01,-1.305328193870061426e+01,-1.466812474946535261e+01,-1.444641653083877664e+01,-1.753982288722486160e+01,-9.166405685128088621e+00,1.448959987662566951e+00,9.283333140473686740e+00,7.497970292957738536e+00,7.339515880578180163e-01,-2.702928066492102377e-01,-7.178316754864429328e+00,-2.068586217783513348e+01,-1.845665087157878759e+01,-1.104942752525520078e+01,-8.179844079209612318e+00
-1.561669858403928579e+01,-1.635882047766784808e+01,-4.104547108027020386e+00,1.409521792977778354e+00,4.461204943553838120e+00,2.846827389510123041e+00,6.520921243229667041e+00,8.915227789138592485e+00,1.588147578541151628e+00,5.016560741655632150e+00,3.990654041893903603e+00,3.567251019774543286e-01,-1.320348424626527795e+00,-4.884819151957643157e+00,-1.041612897585791053e+01,-7.457953048657291362e+00,-7.844201631975639799e+00,-5.512936358380965629e+00,-1.009913468843804196e+01,-2.699615833493965766e+01,-4.155566117211758836e+01,-4.845960746119531848e+01,-4.623335859031092099e+01,-3.530279712997349861e+01,-3.676064666913376300e+01,-3.852446806373001920e+01,-4.162163805346003187e+01,-4.373231573408455830e+01,-4.179308096090471736e+01,-2.941151942489366178e+01,-2.393815278437883620e+01,-2.609343991502018767e+01,-3.037626792826800681e+01,-2.182850297375636472e+01,-1.050514436016455377e+01,-5.010160614771129062e+00,6.853276107110326976e+00,5.797567869341838431e+00,2.173790484708765458e+00,-6.768180880872858296e+00,-1.654666801728539838e+01,-2.693192351567160614e+01,-2.958930752918046636e+01,-2.501046509830710818e+01
-1.503310413511303878e+01,-5.058330935595680700e+00,7.696194783268757611e+00,6.367585527485257302e+00,9.938615695900089975e+00,1.735402594575020530e+01,2.019251937775631944e+01,1.927988905721498725e+01,8.649160553082154479e+00,1.577912502699962971e+01,2.001777829074528370e+01,1.672293775676891414e+01,3.256775845521922008e+00,2.766183689798328516e+00,1.365432515089449872e+01,1.277080827183218581e+01,1.038769011303369183e+00,1.761545373025867667e+00,-6.681975687099141581e+00,-1.861039094740231548e+01,-1.832481325572807407e+01,-1.758578881756075418e+01,-2.691561516635629658e+01,-3.102766116834633792e+01,-2.614844412309024690e+01,-1.927115264870797873e+01,-1.255246666014634016e+01,-1.293388046172277583e+01,-1.692128184064117491e+01,-1.866350268538059254e+01,-1.776420151506128775e+01,-1.549088523096595083e+01,-1.057437210427859142e+01,-9.434734107507933842e+00,-9.047083851700111978e+00,-3.071107493166651992e+00,4.707956840817491440e+00,-3.615181564557324645e+00,-1.130491367877647590e+01,-2.014902696811793703e+01,-1.828121316861142276e+01,-8.454966609402450928e+00,-7.329360849498833375e+00,-1.393097322127028903e+01
-1.055167030730956590e+01,5.417427048135227352e+00,7.132883782389387584e+00,-1.658133270540899096e+00,-9.903438956747748989e+00,-3.752912100927234818e+00,9.127058200280339761e+00,8.940866501283959877e+00,1.696510630325063218e-01,3.201517957651501156e+00,2.697771229450171226e+00,7.914367728604677410e+00,1.028307877470357923e+01,8.342700862022839559e+00,1.589865222865224759e+01,1.146548040720763240e+01,-1.076292677295533684e+00,2.902327379292404252e+00,-3.498116851373372249e+00,-5.915460750461983608e+00,-3.828609441681352088e+00,-3.289149586371308498e+00,1.182437524434799325e+00,-8.815162570085528504e-01,-5.844175860403787226e+00,-6.552808401619239831e+00,-6.334708413996310128e+00,-2.568607206759164541e+00,7.064002548589655817e+00,1.367782271152992735e+01,1.958892951390140169e+01,1.302148078843049284e+01,6.004625248959724715e+00,-4.304466109217184311e-01,-9.956859821779060482e+00,-9.801428194089257806e-01,1.028450487876646946e+01,2.909578411911996287e+00,-6.020262894308867629e+00,-1.326635250721908577e+01,-8.840302889734566349e+00,-3.228405782836676896e-01,5.435680321996509079e+00,4.194219461082916212e+00
-7.505273500650067930e+00,-1.994968740814545338e+00,-1.953923154236178128e+00,3.359960848596457161e+00,4.435169493141317698e-01,-1.916695264672414245e+00,7.519567718598865191e+00,9.956881587786227783e+00,7.628206598303274966e+00,7.420214535844525727e+00,5.798295630309000082e+00,4.686469458539469279e+00,8.893313527749889147e+00,8.344356536510112221e+00,8.008259536071697937e+00,-3.129643718885172898e+00,-7.657221359417563988e+00,-2.318751284246851174e+00,-8.701416368867203488e+00,-1.636847714729382375e+01,-1.802984607105726411e+01,-1.428231209049172534e+01,-1.243478522495971461e+01,-1.114437658613137216e+01,-1.483028816457018806e+01,-2.629056115214799050e+01,-3.767122658722841777e+01,-4.446015939113789983e+01,-5.168221886524068509e+01,-5.707897483197214683e+01,-5.116805192421290371e+01,-3.523392790456372836e+01,-2.118163295737959828e+01,-2.046207796691782121e+01,-1.954882219286092848e+01,-4.950208528570827937e+00,2.577372019006724191e+00,-5.821131570627660068e+00,-1.857302394735297213e+01,-3.189967299266135825e+01,-4.042095303965028563e+01,-4.082184089872269794e+01,-3.622734600466934296e+01,-3.368467647926010500e+01
