6.648211472040588887e+02,6.799115900442798193e+02,6.577611967360790004e+02,6.354903340726345959e+02,6.305087064657270730e+02,6.311245329699432887e+02,6.279269506936543621e+02,6.393446641309150209e+02,6.496520327702239683e+02,6.764864027474385466e+02,7.170992716034468231e+02,7.321379225385508107e+02,7.116336940327561251e+02,6.984334342830771902e+02,7.025697131951618530e+02,7.034231331355606471e+02,6.960917284373972507e+02,6.797377599739772904e+02,6.766683734739510783e+02,6.709795967445102178e+02,6.745034149100332570e+02,6.766965100289916109e+02,6.760848246196836726e+02,6.203144178376336413e+02,4.822721283416678375e+02,4.259423250208446916e+02,4.047341010303803728e+02,6.062514941336643233e+02,6.655444351006492525e+02
-8.608107495721435498e+01,-9.505246113572559352e+01,-1.227252599835567537e+02,-1.295801849691623602e+02,-1.259803199054015010e+02,-1.254322534392709230e+02,-1.189828841213217459e+02,-1.080309839760124078e+02,-1.023070628408675020e+02,-6.070407848607105450e+01,3.543203661434392870e+01,1.053646962445219089e+02,1.348251650740795640e+02,1.289167205637247662e+02,1.323246423573769448e+02,1.369664285318180532e+02,1.362476838164529340e+02,1.302181965155704404e+02,1.275524544060814947e+02,1.195865386222503304e+02,1.210174592809712095e+02,1.273468847473451717e+02,1.447808320875220716e+02,1.685583196306677962e+02,1.667496065170706174e+02,1.557135061850586624e+02,1.463877484548389987e+02,8.801420673539307415e+01,7.579112854332666416e+01
-4.459881823020118929e+00,4.054679768403394391e+00,1.447694058991744015e+01,3.666264465537286554e+01,5.272675501012429322e+01,5.161106151341331838e+01,4.891443748418586779e+01,5.290340033692723409e+01,4.449241023718132482e+01,3.017667791806197997e+01,4.439849918614085311e+01,6.134290036164786741e+00,-4.705328355491821668e+01,-5.395995741803832857e+01,-6.723707019859969591e+01,-7.432753847435623129e+01,-7.208605898926512623e+01,-7.499585812610662572e+01,-7.028755129662677348e+01,-6.386396064176931020e+01,-5.600614070088893470e+01,-4.344054120827626519e+01,-3.514092146528415128e+01,-2.410386837289641448e+01,2.606644146495557379e+01,5.718992716384225616e+01,6.516182108886727065e+01,-3.822091046212554022e-01,1.303968346477282125e+01
3.960645131766651872e+01,3.806083144324562539e+01,3.639579852428089168e+01,3.072090233739798038e+01,3.539916560492757469e+01,3.071599141799192978e+01,2.234787159256764255e+01,2.472207375637380977e+01,2.418215438060401112e+01,1.844578804974766228e+01,1.758993718176994037e+01,8.168339882443770961e+00,1.680737553280791019e+01,1.968624355322175035e+01,1.124828476544496425e+01,-8.286208839710765162e+00,-9.081948148706736390e+00,-6.244097986914909804e+00,5.701298885480333922e+00,1.592759068676047107e+01,2.431862510554800849e+01,3.533989546771853441e+01,4.266061720324562856e+01,4.494873867602387207e+01,4.136147812542145630e+01,3.476271096358628654e+01,3.296126861043313738e+01,2.921839303291778833e+01,2.779533942376000510e+01
-7.261950318151733086e+00,-1.262795195085205080e+01,-1.633170075883014505e+01,-1.858713189063358584e+01,-7.135223931724810953e+00,-9.214449236763638140e+00,-1.770138944575839801e+01,-2.109635287176445573e+01,-2.011551901385105623e+01,-2.056337270624307223e+01,-2.509973895800969501e+01,-2.672467494707355939e+01,-3.303094087635221854e+01,-3.199906451860624657e+01,-2.737978717605717804e+01,-2.178003623837066982e+01,-2.183130794374789119e+01,-2.580745137810338719e+01,-2.467484992687411349e+01,-2.949068822248501931e+01,-3.476223875214812153e+01,-4.164968007270378791e+01,-4.049519233337262847e+01,-2.508483660520926861e+01,5.852600495347926923e+00,8.902373164945974082e+00,6.859598646302246472e+00,-8.862356806344758198e+00,8.703490218196523465e-01
-2.370666083027306303e+00,-4.400680320992440997e+00,-3.510031748249418992e+00,-5.638176925368288295e+00,-2.416062804305066092e-01,8.356350335675077901e+00,1.787464765665712330e+00,-2.867952940472715539e-01,1.086210080007162126e+00,-2.479477931554008308e+00,-2.461017984914457202e+01,-2.617603922572177666e+01,-3.406964922236100790e+01,-3.055921988886459673e+01,-2.997302191198026833e+01,-2.721118969223795858e+01,-2.742093625265572143e+01,-2.936394077598204433e+01,-2.790314580876938777e+01,-3.529933702348063207e+01,-3.874404023808764919e+01,-4.150474141744236789e+01,-4.891786742292984513e+01,-4.735726015447943382e+01,-2.390460358679396791e+01,-1.127800111330113708e+01,-4.222214364139863285e+00,1.665413996586258705e+01,2.095051967356677380e+01
1.649349855214101268e+01,9.515141320161294658e+00,9.763432181532113674e+00,5.625398247067809443e+00,2.507048828090094883e+00,4.877885827665430440e+00,-4.144414325762010520e+00,-5.208573769890056049e+00,-6.897616161253267819e+00,2.908315237014226007e+00,-2.382481091417363928e+01,-3.304610771027392957e+01,-2.598382476604721347e+01,-1.673014203470491879e+01,-1.362942763994034934e+01,-7.500758581943033576e+00,-7.646829989914187387e+00,-8.732766095987226862e+00,-9.211364996378280878e+00,-8.855692267864315070e+00,-1.429536968851218504e+01,-1.860951635131360149e+01,-2.403099215701244162e+01,-1.934390323431796332e+01,-1.783351510521461591e+01,-7.895949565604276188e+00,3.384759267055549969e+00,-8.411784896608809348e+00,-3.139452508434807054e+00
-2.348237704155947014e+00,3.944459700886523978e-01,1.211726033353055954e+01,1.364174032329475494e+01,1.112069813616993486e+01,3.884701953029431110e+00,-1.911851135203014529e+00,3.593602653662363977e+00,6.537732423971052143e-01,9.788982718835313790e+00,-1.362858427700986219e+01,-2.601104369754544621e+01,-3.485050053900871347e+01,-2.969173243594457290e+01,-3.074395204622298294e+01,-2.416186979965683790e+01,-2.127253670261252694e+01,-1.744666326142345980e+01,-1.161982335883665485e+01,-6.193977119202818571e+00,-8.566648829260252285e+00,-1.910412845159321193e+01,-3.261821222909505025e+01,-3.688516947468166052e+01,-1.761516656273623838e+01,-3.379824084915517002e+00,2.929862171595598141e+00,-2.371589895790207514e+00,4.342044333305774551e+00
-6.439129513387226389e+00,3.522650226775961624e+00,2.068438186042025961e+01,2.098051432856330578e+01,1.716296445324918807e+01,1.188306684616723530e+01,1.297333877746920194e+01,8.993947464480651632e+00,1.209284085231174899e+01,1.566000773813136426e+01,2.724062623042802223e+00,9.788915699108349244e+00,1.361126098444922583e+01,2.296451825423264381e+01,3.106530795824825120e+01,3.244342431380815128e+01,3.033406993566569554e+01,3.039597695482273210e+01,3.411197935393208525e+01,3.185373859266387342e+01,2.671191510182219275e+01,1.123998084554490973e+01,7.217863975553107991e+00,1.025024843875020863e+01,8.758061882325939296e-01,3.146650795342910367e+00,-2.306107000933438345e-01,-1.475478000158869873e+00,2.313883211960475195e-01
-6.776665394188173153e+00,-7.996523707365904343e+00,-1.231994861111870776e+01,-1.436369843270493973e+01,-2.953020270745296827e+00,2.586903475272047004e+00,-1.555042878861526923e+00,-8.515667465103295086e+00,6.151212856829819664e+00,3.818412399585064954e+00,-1.392685474994265427e+01,-1.088682721186479796e+00,4.819455448397754971e+00,7.682681182514020435e+00,1.385167465192337310e+01,1.070980147073010080e+01,9.042216940957494842e+00,6.904589031515332209e+00,9.890605768165293910e+00,1.350120937737203208e+00,-5.984670465167367670e-01,-8.148598107993977990e+00,-2.061731197572736107e+01,-2.543796017577575697e+01,-1.816263350532125287e+01,-1.075531122146863794e+01,-8.239651160583370881e+00,-4.456082969983537367e+00,1.070447133261844125e-01
